REG;DEP;DEPCOM;DCIRIS;AN;TYPEQU;lng;lat
93;83;83023;83023_0202;2019;D106;6.0656329865082625;43.40403617213726
93;83;83023;83023_0202;2019;D101;6.0656329865082625;43.40403617213726
93;83;83023;83023_0202;2019;D107;6.0656329865082625;43.40403617213726
93;83;83050;83050_0109;2019;D101;6.454914120003083;43.54517092702645
93;83;83050;83050_0109;2019;D104;6.454914120003083;43.54517092702645
93;83;83050;83050_0109;2019;D106;6.454914120003083;43.54517092702645
93;83;83050;83050_0109;2019;D107;6.454914114592826;43.545170837139615
93;83;83050;83050_0109;2019;D102;6.454914120003083;43.54517092702645
93;83;83069;83069_0129;2019;D101;6.110078104098499;43.11429988168214
93;83;83069;83069_0129;2019;D106;6.110078104098499;43.11429988168214
93;83;83069;83069_0129;2019;D107;6.110078104098499;43.11429988168214
93;83;83069;83069_0115;2019;D102;6.117721797708399;43.08593568541696
93;83;83061;83061_0104;2019;D101;6.752602796098484;43.43814013131598
93;83;83061;83061_0104;2019;D104;6.752602796098484;43.43814013131598
93;83;83061;83061_0104;2019;D106;6.752602796098484;43.43814013131598
93;83;83061;83061_0104;2019;D107;6.752602796098484;43.43814013131598
93;83;83137;83137_0902;2019;D101;5.975419364175925;43.12528305634075
93;83;83137;83137_0902;2019;D104;5.975419364175925;43.12528305634075
93;83;83137;83137_0902;2019;D106;5.975419364175925;43.12528305634075
93;83;83137;83137_0902;2019;D109;5.975419364175925;43.12528305634075
93;83;83137;83137_0902;2019;D107;5.975419364175925;43.12528305634075
93;83;83137;83137_0902;2019;D111;5.975419364175925;43.12528305634075
93;83;83137;83137_0903;2019;D402;5.968289188579367;43.129219536062166
93;83;83137;83137_0903;2019;D606;5.968289188579367;43.129219536062166
93;83;83049;83049_0103;2019;D603;6.075210375670594;43.23764077940597
93;83;83126;83126_0306;2019;D602;5.894924689405582;43.08571515065982
93;83;83029;83029;2019;D104;6.743804915734267;43.619433056653996
93;83;83048;83048;2019;D605;6.561904210117415;43.2117884131321
93;83;83137;83137_0905;2019;D601;5.974406117031627;43.1317178103295
93;83;83090;83090_0102;2019;D601;5.884809785955506;43.1397553984069
93;83;83137;83137_0402;2019;D401;5.926801956130265;43.132367779682575
93;83;83137;83137_0905;2019;D601;5.974406117031627;43.1317178103295
93;83;83043;83043;2019;D601;6.279282929526333;43.22880679155187
93;83;83130;83130_0104;2019;D601;6.047054194060646;43.198798046184436
93;83;83023;83023_0201;2019;D108;6.0687180208854805;43.40888430394223
93;83;83069;83069_0122;2019;D601;6.128709508457434;43.08786997253113
93;83;83129;83129_0107;2019;D701;5.83855104918646;43.08845879085975
93;83;83062;83062_0107;2019;D701;6.001238412549987;43.1213374698446
93;83;83061;83061_0116;2019;D701;6.745207969099949;43.44144493972759
93;83;83061;83061_0111;2019;D701;6.735615035230213;43.42868331734232
93;83;83130;83130_0104;2019;D603;6.058427880659407;43.19737528625619
93;83;83050;83050_0110;2019;D401;6.439056467875514;43.54248221410038
93;83;83126;83126_0505;2019;D602;5.870809752653587;43.11080786004664
93;83;83126;83126_0301;2019;D401;5.8826285515419565;43.07684873915376
93;83;83126;83126_0301;2019;D401;5.8527627488041665;43.08314226099022
93;83;83118;83118_0112;2019;D401;6.7906111331767525;43.43419336855666
93;83;83061;83061_0101;2019;D604;6.735958361417515;43.432275022733585
93;83;83023;83023_0201;2019;D605;6.067721398787386;43.409624704341844
93;83;83070;83070_0102;2019;D402;6.364984950387149;43.13706688299772
93;83;83126;83126_0301;2019;D103;5.8826285515419565;43.07684873915376
93;83;83069;83069_0110;2019;D603;6.112239530087179;43.12080933558823
93;83;83130;83130_0105;2019;D604;6.063016063996203;43.17320809042089
93;83;83131;83131;2019;D603;5.983168809746135;43.21507314710094
93;83;83137;83137_0504;2019;D604;5.929696082199455;43.12434158995972
93;83;83073;83073_0101;2019;D103;6.293996829547462;43.38350579894344
93;83;83144;83144_0105;2019;D401;5.9883722516840185;43.131558237134456
93;83;83092;83092;2019;D402;6.2295152712334305;43.30308829215109
93;83;83130;83130_0102;2019;D402;6.033200785521806;43.19886439019945
93;83;83144;83144_0101;2019;D604;6.010804346189354;43.13955589956839
93;83;83144;83144_0104;2019;D401;5.987726314259738;43.135586052629876
93;83;83058;83058;2019;D402;6.3960552268044255;43.533630859898125
93;83;83086;83086_0103;2019;D602;6.585863105920829;43.46861498598093
93;83;83137;83137_0307;2019;D602;5.911747269619775;43.14851231277022
93;83;83137;83137_0305;2019;D601;5.895556377835984;43.144703756008006
93;83;83069;83069_0122;2019;D603;6.122073480165399;43.086949140745865
93;83;83099;83099_0101;2019;D603;6.687954725800284;43.442439933439886
93;83;83118;83118_0108;2019;D101;6.775601053272841;43.423001744836945
93;83;83118;83118_0108;2019;D102;6.775601053272841;43.423001744836945
93;83;83062;83062_0107;2019;D401;6.003181619204578;43.11761096793724
93;83;83144;83144_0107;2019;D401;6.011044176409529;43.14684907560836
93;83;83023;83023_0201;2019;D604;6.065164532551537;43.40648479430321
93;83;83107;83107_0104;2019;D401;6.639412909874439;43.44142173792969
93;83;83050;83050_0102;2019;D402;6.465613163012441;43.536157850315895
93;83;83121;83121;2019;D602;6.249753859944509;43.56155062996973
93;83;83031;83031;2019;D602;6.337875318925568;43.399783430624105
93;83;83050;83050_0110;2019;D603;6.452117813615062;43.53999240303816
93;83;83118;83118_0101;2019;D603;6.779884076495414;43.44336455674965
93;83;83118;83118_0101;2019;D604;6.779884076495414;43.44336455674965
93;83;83126;83126_0501;2019;D401;5.852196613047357;43.10460885476691
93;83;83130;83130_0104;2019;D401;6.051717097112575;43.20409875659469
93;83;83091;83091;2019;D401;6.143872760228063;43.22369696172582
93;83;83148;83148_0103;2019;D401;6.431264584625709;43.43017203849395
93;83;83049;83049_0102;2019;D603;6.087839019040738;43.25597057402387
93;83;83023;83023_0201;2019;D604;6.067721398787386;43.409624704341844
93;83;83049;83049_0101;2019;D604;6.081415271353916;43.231126389568324
93;83;83137;83137_0504;2019;D603;5.929696082199455;43.12434158995972
93;83;83137;83137_0504;2019;D604;5.929696082199455;43.12434158995972
93;83;83061;83061_0106;2019;D604;6.760582101836228;43.42963019881473
93;83;83116;83116_0104;2019;D604;5.858426926085082;43.45310835044996
93;83;83137;83137_0704;2019;D604;5.951481717956121;43.13186657840638
93;83;83137;83137_0807;2019;D604;5.974866611216591;43.11585472510274
93;83;83137;83137_0904;2019;D604;5.964897925994176;43.128749449646705
93;83;83137;83137_0311;2019;D402;5.920172273350102;43.12994285785834
93;83;83057;83057;2019;D401;6.227347706978821;43.37269655138114
93;83;83118;83118_0109;2019;D112;6.796485671004461;43.42309363706093
93;83;83069;83069_0129;2019;D111;6.113120009981665;43.117969173589216
93;83;83126;83126_0505;2019;D111;5.870809752653587;43.11080786004664
93;83;83090;83090_0103;2019;D111;5.863899288934458;43.132402598339844
93;83;83087;83087;2019;D103;5.778282484317554;43.39062129286269
93;83;83129;83129_0304;2019;D603;5.821632618895208;43.108980501362176
93;83;83137;83137_0401;2019;D111;5.932301226607375;43.13340547096729
93;83;83130;83130_0101;2019;D703;6.045204755123375;43.20481476700028
93;83;83009;83009_0106;2019;D603;5.741550274362473;43.15321356798099
93;83;83116;83116_0102;2019;D603;5.860664023824806;43.45599766136592
93;83;83001;83001;2019;D603;6.824616827873439;43.52367432924161
93;83;83137;83137_0704;2019;D603;5.952025268058764;43.13254744749908
93;83;83103;83103;2019;D701;5.933441300667799;43.17517249228193
93;83;83116;83116_0106;2019;D606;5.849067404039446;43.4549537395401
93;83;83042;83042_0102;2019;D302;6.53375716317054;43.251944447690306
93;83;83137;83137_0809;2019;D603;5.959766429200975;43.12045054168754
93;83;83073;83073_0103;2019;D603;6.315286539574872;43.39429270412231
93;83;83061;83061_0117;2019;D401;6.756968369828284;43.440750232489535
93;83;83117;83117;2019;D401;6.688176134357759;43.56703776216594
93;83;83086;83086_0103;2019;D302;6.570564987637832;43.474232957346395
93;83;83137;83137_0504;2019;D709;5.927489482008107;43.127404162258415
93;83;83129;83129_0304;2019;D605;5.839220139108612;43.11767873440104
93;83;83116;83116_0104;2019;D104;5.880991352353133;43.451225980515716
93;83;83023;83023_0301;2019;D104;6.064299655963328;43.401351374768396
93;83;83050;83050_0110;2019;D603;6.452117813615062;43.53999240303816
93;83;83069;83069_0000;2019;D302;6.117721797708399;43.08593568541696
93;83;83050;83050_0110;2019;D603;6.452117813615062;43.53999240303816
93;83;83137;83137_0809;2019;D603;5.959766429200975;43.12045054168754
93;83;83049;83049_0102;2019;D104;6.075475936961598;43.23402969842408
93;83;83069;83069_0110;2019;D104;6.120987405626502;43.120946938621294
93;83;83061;83061_0118;2019;D401;6.729277950839031;43.46363341963142
93;83;83023;83023_0202;2019;D401;6.073357616249266;43.403844134824105
93;83;83023;83023_0101;2019;D601;6.061626853623339;43.40368049262555
93;83;83137;83137_0609;2019;D705;5.940817295574995;43.123296080089595
93;83;83069;83069_0118;2019;D603;6.137833183294133;43.03779363064406
93;83;83116;83116_0106;2019;D401;5.852961376490065;43.46935001475453
93;83;83069;83069_0122;2019;D603;6.122073480165399;43.086949140745865
93;83;83043;83043;2019;D603;6.279282929526333;43.22880679155187
93;83;83026;83026;2019;D603;6.22334153390088;43.41310709591131
93;83;83137;83137_0905;2019;D602;5.968172177748349;43.130363160043224
93;83;83126;83126_0505;2019;D401;5.870809752653587;43.11080786004664
93;83;83056;83056;2019;D102;6.50760180306144;43.5550108015289
93;83;83126;83126_0307;2019;D603;5.873421084047486;43.11920660917728
93;83;83069;83069_0110;2019;D603;6.112239530087179;43.12080933558823
93;83;83137;83137_0610;2019;D111;5.947231905017547;43.123692353629
93;83;83143;83143;2019;D401;6.071930884145153;43.445238698788394
93;83;83073;83073_0103;2019;D603;6.315286539574872;43.39429270412231
93;83;83099;83099_0101;2019;D603;6.687954725800284;43.442439933439886
93;83;83137;83137_0403;2019;D703;5.923244444703705;43.134656894235135
93;83;83050;83050_0108;2019;D605;6.46886774490328;43.53904828965331
93;83;83034;83034_0101;2019;D402;6.074595086652737;43.0948967835863
93;83;83115;83115_0104;2019;D401;6.640790790336491;43.322727666309014
93;83;83137;83137_0000;2019;D605;5.927821135444642;43.12635828201881
93;83;83049;83049_0102;2019;D603;6.085868663006461;43.25823244905171
93;83;83061;83061_0118;2019;D602;6.731989014027423;43.46520361559922
93;83;83070;83070_0102;2019;D401;6.355573838734973;43.133030103245595
93;83;83067;83067;2019;D603;6.309945350932401;43.33009020076271
93;83;83137;83137_0806;2019;D401;5.969770539471423;43.12200600556955
93;83;83042;83042_0101;2019;D104;6.519753896243812;43.25655559215501
93;83;83099;83099_0101;2019;D401;6.66899775200758;43.45518936662768
93;83;83061;83061_0116;2019;D401;6.761224098544092;43.45270953316185
93;83;83137;83137_0205;2019;D401;5.889925306420977;43.13852929040509
93;83;83129;83129_0203;2019;D401;5.809306599387938;43.079410480468
93;83;83069;83069_0120;2019;D605;6.154820496226657;43.08212860807971
93;83;83064;83064;2019;D603;6.046813707941582;43.33121425414027
93;83;83064;83064;2019;D604;6.046813707941582;43.33121425414027
93;83;83019;83019_0102;2019;D401;6.346482567342031;43.1371902437479
93;83;83011;83011;2019;D402;6.551467362816881;43.620092639867615
93;83;83072;83072_0103;2019;D402;6.3545828659479975;43.498105281477386
93;83;83072;83072_0103;2019;D606;6.3545828659479975;43.498105281477386
93;83;83118;83118_0103;2019;D606;6.774048233855853;43.427565598706956
93;83;83118;83118_0103;2019;D402;6.774048233855853;43.427565598706956
93;83;83137;83137_0504;2019;D605;5.929696082199455;43.12434158995972
93;83;83042;83042_0104;2019;D104;6.537853683319098;43.252797153749576
93;83;83061;83061_0104;2019;D111;6.753927285846411;43.437886164314875
93;83;83123;83123_0102;2019;D402;5.81548827316248;43.12621259139327
93;83;83123;83123_0102;2019;D606;5.81548827316248;43.12621259139327
93;83;83061;83061_0106;2019;D703;6.760582101836228;43.42963019881473
93;83;83042;83042_0102;2019;D104;6.532614636698267;43.244794601695325
93;83;83097;83097;2019;D603;5.7379694786345325;43.50241096913322
93;83;83121;83121;2019;D605;6.249753859944509;43.56155062996973
93;83;83129;83129_0105;2019;D401;5.836056847813842;43.09193548546535
93;83;83118;83118_0112;2019;D401;6.785476502369132;43.437339896349314
93;83;83137;83137_0906;2019;D605;5.975068155365917;43.131328700382575
93;83;83061;83061_0106;2019;D605;6.760582101836228;43.42963019881473
93;83;83137;83137_0610;2019;D401;5.947393533926503;43.12406686042064
93;83;83042;83042_0103;2019;D602;6.523822909011698;43.253992596278735
93;83;83061;83061_0117;2019;D602;6.75733799304178;43.43460378167175
93;83;83012;83012;2019;D602;5.953593004828218;43.56920108081919
93;83;83026;83026;2019;D605;6.221392557626551;43.41279864973865
93;83;83103;83103;2019;D401;5.9229900393552795;43.16999451839384
93;83;83001;83001;2019;D401;6.824616827873439;43.52367432924161
93;83;83038;83038;2019;D401;6.453257926082735;43.599159244012355
93;83;83023;83023_0301;2019;D602;6.0598698570152445;43.4085594618066
93;83;83004;83004_0102;2019;D401;6.462550675549635;43.47684502246144
93;83;83073;83073_0103;2019;D603;6.314450928859127;43.394727092470006
93;83;83050;83050_0102;2019;D302;6.465170534908471;43.5361053478234
93;83;83061;83061_0106;2019;D302;6.7623501103645145;43.42911302964922
93;83;83050;83050_0103;2019;D302;6.452351043818488;43.53310451418832
93;83;83072;83072_0103;2019;D302;6.3590318689804795;43.49143160027452
93;83;83061;83061_0114;2019;D302;6.722105599727843;43.38296023591772
93;83;83121;83121;2019;D302;6.230506901248009;43.56474211094816
93;83;83118;83118_0103;2019;D302;6.771383900926439;43.42773590590657
93;83;83061;83061_0108;2019;D302;6.7532140883650404;43.42694158444511
93;83;83069;83069_0101;2019;D302;6.128412232574105;43.11716163302363
93;83;83091;83091;2019;D302;6.14294012940957;43.22729982675646
93;83;83070;83070_0102;2019;D302;6.366466588413778;43.137663395846566
93;83;83144;83144_0102;2019;D302;5.984587509319154;43.1375407161915
93;83;83019;83019_0101;2019;D302;6.3392618332327215;43.14480895630208
93;83;83137;83137_0805;2019;D302;5.953421111906093;43.12342657549445
93;83;83137;83137_0613;2019;D302;5.938499442419491;43.11335156745502
93;83;83137;83137_0310;2019;D302;5.920447119855352;43.12993450945806
93;83;83137;83137_0501;2019;D302;5.933964182630275;43.12026159521032
