REG;DEP;DEPCOM;DCIRIS;AN;TYPEQU;lng;lat
75;19;19031;19031_0702;2019;D111;1.5338531068155141;45.1679495633259
75;19;19031;19031_0702;2019;D109;1.5338531068155141;45.1679495633259
75;19;19031;19031_0702;2019;D107;1.5338531068155141;45.1679495633259
75;19;19031;19031_0702;2019;D106;1.5338531068155141;45.1679495633259
75;19;19031;19031_0702;2019;D102;1.5338531068155141;45.1679495633259
75;19;19031;19031_0702;2019;D101;1.5338531068155141;45.1679495633259
75;19;19272;19272_0201;2019;D101;1.769376649707675;45.270639589245945
75;19;19272;19272_0201;2019;D104;1.769376649707675;45.270639589245945
75;19;19272;19272_0201;2019;D106;1.769376649707675;45.270639589245945
75;19;19272;19272_0201;2019;D112;1.769376649707675;45.270639589245945
75;19;19272;19272_0201;2019;D107;1.769376649707675;45.270639589245945
75;19;19028;19028;2019;D101;2.4968963666279342;45.39285204277092
75;19;19028;19028;2019;D102;2.4968963666279342;45.39285204277092
75;19;19148;19148;2019;D401;2.2685236465500624;45.38040012203626
75;19;19275;19275_0202;2019;D101;2.3132027644503284;45.544451630437955
75;19;19275;19275_0202;2019;D102;2.3132027644503284;45.544451630437955
75;19;19275;19275_0202;2019;D107;2.3132027644503284;45.544451630437955
75;19;19031;19031_0301;2019;D104;1.5535851262256635;45.15214728872029
75;19;19138;19138;2019;D601;1.6687243560834863;45.054859194652664
75;19;19203;19203;2019;D601;1.7861566198302474;45.20467883844922
75;19;19123;19123_0102;2019;D601;1.583614000999309;45.179786081227086
75;19;19275;19275_0101;2019;D601;2.306732301085436;45.55111257035019
75;19;19258;19258;2019;D603;2.022138996707092;45.13245041026005
75;19;19031;19031_0503;2019;D101;1.50141574607005;45.16108504148515
75;19;19031;19031_0702;2019;D101;1.5389552052684243;45.16801376675955
75;19;19031;19031_0702;2019;D107;1.5389552052684243;45.16801376675955
75;19;19010;19010;2019;D401;1.9445095756291302;45.0913472790969
75;19;19141;19141;2019;D104;2.510663455011868;45.63913183187458
75;19;19275;19275_0101;2019;D109;2.31729330343051;45.556858517533236
75;19;19023;19023;2019;D401;1.7216598874767344;45.122974579725756
75;19;19031;19031_0401;2019;D603;1.5289087752870256;45.1550324983716
75;19;19028;19028;2019;D603;2.4980665203168555;45.38582731672356
75;19;19031;19031_0401;2019;D602;1.5346925494625665;45.15123887047227
75;19;19272;19272_0102;2019;D401;1.7734398512486043;45.28525231452115
75;19;19269;19269;2019;D701;1.7918991329038707;45.535804416219996
75;19;19080;19080;2019;D605;2.4456794204298085;45.66206177379963
75;19;19060;19060;2019;D603;1.5906145959697602;45.45061432332673
75;19;19005;19005;2019;D401;1.476672023994274;45.25813880937897
75;19;19061;19061;2019;D401;1.690641520365925;45.206620334780126
75;19;19136;19136;2019;D401;2.1418423734403955;45.53461598542996
75;19;19269;19269;2019;D401;1.7977798510765326;45.532189549364844
75;19;19062;19062;2019;D401;1.8747495364486415;45.36340939034314
75;19;19164;19164;2019;D401;2.0501689827332594;45.706352343488184
75;19;19272;19272_0202;2019;D602;1.7647823774999498;45.26438419460065
75;19;19164;19164;2019;D601;2.0561066273208963;45.70202015565874
75;19;19031;19031_0202;2019;D701;1.555990248397926;45.15713242558446
75;19;19272;19272_0301;2019;D108;1.7640816655836735;45.26366412232419
75;19;19031;19031_0103;2019;D108;1.5369024328937964;45.15593459593275
75;19;19073;19073_0101;2019;D108;2.0442381986087224;45.40729110234241
75;19;19272;19272_0202;2019;D108;1.7692331249824538;45.271363846718025
75;19;19275;19275_0202;2019;D108;2.3153174410103405;45.54683016411197
75;19;19113;19113;2019;D601;2.3319326489919274;45.41321362764255
75;19;19261;19261;2019;D605;2.1871633961123194;45.673624904088655
75;19;19272;19272_0202;2019;D701;1.76939736554358;45.272012243808504
75;19;19031;19031_0102;2019;D701;1.5361694524991867;45.158260149475176
75;19;19272;19272_0102;2019;D102;1.767470086624454;45.2838457771064
75;19;19031;19031_0103;2019;D602;1.5346869005851829;45.155239106280966
75;19;19272;19272_0303;2019;D605;1.7742834220190817;45.25211354781081
75;19;19258;19258;2019;D603;2.022138996707092;45.13245041026005
75;19;19123;19123_0102;2019;D605;1.5879986128480412;45.17709672052711
75;19;19123;19123_0102;2019;D603;1.581890790055294;45.17859797863639
75;19;19094;19094;2019;D108;1.3222117086172442;45.31760118444526
75;19;19255;19255;2019;D108;1.7176541424129996;45.36656507638605
75;19;19010;19010;2019;D108;1.932320987546274;45.09307898073106
75;19;19023;19023;2019;D108;1.72570748140152;45.12258054607646
75;19;19138;19138;2019;D108;1.6692835436239237;45.03860889831441
75;19;19024;19024;2019;D605;1.4469732286245631;45.36583537501054
75;19;19024;19024;2019;D603;1.4469732286245631;45.36583537501054
75;19;19024;19024;2019;D603;1.4469732286245631;45.36583537501054
75;19;19285;19285;2019;D603;1.525129097392999;45.38059093179007
75;19;19275;19275_0202;2019;D103;2.3132027644503284;45.544451630437955
75;19;19028;19028;2019;D103;2.4968963666279342;45.39285204277092
75;19;19028;19028;2019;D401;2.4968963666279342;45.39285204277092
75;19;19272;19272_0102;2019;D103;1.767470086624454;45.2838457771064
75;19;19115;19115;2019;D603;1.6013220751054313;45.051587410736346
75;19;19031;19031_0501;2019;D602;1.4980299183109294;45.14952749460706
75;19;19272;19272_0202;2019;D602;1.7647823774999498;45.26438419460065
75;19;19121;19121;2019;D401;1.3975536848456669;45.44194937358415
75;19;19028;19028;2019;D402;2.4918310110116866;45.39640586243908
75;19;19028;19028;2019;D606;2.4918310110116866;45.39640586243908
75;19;19134;19134;2019;D401;2.457029022221775;45.64745777704798
75;19;19036;19036;2019;D401;1.7129064666122826;45.579545288381446
75;19;19011;19011;2019;D401;1.3848524613770392;45.40225947057389
75;19;19276;19276;2019;D401;1.5681473235908574;45.4309406082153
75;19;19237;19237;2019;D401;2.0913386233787037;45.138234849162274
75;19;19255;19255;2019;D401;1.7173492338400034;45.36693442020961
75;19;19118;19118;2019;D401;1.738928300794125;45.46878728695951
75;19;19153;19153;2019;D401;1.41023219381705;45.271012001300996
75;19;19100;19100;2019;D401;1.6336454875257609;45.351625353667714
75;19;19072;19072;2019;D401;1.525297277728544;45.21961542354114
75;19;19037;19037;2019;D401;1.7057580040014784;45.43021324141736
75;19;19028;19028;2019;D401;2.490611581283943;45.39376554608258
75;19;19272;19272_0201;2019;D401;1.7700082788902995;45.26675169561852
75;19;19275;19275_0202;2019;D401;2.318513191582112;45.541033225034894
75;19;19275;19275_0101;2019;D602;2.3158104649079245;45.554760324814374
75;19;19124;19124;2019;D401;1.3541882841785144;45.18267793577477
75;19;19261;19261;2019;D603;2.1765668954424693;45.69410259981648
75;19;19261;19261;2019;D603;2.187043417645747;45.67374741092898
75;19;19272;19272_0303;2019;D603;1.7742834220190817;45.25211354781081
75;19;19031;19031_0101;2019;D402;1.5338305106608474;45.15785030521973
75;19;19031;19031_0101;2019;D606;1.5338305106608474;45.15785030521973
75;19;19033;19033;2019;D108;1.9253323028481444;45.59885538603327
75;19;19261;19261;2019;D401;2.1891603291473754;45.66997954093058
75;19;19073;19073_0101;2019;D401;2.039236253629331;45.40592637660229
75;19;19203;19203;2019;D401;1.7717084463964603;45.20815901918578
