REG;DEP;DEPCOM;DCIRIS;AN;TYPEQU;lng;lat
84;38;38422;38422;2019;D102;5.834808289001434;45.14144157667557
84;38;38422;38422;2019;D101;5.834808289001434;45.14144157667557
84;38;38269;38269_0102;2019;D101;5.796869454595296;44.90518695977956
84;38;38269;38269_0102;2019;D102;5.796869454595296;44.90518695977956
84;38;38269;38269_0102;2019;D106;5.796869454595296;44.90518695977956
84;38;38053;38053_0102;2019;D104;5.246162091380274;45.59574891006674
84;38;38053;38053_0102;2019;D106;5.246162091380274;45.59574891006674
84;38;38053;38053_0102;2019;D107;5.246162091380274;45.59574891006674
84;38;38053;38053_0102;2019;D101;5.246162091380274;45.59574891006674
84;38;38315;38315;2019;D101;5.661732662391042;45.538762463925735
84;38;38315;38315;2019;D102;5.661732662391042;45.538762463925735
84;38;38315;38315;2019;D106;5.661732662391042;45.538762463925735
84;38;38337;38337_0101;2019;D101;5.4999385288066875;45.35245781064339
84;38;38337;38337_0101;2019;D102;5.4999385288066875;45.35245781064339
84;38;38516;38516_0102;2019;D106;5.752722450806334;45.19723113312342
84;38;38516;38516_0102;2019;D102;5.752722450806334;45.19723113312342
84;38;38516;38516_0102;2019;D101;5.752722450806334;45.19723113312342
84;38;38516;38516_0102;2019;D104;5.752722450806334;45.19723113312342
84;38;38516;38516_0102;2019;D107;5.752722450806334;45.19723113312342
84;38;38516;38516_0102;2019;D111;5.752722450806334;45.19723113312342
84;38;38516;38516_0102;2019;D112;5.752722450806334;45.19723113312342
84;38;38517;38517_0102;2019;D102;5.484303227811664;45.299933625807626
84;38;38416;38416_0101;2019;D101;5.322288410480937;45.15269850997211
84;38;38416;38416_0101;2019;D102;5.322288410480937;45.15269850997211
84;38;38412;38412;2019;D101;5.737730919286609;45.387906128082136
84;38;38412;38412;2019;D102;5.737730919286609;45.387906128082136
84;38;38386;38386;2019;D102;5.631850947023791;45.46283031637766
84;38;38382;38382_0103;2019;D104;5.675472836634198;45.234440416423375
84;38;38034;38034;2019;D102;5.057641076551176;45.33910555333341
84;38;38544;38544_0301;2019;D101;4.882231966935682;45.535637031136154
84;38;38544;38544_0301;2019;D102;4.882231966935682;45.535637031136154
84;38;38544;38544_0301;2019;D106;4.882231966935682;45.535637031136154
84;38;38544;38544_0301;2019;D107;4.882231966935682;45.535637031136154
84;38;38544;38544_0301;2019;D112;4.882231966935682;45.535637031136154
84;38;38509;38509_0101;2019;D102;5.447473642279753;45.56983352237965
84;38;38261;38261;2019;D102;5.462928479245571;45.67968984257629
84;38;38563;38563_0103;2019;D101;5.592042551995065;45.36988817639843
84;38;38563;38563_0103;2019;D106;5.592042551995065;45.36988817639843
84;38;38563;38563_0103;2019;D107;5.592042551995065;45.36988817639843
84;38;38563;38563_0103;2019;D112;5.592042551995065;45.36988817639843
84;38;38158;38158_0102;2019;D601;5.743208841597622;45.15853398247015
84;38;38158;38158_0102;2019;D602;5.743208841597622;45.15853398247015
84;38;38185;38185_0611;2019;D602;5.736156379906322;45.15699446469662
84;38;38185;38185_0209;2019;D602;5.734503700192483;45.196370684310594
84;38;38158;38158_0102;2019;D603;5.738791996626843;45.15779380425232
84;38;38065;38065;2019;D401;5.404251214296616;45.44584967815188
84;38;38140;38140_0102;2019;D601;5.8757951837784015;45.27301936670477
84;38;38563;38563_0105;2019;D603;5.595577555112872;45.365742176967466
84;38;38344;38344_0102;2019;D111;4.813077359492332;45.36990747244208
84;38;38449;38449_0102;2019;D110;5.133153151893225;45.65793696223143
84;38;38544;38544_0301;2019;D111;4.882231966935682;45.535637031136154
84;38;38158;38158_0101;2019;D602;5.7544546828434155;45.15606125044186
84;38;38053;38053_0102;2019;D111;5.246162091380274;45.59574891006674
84;38;38205;38205;2019;D108;5.589168050121661;45.12723263196018
84;38;38185;38185_0401;2019;D602;5.723391214532152;45.180059386668106
84;38;38544;38544_0103;2019;D108;4.869506273039531;45.52068496783468
84;38;38185;38185_0411;2019;D603;5.730343500360643;45.17402971715404
84;38;38517;38517_0102;2019;D603;5.484303227811664;45.299933625807626
84;38;38052;38052;2019;D108;6.028479285997688;45.056372963162175
84;38;38239;38239_0101;2019;D109;5.567117233584648;45.32623246047552
84;38;38553;38553_0103;2019;D109;5.157912829355152;45.61263232768878
84;38;38337;38337_0102;2019;D109;5.501238602713452;45.349884635032204
84;38;38193;38193_0107;2019;D109;5.231104530427604;45.620853244680895
84;38;38085;38085_0101;2019;D109;5.1619737550345555;45.74097359525327
84;38;38138;38138;2019;D109;5.253655891281006;45.72638334838951
84;38;38537;38537_0102;2019;D109;5.13600285204447;45.64313394647086
84;38;38185;38185_0411;2019;D601;5.730343500360643;45.17402971715404
84;38;38318;38318_0102;2019;D302;4.914140999185508;45.52856121034725
84;38;38185;38185_0506;2019;D401;5.742264061230966;45.17220218547067
84;38;38229;38229_0101;2019;D302;5.782858736284056;45.21003559943636
84;38;38185;38185_0302;2019;D302;5.710160836279469;45.18103553849232
84;38;38544;38544_0201;2019;D302;4.87134551547062;45.52423560830121
84;38;38559;38559;2019;D402;5.4050886734601225;45.208256976542685
84;38;38524;38524_0102;2019;D601;5.683124454576671;45.104565757737525
84;38;38151;38151_0103;2019;D602;5.698714304238973;45.15114407036986
84;38;38140;38140_0101;2019;D602;5.883238184880242;45.284256361974755
84;38;38226;38226;2019;D401;5.746232254735474;44.816149777613596
84;38;38214;38214;2019;D605;5.9100182376013795;45.30508589568601
84;38;38140;38140_0102;2019;D109;5.89415040573387;45.273479115114604
84;38;38229;38229_0302;2019;D109;5.790111989710988;45.212929654844054
84;38;38397;38397_0102;2019;D109;5.850415433843299;45.23907485494402
84;38;38130;38130;2019;D603;5.262532621305125;45.38596573298941
84;38;38269;38269_0102;2019;D602;5.784939781873725;44.89986236284266
84;38;38474;38474_0101;2019;D603;5.666274648692925;45.19929677192587
84;38;38395;38395;2019;D108;5.884436049043046;45.30838140590307
84;38;38421;38421_0603;2019;D605;5.7767030449797865;45.187127454185244
84;38;38151;38151_0202;2019;D603;5.714954888543048;45.149479644634305
84;38;38516;38516_0102;2019;D601;5.750857189240812;45.2036487445245
84;38;38509;38509_0103;2019;D701;5.446612101569692;45.56333241921364
84;38;38185;38185_0507;2019;D701;5.742043458035645;45.16752893871801
84;38;38158;38158_0102;2019;D701;5.741744987438643;45.16443338171626
84;38;38553;38553_0103;2019;D701;5.158734321207246;45.60835030540274
84;38;38034;38034;2019;D701;5.061509585329588;45.340343167941676
84;38;38053;38053_0101;2019;D701;5.26973444525737;45.585780629514524
