REG;DEP;DEPCOM;DCIRIS;AN;TYPEQU;lng;lat
76;31;31042;31042;2019;D102;0.5972337732056456;42.79181739097493
76;31;31483;31483_0107;2019;D101;0.7057423620206433;43.11528479242299
76;31;31483;31483_0107;2019;D102;0.7057423620206433;43.11528479242299
76;31;31483;31483_0107;2019;D106;0.7057423620206433;43.11528479242299
76;31;31483;31483_0107;2019;D112;0.7057423620206433;43.11528479242299
76;31;31451;31451_0101;2019;D102;2.0054167886090792;43.45634122253034
76;31;31451;31451_0101;2019;D101;2.0054167886090792;43.45634122253034
76;31;31555;31555_5001;2019;D104;1.4243603740025221;43.55963463689404
76;31;31395;31395_0108;2019;D103;1.3095423547339604;43.4432098667613
76;31;31555;31555_5503;2019;D401;1.3744400946400945;43.566201594017336
76;31;31555;31555_2001;2019;D109;1.4568161953827277;43.61191051208483
76;31;31555;31555_5702;2019;D703;1.395297955739276;43.58634282796547
76;31;31184;31184;2019;D701;1.5608440152356975;43.59532533891385
76;31;31396;31396;2019;D605;1.6244231356870615;43.37575426483424
76;31;31136;31136;2019;D401;1.4289886537015577;43.75058557304612
76;31;31410;31410;2019;D401;1.4684788980877252;43.704880297368156
76;31;31555;31555_1102;2019;D401;1.4528073270261408;43.604454185512395
76;31;31555;31555_6002;2019;D304;1.4076535324725035;43.60330681865511
76;31;31451;31451_0101;2019;D402;2.0054167886090792;43.45634122253034
76;31;31555;31555_0000;2019;D302;1.4435168939711538;43.59047505780047
76;31;31446;31446_0000;2019;D403;1.4776295148133722;43.54666035785221
76;31;31446;31446_0101;2019;D604;1.4776295148133722;43.54666035785221
76;31;31555;31555_0000;2019;D604;1.4202383960445213;43.64549342385598
76;31;31555;31555_3701;2019;D403;1.4202383960445213;43.64549342385598
76;31;31555;31555_1902;2019;D403;1.4617987068473932;43.62060712705358
76;31;31555;31555_4101;2019;D112;1.4851797373313294;43.64160466054477
76;31;31517;31517;2019;D403;1.3071730262565726;43.322282559513305
76;31;31517;31517;2019;D604;1.3071730262565726;43.322282559513305
76;31;31483;31483_0000;2019;D403;0.7184736975782576;43.10608466156795
76;31;31588;31588_0000;2019;D403;1.3409605308169188;43.52235739152938
76;31;31588;31588_0000;2019;D604;1.3409605308169188;43.52235739152938
