idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
immo-facile-59509348;pr;m;l;0;90;;4;1300;;;0;0;1;2;E;269;49.41653;2.8247;0;3.0;;;;0;E;;;;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2025-11;60159;1301;601591301;H;H;6015901;60502;32;60
iad-france-1940746;pr;a;l;2;29;;2;470;;;0;0;0;0;E;280;49.41474;2.82227;0;3.0;;;False;0;B;;;;;False;;False;;;Électrique;Radiateur;Individuel;m;n;21.0;a;2025-11;60159;1301;601591301;H;H;6015901;60502;32;60
century-21-202_2596_17385;pr;a;l;1;34;;2;730;;;0;0;0;1;F;400;49.41629;2.82547;0;3.0;;0.0;;0;F;1930.0;1.0;1.0;;False;;False;;;Gaz;;Individuel;a;n;8.0;a;2025-11;60159;1301;601591301;H;H;6015901;60502;32;60
century-21-202_2596_17477;pr;a;l;1;41;;2;580;;;0;0;1;0;E;278;49.4151;2.82632;0;4.0;;0.0;;0;B;;0.0;0.0;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-11;60159;1301;601591301;H;H;6015901;60502;32;60
netty-company53836wbe-appt-3814;pr;a;l;0;52;;2;804;;;0;0;0;1;C;63;49.42249;2.85901;0;;;1.0;;Sud-Est;C;2022.0;1.0;;;;;True;;;Gaz;;Collectif;a;n;;a;2025-11;60159;1901;601591901;D;H;6015901;60502;32;60
ag313862-495344345;pr;a;l;2;71;;3;856;;;0;0;0;1;E;245;49.40655;2.83145;0;;;;True;0;E;;;;;False;;True;;;;;Collectif;a;n;8.0;a;2025-11;60159;0101;601590101;H;H;6015901;60502;32;60
citya-immobilier-39915926800024-GES80470022-893;pr;a;l;2;47;;2;673;;;0;1;1;0;NS;;49.40042;2.82964;0;4.0;;2.0;;0;NS;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;27.0;a;2025-11;60159;0101;601590101;H;H;6015901;60502;32;60
century-21-202_2596_17365;pr;a;l;1;74;;3;860;;;0;1;1;0;C;155;49.40454;2.84141;0;4.0;;0.0;;0;B;1979.0;1.0;0.0;;False;;True;;;;;Collectif;a;n;8.0;a;2025-11;60159;0101;601590101;H;H;6015901;60502;32;60
citya-immobilier-39915926800024-GES80470025-893;pr;a;l;2;29;;1;482;;;0;1;1;0;B;88;49.40125;2.82841;0;4.0;;1.0;;0;A;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;20.0;a;2025-11;60159;0101;601590101;H;H;6015901;60502;32;60
iad-france-1942387;pr;a;l;0;74;;2;890;;;0;0;0;0;E;261;49.40147;2.82328;0;;;1.0;True;0;B;1990.0;;;;False;;True;;;Électrique;Radiateur;Individuel;m;n;;a;2025-11;60159;0101;601590101;H;H;6015901;60502;32;60
mgc-ancien-SNI_0000_335932;pr;a;l;3;62;;3;896;;;0;0;0;0;C;57;49.40075;2.82901;0;5.0;;2.0;False;0;C;2023.0;;;;True;;True;;;Gaz;;Collectif;a;n;6.0;a;2025-11;60159;0101;601590101;H;H;6015901;60502;32;60
ag603630-498550592;pr;a;l;1;14;;1;520;;;0;0;14;0;B;84;49.40327;2.8238;0;3.0;;;True;0;B;;;;;False;;False;;;;;;m;n;;a;2025-11;60159;0101;601590101;H;H;6015901;60502;32;60
century-21-202_3533_2007;pr;a;l;2;32;;1;540;;;0;0;1;0;D;232;49.39679;2.79068;0;;;0.0;;0;C;;1.0;0.0;;False;;False;;;Gaz;;Collectif, Central;a;n;6.0;a;2025-11;60159;0201;601590201;H;H;6015901;60502;32;60
