idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
keller-williams-1-34_1_41-94267;pr;a;v;2;72;;3;201400;;;0;0;1;1;E;268.0;43.74217;5.32433;Non;2.0;;;;0;C;;1.0;;;False;;False;;;;;;a;n;;a;2021-12;84065;0000;840650000;Z;Z;8406500;84202;93;84;;;;;;;2797.22
ag671474-326030187;pr;m;v;0;170;40.0;6;493000;;;0;1;2;1;VI;;43.74521;5.31092;Oui;;;;False;0;;;3.0;;;;;;;;Fioul;;;a;n;;m;2021-12;84065;0000;840650000;Z;Z;8406500;84202;93;84;;;;;;;2900.0
ag840684-149650461;pr;m;v;0;600;561.0;20;1295000;;;0;0;3;2;D;174;43.7466;5.31268;Non;3.0;;4.0;;Sud;C;;;;;;;;;;;;;a;n;;m;2021-12;84065;0000;840650000;Z;Z;8406500;84202;93;84;;;;;;;2158.33
immo-facile-99937709297;pr;m;v;0;100;1042.0;4;352000;;;0;0;0;1;VI;;43.74335;5.31995;Oui;;;;;Sud-Ouest;VI;1976.0;1.0;1.0;;False;;;;;Fioul;Radiateur;Individuel;a;n;;m;2021-12;84065;0000;840650000;Z;Z;8406500;84202;93;84;8.88;1.0;0.03;8.88;1.0;0.03;3520.0
entities-1037674-3469678;pr;m;v;0;105;600.0;5;429692;;;0;0;0;1;A;;44.11298;5.14911;0;1.0;;;;0;;;;;;;;;;;;;;cm;o;;m;2021-12;84041;0000;840410000;Z;Z;8404100;84000;93;84;10.82;1.0;0.032;10.82;1.0;0.032;4092.3
ag840684-317737413;pr;m;v;0;220;790.0;12;997000;;;0;0;3;3;E;325;43.92882;4.99458;Non;3.0;;;;Sud;B;;;;;;;;;;;;;a;n;;m;2021-12;84132;0103;841320103;H;H;8413201;00754;93;84;;;;;;;4531.82
adapt-immo-8401867679;pr;m;v;0;127;783.0;4;415000;;;0;0;1;1;C;119;43.93328;4.98022;Non;;;4.0;False;0;A;1991.0;1.0;;;;;;;;Électrique;;;a;n;8.0;m;2021-12;84132;0101;841320101;H;H;8413201;00754;93;84;7.33;1.0;0.027;10.48;6.0;0.038;3267.72
ag840583-325631961;pr;m;v;0;133;938.0;6;362000;;;0;0;1;1;VI;;44.2425;4.71164;Oui;;;1.0;False;Sud;;;2.0;;;;;;;;;;Individuel;a;n;;m;2021-12;84078;0000;840780000;Z;Z;8407800;84107;93;84;;;;;;;2721.8
century-21-202_3336_778;pr;m;v;0;144;;9;199000;;;0;0;2;1;C;111;44.23106;4.7143;Non;;;0.0;;0;A;;3.0;0.0;;;;;;;Électrique;Climatisation révérsible;Individuel;a;n;;m;2021-12;84078;0000;840780000;Z;Z;8407800;84107;93;84;;;;;;;1381.94
entities-1041779-3468786;pr;m;v;0;85;670.0;4;202900;;;0;0;0;1;0;;44.23962;4.71473;0;1.0;;;;0;;;;;;;;;;;;;;cm;o;;m;2021-12;84078;0000;840780000;Z;Z;8407800;84107;93;84;7.27;3.0;0.037;7.27;3.0;0.037;2387.06
