idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
immo-facile-45638294;pr;m;l;0;90;;4;829;;;0;0;0;1;C;152;46.31478;-0.43025;0;1.0;;;;0;C;;1.0;;;;;;;;Gaz;;Individuel;a;n;;m;2025-12;79191;0701;791910701;H;H;7919101;79501;75;79
square-habitat-immo-facile-40775980;pr;m;l;0;59;227.0;2;842;;;0;0;1;0;D;212;46.31445;-0.46651;0;1.0;;;;Est-Ouest;B;1997.0;1.0;;;;;;;;;Pompe à chaleur;Individuel;a;n;;m;2025-12;79191;0301;791910301;H;H;7919101;79501;75;79
ag743447-502693655;pr;a;l;2;43;;3;635;;;0;0;1;0;D;198;46.32676;-0.46114;0;4.0;;;False;Est;B;;1.0;;;;;False;;;;;;m;n;;a;2025-12;79191;0101;791910101;H;H;7919101;79501;75;79
hektor-saintemarthe-3395;pr;a;l;1;79;;3;730;;;0;0;1;0;D;224;46.32787;-0.45781;0;;;;False;0;D;1948.0;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;79191;0201;791910201;H;H;7919101;79501;75;79
square-habitat-immo-facile-43168030;pr;a;l;0;51;;2;600;;;0;1;1;0;D;207;46.32997;-0.46747;0;3.0;;1.0;;0;B;;1.0;;;False;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;79191;0303;791910303;H;H;7919101;79501;75;79
immo-facile-45641533;pr;m;l;0;61;;3;730;;;0;0;1;0;D;210;46.32395;-0.4791;0;;;;;0;B;;1.0;1.0;;;;;;;Électrique;;Individuel;a;n;;m;2025-12;79191;0403;791910403;H;H;7919101;79501;75;79
citya-immobilier-8405-GES95440122-337;pr;a;l;1;43;;2;505;;;0;1;0;1;C;147;46.35032;-0.47944;0;;;1.0;;Ouest;A;;;0.0;;;;True;;;;Convecteur;Individuel;a;n;;a;2025-12;79191;0502;791910502;H;H;7919101;79501;75;79
citya-immobilier-8405-GES95440139-337;pr;a;l;0;38;;2;544;;;0;0;0;1;D;233;46.34874;-0.48072;0;2.0;;1.0;;0;B;;;1.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2025-12;79191;0502;791910502;H;H;7919101;79501;75;79
citya-immobilier-8405-GES01040003-337;pr;a;l;1;35;;2;550;;;0;1;0;1;F;400;46.32658;-0.45257;0;;;1.0;;0;C;;;0.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;79191;0201;791910201;H;H;7919101;79501;75;79
laforet-immo-facile-19650194;pr;a;l;1;52;;3;555;;;0;0;1;0;D;220;46.84325;-0.48829;0;2.0;;;;0;B;;1.0;;;False;;False;;;Électrique;Sol;Individuel;a;n;;a;2025-12;79049;0102;790490102;H;H;7904901;79304;75;79
laforet-immo-facile-21649165;pr;m;l;0;86;75.0;4;680;;;0;0;1;0;E;252;46.85503;-0.45242;0;;;;False;0;B;1980.0;1.0;1.0;;False;;;;;Électrique;;Individuel;a;n;;m;2025-12;79049;0103;790490103;H;H;7904901;79304;75;79
netty-company54926sjg-appt-2430;pr;a;l;0;59;;3;640;;;0;1;0;1;E;274;46.85644;-0.47178;0;;;;True;0;B;;1.0;;;;;;;;Électrique;;Individuel;a;n;;a;2025-12;79049;0103;790490103;H;H;7904901;79304;75;79
ics-axe_AXEPRO_loc-541;pr;a;l;2;33;;2;382;;;0;0;1;0;E;289;46.98485;-0.21699;0;3.0;;0.0;;0;B;;;0.0;;;;False;;;Électrique;;Individuel;a;n;;a;2025-12;79329;0103;793290103;H;H;7932901;79302;75;79
ics-axe_AXEPRO_loc-375;pr;a;l;1;43;;2;400;;;0;1;1;0;D;211;46.9756;-0.21488;0;4.0;;0.0;;0;D;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2025-12;79329;0102;793290102;H;H;7932901;79302;75;79
laforet-immo-facile-21613614;pr;a;l;1;57;;2;366;;;0;0;0;0;D;221;46.97377;-0.2164;0;2.0;;;;0;B;;;;;;;;;;;;;a;n;;a;2025-12;79329;0102;793290102;H;H;7932901;79302;75;79
laforet-immo-facile-21252158;pr;m;l;0;121;;5;650;;;0;0;1;0;D;245;46.98605;-0.21075;0;3.0;;;True;0;D;;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2025-12;79329;0105;793290105;H;H;7932901;79302;75;79
hektor-pictaveimmo8600-2233;pr;a;l;0;27;;2;430;;;0;0;2;0;D;217;46.20431;-0.14912;0;;;;False;0;D;1974.0;2.0;;;;;False;;;Fioul;;;a;n;;a;2025-12;79174;0000;791740000;Z;Z;7917400;79203;75;79
apimo-86462022;pr;m;l;0;150;;5;1140;;;0;0;0;0;C;115;46.2757;-0.58781;0;;;;;0;A;;;;;;;;;;Électrique;Climatisation révérsible;Individuel;a;n;;m;2025-12;79304;0000;793040000;Z;Z;7930400;79000;75;79
apimo-86484810;pr;m;l;0;74;;4;764;;;0;0;0;0;D;203;46.273;-0.58718;0;;;;;0;B;;;;;;;;;;Électrique;Radiateur;;a;n;;m;2025-12;79304;0000;793040000;Z;Z;7930400;79000;75;79
