idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
hektor-633_EXPERTIMO22-195975;pr;m;v;0;620;4500.0;19;2808000;;;0;0;0;0;VI;;16.21121;-61.65149;Non;;;;;0;VI;;;;;;;;;;;;;m;n;;m;2025-02;97118;0104;971180104;H;H;9711801;9A701;1;971;;;;;;;4529.03
ag922880-454066523;pr;m;v;0;105;;5;399000;;;0;0;0;2;0;;16.20988;-61.64241;Non;;;1.0;;0;;;2.0;;;;;;;1800.0;;;;m;n;8.0;m;2025-02;97118;0104;971180104;H;H;9711801;9A701;1;971;17.86;9.0;0.056;16.21;58.0;0.051;3800.0
nestenn-1-99939092120;pr;m;v;0;100;502.0;4;280000;;;0;0;0;0;NS;;16.17554;-61.64416;Oui;3.0;;;;0;VI;;;;;;;;;;;;;a;n;7.0;m;2025-02;97118;0101;971180101;H;H;9711801;9A701;1;971;18.41;34.0;0.079;17.16;129.0;0.074;2800.0
ag340369-457598597;pr;m;v;0;163;800.0;9;580000;;;0;0;1;1;A;15;16.27034;-61.6303;Non;1.0;;0.0;;0;A;;3.0;;;;;;;;;;;m;n;;m;2025-02;97115;0103;971150103;H;H;9711501;9A701;1;971;;;;;;;3558.28
iad-france-1748527;pr;m;v;0;163;800.0;7;580000;;;0;0;0;0;A;63;16.26612;-61.63584;Non;;;;False;0;A;2011.0;;;;False;;;;;;;;m;n;;m;2025-02;97115;0101;971150101;H;H;9711501;9A701;1;971;;;;12.45;1.0;0.042;3558.28
hektor-aliasimmobilier-2018;pr;m;v;0;115;1158.0;4;490000;;;0;0;2;0;A;14;16.21576;-61.66088;Non;1.0;;;;0;;2018.0;3.0;;;;;;;;;;;a;n;;m;2025-02;97115;0104;971150104;H;H;9711501;9A701;1;971;13.57;9.0;0.038;13.76;50.0;0.039;4260.87
netty-company35863ghy-house-305;pr;m;vp;0;117;829.0;5;484900;;;0;0;3;0;C;14;16.28056;-61.66536;Non;1.0;;5.0;;0;C;2018.0;3.0;2.0;;;;;30.0;;;;;a;n;;m;2025-02;97115;0102;971150102;H;H;9711501;9A701;1;971;14.05;5.0;0.041;12.66;16.0;0.037;4144.44
ag922880-457556888;pr;a;v;0;56;;3;175000;;;0;0;1;1;NS;;16.25791;-61.66303;Non;;;;;0;NS;;1.0;;;True;;;;;;;;m;n;;a;2025-02;97115;0102;971150102;H;H;9711501;9A701;1;971;12.11;4.0;0.047;13.19;19.0;0.051;3125.0
ag922880-458501384;pr;a;v;0;56;;3;145000;;;0;0;0;1;NS;;16.25739;-61.66752;Non;;;;;0;NS;;1.0;;;True;;;;;;;;m;n;;a;2025-02;97115;0102;971150102;H;H;9711501;9A701;1;971;12.11;4.0;0.056;13.19;19.0;0.061;2589.29
ag340369-456370763;pr;a;v;0;67;;4;145000;;;0;0;1;0;NS;;16.24788;-61.52117;Non;;;1.0;;0;NS;;1.0;;;;;;64.0;1248.0;;;;m;n;;a;2025-02;97101;0115;971010115;H;H;9710101;9A701;1;971;15.87;6.0;0.088;12.57;108.0;0.07;2164.18
