idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
ag210674-325372383;pr;a;v;5;99;;5;280000;;;0;1;1;1;C;150;47.34735;5.03165;Oui;4.0;;1.0;;Sud;D;;1.0;;;;;;;;;;;a;n;;a;2021-12;21278;0104;212780104;H;H;2127801;21701;27;21;10.19;9.0;0.043;10.26;11.0;0.044;2828.28
orpi-1-099037E1ZDXG;pr;m;v;0;96;306.0;4;225000;;;0;0;0;2;G;323;47.34028;5.03848;Oui;;;1.0;;0;G;;;;;;;;;;;;Individuel;a;n;;m;2021-12;21278;0103;212780103;H;H;2127801;21701;27;21;;;;10.68;2.0;0.055;2343.75
ag340378-324542328;pr;a;v;0;42;;2;153000;;;0;0;1;1;A;;47.34576;5.02035;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;;a;2021-12;21278;0101;212780101;H;H;2127801;21701;27;21;11.9;5.0;0.039;12.5;77.0;0.041;3642.86
immo-facile-48232669;pr;a;v;2;66;;3;190000;;;0;0;0;0;D;158;47.3416;5.02428;Non;3.0;;;;0;E;2001.0;;1.0;;;;;;;;;;a;n;;a;2021-12;21278;0102;212780102;H;H;2127801;21701;27;21;11.86;17.0;0.049;11.67;42.0;0.049;2878.79
hektor-paulimmo-581;pr;m;v;0;80;247.0;4;66000;;;0;0;0;1;E;256;47.62791;4.30604;Non;3.0;;;;0;E;;1.0;;;;;;;;;;;a;n;;m;2021-12;21425;0103;214250103;H;H;2142501;21205;27;21;;;;;;;825.0
mgc-ancien-L01_0F01_128253;pr;m;v;0;85;;4;75000;;;0;0;0;0;C;148;47.61677;4.34072;Oui;;;;False;0;D;1985.0;;;;False;;;;;Gaz;;Individuel;a;n;8.0;m;2021-12;21425;0103;214250103;H;H;2142501;21205;27;21;;;;;;;882.35
safti-1-660459;pr;m;v;0;98;260.0;5;117000;;;0;0;0;1;E;277;47.62606;4.34296;Oui;2.0;;;False;0;F;1949.0;1.0;;;False;;;;;Gaz;;Individuel;m;n;;m;2021-12;21425;0102;214250102;H;H;2142501;21205;27;21;;;;;;;1193.88
adapt-immo-210106454;pr;a;v;0;124;400.0;5;139000;;;0;0;0;0;NS;;47.2071;5.17999;Non;;;;False;0;NS;1990.0;;;;;;False;6.0;200.0;;;;m;n;;a;2021-12;21388;0000;213880000;Z;Z;2138800;21000;27;21;;;;;;;1120.97
ag440414-325539285;pr;m;v;0;96;683.0;4;150000;;;0;0;0;0;G;531;47.35529;5.27935;Oui;;;;;0;D;;;;;False;;;;;;;;m;n;;m;2021-12;21060;0000;210600000;Z;Z;2106000;21000;27;21;;;;;;;1562.5
laforet-immo-facile-20940833;pr;m;v;0;94;939.0;5;268000;;;0;0;1;0;E;327;47.36038;5.26195;Oui;;;2.0;;0;B;1974.0;1.0;2.0;;;;;;;Électrique;;Individuel;a;n;;m;2021-12;21060;0000;210600000;Z;Z;2106000;21000;27;21;8.89;3.0;0.037;8.89;3.0;0.037;2851.06
