idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
century-21-202_667_25531;pr;m;l;0;70;;4;650;;;0;0;0;1;E;326;48.2344;3.55858;0;;;0.0;;0;B;;1.0;0.0;;;;;;;;;;a;n;;m;2025-11;89461;0000;894610000;Z;Z;8946100;89000;27;89
laforet-immo-facile-52314221;pr;m;l;0;82;;3;580;;;0;0;1;0;C;163;47.68156;3.3751;0;3.0;;;;0;A;;2.0;1.0;;;;;;;;Radiateur;Individuel;a;n;;m;2025-11;89221;0000;892210000;Z;Z;8922100;89000;27;89
iad-france-1940503;pr;m;l;0;59;133.0;3;750;;;0;0;0;0;C;149;47.76714;3.61471;0;3.0;;;False;0;A;2003.0;;;;False;;;;;Électrique;;;m;n;;m;2025-11;89023;0000;890230000;Z;Z;8902300;89000;27;89
century-21-202_2221_19890;pr;m;l;0;84;;4;930;;;0;0;1;0;E;291;48.30536;3.05208;0;;;0.0;;0;E;;2.0;0.0;;;;;;;Gaz;;Individuel;a;n;;m;2025-11;89332;0000;893320000;Z;Z;8933200;89000;27;89
apimo-86056440;pr;m;l;0;80;;4;610;;;0;0;0;0;E;265;47.49316;3.9118;0;;;;;0;B;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;;m;2025-11;89025;0101;890250101;H;H;8902501;89203;27;89
rodacom-5599382;pr;a;l;0;77;;4;645;;;0;0;0;1;D;202;47.98353;3.38458;0;;;;True;0;E;;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2025-11;89206;0103;892060103;H;H;8920601;89301;27;89
ladresse-1-adresse-14137981;pr;a;l;2;32;;1;580;;;0;0;0;0;E;258;47.80269;3.52788;0;4.0;;;;0;E;;;;;;;;;;;;;a;n;;a;2025-11;89346;0000;893460000;Z;Z;8934600;89402;27;89
guy-hoquet-immo-facile-7424170;pr;m;l;0;85;400.0;3;820;;;0;0;1;0;D;238;47.80493;3.5267;0;;;;True;0;D;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2025-11;89346;0000;893460000;Z;Z;8934600;89402;27;89
iad-france-1934988;pr;m;l;0;67;;3;600;;;0;0;0;0;E;324;48.03309;3.29874;0;2.0;;;False;0;E;;;;;False;;;;;Gaz;Radiateur;;m;n;;m;2025-11;89348;0000;893480000;Z;Z;8934800;89102;27;89
ag761829-496139996;pr;a;l;2;15;;1;395;;;0;0;1;0;D;209;47.78903;3.56778;0;4.0;;;;0;B;;;;;;;False;;;Électrique;;;a;n;;a;2025-11;89024;0104;890240104;H;H;8902401;89402;27;89
iad-france-1939393;pr;a;l;1;62;;3;690;;;0;0;0;0;C;171;47.79603;3.57439;0;3.0;;;False;0;A;;;;;False;;False;;;Électrique;Radiateur;Individuel;m;n;;a;2025-11;89024;0101;890240101;H;H;8902401;89402;27;89
hektor-AHVBRAY-33369;pr;m;l;0;135;;6;850;;;0;0;1;1;C;151;48.08194;3.29428;0;;;;;0;A;1989.0;2.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-11;89464;0102;894640102;H;H;8946401;89201;27;89
square-habitat-immo-facile-43192636;pr;a;l;1;99;;4;710;;;0;0;1;0;D;216;48.19761;3.27832;0;3.0;;;False;Sud-Ouest;B;;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2025-11;89387;0102;893870102;H;H;8938701;89401;27;89
laforet-immo-facile-22120676;pr;a;l;1;64;;3;740;;;0;1;0;1;D;248;48.20329;3.28124;0;;;;;0;B;;1.0;;;True;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;89387;0112;893870112;H;H;8938701;89401;27;89
century-21-202_667_25595;pr;a;l;2;39;;3;550;;;0;0;1;0;D;234;48.20145;3.27149;0;4.0;;0.0;;0;D;;0.0;0.0;;False;;False;;;Gaz;;Central;a;n;;a;2025-11;89387;0115;893870115;H;H;8938701;89401;27;89
century-21-202_667_25543;pr;a;l;1;62;;3;620;;;0;0;0;1;F;398;48.08204;3.29678;0;3.0;;0.0;;0;C;;1.0;0.0;;False;;False;;;Électrique;;;a;n;;a;2025-10;89464;0102;894640102;H;H;8946401;89201;27;89
