idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
guy-hoquet-immo-facile-1063882;pr;m;l;0;80;20.0;4;750;;;0;0;1;0;D;166;48.19095;7.5697;0;;;1.0;;0;B;2011.0;3.0;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2021-02;67056;0000;670560000;Z;Z;6705600;67000;44;67
ag670001-287438204;pr;a;l;2;35;;2;815;;;0;1;1;0;B;73;48.56996;7.76949;0;5.0;;1.0;;Sud;A;;1.0;;;;;True;;;;;Collectif;a;n;;a;2021-02;67482;2304;674822304;H;H;6748201;67701;44;67
ag670001-287773838;pr;a;l;2;20;;1;435;;;0;1;1;0;D;180.0;48.56911;7.76825;0;;;;True;0;B;;1.0;;;;;True;;;Électrique;;Individuel;a;n;;a;2021-02;67482;2304;674822304;H;H;6748201;67701;44;67
orpi-1-054052E07S2W;pr;a;l;2;24;;1;475;;;0;0;0;1;E;287;48.60199;7.78352;0;4.0;;;;0;C;;;;;;;;;;;;Individuel;a;n;;a;2021-02;67482;2105;674822105;H;H;6748201;67701;44;67
immo-facile-43776079;pr;a;l;0;30;;1;650;;;0;0;1;0;E;241;48.58776;7.74509;0;4.0;;;;0;F;;1.0;1.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;;a;2021-02;67482;0402;674820402;H;H;6748201;67701;44;67
citya-immobilier-6790-GES00840305-541;pr;a;l;1;61;;3;727;;;0;0;0;0;C;148.0;48.61483;7.78156;0;;;0.0;;0;B;;;0.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;;a;2021-02;67482;2002;674822002;H;H;6748201;67701;44;67
immo-facile-43714552;pr;a;l;4;58;;2;870;;;0;0;0;1;C;129.0;48.59022;7.7593;0;6.0;;;True;0;E;;1.0;;;;;True;;;Gaz;Radiateur;Collectif;a;n;;a;2021-02;67482;0602;674820602;H;H;6748201;67701;44;67
immo-facile-43362658;pr;a;l;4;34;;2;970;;;0;0;1;0;G;451.0;48.58857;7.75402;0;;;;;0;G;1949.0;1.0;;;;;True;;;Gaz;Radiateur;Collectif;a;n;;a;2021-02;67482;0601;674820601;H;H;6748201;67701;44;67
century-21-202_1114_14881;pr;a;l;3;42;;2;617;;;0;0;0;1;E;257;48.61401;7.78677;0;3.0;;1.0;;0;C;;1.0;0.0;;False;;False;;;Électrique;;Individuel;a;n;;a;2021-02;67482;2103;674822103;H;H;6748201;67701;44;67
century-21-202_1114_18543;pr;a;l;3;41;;2;594;;;0;0;1;0;B;71.7;48.62809;7.82137;0;3.0;;0.0;;0;C;2017.0;1.0;0.0;;False;;True;;;Gaz;;Collectif;a;n;;a;2021-02;67482;2103;674822103;H;H;6748201;67701;44;67
ag670113-287746580;pr;a;l;4;60;;2;1030;;;0;0;1;1;D;211;48.58981;7.75535;0;4.0;;;;0;D;;;;;;;True;;;;;Collectif;a;n;;a;2021-02;67482;0601;674820601;H;H;6748201;67701;44;67
immo-facile-43696455;pr;a;l;4;38;;2;970;;;0;0;0;1;G;451;48.58814;7.75358;0;4.0;;;;0;G;1930.0;1.0;;;;;True;;;Gaz;Radiateur;Collectif;a;n;;a;2021-02;67482;0601;674820601;H;H;6748201;67701;44;67
ag671774-287770082;pr;a;l;1;46;;2;671;;;0;1;0;1;C;118;48.55633;7.75946;0;;;;True;0;A;;1.0;;;;;True;;;;;;a;n;;a;2021-02;67482;2502;674822502;H;H;6748201;67701;44;67
ag671325-287037281;pr;a;l;4;68;;4;485;;;0;1;0;1;F;359;48.56002;7.78223;0;6.0;;;True;0;F;;;;;;;;;;;;;a;n;;a;2021-02;67482;2201;674822201;H;H;6748201;67701;44;67
ag671774-287583029;pr;a;l;2;39;;1;567;;;0;0;1;0;D;173;48.55661;7.74799;0;2.0;;;True;0;E;;1.0;;;;;;;;Gaz;;Individuel;a;n;;a;2021-02;67482;2503;674822503;H;H;6748201;67701;44;67
ag671774-287946380;pr;a;l;2;77;;4;991;;;0;1;0;1;NS;;48.55541;7.76041;0;4.0;;1.0;True;Sud;;;1.0;;;;;True;;;Électrique;;Individuel;a;n;;a;2021-02;67482;2804;674822804;H;H;6748201;67701;44;67
citya-immobilier-6790-GES60170010-42;pr;a;l;2;61;;2;771;;;0;1;1;0;E;298;48.56871;7.75997;0;;;0.0;;0;C;;;0.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;67482;1202;674821202;H;H;6748201;67701;44;67
