type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;198;;11;750000;;;0;1;1;2;E;281;46.3654;6.4824;Oui;;;6.0;True;Sud;C;;2.0;;;;;;;;Fioul;;Individuel;a;n;m;2020-08;74281;0205;742810205;H;74;84.0;;;;;;;3787.88
pr;a;v;1;64;;3;348000;;;0;1;0;1;E;245.0;45.90402;6.12729;Non;4.0;;;True;0;F;1950.0;1.0;;;;;False;2.0;760.0;Gaz;Radiateur;Individuel;a;n;a;2020-08;74010;0102;740100102;H;74;84.0;15.78;10.0;0.035;14.75;357.0;0.033;5437.5
pr;m;v;0;212;884.0;6;995000;;;0;0;0;0;C;132;45.91243;6.69038;0;2.0;;;;Sud-Est-Ouest;B;;;;;;;;;;;Pompe à chaleur, Sol;Individuel;a;n;m;2020-08;74208;0104;742080104;H;74;84.0;;;;;;;4693.4
pr;m;v;0;109;785.0;5;580000;;;0;0;0;1;E;300;46.09309;6.10978;Oui;;;1.0;;0;C;1980.0;2.0;0.0;;;;;;;Électrique, Bois;Convecteur;Individuel;a;n;m;2020-08;74031;0000;740310000;Z;74;84.0;;;;;;;5321.1
pr;m;v;0;290;3500.0;6;1460000;;;0;0;0;0;D;164;46.09723;6.12025;0;;;;;Nord Sud Est Ouest;D;;;;;;;;;300.0;Gaz;Sol;Individuel;a;n;m;2020-08;74031;0000;740310000;Z;74;84.0;21.09;2.0;0.05;21.09;2.0;0.05;5034.48
pr;a;v;1;62;;3;470000;;;0;0;0;0;B;54.0;45.96328;6.08997;Oui;4.0;;;;Sud;C;;;;True;;;True;;;Gaz;Sol;;a;n;a;2020-08;74010;1601;740101601;H;74;84.0;14.08;4.0;0.022;14.75;357.0;0.023;7580.65
pr;a;v;0;90;;4;399000;;;0;3;1;0;E;246.0;45.91239;6.11657;Oui;3.0;;;;0;E;1960.0;1.0;;;;;False;117.0;2496.0;Gaz;Radiateur;;a;n;a;2020-08;74010;0501;740100501;H;74;84.0;13.89;1.0;0.038;14.5;143.0;0.039;4433.33
pr;m;v;0;300;723.0;5;395000;;;0;0;1;1;0;;46.24774;6.47521;Oui;;;2.0;True;0;;1930.0;2.0;;;;;;;;;;;a;n;m;2020-08;74140;0000;741400000;Z;74;84.0;;;;;;;1316.67
pr;m;v;0;40;1386.0;1;230000;;;0;0;0;1;VI;;46.24634;6.49304;Oui;3.0;;3.0;False;0;VI;;1.0;;;;;;;;Fioul;Radiateur;;a;n;m;2020-08;74140;0000;741400000;Z;74;84.0;;;;;;;5750.0
pr;a;v;0;15;;1;37000;;;0;0;0;0;F;361;46.24702;6.45856;Non;;;;False;0;C;;;;;;;False;178.0;440.4;;;;a;n;a;2020-08;74140;0000;741400000;Z;74;84.0;19.89;2.0;0.097;19.89;2.0;0.097;2466.67
pr;m;v;0;250;516.0;1;195000;;;0;0;0;0;NS;;46.37107;6.61974;Non;;;0.0;;0;;;0.0;0.0;;;;;;;;;;a;n;m;2020-08;74249;0000;742490000;Z;74;84.0;;;;;;;780.0
pr;a;v;0;90;70.0;4;270300;;;0;0;1;0;D;218.0;46.36418;6.66042;Oui;3.0;;2.0;;Nord-Sud;C;1970.0;1.0;;;False;;False;17.0;1000.0;Électrique;;Individuel;a;n;a;2020-08;74249;0000;742490000;Z;74;84.0;;;;;;;3003.33
pr;m;v;0;210;465.0;2;273000;;;0;0;0;0;NS;;45.77014;6.34387;Non;4.0;;;False;0;;;;;;;;;;;;;;a;n;m;2020-08;74167;0000;741670000;Z;74;84.0;;;;;;;1300.0
pr;m;v;0;374;2907.0;9;950000;;;0;1;2;1;G;470.0;46.39623;6.67937;Non;;;;True;0;G;1972.0;3.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-08;74154;0000;741540000;Z;74;84.0;;;;;;;2540.11
pr;m;v;0;268;779.0;7;460000;;;0;2;0;1;E;249.0;46.40407;6.66578;Non;;;;True;Sud-Ouest;C;2012.0;1.0;1.0;;;;;;;Électrique;;Individuel;a;n;m;2020-08;74154;0000;741540000;Z;74;84.0;;;;;;;1716.42
pr;m;v;0;100;1245.0;4;420000;;;0;1;1;1;E;261.0;46.40393;6.65429;Oui;;;;;0;E;;1.0;;;;;;;;Gaz;;Individuel;a;n;m;2020-08;74154;0000;741540000;Z;74;84.0;;;;;;;4200.0
