idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
pericles-33958101;pr;a;l;2;45;;2;700;;;0;2;0;1;D;223.0;43.10857;5.93428;0;3.0;;;;0;D;;1.0;0.0;;False;;False;;;Fioul;Radiateur;;a;n;;a;2021-02;83137;0604;831370604;H;H;8313701;00757;93;83
citya-immobilier-41039H-GES01110001-138;pr;m;l;0;218;90.0;6;2350;;;0;1;2;1;C;137;43.10841;5.9365;0;2.0;;0.0;False;Sud;D;;;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2021-02;83137;0604;831370604;H;H;8313701;00757;93;83
immo-facile-43236145;pr;a;l;0;45;;2;671;;;0;0;0;1;C;112;43.1424;5.89297;0;4.0;;;;0;D;;1.0;;;;;;;;;;;a;n;;a;2021-02;83137;0206;831370206;H;H;8313701;00757;93;83
hektor-royal-immo-1093;pr;a;l;3;47;;2;523;;;0;0;1;0;E;273.0;43.12475;5.93125;0;;;;False;0;D;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83137;0505;831370505;H;H;8313701;00757;93;83
immo-facile-43236243;pr;a;l;0;50;;3;690;;;0;0;0;0;A;;43.1322;5.93832;0;5.0;;;;0;G;;;;;;;;;;;;;a;n;;a;2021-02;83137;0401;831370401;H;H;8313701;00757;93;83
immo-facile-43236364;pr;a;l;0;65;;3;700;;;0;0;0;0;A;;43.13199;5.91716;0;4.0;;;;0;G;;;;;;;;;;;;;a;n;;a;2021-02;83137;0312;831370312;H;H;8313701;00757;93;83
ag694538-288112577;pr;a;l;4;38;;2;575;;;0;1;1;1;VI;;43.1311;5.91835;0;;;1.0;;sud-est;;;;;;;;False;;;Gaz;;Individuel;a;n;;a;2021-02;83137;0312;831370312;H;H;8313701;00757;93;83
immo-facile-43235842;pr;a;l;0;30;;2;520;;;0;0;0;0;C;150;43.12412;5.95087;0;2.0;;;;0;C;;;;;;;False;;;;;;a;n;;a;2021-02;83137;0804;831370804;H;H;8313701;00757;93;83
immo-facile-43235643;pr;a;l;0;36;;2;400;;;0;0;0;1;D;205;43.12574;5.95955;0;2.0;;;;0;E;;1.0;;;;;;;;;;;a;n;;a;2021-02;83137;0903;831370903;H;H;8313701;00757;93;83
hektor-iboxliberte-4658;pr;a;l;4;37;;2;637;;;0;1;1;0;A;23;43.12194;5.97439;0;4.0;;1.0;False;0;A;2017.0;1.0;;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83137;0807;831370807;H;H;8313701;00757;93;83
immo-facile-43315319;pr;a;l;0;68;;2;792;;;0;0;0;1;D;196.0;43.11545;5.97174;0;4.0;;;;0;E;1990.0;1.0;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83137;0808;831370808;H;H;8313701;00757;93;83
orpi-1-045050E1U5YK;pr;a;l;4;30;;2;490;;;0;0;0;1;D;214.0;43.12837;5.91642;0;5.0;;;;0;A;;;;;;;True;;;;;Collectif;a;n;;a;2021-02;83137;0104;831370104;H;H;8313701;00757;93;83
hektor-iboxliberte-62811;pr;a;l;2;37;;2;520;;;0;0;1;0;NS;;43.12054;5.93225;0;5.0;;;False;0;NS;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83137;0501;831370501;H;H;8313701;00757;93;83
immo-facile-34418580;pr;a;l;0;42;;2;396;;;0;0;0;1;E;304.0;43.1231;5.93367;0;4.0;;;;0;C;1949.0;1.0;;;;;;;;Électrique;;Individuel;a;n;;a;2021-02;83137;0506;831370506;H;H;8313701;00757;93;83
hektor-sun-bazeilles-2-218711;pr;a;l;1;33;;2;531;;;0;0;1;0;E;308;43.13487;5.91795;0;1.0;;;True;Est-Ouest;C;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83137;0404;831370404;H;H;8313701;00757;93;83
iad-france-898867;pr;a;l;0;25;;1;470;;;0;0;0;0;VI;;43.13496;5.91777;0;;;;True;0;VI;;;;;False;;False;;;Électrique;;Individuel;m;n;;a;2021-02;83137;0404;831370404;H;H;8313701;00757;93;83
immo-facile-43418828;pr;a;l;0;20;;1;420;;;0;0;0;0;A;;43.12326;5.95561;0;4.0;;;;0;G;;;;;;;;;;;;;a;n;;a;2021-02;83137;0805;831370805;H;H;8313701;00757;93;83
immo-facile-43418609;pr;a;l;0;25;;1;430;;;0;0;0;0;A;;43.12342;5.95636;0;4.0;;;;0;G;;;;;;;;;;;;;a;n;;a;2021-02;83137;0805;831370805;H;H;8313701;00757;93;83
immo-facile-43619422;pr;a;l;0;32;;1;450;;;0;0;0;0;D;188;43.12186;5.94197;0;4.0;;;;0;B;;;;;;;;;;;;;a;n;;a;2021-02;83137;0609;831370609;H;H;8313701;00757;93;83
immo-facile-43661389;pr;a;l;0;45;;2;555;;;0;0;0;0;D;179;43.12377;5.95585;0;4.0;;;;0;A;;;;;;;;;;;;;a;n;;a;2021-02;83137;0805;831370805;H;H;8313701;00757;93;83
century-21-202_2541_49520;pr;a;l;5;41;;2;630;;;0;1;1;0;A;50.3;43.12522;5.96347;0;5.0;;0.0;;0;C;2017.0;1.0;0.0;;False;;True;;;Gaz;;Individuel;a;n;;a;2021-02;83137;0805;831370805;H;H;8313701;00757;93;83
immo-facile-43236563;pr;a;l;0;80;;3;850;;;0;1;1;0;D;198;43.13088;5.92757;0;6.0;;;True;0;E;;1.0;;;;;True;;;;Radiateur;Collectif;a;n;;a;2021-02;83137;0402;831370402;H;H;8313701;00757;93;83
immo-facile-43236224;pr;a;l;0;60;;3;690;;;0;0;0;1;D;151;43.11779;5.94161;0;14.0;;;;0;D;;1.0;;;;;;;;;;;a;n;;a;2021-02;83137;0612;831370612;H;H;8313701;00757;93;83
immo-facile-99935908889;pr;a;l;0;65;;3;750;;;0;1;0;1;NS;;43.13307;5.98438;0;5.0;;;True;0;NS;1982.0;1.0;;;;;;;;;Radiateur;Collectif;a;n;;a;2021-02;83137;0907;831370907;H;H;8313701;00757;93;83
hektor-IMMOBILIERE-DU-CAP-BRUN-19783;pr;a;l;0;65;;3;850;;;0;0;1;0;D;195.0;43.11807;5.95313;0;3.0;;;True;Est-Ouest;E;1970.0;1.0;;;;;;;;;;;a;n;;a;2021-02;83137;0809;831370809;H;H;8313701;00757;93;83
immo-facile-43779772;pr;a;l;1;63;;3;645;;;0;0;0;0;VI;;43.12935;5.94692;0;;;;;0;G;;;;;;;;;;;;;a;n;;a;2021-02;83137;0701;831370701;H;H;8313701;00757;93;83
orpi-1-045964E1U69X;pr;a;l;3;61;;4;675;;;0;0;0;1;E;256;43.13661;5.90915;0;4.0;;;;0;D;;;;;;;;;;;;Individuel;a;n;;a;2021-02;83137;0301;831370301;H;H;8313701;00757;93;83
immo-facile-43236047;pr;a;l;0;75;;3;599;;;0;0;0;1;B;84;43.13767;5.91299;0;1.0;;;;0;C;1975.0;1.0;;;;;;;;Gaz;;Individuel;a;n;;a;2021-02;83137;0303;831370303;H;H;8313701;00757;93;83
orpi-1-045058E1B5DT;pr;a;l;1;46;;2;581;;;0;0;0;1;0;;43.13612;5.92352;0;2.0;;;;0;;;;;;;;;;;;;Individuel;a;n;;a;2021-02;83137;0403;831370403;H;H;8313701;00757;93;83
citya-immobilier-41039H-GES19890149-138;pr;a;l;2;41;;2;693;;;0;0;0;0;B;79;43.13787;6.23452;0;4.0;;0.0;;0;A;;;1.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83071;0105;830710105;H;H;8307101;83302;93;83
immo-facile-43236608;pr;m;l;0;110;900.0;6;1738;;;0;0;2;0;A;;43.13443;6.22495;0;;;;;0;G;;2.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2021-02;83071;0103;830710103;H;H;8307101;83302;93;83
immo-facile-43715109;pr;a;l;0;76;;4;800;;;0;0;0;0;C;137.0;43.13778;6.23299;0;4.0;;;;0;D;;;;;;;;;;;;;a;n;;a;2021-02;83071;0105;830710105;H;H;8307101;83302;93;83
mgc-ancien-006626;pr;a;l;0;39;;2;560;;;0;0;0;0;0;;43.13886;6.23676;0;;;;False;Est;;2019.0;;;;False;;True;;;Électrique;;Individuel;a;n;;a;2021-02;83071;0105;830710105;H;H;8307101;83302;93;83
immo-facile-43235700;pr;a;l;0;19;;1;443;;;0;0;1;0;VI;;43.12544;6.24242;0;1.0;;;;0;G;;;;;;;;;;;;;a;n;;a;2021-02;83071;0103;830710103;H;H;8307101;83302;93;83
seiitra-elyade_bi-20544;pr;a;l;0;41;;2;585;;;0;0;1;1;B;59;43.12673;6.25412;0;0.0;;2.0;;0;A;1901.0;;1.0;;;0.0;True;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83071;0104;830710104;H;H;8307101;83302;93;83
hektor-iboxliberte-4886;pr;a;l;1;30;;1;533;;;0;0;0;1;D;156.0;43.09331;6.07674;0;;;;False;0;C;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83034;0101;830340101;H;H;8303401;00757;93;83
citya-immobilier-378992903-GES05200386-596;pr;a;l;11;28;;1;550;;;0;1;0;1;D;227;43.43801;6.77726;0;12.0;;0.0;;0;E;;;0.0;;;;True;;;Électrique;Radiateur;Collectif;a;n;;a;2021-02;83118;0102;831180102;H;H;8311801;83502;93;83
immo-facile-35466688;pr;a;l;4;28;;1;370;;;0;0;0;0;D;172;43.40828;5.9241;0;4.0;;;;0;A;;;;;;;;;;;;;a;n;;a;2021-02;83140;0000;831400000;Z;Z;8314000;83119;93;83
immo-facile-43700001;pr;a;l;1;98;;3;690;;;0;0;0;0;VI;;43.40869;5.92425;0;2.0;;;;0;G;;;;;;;;;;;;;a;n;;a;2021-02;83140;0000;831400000;Z;Z;8314000;83119;93;83
pericles-11723571;pr;a;l;2;29;;1;513;;;0;0;1;0;D;185;43.25269;6.53322;0;0.0;;;;0;B;;1.0;0.0;;False;;False;;;;;;a;n;;a;2021-02;83042;0102;830420102;H;H;8304201;83305;93;83
pericles-33889301;pr;a;l;1;82;;4;913;;;0;1;1;0;D;209.0;43.25237;6.53455;0;0.0;;;;0;C;;1.0;0.0;;False;;False;;;;;;a;n;;a;2021-02;83042;0102;830420102;H;H;8304201;83305;93;83
ag694538-287619179;pr;a;l;1;41;;2;656;;;0;1;1;0;C;111.0;43.25211;6.54127;0;;;1.0;;0;A;;1.0;;;;;;;;;;Individuel;a;n;;a;2021-02;83042;0104;830420104;H;H;8304201;83305;93;83
hektor-sun-bazeilles-2-218831;pr;a;l;2;22;;1;410;;;0;0;1;0;E;233.0;43.23899;6.07245;0;3.0;;;False;0;B;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83049;0103;830490103;H;H;8304901;00757;93;83
immo-facile-adresse-12434639;pr;a;l;0;34;;1;457;;;0;0;1;0;VI;;43.23623;6.07221;0;3.0;;;;0;G;;1.0;;;;;;;;Électrique;;Individuel;a;n;;a;2021-02;83049;0103;830490103;H;H;8304901;00757;93;83
hektor-CENTURY21SudHabitat-5107;pr;a;l;1;25;;1;549;;;0;0;1;0;D;181.0;43.42316;6.77335;0;4.0;;;False;Nord;E;;1.0;;;;;True;;;;;Individuel;a;n;;a;2021-02;83118;0105;831180105;H;H;8311801;83502;93;83
hektor-agencedelamerfrejus-2834;pr;a;l;1;40;;1;485;;;0;0;1;0;NS;;43.42473;6.76453;0;;;;False;Sud;NS;1945.0;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83118;0104;831180104;H;H;8311801;83502;93;83
square-habitat-provence-cote-d-azur-0008-GES07230063-94;pr;a;l;0;34;;1;492;;;0;0;1;0;E;320.0;43.42668;6.76535;0;3.0;;0.0;;0;E;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2021-02;83118;0104;831180104;H;H;8311801;83502;93;83
laforet-immo-facile-19828673;pr;a;l;1;60;;3;1050;;;0;0;1;0;E;250;43.42739;6.76852;0;1.0;;1.0;True;0;E;1970.0;1.0;1.0;;;;False;;;Électrique;;Individuel;a;n;;a;2021-02;83118;0104;831180104;H;H;8311801;83502;93;83
citya-immobilier-13402-LAPP5092389;pr;a;l;1;55;;3;690;;;0;1;0;0;D;228;43.4249;6.76633;0;;;0.0;;0;B;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2021-02;83118;0104;831180104;H;H;8311801;83502;93;83
pericles-15256666;pr;a;l;0;39;;2;830;;;0;0;1;0;0;;43.18848;5.83642;0;0.0;;;;0;;;0.0;1.0;;False;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2021-02;83016;0103;830160103;H;H;8301601;00757;93;83
hektor-AFINFO-6728;pr;a;l;3;42;;2;695;;;0;0;0;1;D;154;43.41483;6.78919;0;5.0;;;True;Nord Est Ouest;B;1950.0;;;;;;True;;;Électrique;;Individuel;a;n;;a;2021-02;83118;0106;831180106;H;H;8311801;83502;93;83
hektor-sun-bazeilles-2-218712;pr;a;l;2;33;;1;500;;;0;0;0;1;VI;;43.10788;5.93285;0;4.0;;1.0;False;0;VI;;1.0;;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83137;0605;831370605;H;H;8313701;00757;93;83
ag694538-288112532;pr;a;l;2;38;;2;579;;;0;0;1;0;A;35.0;43.1226;5.94832;0;;;1.0;;Nord;B;;1.0;;;;;False;;;Gaz;;Individuel;a;n;;a;2021-02;83137;0803;831370803;H;H;8313701;00757;93;83
immo-facile-35614886;pr;a;l;0;67;;3;655;;;0;0;1;0;D;180;43.12731;5.92952;0;5.0;;;;0;C;;1.0;;;;;;;;Électrique;;Individuel;a;n;;a;2021-02;83137;0504;831370504;H;H;8313701;00757;93;83
hektor-iboxliberte-35373;pr;a;l;5;59;;2;639;;;0;1;0;1;NS;;43.12707;5.92781;0;6.0;;;True;0;NS;;1.0;;;;;True;;;;;;a;n;;a;2021-02;83137;0504;831370504;H;H;8313701;00757;93;83
immo-facile-43235971;pr;a;l;0;38;;3;556;;;0;0;0;0;A;;43.12784;5.92905;0;6.0;;;;0;G;;;;;;;;;;;;;a;n;;a;2021-02;83137;0504;831370504;H;H;8313701;00757;93;83
hektor-iboxliberte-87394;pr;a;l;3;38;;1;580;;;0;0;0;2;NS;;43.12586;5.93243;0;3.0;;;False;0;NS;1900.0;;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83137;0504;831370504;H;H;8313701;00757;93;83
ag753633-287903258;pr;a;l;0;72;;4;750;;;0;0;0;0;NS;;43.12868;5.92862;0;;;;True;0;;;;;;;;True;;;;;Collectif;a;n;;a;2021-02;83137;0504;831370504;H;H;8313701;00757;93;83
immo-facile-25559732;pr;a;l;0;61;;3;762;;;0;0;0;1;C;130.0;43.1222;5.94894;0;4.0;;;;0;C;;1.0;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;;a;2021-02;83137;0803;831370803;H;H;8313701;00757;93;83
immo-facile-43236576;pr;a;l;0;115;;5;1220;;;0;0;0;0;D;159;43.12128;5.94134;0;15.0;;;;0;E;;;;;;;;;;;;;a;n;;a;2021-02;83137;0608;831370608;H;H;8313701;00757;93;83
immo-facile-38755468;pr;a;l;0;26;;1;510;;;0;1;1;0;C;147.0;43.12118;5.94109;0;15.0;;1.0;;0;D;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;;a;2021-02;83137;0608;831370608;H;H;8313701;00757;93;83
immo-facile-43661271;pr;a;l;0;83;;4;860;;;0;0;0;0;B;68;43.12238;5.9368;0;5.0;;;;0;C;;;;;;;;;;;;;a;n;;a;2021-02;83137;0608;831370608;H;H;8313701;00757;93;83
immo-facile-43235795;pr;a;l;0;30;;1;495;;;0;0;0;0;A;;43.12421;5.9627;0;1.0;;;;0;G;;;;;;;;;;;;;a;n;;a;2021-02;83137;0806;831370806;H;H;8313701;00757;93;83
century-21-202_3064_2651;pr;a;l;2;34;;2;600;;;0;0;0;1;0;;43.12371;5.968;0;2.0;;0.0;;0;;1949.0;1.0;0.0;;False;;False;;;Bois;Cheminée;Individuel;a;n;;a;2021-02;83137;0806;831370806;H;H;8313701;00757;93;83
pericles-33929940;pr;a;l;3;23;;1;511;;;0;0;1;0;0;;43.11205;5.93712;0;3.0;;;;0;;;1.0;0.0;;False;;False;;;Électrique;;;a;n;;a;2021-02;83137;0603;831370603;H;H;8313701;00757;93;83
immo-facile-38682624;pr;a;l;0;20;;1;338;;;0;0;1;0;D;179;43.12557;5.94796;0;4.0;;;;0;B;;;;;;;;;;;;;a;n;;a;2021-02;83137;0610;831370610;H;H;8313701;00757;93;83
immo-facile-43236031;pr;a;l;0;41;;2;595;;;0;0;1;0;A;;43.12233;5.94312;0;2.0;;;;0;NS;;;;;;;;;;;;;a;n;;a;2021-02;83137;0610;831370610;H;H;8313701;00757;93;83
ag691829-287915480;pr;a;l;2;19;;1;453;;;0;0;1;0;VI;;43.13171;5.91894;0;;;;False;0;;;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2021-02;83137;0311;831370311;H;H;8313701;00757;93;83
citya-immobilier-41039H-GES06290035-138;pr;a;l;5;42;;2;633;;;0;1;0;0;0;;43.12168;5.94994;0;;;1.0;;0;;;;0.0;;;;True;;;Gaz;;Individuel;a;n;;a;2021-02;83137;0803;831370803;H;H;8313701;00757;93;83
immo-facile-43236567;pr;a;l;0;65;;3;850;;;0;0;0;0;A;;43.12282;5.94876;0;5.0;;;;0;G;;;;;;;;;;;;;a;n;;a;2021-02;83137;0803;831370803;H;H;8313701;00757;93;83
immo-facile-43235537;pr;a;l;0;12;;1;340;;;0;0;0;0;A;;43.12251;5.94797;0;4.0;;;;0;D;;;;;;;True;;;;;;a;n;;a;2021-02;83137;0803;831370803;H;H;8313701;00757;93;83
hektor-atlasimmobilier-28920;pr;a;l;1;74;;4;820;;;0;0;1;0;0;;43.11378;5.95256;0;3.0;;;False;Sud-Est;;;1.0;;;;;False;;;;;;a;n;;a;2021-02;83137;0801;831370801;H;H;8313701;00757;93;83
citya-immobilier-13402-GES24750005-54;pr;a;l;0;83;;4;1165;;;0;0;1;0;0;;43.20609;6.56884;0;;;0.0;;Sud-Ouest;;;;1.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83048;0000;830480000;Z;Z;8304800;83207;93;83
hektor-ageris-192;pr;a;l;1;43;;2;699;;;0;0;1;0;0;;43.20296;6.02289;0;1.0;;1.0;False;0;;;1.0;;;;11.0;False;;;;;;a;n;;a;2021-02;83131;0000;831310000;Z;Z;8313100;00757;93;83
immo-facile-38979919;pr;a;l;0;32;;1;500;;;0;0;0;0;VI;;43.08032;5.89723;0;4.0;;;;0;G;;;;;;;;;;;;;a;n;;a;2021-02;83126;0304;831260304;H;H;8312601;00757;93;83
ag832170-287832263;pr;a;l;0;40;;2;580;;;0;1;0;1;D;220;43.08112;5.88636;0;3.0;;;True;0;C;;1.0;;;;;False;;;;;;a;n;;a;2021-02;83126;0304;831260304;H;H;8312601;00757;93;83
citya-immobilier-41039H-GES12960016-138;pr;a;l;1;51;;3;600;;;0;0;1;0;D;208;43.09967;5.88489;0;3.0;;0.0;;0;C;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2021-02;83126;0103;831260103;H;H;8312601;00757;93;83
orpi-1-045009E0NXGJ;pr;a;l;4;52;;2;672;;;0;0;0;1;D;182.9;43.10076;5.88858;0;5.0;;1.0;;0;B;;;;;;;True;;;;;Individuel;a;n;;a;2021-02;83126;0103;831260103;H;H;8312601;00757;93;83
hektor-iboxliberte-87401;pr;a;l;1;38;;2;605;;;0;0;1;0;C;150;43.09444;5.88796;0;4.0;;;False;Est;D;2009.0;1.0;1.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83126;0203;831260203;H;H;8312601;00757;93;83
hektor-iboxliberte-87186;pr;a;l;4;57;;3;690;;;0;0;0;1;C;134;43.11395;5.86036;0;4.0;;;False;Sud;A;2012.0;1.0;1.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83126;0503;831260503;H;H;8312601;00757;93;83
orpi-1-045009E0FVGP;pr;a;l;3;29;;2;485;;;0;0;0;0;D;171;43.09732;5.88192;0;3.0;;;;0;B;;;;;;;True;;;;;Individuel;a;n;;a;2021-02;83126;0204;831260204;H;H;8312601;00757;93;83
hektor-SABLETTES2019-1299;pr;a;l;2;47;;2;650;;;0;2;1;0;0;;43.09444;5.88233;0;;;;False;Sud-Est;;;1.0;;;;8.0;;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;83126;0204;831260204;H;H;8312601;00757;93;83
citya-immobilier-1278-GES02230023-62;pr;a;l;2;51;;2;721;;;0;1;0;1;E;300;43.07858;5.80813;0;2.0;;1.0;;0;C;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2021-02;83129;0203;831290203;H;D;8312901;00757;93;83
orpi-1-045032E1U1XC;pr;m;l;0;85;500.0;3;1400;;;0;0;0;1;B;90;43.11701;5.83617;0;;;3.0;;0;B;;;;;;;;;;;;Individuel;a;n;;m;2021-02;83129;0304;831290304;H;D;8312901;00757;93;83
century-21-202_611_5943;pr;a;l;3;40;;2;663;;;0;0;1;0;F;412;43.09087;5.81155;0;3.0;;1.0;;0;D;;;0.0;;False;;False;;;Électrique;;Individuel;a;n;;a;2021-02;83129;0202;831290202;H;D;8312901;00757;93;83
century-21-202_611_5930;pr;a;l;0;27;;1;523;;;0;0;0;0;C;95;43.10977;5.82073;0;0.0;;0.0;;0;D;;0.0;0.0;;False;;False;;;;;;a;n;;a;2021-02;83129;0301;831290301;H;D;8312901;00757;93;83
century-21-202_241_17854;pr;a;l;0;28;;1;610;;;0;0;1;0;F;359.0;43.13921;5.74489;0;0.0;;0.0;;0;C;;1.0;1.0;;False;;False;;;Électrique;;Individuel;a;n;;a;2021-02;83009;0101;830090101;H;H;8300901;00757;93;83
immo-facile-43578473;pr;a;l;3;25;;1;490;;;0;0;1;0;VI;;43.4259;6.7472;0;4.0;;1.0;True;Ouest;VI;1978.0;1.0;;;;;True;;;;;Individuel;a;n;;a;2021-02;83061;0109;830610109;H;H;8306101;83502;93;83
citya-immobilier-378992903-LAPP5092341;pr;a;l;1;25;;1;540;;;0;0;0;1;D;229;43.42641;6.7539;0;5.0;;1.0;;Sud;B;;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;;a;2021-02;83061;0109;830610109;H;H;8306101;83502;93;83
citya-immobilier-378992903-GES05270111-596;pr;a;l;2;54;;3;1100;;;0;0;1;0;D;160;43.42169;6.75163;0;6.0;;0.0;;0;E;;;1.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;;a;2021-02;83061;0109;830610109;H;H;8306101;83502;93;83
orpi-1-050096E0DH76;pr;a;l;0;46;;2;810;;;0;0;0;1;C;115;43.42641;6.74893;0;4.0;;1.0;;0;G;;;;;;;True;;;;;Individuel;a;n;;a;2021-02;83061;0109;830610109;H;H;8306101;83502;93;83
immo-facile-99933228004;pr;a;l;0;41;;2;670;;;0;0;1;0;D;151;43.12829;6.01892;0;3.0;;1.0;;Nord-Est;B;2006.0;1.0;1.0;;True;;True;;;Électrique;;Individuel;a;n;;a;2021-02;83062;0111;830620111;H;H;8306201;00757;93;83
hektor-2_ag831926-13740;pr;a;l;4;40;;2;612;;;0;0;0;1;0;;43.1288;6.01676;0;;;1.0;False;0;;;1.0;1.0;;;;True;;;Électrique;;Individuel;a;n;;a;2021-02;83062;0111;830620111;H;H;8306201;00757;93;83
immo-facile-99935913415;pr;a;l;0;24;;1;445;;;0;0;1;0;E;242;43.12447;6.00764;0;2.0;;;;Sud-Est;C;;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2021-02;83062;0103;830620103;H;H;8306201;00757;93;83
hektor-iboxliberte-87182;pr;a;l;0;53;;2;865;;;0;0;0;1;0;;43.12762;6.01206;0;;;;True;0;;;1.0;;;;;;;;;;Collectif;a;n;;a;2021-02;83062;0103;830620103;H;H;8306201;00757;93;83
