idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
guy-hoquet-immo-facile-4845882;pr;m;v;0;105;264.0;5;215000;;;0;0;1;0;VI;;42.49279;2.8147;Oui;;;;;0;VI;1978.0;2.0;;;;;;;;;;Individuel;a;n;;m;2021-02;66106;0000;661060000;Z;Z;6610600;66302;76;66;9.26;2.0;0.054;9.26;2.0;0.054;2047.62
century-21-202_2853_7828;pr;m;v;0;241;6917.0;5;525000;;;0;0;4;1;0;;42.49967;2.82213;Non;;;0.0;;0;;1980.0;4.0;1.0;;;;;;;Électrique;Pompe à chaleur;Individuel;a;n;;m;2021-02;66106;0000;661060000;Z;Z;6610600;66302;76;66;9.26;2.0;0.051;9.26;2.0;0.051;2178.42
apimo-4880409;pr;a;v;999;64;;3;260000;;;0;0;0;0;0;;42.54835;3.04044;0;;;;;Sud-Est;;;;;;;;;;;Électrique;Pompe à chaleur, Climatisation révérsible;Individuel;a;n;;a;2021-02;66008;0101;660080101;H;H;6600801;66401;76;66;12.1;7.0;0.036;11.48;84.0;0.034;4062.5
ag400945-287400131;pr;m;v;0;118;148.0;5;303000;;;0;0;1;1;D;174;42.53346;3.02009;Non;2.0;;;;Est;B;;2.0;;;;;;;;Électrique;;Individuel;network;n;;m;2021-02;66008;0101;660080101;H;H;6600801;66401;76;66;;;;8.25;2.0;0.039;2567.8
ag400945-287399114;pr;a;v;1;88;;4;251000;;;0;1;0;1;B;84;42.53788;3.04753;Non;4.0;;2.0;;Est;A;;1.0;;;;;True;105.0;;Électrique;;Individuel;network;n;;a;2021-02;66008;0101;660080101;H;H;6600801;66401;76;66;;;;9.86;9.0;0.041;2852.27
apimo-4880417;pr;a;v;0;81;;4;330000;;;0;0;0;0;0;;42.54835;3.04044;0;;;;;Sud-Est;;;;;;;;;;;Électrique;Pompe à chaleur, Climatisation révérsible;Individuel;a;n;;a;2021-02;66008;0101;660080101;H;H;6600801;66401;76;66;;;;9.86;9.0;0.029;4074.07
guy-hoquet-immo-facile-4829590;pr;a;v;3;38;;2;113000;;;0;0;1;0;D;218;42.55599;3.043;Oui;3.0;;1.0;;0;B;1986.0;2.0;1.0;;True;;;24.0;656.0;Électrique;Radiateur;Individuel;a;n;;a;2021-02;66008;0101;660080101;H;H;6600801;66401;76;66;15.58;9.0;0.063;12.78;103.0;0.052;2973.68
ag400945-286978478;pr;m;v;0;90;60.0;4;210000;;;0;0;1;1;B;72;42.54578;3.02208;Oui;2.0;;;;Sud;A;;3.0;;;;;;;;;;;network;n;;m;2021-02;66008;0102;660080102;H;H;6600801;66401;76;66;;;;10.57;4.0;0.054;2333.33
ag400945-287924051;pr;a;v;1;59;;3;240000;;;0;1;1;0;B;84.0;42.54207;3.02978;Oui;2.0;;1.0;;Sud;A;;1.0;;;;;True;32.0;;Électrique;;Individuel;network;n;;a;2021-02;66008;0104;660080104;H;H;6600801;66401;76;66;11.51;38.0;0.034;11.48;84.0;0.034;4067.8
century-21-202_3050_3956;pr;a;v;1;82;;4;280000;;;0;1;1;1;B;81.0;42.5445;3.03523;Oui;2.0;;1.0;;0;A;2011.0;;1.0;;False;;True;189.0;1800.0;Électrique;Radiateur;Individuel;a;n;;a;2021-02;66008;0104;660080104;H;H;6600801;66401;76;66;10.67;3.0;0.037;9.86;9.0;0.035;3414.63
ag400945-288102662;pr;m;v;0;490;40260.0;20;1750000;;;0;0;7;1;B;86;42.54159;3.02096;Non;1.0;;;True;0;C;;8.0;;;;;;;;Gaz;;Individuel;network;n;;m;2021-02;66008;0104;660080104;H;H;6600801;66401;76;66;;;;;;;3571.43
laforet-immo-facile-19625188;pr;a;v;0;45;;2;124000;;;0;0;1;0;D;179;42.54129;3.03032;Non;2.0;;1.0;;0;B;;1.0;1.0;;True;;True;1.0;1185.57;Électrique;;Individuel;a;n;;a;2021-02;66008;0104;660080104;H;H;6600801;66401;76;66;12.93;43.0;0.056;12.78;103.0;0.056;2755.56
ag400945-286977557;pr;a;v;0;108;;4;315000;;;0;0;2;0;B;81;42.54365;3.02014;Non;;;2.0;;0;A;;1.0;;;;;True;32.0;;;;;network;n;;a;2021-02;66008;0104;660080104;H;H;6600801;66401;76;66;10.67;3.0;0.044;9.86;9.0;0.041;2916.67
laforet-immo-facile-19839464;pr;m;v;0;217;7600.0;6;368000;;;0;0;2;1;B;62;42.54441;3.01659;Oui;;;;;0;A;1989.0;3.0;2.0;;;;;;;;;Individuel;a;n;;m;2021-02;66008;0104;660080104;H;H;6600801;66401;76;66;10.0;1.0;0.071;10.0;1.0;0.071;1695.85
laforet-immo-facile-17493024;pr;m;v;0;85;322.0;4;150000;;;0;0;0;1;D;198;42.48019;2.76277;Oui;;;;;0;B;1987.0;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2021-02;66049;0103;660490103;H;H;6604901;66302;76;66;;;;7.62;4.0;0.052;1764.71
century-21-202_2853_6952;pr;m;v;0;106;;7;159000;;;0;0;1;0;0;;42.49084;2.75574;Non;;;0.0;;0;;1900.0;;0.0;;;;;;;;;;a;n;;m;2021-02;66049;0103;660490103;H;H;6604901;66302;76;66;;;;;;;1500.0
