idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
gedeon-30617789;pr;m;v;0;120;10495.0;4;320000;;;0;0;0;0;0;;45.32189;1.38017;0;;;;;0;;;;;;;;;;;;;;cm;o;8.0;m;2025-02;19286;0000;192860000;Z;Z;1928600;19000;75;19;;;;;;;2666.67
hektor-immo19-715;pr;m;v;0;115;;4;180200;;;0;0;1;0;D;194;45.44381;2.06283;Oui;1.0;;;;Sud;A;2012.0;1.0;1.0;;;;;;;;;Individuel;a;n;;m;2025-02;19263;0000;192630000;Z;Z;1926300;19000;75;19;;;;;;;1566.96
gedeon-30709191;pr;m;v;0;140;930.0;5;439000;;;0;0;0;3;0;;45.11633;1.46416;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2025-02;19117;0000;191170000;Z;Z;1911700;19000;75;19;8.12;1.0;0.031;8.12;1.0;0.031;3135.71
gedeon-30617774;pr;m;v;0;206;1000.0;7;570000;;;0;0;0;3;0;;45.11633;1.46416;0;;;;;0;;;;;;;;;;;;;;cm;o;8.0;m;2025-02;19117;0000;191170000;Z;Z;1911700;19000;75;19;;;;;;;2766.99
gedeon-30617784;pr;m;v;0;112;380.0;4;380000;;;0;0;0;2;0;;45.11633;1.46416;0;;;;;0;;;;;;;;;;;;;;cm;o;8.0;m;2025-02;19117;0000;191170000;Z;Z;1911700;19000;75;19;7.8;3.0;0.028;7.8;3.0;0.028;3392.86
gedeon-30617783;pr;m;v;0;120;;4;405000;;;0;0;0;2;0;;45.11633;1.46416;0;;;;;0;;;;;;;;;;;;;;cm;o;8.0;m;2025-02;19117;0000;191170000;Z;Z;1911700;19000;75;19;7.8;3.0;0.028;7.8;3.0;0.028;3375.0
gedeon-30657777;pr;m;v;0;146;5000.0;5;459000;;;0;0;0;2;0;;45.11633;1.46416;0;;;;;0;;;;;;;;;;;;;;cm;o;7.0;m;2025-02;19117;0000;191170000;Z;Z;1911700;19000;75;19;8.12;1.0;0.031;8.12;1.0;0.031;3143.84
gedeon-30657800;pr;m;v;0;150;;5;490000;;;0;0;0;0;0;;45.11633;1.46416;0;;;;;0;;;;;;;;;;;;;;cm;o;7.0;m;2025-02;19117;0000;191170000;Z;Z;1911700;19000;75;19;8.12;1.0;0.03;8.12;1.0;0.03;3266.67
gedeon-30657761;pr;m;v;0;160;;7;559000;;;0;0;0;0;0;;45.11633;1.46416;0;;;;;0;;;;;;;;;;;;;;cm;o;7.0;m;2025-02;19117;0000;191170000;Z;Z;1911700;19000;75;19;;;;;;;3493.75
netty-contactimmo19-house-4710;pr;m;v;0;93;866.0;3;249100;;;0;1;1;0;0;;45.10064;1.45876;Oui;2.0;;1.0;True;Est-Ouest;;;2.0;1.0;;;;;;;;;;a;n;;m;2025-02;19117;0000;191170000;Z;Z;1911700;19000;75;19;15.43;3.0;0.069;15.43;3.0;0.069;2678.49
ag190249-457232981;pr;m;v;0;221;83993.0;9;265000;;;0;0;0;3;E;275;45.08195;1.90787;Non;;;1.0;;0;D;;;;;;;;;;;;;a;n;;m;2025-02;19140;0000;191400000;Z;Z;1914000;19000;75;19;;;;;;;1199.1
gedeon-30617773;pr;m;v;0;165;1600.0;6;550000;;;0;0;0;3;0;;45.19236;1.50893;0;;;;;0;;;;;;;;;;;;;;cm;o;8.0;m;2025-02;19274;0000;192740000;Z;Z;1927400;00554;75;19;8.74;2.0;0.031;8.74;2.0;0.031;3333.33
immo-facile-57653897;pr;m;v;0;81;1579.0;4;135500;;;0;1;1;0;D;219;45.1822;1.50887;Non;2.0;;;True;0;D;1961.0;1.0;;;False;;;;;Gaz;Radiateur;Individuel;a;n;7.0;m;2025-02;19274;0000;192740000;Z;Z;1927400;00554;75;19;9.38;10.0;0.067;9.38;10.0;0.067;1672.84
hektor-PCIMMO1921-5291;pr;m;v;0;80;;3;135000;;;0;0;1;0;D;237;45.1837;1.51824;Non;3.0;;;;0;E;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2025-02;19274;0000;192740000;Z;Z;1927400;00554;75;19;8.73;10.0;0.062;8.73;10.0;0.062;1687.5
immo-facile-57794649;pr;m;v;0;55;425.0;3;198000;;;0;0;1;1;E;327;45.19468;1.5207;Non;;;2.0;True;0;B;;2.0;1.0;;False;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-02;19274;0000;192740000;Z;Z;1927400;00554;75;19;8.73;10.0;0.029;8.73;10.0;0.029;3600.0
netty-contactimmo19-house-4777;pr;m;v;0;147;2705.0;6;93500;;;0;0;0;1;0;;45.19236;1.50893;Oui;;;;;0;;1972.0;2.0;;;;;;;;Fioul;;;a;n;;m;2025-02;19274;0000;192740000;Z;Z;1927400;00554;75;19;8.74;2.0;0.165;8.74;2.0;0.165;636.05
iad-france-1753724;pr;m;v;0;233;2200.0;10;565000;;;0;0;0;0;B;74;45.18515;1.54781;Non;4.0;;;False;0;B;2002.0;;;;False;;;;;Gaz;;;m;n;;m;2025-02;19274;0000;192740000;Z;Z;1927400;00554;75;19;;;;;;;2424.89
ag190058-457171946;pr;m;v;0;169;5299.0;6;310800;;;0;0;1;1;E;302;45.66867;2.33773;Non;;;;False;sud-est;C;;2.0;;;;;;;;;;;a;n;;m;2025-02;19064;0000;190640000;Z;Z;1906400;19000;75;19;;;;;;;1839.05
ag190250-457385726;pr;m;v;0;360;13353.0;10;160500;;;0;0;0;1;NS;;45.41511;1.56145;Non;;;1.0;;0;NS;;;;;;;;;;;;;a;n;;m;2025-02;19276;0000;192760000;Z;Z;1927600;19103;75;19;;;;;;;445.83
hektor-besserenaudie-1238;pr;m;v;0;116;528.0;5;145950;;;0;0;1;1;D;247;45.43154;1.57788;Non;4.0;;;True;0;B;1980.0;1.0;1.0;;;;;;;;;Individuel;a;n;;m;2025-02;19276;0000;192760000;Z;Z;1927600;19103;75;19;6.68;2.0;0.064;6.68;2.0;0.064;1258.19
ag190250-457385717;pr;m;v;0;110;804.0;5;175500;;;0;0;0;1;NS;;45.41823;1.56558;Non;;;1.0;;0;NS;;;;;;;;;;;;;a;n;;m;2025-02;19276;0000;192760000;Z;Z;1927600;19103;75;19;6.68;2.0;0.05;6.68;2.0;0.05;1595.45
ag190250-457385693;pr;m;v;0;106;1941.0;5;85000;;;0;0;0;1;F;390;45.4406;1.56954;Non;;;;;0;C;;;;;;;;;;;;;a;n;;m;2025-02;19276;0000;192760000;Z;Z;1927600;19103;75;19;6.68;2.0;0.1;6.68;2.0;0.1;801.89
legget-PROE470RRWF8;pr;m;v;0;330;1908.0;9;326300;;;0;0;0;4;D;180;45.43331;1.56106;Non;;;;;0;D;;;;;;;;;;;;;a;n;;m;2025-02;19276;0000;192760000;Z;Z;1927600;19103;75;19;;;;;;;988.79
