idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
orpi-1-007055E1U8BS;pr;a;l;1;27;;1;510;;;0;0;0;1;D;229;49.00434;1.91148;0;2.0;;;;0;C;;;;;;;;;;;;Individuel;a;n;;a;2021-02;78401;0104;784010104;H;H;7840101;00851;11;78
immo-facile-43835794;pr;a;l;0;50;;3;1425;;;0;0;0;1;VI;;48.80853;2.12384;0;5.0;;;;Nord-Sud;VI;;1.0;;;True;;False;;;;;Individuel;a;n;;a;2021-02;78646;0404;786460404;H;H;7864601;00851;11;78
hektor-immojeannedarc-2008;pr;a;l;2;105;;3;2050;;;0;0;1;1;0;;48.81205;2.13786;0;2.0;;2.0;True;0;;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;78646;0501;786460501;H;H;7864601;00851;11;78
immo-facile-31403513;pr;a;l;0;52;;3;1035;;;0;0;0;1;F;354;48.7969;2.16039;0;;;;;0;G;;1.0;;;;;;;;Gaz;;Individuel;a;n;;a;2021-02;78646;0306;786460306;H;H;7864601;00851;11;78
orpi-1-007920E1U7OI;pr;m;l;0;73;;5;1500;;;0;0;0;2;D;181;48.81012;2.13253;0;;;;;0;E;;;;;;;;;;;;Individuel;a;n;;m;2021-02;78646;0406;786460406;H;H;7864601;00851;11;78
immo-facile-43721909;pr;a;l;0;117;;6;3540;;;0;0;1;1;VI;;48.81082;2.13013;0;2.0;;;True;Sud-Ouest;G;;2.0;;;;;False;;;;;Collectif;a;n;;a;2021-02;78646;0406;786460406;H;H;7864601;00851;11;78
immo-facile-43834426;pr;a;l;0;66;;3;1390;;;0;1;0;1;E;329;48.81344;2.15413;0;;;1.0;True;Sud-Ouest;F;;1.0;;;;;False;;;Gaz;;Collectif;a;n;;a;2021-02;78646;0504;786460504;H;H;7864601;00851;11;78
immo-facile-43837111;pr;a;l;4;31;;1;920;;;0;1;1;0;VI;;48.80009;2.14136;0;4.0;;;True;0;VI;;1.0;;;;;True;;;Gaz;;Collectif;a;n;;a;2021-02;78646;0202;786460202;H;H;7864601;00851;11;78
hektor-AGENCE-DECLAIR-2642;pr;a;l;0;17;;1;530;;;0;0;1;0;0;;48.80401;2.13568;0;;;;False;0;;;1.0;;;;;;;;;;;a;n;;a;2021-02;78646;0202;786460202;H;H;7864601;00851;11;78
orpi-1-007920E1TXVV;pr;a;l;4;29;;2;780;;;0;0;0;1;F;442.0;48.80515;2.14033;0;4.0;;;;0;C;;;;;;;;;;;;Individuel;a;n;;a;2021-02;78646;0202;786460202;H;H;7864601;00851;11;78
hektor-AGENCE-DECLAIR-2640;pr;a;l;0;44;;2;1061;;;0;1;1;0;0;;48.80849;2.15044;0;;;;True;0;;;1.0;;;;;;;;Gaz;;Collectif;a;n;;a;2021-02;78646;0101;786460101;H;H;7864601;00851;11;78
ag752352-287810954;pr;a;l;4;25;;1;880;;;0;0;1;0;D;219;48.79766;2.12529;0;;;;False;Est;B;;;;;;;False;;;Électrique;;Individuel;a;n;;a;2021-02;78646;0603;786460603;H;H;7864601;00851;11;78
ag753633-287748542;pr;a;l;0;77;;3;1390;;;0;0;0;0;VI;;48.85885;2.15033;0;;;;True;0;;;;;;;;False;;;;;Collectif;a;n;;a;2021-02;78126;0106;781260106;H;H;7812601;00851;11;78
laforet-immo-facile-19713127;pr;m;l;0;132;578.0;7;3500;;;0;0;1;1;E;325.0;48.84058;2.1385;0;;;3.0;;0;F;1960.0;3.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2021-02;78126;0110;781260110;H;H;7812601;00851;11;78
immo-facile-43662230;pr;a;l;0;45;;2;594;;;0;0;0;1;VI;;49.0355;1.57366;0;;;;;0;VI;;1.0;;;;;;;;Gaz;Radiateur;Collectif;a;n;;a;2021-02;78089;0000;780890000;Z;Z;7808900;78303;11;78
immo-facile-43674767;pr;a;l;2;27;;2;637;;;0;0;0;1;G;691.0;48.97733;2.00518;0;2.0;;;;0;E;;1.0;;;False;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;78624;0103;786240103;H;H;7862401;00851;11;78
immo-facile-25264355;pr;m;l;0;210;1500.0;7;2770;;;0;0;0;0;C;102.0;48.93056;1.93185;0;;;;;0;C;;;;;;;;;;;;;a;n;;m;2021-02;78431;0000;784310000;Z;Z;7843100;78000;11;78
apimo-4871702;pr;a;l;8;60;;3;985;;;0;0;0;0;0;;48.77219;1.97468;0;8.0;;;;0;;;;;;;;True;;;Gaz;Radiateur;Collectif;a;n;;a;2021-02;78208;0106;782080106;H;H;7820801;00851;11;78
hektor-henri4immo-328;pr;a;l;4;24;;1;655;;;0;1;1;0;NS;;48.79263;1.97138;0;4.0;;1.0;False;Est;NS;1988.0;1.0;;;;7.0;;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;78208;0108;782080108;H;H;7820801;00851;11;78
immo-facile-25780248;pr;a;l;3;57;;3;1070;;;0;0;1;0;VI;;48.7953;2.12708;0;4.0;;;;0;VI;;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2021-02;78646;0604;786460604;H;H;7864601;00851;11;78
orpi-1-007084E1TYQZ;pr;a;l;1;60;;3;1185;;;0;0;0;2;0;;48.79348;2.13698;0;1.0;;;;0;;;;;;;;;;;;;Individuel;a;n;;a;2021-02;78646;0302;786460302;H;H;7864601;00851;11;78
hektor-immojeannedarc-1606;pr;a;l;4;49;;2;1160;;;0;1;0;1;D;193.0;48.8123;2.12764;0;;;1.0;True;Sud;E;1979.0;;;;;;True;;;Gaz;Radiateur;Individuel;a;n;;a;2021-02;78646;0407;786460407;H;H;7864601;00851;11;78
gedeon-22360641;pr;a;l;1;90;;3;1865;;;0;0;1;0;0;;48.81293;2.13495;0;2.0;;;True;0;;;;;;;;;;;Gaz;Radiateur;;a;n;;a;2021-02;78646;0407;786460407;H;H;7864601;00851;11;78
gedeon-22360640;pr;a;l;3;90;;3;1625;;;0;0;1;0;0;;48.81293;2.13495;0;3.0;;;True;0;;;1.0;;;;;;;;Électrique;Radiateur;;a;n;;a;2021-02;78646;0407;786460407;H;H;7864601;00851;11;78
immo-facile-43834867;pr;a;l;3;23;;1;770;;;0;0;1;0;VI;;48.80664;2.13251;0;;;;;0;VI;;1.0;;;;;True;;;Électrique;;Individuel;a;n;;a;2021-02;78646;0403;786460403;H;H;7864601;00851;11;78
laforet-immo-facile-19841539;pr;a;l;4;56;;3;1600;;;0;0;0;1;F;419;48.80763;2.13274;0;4.0;;;;0;F;;1.0;;;;;False;;;;;;a;n;;a;2021-02;78646;0403;786460403;H;H;7864601;00851;11;78
hektor-AGENCE-DECLAIR-2508;pr;a;l;0;29;;2;675;;;0;0;1;0;E;324.0;48.80988;2.14113;0;;;;True;0;F;1900.0;1.0;;;;;;;;Gaz;;Individuel;a;n;;a;2021-02;78646;0502;786460502;H;H;7864601;00851;11;78
immo-facile-30645751;pr;a;l;1;24;;1;818;;;0;0;1;0;E;310;48.80088;2.1234;0;3.0;;;True;0;B;1800.0;1.0;;;False;;;;;Électrique;;Individuel;a;n;;a;2021-02;78646;0601;786460601;H;H;7864601;00851;11;78
citya-immobilier-5055-GES91910023-207;pr;a;l;3;44;;2;968;;;0;1;0;1;D;209.0;48.80358;2.14779;0;5.0;;1.0;;0;E;;;0.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;;a;2021-02;78646;0203;786460203;H;H;7864601;00851;11;78
mgc-ancien-p_120_21_5844;pr;a;l;2;89;;4;1774;;;0;0;2;1;D;161;48.80489;2.15001;0;;;;False;0;B;2004.0;;;;False;;True;;;;;;a;n;;a;2021-02;78646;0203;786460203;H;H;7864601;00851;11;78
mgc-ancien-p_60_52_2668;pr;a;l;1;70;;3;1453;;;0;0;1;1;D;216;48.81624;2.12348;0;;;;False;0;B;1995.0;;;;False;;False;;;;;;a;n;;a;2021-02;78646;0405;786460405;H;H;7864601;00851;11;78
immo-facile-43722274;pr;a;l;0;97;;4;1850;;;0;0;0;2;D;230.0;48.80058;2.12451;0;5.0;;;;0;D;;2.0;;;;;;;;Gaz;;Individuel;a;n;;a;2021-02;78646;0601;786460601;H;H;7864601;00851;11;78
immo-facile-30705757;pr;a;l;0;21;;1;597;;;0;0;1;0;F;358;48.80046;2.12549;0;;;;;0;C;;1.0;;;True;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;78646;0601;786460601;H;H;7864601;00851;11;78
immo-facile-43670098;pr;a;l;1;32;;2;841;;;0;0;0;0;VI;;48.7986;2.13046;0;2.0;;;;0;G;;;;;;;;;;;;Individuel;a;n;;a;2021-02;78646;0301;786460301;H;H;7864601;00851;11;78
immo-facile-30984398;pr;a;l;0;49;;2;1414;;;0;0;0;1;E;251.0;48.80373;2.13396;0;3.0;;;True;0;C;;1.0;;;;;True;;;Électrique;;Collectif;a;n;;a;2021-02;78646;0401;786460401;H;H;7864601;00851;11;78
immo-facile-34373121;pr;a;l;3;27;;2;716;;;0;0;0;0;G;546;48.80564;2.13026;0;;;;;0;G;;1.0;;;True;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2021-02;78646;0401;786460401;H;H;7864601;00851;11;78
immo-facile-43722043;pr;a;l;0;145;;4;3058;;;0;0;0;0;VI;;48.80563;2.13431;0;;;;True;Sud;VI;;;;;True;;False;;;;;;a;n;;a;2021-02;78646;0401;786460401;H;H;7864601;00851;11;78
immo-facile-43694406;pr;a;l;1;36;;1;737;;;0;0;0;0;VI;;48.76699;2.07641;0;;;;;0;VI;;;;;;;;;;Gaz;;Individuel;a;n;;a;2021-02;78297;0108;782970108;H;H;7829701;00851;11;78
