idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
orpi-1-129008E1U75W;pr;a;l;1;78;;4;1210;;;0;0;0;1;0;;4.92136;-52.27099;0;1.0;;2.0;;0;;;;;;;;;;;;;;a;n;;a;2021-02;97309;0101;973090101;H;H;9730901;9C601;3;973
hektor-bacoura-580;pr;a;l;0;55;;2;740;;;0;0;1;0;NS;;4.88518;-52.27648;0;;;2.0;False;0;NS;;1.0;1.0;;;;;;;;;;a;n;;a;2021-02;97309;0104;973090104;H;H;9730901;9C601;3;973
guy-hoquet-immo-facile-4876283;pr;a;l;0;24;493.0;2;839;;;0;0;1;0;VI;;5.1686;-52.65218;0;;;;;0;VI;1995.0;1.0;;;;;;;;;;;a;n;;a;2021-02;97304;0107;973040107;H;H;9730401;9C401;3;973
hektor-bacoura-1438;pr;a;l;0;50;;2;840;;;0;0;1;0;NS;;4.90126;-52.34023;0;1.0;;1.0;False;0;NS;;1.0;;;;;False;;;;;;a;n;;a;2021-01;97307;0101;973070101;H;H;9730701;9C601;3;973
hektor-transactisimmo-145;pr;m;l;0;120;450.0;5;1449;;;0;0;2;0;VI;;4.88638;-52.35497;0;2.0;;;False;0;VI;2017.0;3.0;1.0;;;;;;;;;;a;n;;m;2021-01;97307;0108;973070108;H;H;9730701;9C601;3;973
orpi-1-129008E1T3VZ;pr;a;l;0;29;;1;797;;;0;0;0;1;0;;4.94549;-52.30168;0;2.0;;1.0;;0;;;;;;;;;;;;;;a;n;-1104.0;a;2021-01;97302;0110;973020110;H;H;9730201;9C601;3;973
hektor-bacoura-984;pr;a;l;1;51;;3;890;;;0;0;2;0;NS;;4.9436;-52.32282;0;5.0;;1.0;False;0;NS;;2.0;1.0;;;;;;;;;;a;n;;a;2021-01;97302;0103;973020103;H;H;9730201;9C601;3;973
hektor-ag970173-483;pr;a;l;2;38;;2;600;;;0;0;0;1;0;;4.94139;-52.32378;0;2.0;;;False;0;;;;;;;;;;;;;;a;n;;a;2021-01;97302;0103;973020103;H;H;9730201;9C601;3;973
ag970465-284390240;pr;a;l;2;50;;2;780;;;0;1;1;0;NS;;4.93594;-52.32192;0;;;2.0;False;0;;;1.0;;;;;False;;;;;;a;n;-1111.0;a;2021-01;97302;0105;973020105;H;H;9730201;9C601;3;973
ag970465-283733273;pr;a;l;0;90;;5;1032;;;0;0;2;0;NS;;4.93648;-52.3222;0;;;1.0;False;0;;;2.0;;;;;False;;;;;;a;n;-1104.0;a;2021-01;97302;0105;973020105;H;H;9730201;9C601;3;973
ag970465-286922672;pr;a;l;0;72;;3;980;;;0;0;1;0;NS;;4.94072;-52.30103;0;2.0;;2.0;False;0;;;1.0;;;;;False;;;;;;a;n;;a;2021-01;97302;0110;973020110;H;H;9730201;9C601;3;973
ag970477-284022773;pr;a;l;3;69;;3;800;;;0;0;1;0;NS;;4.91586;-52.3201;0;;;2.0;;0;;;1.0;;;;;;;;;;;a;n;-1111.0;a;2021-01;97302;0117;973020117;H;H;9730201;9C601;3;973
ag970477-284022809;pr;a;l;2;69;;3;800;;;0;0;1;0;NS;;4.91588;-52.32008;0;;;2.0;;0;;;1.0;;;;;;;;;;;a;n;-1111.0;a;2021-01;97302;0117;973020117;H;H;9730201;9C601;3;973
ag970465-284717609;pr;a;l;0;35;;1;450;;;0;0;1;0;NS;;4.93516;-52.31867;0;;;;False;0;;;;;;;;False;;;;;;a;n;-1111.0;a;2021-01;97302;0106;973020106;H;H;9730201;9C601;3;973
hektor-transactisimmo-500;pr;m;l;0;100;361.0;5;1100;;;0;0;1;0;0;;4.93434;-52.31216;0;1.0;;2.0;False;0;;;1.0;1.0;;;;;;;;;;a;n;-1111.0;m;2021-01;97302;0106;973020106;H;H;9730201;9C601;3;973
ag970477-285801929;pr;a;l;1;66;;2;746;;;0;0;1;0;NS;;4.92663;-52.32272;0;;;;;0;;;1.0;;;;;;;;;;;a;n;;a;2021-01;97302;0108;973020108;H;H;9730201;9C601;3;973
orpi-1-129008E1TC82;pr;a;l;1;66;;3;792;;;0;0;0;1;0;;4.91221;-52.32123;0;2.0;;1.0;;0;;;;;;;;;;;;;;a;n;-1111.0;a;2021-01;97302;0116;973020116;H;H;9730201;9C601;3;973
hektor-ag970173-601;pr;a;l;1;41;;2;634;;;0;0;0;1;0;;4.91319;-52.32207;0;;;;False;0;;;1.0;;;;;;;;;;;a;n;;a;2021-01;97302;0116;973020116;H;H;9730201;9C601;3;973
ag970465-285697985;pr;a;l;0;36;;2;750;;;0;0;1;0;NS;;4.93414;-52.32734;0;;;1.0;False;0;;;1.0;;;;;False;;;;;;a;n;-1118.0;a;2021-01;97302;0120;973020120;H;H;9730201;9C601;3;973
ag970477-285781481;pr;a;l;2;58;;3;810;;;0;0;1;0;NS;;4.93354;-52.3272;0;;;;;0;;;1.0;;;;;;;;;;;a;n;;a;2021-01;97302;0120;973020120;H;H;9730201;9C601;3;973
orpi-1-129008E1TM77;pr;a;l;1;44;;2;650;;;0;0;0;1;0;;4.94463;-52.31474;0;1.0;;2.0;;0;;;;;;;;;;;;;;a;n;-1118.0;a;2021-01;97302;0109;973020109;H;H;9730201;9C601;3;973
hektor-ag970173-743;pr;a;l;1;50;;2;606;;;0;0;1;0;0;;4.92018;-52.30491;0;2.0;;1.0;False;0;;;1.0;;;;;;;;;;;a;n;;a;2021-01;97302;0114;973020114;H;H;9730201;9C601;3;973
hektor-apsimmo-1413;pr;a;l;0;55;;2;770;;;0;0;0;1;0;;4.92201;-52.30573;0;;;;False;0;;;1.0;;;;;;;;;;;a;n;;a;2021-01;97302;0114;973020114;H;H;9730201;9C601;3;973
hektor-ag970173-501;pr;a;l;0;64;;4;884;;;0;0;0;0;0;;4.92014;-52.3052;0;;;;False;0;;;;;;;;;;;;;;a;n;;a;2021-01;97302;0114;973020114;H;H;9730201;9C601;3;973
hektor-ag970173-910;pr;a;l;0;38;;2;600;;;0;0;1;0;0;;4.9224;-52.3113;0;;;;False;0;;;1.0;;;;;;;;;;;a;n;;a;2021-01;97302;0114;973020114;H;H;9730201;9C601;3;973
hektor-bacoura-1219;pr;a;l;0;58;;3;850;;;0;0;1;0;NS;;4.93399;-52.30165;0;;;1.0;False;0;NS;;1.0;1.0;;;;;;;;;;a;n;-1097.0;a;2021-01;97302;0112;973020112;H;H;9730201;9C601;3;973
orpi-1-129008E1SRXC;pr;a;l;0;85;;4;1300;;;0;0;0;1;0;;4.93931;-52.28797;0;1.0;;2.0;;0;;;;;;;;;;;;;;a;n;;a;2021-01;97302;0112;973020112;H;H;9730201;9C601;3;973
ag970465-286586870;pr;a;l;1;37;;2;725;;;0;0;1;0;NS;;4.93586;-52.29745;0;3.0;;2.0;False;0;;;1.0;;;;;False;;;;;;a;n;;a;2021-01;97302;0112;973020112;H;H;9730201;9C601;3;973
hektor-ag970173-967;pr;a;l;0;50;;3;800;;;0;0;1;0;0;;4.92319;-52.30347;0;;;;False;0;;;1.0;;;;;;;;;;;a;n;;a;2021-01;97302;0113;973020113;H;H;9730201;9C601;3;973
ag970477-284620925;pr;a;l;0;28;;1;540;;;0;0;1;0;NS;;4.92924;-52.3032;0;;;2.0;;0;;;1.0;;;;;;;;;;;a;n;-1111.0;a;2021-01;97302;0113;973020113;H;H;9730201;9C601;3;973
hektor-ag970173-968;pr;a;l;1;45;;2;680;;;0;0;1;0;0;;4.94102;-52.33173;0;1.0;;;False;0;;;1.0;;;;;;;;;;;a;n;;a;2021-01;97302;0118;973020118;H;H;9730201;9C601;3;973
hektor-ag970173-969;pr;a;l;0;45;;2;650;;;0;0;1;0;0;;4.94218;-52.33262;0;1.0;;;False;0;;;1.0;;;;;;;;;;;a;n;;a;2021-01;97302;0118;973020118;H;H;9730201;9C601;3;973
ag970477-283850090;pr;a;l;1;54;;3;780;;;0;0;1;0;VI;;4.941;-52.32869;0;;;;;0;;;1.0;;;;;;;;;;;a;n;;a;2021-01;97302;0118;973020118;H;H;9730201;9C601;3;973
ag970477-286454552;pr;a;l;0;45;;2;737;;;0;0;1;0;NS;;4.8983;-52.27455;0;;;;;0;;;1.0;;;;;;;;;;;a;n;;a;2021-01;97309;0106;973090106;H;H;9730901;9C601;3;973
ag970465-284390291;pr;a;l;1;93;;4;1200;;;0;0;2;0;NS;;4.89179;-52.29008;0;;;2.0;False;0;;;2.0;;;;;False;;;;;;a;n;-1111.0;a;2021-01;97309;0103;973090103;H;H;9730901;9C601;3;973
orpi-1-129008E1TX92;pr;a;l;1;43;;2;950;;;0;0;0;1;0;;4.89414;-52.25905;0;1.0;;2.0;;0;;;;;;;;;;;;;;a;n;;a;2021-01;97309;0103;973090103;H;H;9730901;9C601;3;973
ag970477-285907586;pr;m;l;0;94;;4;1272;;;0;0;2;0;NS;;4.92451;-52.28552;0;;;2.0;;0;;;2.0;;;;;;;;;;;a;n;-1118.0;m;2021-01;97309;0102;973090102;H;H;9730901;9C601;3;973
ag970465-282629951;pr;a;l;1;25;;1;750;;;0;0;1;0;NS;;4.90795;-52.27572;0;;;1.0;False;0;;;1.0;;;;;False;;;;;;a;n;-1097.0;a;2021-01;97309;0105;973090105;H;H;9730901;9C601;3;973
ag970465-285367805;pr;a;l;0;106;;5;1430;;;0;0;2;0;NS;;4.90791;-52.27595;0;;;2.0;False;0;;;2.0;;;;;False;;;;;;a;n;;a;2021-01;97309;0105;973090105;H;H;9730901;9C601;3;973
hektor-bacoura-717;pr;m;l;0;85;;4;1235;;;0;0;1;0;NS;;4.9143;-52.27395;0;;;;False;0;NS;;2.0;;;;;;;;;;;a;n;;m;2021-01;97309;0101;973090101;H;H;9730901;9C601;3;973
ag970477-286488779;pr;a;l;3;30;;1;550;;;0;0;1;1;NS;;4.92456;-52.31424;0;;;;;0;;;1.0;;;;;;;;;;;a;n;-1125.0;a;2021-01;97302;0121;973020121;H;H;9730201;9C601;3;973
hektor-ag970173-970;pr;a;l;1;70;;3;1000;;;0;0;1;0;0;;4.924;-52.31304;0;2.0;;;False;0;;;1.0;;;;;;;;;;;a;n;;a;2021-01;97302;0121;973020121;H;H;9730201;9C601;3;973
ag970465-285545291;pr;m;l;0;124;;4;1170;;;0;0;2;0;NS;;4.91652;-52.4007;0;;;;False;0;;;2.0;;;;;;;;;;;a;n;;m;2021-01;97305;0102;973050102;H;H;9730501;9C202;3;973
ag970477-283327364;pr;m;l;0;97;;4;1300;;;0;0;2;0;NS;;4.94811;-52.42993;0;;;;;0;;;3.0;;;;;;;;;;;a;n;-1104.0;m;2021-01;97305;0102;973050102;H;H;9730501;9C202;3;973
ag970477-282066509;pr;m;l;0;96;;4;1490;;;0;0;2;0;NS;;4.81889;-52.33346;0;;;;;0;;;1.0;;;;;;;;;;;a;n;-1090.0;m;2020-12;97307;0105;973070105;H;H;9730701;9C601;3;973
orpi-1-129008E0GOTS;pr;a;l;1;48;;2;706;;;0;0;0;1;0;;4.93364;-52.32709;0;3.0;;;;0;;;;;;;;;;;;;;a;n;-1070.0;a;2020-12;97302;0120;973020120;H;H;9730201;9C601;3;973
orpi-1-129008E13UP9;pr;a;l;1;36;;2;755;;;0;0;0;1;0;;4.91576;-52.2769;0;2.0;;1.0;;0;;;;;;;;;;;;;;a;n;-1070.0;a;2020-12;97309;0105;973090105;H;H;9730901;9C601;3;973
hektor-kmimmo-44;pr;a;l;0;63;;3;920;;;0;0;0;0;NS;;4.91353;-52.27371;0;;;;False;0;NS;;;;;;;;;;;;;a;n;;a;2020-12;97309;0105;973090105;H;H;9730901;9C601;3;973
orpi-1-129008E1SHBJ;pr;a;l;0;21;;1;600;;;0;0;0;1;0;;4.91211;-52.27999;0;1.0;;1.0;;0;;;;;;;;;;;;;;a;n;-1083.0;a;2020-12;97309;0105;973090105;H;H;9730901;9C601;3;973
ag970465-279356432;pr;m;l;0;80;;3;1220;;;0;0;1;0;NS;;4.90009;-52.28077;0;;;;False;0;;;1.0;;;;;;;;;;;a;n;-1070.0;m;2020-12;97309;0106;973090106;H;H;9730901;9C601;3;973
hektor-bacoura-571;pr;a;l;0;65;;3;830;;;0;0;1;0;NS;;4.94645;-52.30586;0;;;;False;0;NS;;1.0;1.0;;;;;;;;;;a;n;-1075.0;a;2020-12;97302;0110;973020110;H;H;9730201;9C601;3;973
ag970465-281524592;pr;a;l;1;53;;3;950;;;0;0;1;0;NS;;4.93899;-52.29984;0;;;2.0;False;0;;;1.0;;;;;False;;;;;;a;n;-1083.0;a;2020-12;97302;0110;973020110;H;H;9730201;9C601;3;973
ag970477-282192296;pr;a;l;0;64;;3;1000;;;0;0;1;0;NS;;4.92456;-52.31424;0;;;;;0;;;1.0;;;;;;;;;;;a;n;-1090.0;a;2020-12;97302;0121;973020121;H;H;9730201;9C601;3;973
orpi-1-129008E1LKV3;pr;a;l;3;23;;1;406;;;0;0;0;1;0;;4.92621;-52.3137;0;3.0;;1.0;;0;;;;;;;;;;;;;;a;n;-1083.0;a;2020-12;97302;0121;973020121;H;H;9730201;9C601;3;973
hektor-bacoura-1305;pr;a;l;0;19;;1;600;;;0;0;0;1;NS;;4.94168;-52.32334;0;1.0;;;False;0;NS;;1.0;;;;;;;;;;;a;n;-1075.0;a;2020-12;97302;0103;973020103;H;H;9730201;9C601;3;973
ag970477-280969958;pr;a;l;0;56;;2;758;;;0;0;1;0;NS;;4.94106;-52.3265;0;;;1.0;;0;;;1.0;;;;;;;;;;;a;n;;a;2020-12;97302;0103;973020103;H;H;9730201;9C601;3;973
ag970465-279185804;pr;a;l;1;65;;3;900;;;0;1;1;0;NS;;4.89132;-52.30317;0;;;2.0;False;0;;;1.0;;;;;False;;;;;;a;n;;a;2020-12;97309;0103;973090103;H;H;9730901;9C601;3;973
ag970477-280273958;pr;a;l;1;54;;3;789;;;0;0;1;0;NS;;4.88601;-52.3014;0;;;2.0;;0;;;1.0;;;;;;;;;;;a;n;-1075.0;a;2020-12;97309;0103;973090103;H;H;9730901;9C601;3;973
ag970477-282207920;pr;m;l;0;93;;4;1100;;;0;0;1;1;NS;;4.89225;-52.30763;0;;;;;0;;;2.0;;;;;;;;;;;a;n;-1090.0;m;2020-12;97309;0103;973090103;H;H;9730901;9C601;3;973
hektor-bacoura-1434;pr;a;l;1;37;;2;1100;;;0;0;1;0;NS;;4.92243;-52.29016;0;;;1.0;False;0;NS;;1.0;1.0;;;;;;;;;;a;n;-1070.0;a;2020-12;97309;0102;973090102;H;H;9730901;9C601;3;973
hektor-bacoura-1435;pr;a;l;1;120;;4;1040;;;0;0;2;0;NS;;4.927;-52.29199;0;;;1.0;False;0;NS;;2.0;1.0;;;;;;;;;;a;n;-1083.0;a;2020-12;97302;0113;973020113;H;H;9730201;9C601;3;973
hektor-bacoura-268;pr;a;l;0;73;;2;680;;;0;0;1;0;NS;;4.93945;-52.32748;0;;;;False;0;NS;;1.0;;;;;;;;;;;a;n;-1075.0;a;2020-12;97302;0119;973020119;H;H;9730201;9C601;3;973
ag970477-278552135;pr;m;l;0;70;;3;1118;;;0;0;1;0;NS;;4.92261;-52.38589;0;;;;;0;;;1.0;;;;;;;;;;;a;n;-1070.0;m;2020-12;97305;0102;973050102;H;H;9730501;9C202;3;973
orpi-1-129008E1SRSA;pr;m;l;0;96;600.31;4;1150;;;0;0;0;2;0;;4.92729;-52.40108;0;0.0;;;;0;;;;;;;;;;;;;;a;n;-1090.0;m;2020-12;97305;0102;973050102;H;H;9730501;9C202;3;973
hektor-transactisimmo-492;pr;a;l;0;44;;2;630;;;0;0;0;0;0;;4.94071;-52.3269;0;;;;False;0;;;;;;;;False;;;;;;a;n;;a;2020-12;97302;0118;973020118;H;H;9730201;9C601;3;973
ag970477-282066533;pr;a;l;2;44;;2;690;;;0;0;1;0;NS;;4.93921;-52.33305;0;;;;;0;;;1.0;;;;;;;;;;;a;n;-1090.0;a;2020-12;97302;0118;973020118;H;H;9730201;9C601;3;973
ag970477-281619290;pr;a;l;2;70;;3;800;;;0;0;1;0;NS;;4.9373;-52.33259;0;;;;;0;;;1.0;;;;;;;;;;;a;n;;a;2020-12;97302;0101;973020101;H;H;9730201;9C601;3;973
hektor-kmimmo-344;pr;a;l;0;25;;1;470;;;0;0;0;0;NS;;4.92493;-52.28199;0;3.0;;;False;Est;NS;;;;;;;;;;;;;a;n;-1070.0;a;2020-12;97309;0101;973090101;H;H;9730901;9C601;3;973
hektor-kmimmo-220;pr;a;l;1;21;;1;570;;;0;1;1;0;NS;;4.93705;-52.31544;0;2.0;;;False;0;NS;;1.0;1.0;;;3.0;;;;;;;a;n;-1070.0;a;2020-12;97302;0106;973020106;H;H;9730201;9C601;3;973
ag970465-278270327;pr;a;l;0;46;;2;920;;;0;0;1;0;NS;;4.93538;-52.32207;0;1.0;;2.0;False;0;;;1.0;;;;;False;;;;;;a;n;-1070.0;a;2020-12;97302;0105;973020105;H;H;9730201;9C601;3;973
ag970465-279185786;pr;a;l;3;40;;2;800;;;0;0;1;0;NS;;4.93222;-52.32108;0;5.0;;1.0;True;0;;;;;;;;True;;;;;;a;n;-1070.0;a;2020-12;97302;0105;973020105;H;H;9730201;9C601;3;973
guy-hoquet-immo-facile-1687662;pr;a;l;0;78;;3;996;;;0;0;1;0;VI;;5.16512;-52.65189;0;;;;;0;VI;;1.0;;;;;;;;;;;a;n;-1083.0;a;2020-12;97304;0108;973040108;H;H;9730401;9C401;3;973
guy-hoquet-immo-facile-4815446;pr;m;l;0;110;10000.0;4;1131;;;0;0;3;0;VI;;5.02946;-52.68698;0;;;;;0;VI;2008.0;3.0;;;;;;;;;;;a;n;;m;2020-12;97304;0101;973040101;H;H;9730401;9C401;3;973
hektor-kmimmo-352;pr;a;l;0;69;;3;860;;;0;0;0;1;NS;;4.93142;-52.30705;0;;;;False;0;NS;;;;;;;True;;;;;;a;n;;a;2020-12;97302;0114;973020114;H;H;9730201;9C601;3;973
hektor-kmimmo-350;pr;a;l;0;84;;4;1000;;;0;0;0;1;NS;;4.93142;-52.30705;0;;;;False;0;NS;;;;;;;True;;;;;;a;n;;a;2020-12;97302;0114;973020114;H;H;9730201;9C601;3;973
hektor-kmimmo-351;pr;a;l;0;43;;3;700;;;0;0;0;1;NS;;4.93142;-52.30705;0;;;;False;0;NS;;;;;;;True;;;;;;a;n;;a;2020-12;97302;0114;973020114;H;H;9730201;9C601;3;973
hektor-ag970173-939;pr;a;l;1;47;;2;600;;;0;0;1;0;0;;4.92021;-52.30584;0;1.0;;;False;0;;;2.0;;;;;;;;;;;a;n;;a;2020-12;97302;0114;973020114;H;H;9730201;9C601;3;973
guy-hoquet-immo-facile-4743013;pr;m;l;0;123;265.0;5;1629;;;0;0;1;1;VI;;5.16831;-52.65169;0;;;2.0;;0;VI;1990.0;2.0;1.0;;;;;;;;;;a;n;-1083.0;m;2020-12;97304;0107;973040107;H;H;9730401;9C401;3;973
orpi-1-129008E1S2AK;pr;a;l;2;47;;2;750;;;0;0;0;1;0;;4.93563;-52.31081;0;4.0;;1.0;;0;;;;;;;;;;;;;;a;n;-1070.0;a;2020-12;97302;0109;973020109;H;H;9730201;9C601;3;973
ag970465-281989394;pr;a;l;1;70;;3;855;;;0;0;1;0;NS;;4.93045;-52.29418;0;3.0;;;False;0;;;1.0;;;;;False;;;;;;a;n;-1090.0;a;2020-12;97302;0112;973020112;H;H;9730201;9C601;3;973
orpi-1-129008E1S5KS;pr;a;l;0;35;;2;990;;;0;0;0;1;0;;4.93233;-52.29125;0;1.0;;2.0;;0;;;;;;;;;;;;;;a;n;-1070.0;a;2020-12;97302;0112;973020112;H;H;9730201;9C601;3;973
ag970465-282117668;pr;a;l;5;55;;2;850;;;0;0;1;0;NS;;4.93181;-52.29882;0;5.0;;1.0;False;0;;;1.0;;;;;True;;;;;;a;n;;a;2020-12;97302;0112;973020112;H;H;9730201;9C601;3;973
orpi-1-129008E1SRBD;pr;a;l;1;42;;2;543;;;0;0;0;1;0;;4.9442;-52.3031;0;1.0;;1.0;;0;;;;;;;;;;;;;;a;n;-1090.0;a;2020-12;97302;0110;973020110;H;H;9730201;9C601;3;973
orpi-1-129008E1SQ5X;pr;a;l;1;35;;2;565;;;0;0;0;1;0;;4.9442;-52.3031;0;1.0;;1.0;;0;;;;;;;;;;;;;;a;n;-1090.0;a;2020-12;97302;0110;973020110;H;H;9730201;9C601;3;973
orpi-1-129008E0X7E0;pr;a;l;0;91;50.19;4;1113;;;0;0;0;2;0;;4.88972;-52.25247;0;2.0;;2.0;;0;;;;;;;;;;;;;;a;n;-1090.0;a;2020-12;97309;0103;973090103;H;H;9730901;9C601;3;973
ag970145-275039648;pr;a;l;1;38;;2;630;;;0;0;1;1;NS;;5.15793;-52.64256;0;;;1.0;;0;;;1.0;;;;;;;;;;;a;n;;a;2020-11;97304;0102;973040102;H;H;9730401;9C401;3;973
guy-hoquet-immo-facile-2524022;pr;m;l;0;81;495.0;4;1320;;;0;0;2;0;VI;;5.15356;-52.65038;0;;;;;0;VI;2004.0;1.0;2.0;;;;;;;;;;a;n;;m;2020-11;97304;0102;973040102;H;H;9730401;9C401;3;973
guy-hoquet-immo-facile-4664127;pr;a;l;0;48;;2;550;;;0;0;0;0;VI;;5.1676;-52.65234;0;;;;;0;VI;;;;;;;;;;;;;a;n;-1040.0;a;2020-11;97304;0107;973040107;H;H;9730401;9C401;3;973
orpi-1-129008E0MTHV;pr;a;l;1;78;135.0;3;966;;;0;0;0;2;0;;4.88338;-52.32263;0;1.0;;2.0;;0;;;;;;;;;;;;;;a;n;-1040.0;a;2020-11;97307;0102;973070102;H;H;9730701;9C601;3;973
hektor-bacoura-1429;pr;a;l;1;29;;2;620;;;0;0;1;0;NS;;4.90126;-52.34023;0;;;1.0;False;0;NS;;1.0;1.0;;;;False;;;;;;a;n;-1049.0;a;2020-11;97307;0101;973070101;H;H;9730701;9C601;3;973
hektor-bacoura-1311;pr;m;l;0;25;;2;500;;;0;0;0;1;NS;;4.85489;-52.33374;0;1.0;;;False;0;NS;;1.0;;;;;;;;;;;a;n;-1062.0;m;2020-11;97307;0106;973070106;H;H;9730701;9C601;3;973
ag970465-277855421;pr;a;l;3;68;;3;837;;;0;1;1;0;NS;;4.94216;-52.32826;0;;;;False;0;;;1.0;;;;;True;;;;;;a;n;-1062.0;a;2020-11;97302;0118;973020118;H;H;9730201;9C601;3;973
orpi-1-129008E1RKXW;pr;a;l;2;65;;2;800;;;0;0;0;1;0;;4.94034;-52.32702;0;2.0;;;;0;;;;;;;;;;;;;;a;n;;a;2020-11;97302;0119;973020119;H;H;9730201;9C601;3;973
orpi-1-129008E1RQF5;pr;a;l;1;36;;2;800;;;0;0;0;1;0;;4.94063;-52.32672;0;1.0;;1.0;;0;;;;;;;;;;;;;;a;n;;a;2020-11;97302;0103;973020103;H;H;9730201;9C601;3;973
ag970145-275039630;pr;a;l;2;54;;3;763;;;0;0;1;0;VI;;4.93883;-52.29929;0;;;2.0;;0;;;1.0;;;;;;;;;;;a;n;;a;2020-11;97302;0110;973020110;H;H;9730201;9C601;3;973
hektor-ag970173-472;pr;a;l;1;71;;3;850;;;0;0;1;0;0;;4.94099;-52.32334;0;1.0;;;False;0;;;1.0;;;;;;;;;;;a;n;;a;2020-11;97302;0103;973020103;H;H;9730201;9C601;3;973
orpi-1-129008E1RPOD;pr;a;l;1;35;;2;750;;;0;0;0;1;0;;4.94063;-52.32672;0;1.0;;1.0;;0;;;;;;;;;;;;;;a;n;-1062.0;a;2020-11;97302;0103;973020103;H;H;9730201;9C601;3;973
hektor-ag970173-279;pr;a;l;0;45;;2;690;;;0;0;1;0;NS;;4.94301;-52.32157;0;;;;False;0;NS;;1.0;;;;;;;;;;;a;n;;a;2020-11;97302;0103;973020103;H;H;9730201;9C601;3;973
hektor-ag970173-656;pr;a;l;1;45;;2;600;;;0;0;0;1;0;;4.9199;-52.31994;0;1.0;;;False;0;;;1.0;;;;;;;;;;;a;n;-1049.0;a;2020-11;97302;0117;973020117;H;H;9730201;9C601;3;973
