idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
ag942352-501652040;pr;m;v;0;120;737.0;4;181500;;;0;0;1;1;C;155;44.98713;1.48602;Oui;;;2.0;;0;A;;;;;;;;;;Électrique;;Individuel;a;n;8.0;m;2025-12;46118;0000;461180000;Z;Z;4611800;46000;76;46;6.53;3.0;0.052;6.53;3.0;0.052;1512.5
adapt-immo-12010395484;pr;m;v;0;70;55.0;4;139600;;;0;0;1;0;D;227;44.58599;2.06422;Non;3.0;;;False;0;B;;2.0;;;;;;;;;;Individuel;a;n;;m;2025-12;46055;0000;460550000;Z;Z;4605500;00364;76;46;9.35;3.0;0.056;9.35;3.0;0.056;1994.29
era-2-59500129;pr;m;v;0;120;70.0;4;76000;;;0;0;0;0;NS;;44.58739;2.07674;Non;;;;True;0;VI;1900.0;;;;;;;;;;;;a;n;;m;2025-12;46055;0000;460550000;Z;Z;4605500;00364;76;46;9.35;3.0;0.177;9.35;3.0;0.177;633.33
legget-PRO178B6JMXE;pr;m;v;0;111;4140.0;5;298000;;;0;0;0;1;B;81;44.64248;1.22404;Non;1.0;;;;0;A;;;;;;;;;;;;;a;n;;m;2025-12;46066;0000;460660000;Z;Z;4606600;46000;76;46;;;;;;;2684.68
iad-france-1967553;pr;m;v;0;143;188.0;7;134000;;;0;0;0;0;F;289;44.65059;1.21756;Non;3.0;;;False;0;F;1900.0;;;;False;;;;;Fioul;Radiateur;;m;n;;m;2025-12;46066;0000;460660000;Z;Z;4606600;46000;76;46;;;;;;;937.06
ag241309-502455992;pr;a;v;0;383;;10;870000;;;0;0;2;0;D;248;44.64319;1.22378;Non;;;;;0;C;;;;;;;;;;;;;a;n;;a;2025-12;46066;0000;460660000;Z;Z;4606600;46000;76;46;;;;;;;2271.54
ag460200-503106362;pr;m;v;0;115;16876.0;5;231000;;;0;0;0;1;E;273;44.64319;1.22378;Non;;;1.0;;sud-est;C;;;;;;;;;;Électrique;;;a;n;;m;2025-12;46066;0000;460660000;Z;Z;4606600;46000;76;46;;;;;;;2008.7
iad-france-1945109;pr;m;v;0;116;1130.0;4;232000;;;0;0;0;0;C;114;44.90811;1.76975;Oui;2.0;;;False;0;A;2015.0;;;;False;;;;;Électrique;Radiateur;;m;n;;m;2025-12;46313;0000;463130000;Z;Z;4631300;46000;76;46;;;;;;;2000.0
adapt-immo-12010393907;pr;m;v;0;120;;8;97800;;;0;0;0;0;NS;;44.58731;2.06191;Non;2.0;;;True;0;NS;;;;;;;;;;;;Individuel;a;n;;m;2025-12;46055;0000;460550000;Z;Z;4605500;00364;76;46;;;;;;;815.0
apimo-86504249;pr;m;v;0;237;704.0;8;470000;;;0;0;0;0;C;118;44.39713;1.59897;0;;;;;0;A;;;;;;;;;;;Pompe à chaleur, Sol;;a;n;;m;2025-12;46082;0000;460820000;Z;Z;4608200;46000;76;46;;;;;;;1983.12
