idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
ag800918-372881362;pr;m;v;0;144;2386.0;6;234000;;;0;0;0;1;E;277;49.75538;2.70718;Non;1.0;;;;0;E;;2.0;;;;;;;;Électrique;;;a;n;;m;2023-01;80682;0000;806820000;Z;Z;8068200;80000;32;80;;;;;;;1625.0
hektor-5-nego-4013;pr;m;v;0;81;1376.0;4;209424;;;0;0;2;0;D;201;49.99945;2.31216;Oui;;;;;0;C;1980.0;2.0;;;;;;;;;;Individuel;a;n;;m;2023-01;80798;0000;807980000;Z;Z;8079800;80000;32;80;;;;;;;2585.48
immo-facile-50869902;pr;m;v;0;150;865.0;6;361500;;;0;0;1;1;C;148;49.99872;2.30944;Non;;;;;Est-Ouest;C;1995.0;2.0;;;;;;;;Gaz;Radiateur;;a;n;;m;2023-01;80798;0000;807980000;Z;Z;8079800;80000;32;80;7.33;1.0;0.036;7.33;1.0;0.036;2410.0
adapt-immo-75008122245;pr;m;v;0;143;;5;219500;;;0;0;0;1;F;351;50.09753;1.45919;Non;1.0;;1.0;False;0;E;;;;;;;;;;;;;network;n;;m;2023-01;80039;0000;800390000;Z;Z;8003900;80000;32;80;7.78;2.0;0.061;7.78;2.0;0.061;1534.97
ag800522-372597766;pr;a;v;2;44;;3;155900;;;0;0;1;0;VI;;50.09736;1.44027;Non;2.0;;;;sud-ouest;;;1.0;;;;;;12.0;192.0;Électrique;;Individuel;a;n;;a;2023-01;80039;0000;800390000;Z;Z;8003900;80000;32;80;9.03;7.0;0.031;9.03;7.0;0.031;3543.18
ag800522-371049472;pr;m;v;0;84;354.0;4;257000;;;0;1;2;0;G;592;50.10548;1.45555;Oui;1.0;;5.0;;Ouest;C;;2.0;;;;;;;;Électrique;;Individuel;a;n;;m;2023-01;80039;0000;800390000;Z;Z;8003900;80000;32;80;9.17;3.0;0.036;9.17;3.0;0.036;3059.52
adapt-immo-75008121994;pr;m;v;0;110;3935.0;6;300000;;;0;0;0;1;E;324;50.09537;1.44972;Oui;1.0;;4.0;True;0;C;1981.0;;;;;;;;;;;;network;n;8.0;m;2023-01;80039;0000;800390000;Z;Z;8003900;80000;32;80;8.17;1.0;0.036;8.17;1.0;0.036;2727.27
ag800522-371849434;pr;a;v;1;38;;3;135900;;;0;1;1;0;NS;;50.10156;1.4473;Oui;2.0;;;;0;;;1.0;;;;;;8.0;;Électrique;;Individuel;a;n;;a;2023-01;80039;0000;800390000;Z;Z;8003900;80000;32;80;9.03;7.0;0.03;9.03;7.0;0.03;3576.32
entities-1043042-2722778;pr;m;v;0;105;1024.0;5;314000;;;0;0;0;0;A;;49.91298;2.49149;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-01;80212;0000;802120000;Z;Z;8021200;80208;32;80;;;;;;;2990.48
ag800918-372585895;pr;m;v;0;101;102.0;4;168000;;;0;0;2;0;VI;;49.90336;2.51146;Non;2.0;;;True;0;;;2.0;;;;;;;;Gaz;;;a;n;;m;2023-01;80212;0000;802120000;Z;Z;8021200;80208;32;80;11.43;1.0;0.082;11.43;1.0;0.082;1663.37
