idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
century-21-202_595_161687;pr;a;l;2;99;;5;1835;;;0;0;1;1;B;73.9;46.35528;6.41582;0;0.0;;2.0;;0;C;2021.0;;1.0;;False;;False;;;Gaz;Convecteur;Individuel;a;n;;a;2023-04;74013;0000;740130000;Z;Z;7401300;74501;84;74
ag743291-363886495;pr;a;l;0;29;;1;440;;;0;0;0;1;D;211;45.74831;6.29076;0;;;;;0;B;;;;;False;;False;;;;;;a;n;;a;2023-04;74123;0101;741230101;H;H;7412301;74204;84;74
century-21-202_2428_16012;pr;m;l;0;228;620.0;6;2992;;;0;0;1;1;D;148;46.03582;6.10571;0;;;3.0;;0;D;1850.0;3.0;0.0;;;;;;;Gaz;Sol, Radiateur;Individuel;a;n;;m;2023-04;74096;0000;740960000;Z;Z;7409600;74111;84;74
orpi-1-100033E0M5BH;pr;a;l;1;67;;3;980;;;0;0;0;1;D;157;46.03409;6.10912;0;4.0;;;True;0;E;;;1.0;;;;True;;;;;Individuel;a;n;8.0;a;2023-04;74096;0000;740960000;Z;Z;7409600;74111;84;74
century-21-202_2428_16000;pr;m;l;0;144;750.0;5;2033;;;0;1;2;1;C;156;46.02882;6.07655;0;;;1.0;;0;A;2004.0;2.0;0.0;;;;;;;;Sol;;a;n;;m;2023-04;74096;0000;740960000;Z;Z;7409600;74111;84;74
century-21-202_2428_16022;pr;a;l;1;44;;2;890;;;0;1;1;0;C;108;46.02633;6.10655;0;3.0;;1.0;;0;C;2013.0;1.0;0.0;;True;;True;;;Gaz;;Collectif, Individuel;a;n;13.0;a;2023-04;74096;0000;740960000;Z;Z;7409600;74111;84;74
adapt-immo-74012531;pr;a;l;2;64;;3;1120;;;0;1;1;0;B;74;45.99993;6.2494;0;4.0;;1.0;True;0;A;2022.0;1.0;;;;;True;;;;;;a;n;8.0;a;2023-04;74282;0000;742820000;Z;Z;7428200;74000;84;74
ag743199-381109363;pr;a;l;0;22;;2;420;;;0;0;1;1;E;250;45.87753;6.32477;0;2.0;;1.0;True;0;B;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;20.0;a;2023-04;74280;0101;742800101;H;H;7428001;74205;84;74
apimo-82353835;pr;a;l;0;21;;1;385;;;0;1;0;0;F;389;46.05183;6.48507;0;2.0;;1.0;;0;C;;;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2023-04;74189;0000;741890000;Z;Z;7418900;74000;84;74
orpi-1-100932E2LFXJ;pr;m;l;0;180;;5;2800;;;0;1;1;1;C;109;46.12066;6.12717;0;;;2.0;False;0;D;;3.0;1.0;;False;;;;;Gaz;;Individuel;a;n;;m;2023-04;74016;0000;740160000;Z;Z;7401600;00652;84;74
hektor-coim9502-1953;pr;a;l;2;25;;2;640;;;0;1;0;1;E;281;46.16742;6.47603;0;2.0;;1.0;False;0;B;1980.0;1.0;;;;5.0;False;;;Électrique;Radiateur;Individuel;a;n;;a;2023-04;74205;0000;742050000;Z;Z;7420500;74000;84;74
hektor-dupraz-immobilier-886;pr;a;l;0;74;;3;995;;;0;0;0;1;D;225;46.30033;6.45021;0;2.0;;;True;0;C;2011.0;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;8.0;a;2023-04;74210;0000;742100000;Z;Z;7421000;74112;84;74
immo-facile-52454679;pr;a;l;0;65;;3;1040;;;0;0;1;0;D;229;46.01067;6.17189;0;2.0;;;True;0;B;2001.0;1.0;1.0;;;;False;;;Électrique;;Individuel;a;n;8.0;a;2023-04;74137;0000;741370000;Z;Z;7413700;74102;84;74
ag743786-381783274;pr;m;l;0;169;1191.0;7;1850;;;0;0;0;1;NS;;46.26783;6.38859;0;;;1.0;False;0;;;3.0;;;;;;;;Fioul;;Individuel;a;n;;m;2023-04;74048;0000;740480000;Z;Z;7404800;74201;84;74
square-habitat-seiitra-sqhsavoie_loc_e-SQH73-185;pr;a;l;2;23;;1;400;;;0;1;0;1;F;399;46.13818;6.45912;0;2.0;;;;0;D;1901.0;;;;;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2023-04;74241;0000;742410000;Z;Z;7424100;74105;84;74
immo-facile-52477574;pr;a;l;0;35;;2;580;;;0;0;1;0;C;150;46.13879;6.45921;0;;;;;0;B;1949.0;1.0;;;True;;;;;Électrique;Radiateur;Individuel;a;n;20.0;a;2023-04;74241;0000;742410000;Z;Z;7424100;74105;84;74
ag440414-383240591;pr;a;l;1;98;;4;1865;;;0;0;1;0;B;83;45.82735;6.20197;0;2.0;;1.0;;0;A;;2.0;;;False;;False;;;;;Individuel;m;n;;a;2023-04;74108;0000;741080000;Z;Z;7410800;74601;84;74
ag440414-382880645;pr;a;l;1;110;;5;2070;;;0;0;0;0;B;83;45.82724;6.20245;0;2.0;;;;0;A;;;;;False;;False;;;;;;m;n;;a;2023-04;74108;0000;741080000;Z;Z;7410800;74601;84;74
ics-bar_barnoud_loc-GES60810051-507;pr;a;l;1;58;;2;980;;;0;0;1;0;C;125;46.34234;6.45923;0;1.0;;1.0;;Sud;C;;;0.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;;a;2023-04;74005;0000;740050000;Z;Z;7400500;74501;84;74
ag743146-375931852;pr;a;l;4;38;;2;790;;;0;0;0;1;E;305;46.1063;5.96359;0;;;;;0;B;;;;;False;;False;;;;;;a;n;;a;2023-04;74288;0000;742880000;Z;Z;7428800;74104;84;74
ag743526-382190071;pr;a;l;2;37;;2;576;;;0;0;0;0;VI;320;45.89609;6.71265;0;;;;;0;C;;;;;False;;False;;;;;;a;n;;a;2023-04;74236;0102;742360102;H;H;7423601;00462;84;74
ag743526-375543439;pr;a;l;2;42;;2;615;;;0;0;1;0;F;348;45.89609;6.71265;0;;;;;0;C;;;;;False;;False;;;;;;a;n;;a;2023-04;74236;0102;742360102;H;H;7423601;00462;84;74
ag743526-373117279;pr;a;l;2;39;;2;575;;;0;0;1;0;E;284;45.89565;6.71223;0;;;;;0;B;;;;;False;;False;;;;;;a;n;;a;2023-04;74236;0102;742360102;H;H;7423601;00462;84;74
