idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
megagence-1-189676;pr;m;v;0;95;2875.0;3;66000;;;0;0;0;1;F;374;48.27108;-0.25848;Non;;;1.0;False;0;C;1850.0;1.0;;;False;;;;;Électrique;;Individuel;m;n;;m;2025-11;53256;0000;532560000;Z;Z;5325600;53000;52;53;5.38;1.0;0.093;5.38;1.0;0.093;694.74
ladresse-1-adresse-9870040;pr;m;v;0;93;252.0;4;159900;;;0;0;1;0;D;182;48.18021;-0.78063;Non;2.0;;;True;Nord-Sud;A;;2.0;1.0;;False;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-11;53005;0000;530050000;Z;Z;5300500;53000;52;53;6.67;1.0;0.047;6.67;1.0;0.047;1719.35
immo-facile-59384255;pr;m;v;0;99;87000.0;4;498000;;;0;0;0;0;F;373;48.30482;-0.21024;Non;;;;;0;C;;;;;;;;;;;;;a;n;;m;2025-11;53083;0000;530830000;Z;Z;5308300;53000;52;53;;;;;;;5030.3
netty-company55534ngw-house-7626;pr;m;v;0;106;142.0;4;80500;;;0;0;1;0;D;249;48.28942;-0.24783;Non;;;;True;Est-Ouest;B;;1.0;;;;;;;;Électrique;;;a;n;;m;2025-11;53083;0000;530830000;Z;Z;5308300;53000;52;53;;;;;;;759.43
immo-facile-59449884;pr;m;v;0;297;928.0;11;157900;;;0;0;4;0;D;184;48.34085;-0.27747;Non;;;;True;0;C;;3.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;;m;2025-11;53271;0000;532710000;Z;Z;5327100;53108;52;53;;;;;;;531.65
ag340369-495995477;pr;m;v;0;274;13170.0;8;560000;;;0;1;0;2;B;83;48.2645;-0.42286;Non;;;2.0;;Sud;A;;3.0;;;;;;;;;Pompe à chaleur;;m;n;;m;2025-11;53113;0000;531130000;Z;Z;5311300;53000;52;53;;;;;;;2043.8
legget-PROVNSCXKWTR;pr;m;v;0;95;400.0;4;179000;;;0;0;0;2;F;404;48.47968;-0.95254;Non;;;;;0;C;;;;;;;;;;;;;a;n;;m;2025-11;53100;0000;531000000;Z;Z;5310000;53000;52;53;7.81;1.0;0.05;7.81;1.0;0.05;1884.21
ag133861-496032065;pr;m;v;0;257;2235.0;9;419900;;;0;0;1;2;B;96;48.30442;-0.61799;Oui;3.0;;4.0;True;0;A;;2.0;;;;;;;;;Pompe à chaleur;;a;n;;m;2025-11;53147;0101;531470101;H;H;5314701;53301;52;53;5.59;1.0;0.041;5.59;1.0;0.041;1633.85
ladresse-1-adresse-13873772;pr;m;v;0;81;252.0;4;214900;;;0;0;1;1;D;230;48.3019;-0.61746;Non;3.0;;;False;0;B;;3.0;1.0;;False;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-11;53147;0101;531470101;H;H;5314701;53301;52;53;6.79;1.0;0.031;7.98;10.0;0.036;2653.09
ag920856-496513031;pr;m;v;0;83;200.0;5;210000;;;0;0;1;0;D;230;48.30209;-0.61607;Non;;;0.0;False;0;B;;;;;False;;;;;Électrique;;Individuel;m;n;;m;2025-11;53147;0102;531470102;H;H;5314701;53301;52;53;7.38;1.0;0.035;7.09;4.0;0.034;2530.12
iad-france-1938176;pr;m;v;0;94;560.0;5;115000;;;0;0;0;0;E;282;48.355;-0.67414;Oui;1.0;;;False;0;B;1981.0;;;;False;;;;;Électrique;Radiateur;;m;n;;m;2025-11;53170;0000;531700000;Z;Z;5317000;53000;52;53;4.83;1.0;0.047;4.83;1.0;0.047;1223.4
ag311656-493252445;pr;m;v;0;100;;5;372000;;;0;0;1;0;B;71;48.11663;-0.7514;Oui;;;;False;0;A;;;;;;;;;;;;;m;n;;m;2025-11;53054;0102;530540102;H;H;5305401;53501;52;53;8.5;1.0;0.027;8.4;11.0;0.027;3720.0
century-21-202_3694_736;pr;m;v;0;347;6231.0;8;560000;;;0;0;1;1;C;179;47.94916;-0.91345;Non;;;0.0;;0;A;;3.0;0.0;;;;;;;Bois;;Individuel;a;n;;m;2025-11;53077;0000;530770000;Z;Z;5307700;53107;52;53;;;;;;;1613.83
century-21-202_3694_29;pr;m;v;0;108;1000.0;5;169500;;;0;0;1;0;D;202;47.93624;-0.91483;Non;;;2.0;;0;D;1977.0;2.0;0.0;;;;;;;Fioul;;Individuel;a;n;;m;2025-11;53077;0000;530770000;Z;Z;5307700;53107;52;53;5.68;1.0;0.043;5.68;1.0;0.043;1569.44
century-21-202_3694_724;pr;m;v;0;91;1072.0;5;159500;;;0;0;0;1;E;279;47.97036;-1.04191;Non;;;2.0;;0;B;1987.0;1.0;0.0;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-11;53250;0000;532500000;Z;Z;5325000;53000;52;53;6.08;2.0;0.042;6.08;2.0;0.042;1752.75
ag311656-495925715;pr;m;v;0;93;232.0;4;75000;;;0;0;1;0;D;243;48.43845;-0.38615;Oui;;;;True;0;B;;2.0;;;;;;;;Électrique;;Individuel;m;n;;m;2025-11;53069;0000;530690000;Z;Z;5306900;53000;52;53;;;;;;;806.45
immo-facile-59434513;pr;m;v;0;281;1131.0;12;210400;;;0;0;2;1;F;340;48.29627;-0.93249;Non;2.0;;;True;0;E;;3.0;;;;;;;;;Radiateur;Individuel;a;n;;m;2025-11;53096;0101;530960101;H;H;5309601;53202;52;53;;;;;;;748.75
guy-hoquet-immo-facile-7403034;pr;m;v;0;99;210.0;5;164200;;;0;0;0;1;D;165;47.83029;-0.72282;Non;2.0;;1.0;;Nord-Sud;D;1989.0;1.0;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2025-11;53062;0105;530620105;H;H;5306201;53302;52;53;5.71;3.0;0.041;6.54;17.0;0.047;1658.59
safti-1-1549906;pr;m;v;0;120;490.0;7;138000;;;0;0;0;2;F;339;47.82472;-0.70114;Non;;;1.0;False;0;C;1976.0;2.0;;;False;;;;;Électrique;;Individuel;m;n;;m;2025-11;53062;0108;530620108;H;H;5306201;53302;52;53;;;;5.77;2.0;0.06;1150.0
legget-PRO1SEF0PQ3T;pr;m;v;0;300;5000.0;16;475000;;;0;0;0;7;F;347;48.3441;-0.87486;Oui;;;;;0;B;;;;;;;;;;;;;a;n;;m;2025-11;53211;0000;532110000;Z;Z;5321100;53000;52;53;;;;;;;1583.33
immo-facile-59055482;pr;m;v;0;105;1220.0;4;168400;;;0;0;1;1;B;108;48.36557;-0.59718;Oui;;;;;0;A;1949.0;2.0;;;;;;;;;Radiateur;Individuel;a;n;;m;2025-11;53216;0000;532160000;Z;Z;5321600;53000;52;53;5.61;5.0;0.042;5.61;5.0;0.042;1603.81
ag530462-495987632;pr;m;v;0;117;;4;73000;;;0;0;0;1;E;321;48.21769;-0.93446;Oui;;;;True;Nord;B;;;;;;;;;;Électrique;;Individuel;a;n;;m;2025-11;53226;0000;532260000;Z;Z;5322600;53000;52;53;;;;;;;623.93
immo-facile-58834361;pr;m;v;0;115;437.0;5;252400;;;0;0;0;1;A;60;47.96244;-0.85631;Oui;1.0;;;;0;A;2020.0;1.0;;;;;;;;;Sol;Individuel;a;n;;m;2025-11;53011;0000;530110000;Z;Z;5301100;53000;52;53;6.28;1.0;0.034;6.28;1.0;0.034;2194.78
entities-1039570-3538176;pr;m;v;0;81;635.0;4;189200;;;0;0;0;0;A;;47.96032;-0.97998;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2025-11;53151;0000;531510000;Z;Z;5315100;53000;52;53;;;;;;;2335.8
safti-1-1548642;pr;m;v;0;90;9500.0;6;80000;;;0;0;0;0;E;287;48.36717;-0.78302;Oui;;;;False;0;B;1900.0;;;;False;;;;;;;Individuel;m;n;;m;2025-11;53042;0000;530420000;Z;Z;5304200;53000;52;53;;;;;;;888.89
safti-1-1554754;pr;m;v;0;140;14000.0;7;218200;;;0;0;0;2;C;176;48.401;-0.73289;Non;;;3.0;False;0;A;1949.0;2.0;;;False;;;;;;;Individuel;m;n;;m;2025-11;53042;0000;530420000;Z;Z;5304200;53000;52;53;;;;;;;1558.57
iad-france-1934547;pr;m;v;0;158;;8;105000;;;0;0;0;0;D;226;48.0185;-0.58016;Oui;4.0;;;False;0;B;;;;;False;;;;;Électrique;Radiateur;;m;n;;m;2025-11;53025;0000;530250000;Z;Z;5302500;53000;52;53;;;;;;;664.56
megagence-1-194572;pr;m;v;0;83;1878.0;4;133000;;;0;0;0;1;C;134;48.14002;-0.2845;Non;;;;False;0;A;1970.0;;;;False;;;;;;;Individuel;m;n;;m;2025-11;53276;0000;532760000;Z;Z;5327600;53000;52;53;;;;;;;1602.41
immo-facile-59439344;pr;m;v;0;90;1100.0;4;168400;;;0;0;0;1;E;287;47.93196;-0.79684;Non;2.0;;;;0;B;1980.0;2.0;;;;;;;;Électrique;;Individuel;a;n;;m;2025-11;53186;0000;531860000;Z;Z;5318600;53000;52;53;9.62;3.0;0.062;9.62;3.0;0.062;1871.11
hektor-ALCIMMOBILIER-1630;pr;m;v;0;147;6635.0;4;171150;;;0;0;1;1;E;289;48.36181;-0.15013;Non;3.0;;;;0;B;1949.0;2.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-11;53106;0000;531060000;Z;Z;5310600;53000;52;53;;;;;;;1164.29
ag060811-495971204;pr;m;v;0;144;1360.0;5;337000;;;0;0;0;2;E;246;48.42718;-0.09339;Oui;;;1.0;;Traversant-Est-Ouest;E;;3.0;;;;;;;;Fioul;;;m;n;;m;2025-11;53052;0000;530520000;Z;Z;5305200;53000;52;53;;;;;;;2340.28
ladresse-1-adresse-14164762;pr;m;v;0;160;845.0;8;349900;;;0;0;3;0;B;6;47.9512;-0.55097;Oui;3.0;;;False;0;B;2014.0;3.0;1.0;;True;;;;;Gaz;Radiateur;Individuel;a;n;;m;2025-11;53152;0000;531520000;Z;Z;5315200;53103;52;53;;;;;;;2186.88
immo-facile-59357410;pr;m;v;0;148;464.0;6;97000;;;0;0;0;1;E;286;48.20136;-1.05719;Non;;;;True;0;E;;1.0;1.0;;;;;;;Fioul;Radiateur;Individuel;a;n;;m;2025-11;53086;0000;530860000;Z;Z;5308600;53000;52;53;;;;;;;655.41
square-habitat-immo-facile-43243599;pr;m;v;0;122;668.0;6;250060;;;0;0;1;1;D;239;48.01121;-0.80412;Non;;;;;0;B;1979.0;2.0;;;;;;;;Électrique;;Individuel;a;n;;m;2025-11;53157;0000;531570000;Z;Z;5315700;53000;52;53;7.2;1.0;0.042;7.2;1.0;0.042;2049.67
ag340369-496113539;pr;m;v;0;125;1085.0;7;190000;;;0;0;2;0;D;166;48.37131;-0.70112;Oui;;;3.0;;Nord;D;;3.0;;;;;;;;Fioul;;;m;n;;m;2025-11;53237;0000;532370000;Z;Z;5323700;53000;52;53;;;;;;;1520.0
megagence-1-193760;pr;m;v;0;180;1360.0;8;174000;;;0;0;0;2;B;73;48.48634;-0.26172;Oui;;;2.0;False;0;A;2018.0;2.0;;;False;;;;;;;Individuel;m;n;;m;2025-11;53204;0000;532040000;Z;Z;5320400;53000;52;53;;;;;;;966.67
immo-facile-59415414;pr;m;v;0;175;3353.0;7;105900;;;0;0;0;1;F;337;48.39515;-0.62741;Non;3.0;;;True;0;E;;3.0;;;False;;;;;Fioul;Radiateur;Individuel;a;n;;m;2025-11;53003;0000;530030000;Z;Z;5300300;53106;52;53;;;;;;;605.14
immo-facile-59383734;pr;m;v;0;144;2317.0;6;426800;;;0;0;1;1;B;96;48.05826;-0.81528;Non;2.0;;4.0;True;0;A;1996.0;2.0;;;False;;;;;;;Individuel;a;n;;m;2025-11;53201;0101;532010101;H;H;5320101;53501;52;53;6.76;9.0;0.027;7.77;20.0;0.031;2963.89
century-21-202_3335_12816;pr;a;v;1;63;;3;118603;;;0;0;1;0;E;317;48.0729;-0.82911;Non;4.0;;1.0;;0;E;1965.0;1.0;0.0;;False;;False;;;Gaz;;Individuel;a;n;;a;2025-11;53201;0102;532010102;H;H;5320101;53501;52;53;10.42;4.0;0.066;9.51;20.0;0.061;1882.59
safti-1-1554083;pr;m;v;0;119;503.0;7;184990;;;0;0;0;2;D;214;48.12592;-0.71997;Non;;;1.0;False;0;B;1972.0;2.0;;;False;;;;;;;Individuel;m;n;;m;2025-11;53140;0000;531400000;Z;Z;5314000;53109;52;53;4.32;1.0;0.033;4.32;1.0;0.033;1554.54
ladresse-1-adresse-14131451;pr;m;v;0;141;575.0;6;199900;;;0;1;2;0;E;;48.07728;-0.69975;Oui;2.0;;3.0;False;0;B;1978.0;2.0;;;False;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-11;53034;0000;530340000;Z;Z;5303400;53201;52;53;7.9;1.0;0.067;7.9;1.0;0.067;1417.73
ag311656-495955571;pr;m;v;0;104;1850.0;4;94800;;;0;0;0;1;D;180;48.4481;-0.83467;Oui;;;;False;0;A;;2.0;;;;;;;;;;Individuel;m;n;;m;2025-11;53199;0000;531990000;Z;Z;5319900;53000;52;53;;;;;;;911.54
