idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
orpi-1-119008E2KOKS;pr;m;v;0;130;550.0;5;126000;;;0;0;0;1;B;86;45.77165;1.08394;Non;1.0;;1.0;False;0;D;1900.0;1.0;1.0;;False;;;;;Fioul;Radiateur;Individuel;a;n;;m;2023-04;87191;0000;871910000;Z;Z;8719100;87000;75;87;5.62;1.0;0.07;5.62;1.0;0.07;969.23
immo-facile-4076023;pr;m;v;0;100;620.0;5;208000;;;0;0;1;0;NS;;45.76544;1.07921;Oui;;;;;Nord-Sud;VI;2023.0;1.0;;;;;;;;;;Individuel;a;n;;m;2023-04;87191;0000;871910000;Z;Z;8719100;87000;75;87;5.62;1.0;0.032;5.62;1.0;0.032;2080.0
keller-williams-1-34_1_55-126025;pr;m;v;0;88;2500.0;5;187300;;;0;0;0;1;B;77;45.96662;1.14194;Oui;;;4.0;;0;A;;1.0;1.0;;;;;;;;;;a;n;;m;2023-04;87118;0000;871180000;Z;Z;8711800;87000;75;87;6.72;2.0;0.038;6.72;2.0;0.038;2128.41
ag340369-380775913;pr;m;v;0;175;690.0;6;245000;;;0;0;2;0;D;206;45.94603;1.11135;Non;;;3.0;;Sud;B;;2.0;;;;;;;;Électrique, Bois;Poêle à Bois;;m;n;;m;2023-04;87118;0000;871180000;Z;Z;8711800;87000;75;87;5.27;1.0;0.045;5.27;1.0;0.045;1400.0
orpi-1-119918E2KL8N;pr;m;v;0;88;3104.0;4;229000;;;0;0;1;0;D;237;45.74402;1.21651;Non;2.0;;6.0;True;0;B;1930.0;1.0;1.0;;False;;;;;Électrique;Radiateur;Individuel;a;n;;m;2023-04;87081;0000;870810000;Z;Z;8708100;87000;75;87;;;;;;;2602.27
iad-france-1331553;pr;m;v;0;104;106.0;3;157500;;;0;0;0;0;E;318;45.71528;1.1936;Oui;;;;False;0;B;1981.0;;;;False;;;;;Électrique;Radiateur;;m;n;;m;2023-04;87081;0000;870810000;Z;Z;8708100;87000;75;87;;;;;;;1514.42
ag060811-380730217;pr;m;v;0;200;350.0;10;57000;;;0;0;0;0;VI;;46.0526;1.46678;Oui;;;0.0;;0;;;;;;;;;;;;;;m;n;;m;2023-04;87181;0000;871810000;Z;Z;8718100;87000;75;87;;;;;;;285.0
ag060811-382326337;pr;m;v;0;85;112.0;5;88000;;;0;0;0;1;E;196;46.04941;1.47692;Oui;;;1.0;True;0;E;;2.0;;;;;;;;Fioul;;;m;n;;m;2023-04;87181;0000;871810000;Z;Z;8718100;87000;75;87;4.67;1.0;0.054;4.67;1.0;0.054;1035.29
iad-france-1348488;pr;m;v;0;120;2786.0;6;107000;;;0;0;0;0;F;418;46.04583;1.47445;Non;1.0;;;False;0;E;1975.0;;;;False;;;;;Fioul;Radiateur;;m;n;;m;2023-04;87181;0000;871810000;Z;Z;8718100;87000;75;87;;;;;;;891.67
ag060811-382700612;pr;m;v;0;85;3004.0;4;163000;;;0;0;0;1;D;324;46.09079;1.06914;Oui;;;5.0;;0;C;;1.0;;;;;;;;Bois;Poêle à Bois;;m;n;;m;2023-04;87012;0000;870120000;Z;Z;8701200;87000;75;87;;;;;;;1917.65
