idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
ladresse-1-adresse-13993068;pr;a;l;0;34;;2;445;;;0;0;1;0;E;280;43.49789;0.92559;0;2.0;;;;0;B;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;32410;0000;324100000;Z;Z;3241000;32000;76;32
nestenn-1-99939336617;pr;a;l;4;97;;5;1160;;;0;2;1;0;C;177;43.65315;0.57457;0;6.0;;;;0;A;1970.0;1.0;;;False;;True;;;;Pompe à chaleur;;a;n;;a;2025-11;32013;0202;320130202;H;H;3201301;32401;76;32
hektor-GASCOGNE21-3333;pr;a;l;1;68;;3;680;;;0;1;0;0;D;221;43.6477;0.5946;0;;;;;0;B;;1.0;;;;;False;;;Électrique;Sol;Individuel;a;n;;a;2025-11;32013;0101;320130101;H;H;3201301;32401;76;32
hektor-GASCOGNE21-840;pr;m;l;0;106;363.0;4;850;;;0;0;1;1;D;207;43.64354;0.5901;0;;;1.0;;0;E;1940.0;1.0;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2025-11;32013;0101;320130101;H;H;3201301;32401;76;32
apimo-86355199;pr;m;l;0;97;;4;1100;;;0;0;0;0;C;171;43.65208;0.58296;0;;;;;0;A;;;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-11;32013;0202;320130202;H;H;3201301;32401;76;32
hektor-GASCOGNE21-2070;pr;a;l;0;85;;4;745;;;0;0;0;1;E;283;43.65575;0.59095;0;;;;False;0;E;;1.0;1.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2025-11;32013;0202;320130202;H;H;3201301;32401;76;32
ics-bar_BARON_IMMO_loc-GES01580004-920;pr;a;l;1;38;;2;439;;;0;1;0;1;D;229;43.95029;0.36306;0;;;0.0;;0;D;;;0.0;;;;False;;;;;;a;n;;a;2025-11;32107;0103;321070103;H;H;3210701;32203;76;32
adapt-immo-320073162;pr;a;l;0;33;;1;398;;;0;0;0;1;F;385;43.6137;1.08116;0;;;;False;0;C;;1.0;;;;;False;;;Électrique;;;a;n;;a;2025-11;32160;0102;321600102;H;H;3216001;32202;76;32
netty-squarehabitatpg-appt-8994;pr;a;l;0;67;;3;801;;;0;0;0;1;B;105;43.61977;1.09222;0;;;;;0;A;;1.0;;;;;;;;;;;a;n;;a;2025-11;32160;0102;321600102;H;H;3216001;32202;76;32
netty-squarehabitatpg-appt-2952;pr;a;l;0;43;;3;609;;;0;0;0;1;D;180;43.61444;1.08167;0;;;1.0;False;Sud;A;1997.0;;;;;;False;;;;;;a;n;;a;2025-11;32160;0102;321600102;H;H;3216001;32202;76;32
adapt-immo-320073168;pr;m;l;0;83;;3;750;;;0;0;0;1;E;289;43.72225;0.97663;0;;;;True;0;B;;2.0;1.0;;;;;;;Électrique;;;a;n;;m;2025-11;32106;0000;321060000;Z;Z;3210600;32000;76;32
netty-squarehabitatpg-appt-9093;pr;a;l;2;28;;1;380;;;0;1;1;0;E;311;43.94445;-0.03357;0;3.0;;;;0;B;;1.0;;;;5.0;False;;;;;;a;n;;a;2025-11;32096;0000;320960000;Z;Z;3209600;32000;76;32
hektor-GASCOGNE21-690;pr;a;l;2;67;;2;509;;;0;2;0;1;D;216;43.65;0.58333;0;;;;True;0;D;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;5.0;a;2025-10;32013;0202;320130202;H;H;3201301;32401;76;32
hektor-GASCOGNE21-285;pr;m;l;0;93;600.0;3;774;;;0;0;0;1;D;225;43.65;0.58333;0;2.0;;1.0;;0;D;1900.0;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;5.0;m;2025-10;32013;0202;320130202;H;H;3201301;32401;76;32
hektor-GASCOGNE21-3285;pr;m;l;0;75;;3;760;;;0;0;0;1;E;272;43.65241;0.58199;0;2.0;;;;0;E;;2.0;1.0;;;;;;;Gaz;;Individuel;a;n;5.0;m;2025-10;32013;0202;320130202;H;H;3201301;32401;76;32
apimo-86358328;pr;a;l;0;21;;1;350;;;0;0;0;0;E;376;43.65555;0.59559;0;;;;;0;B;;;;;;;;;;Électrique;Radiateur;;a;n;;a;2025-10;32013;0203;320130203;H;H;3201301;32401;76;32
apimo-86339165;pr;a;l;0;38;;2;460;;;0;0;0;0;D;202;43.6503;0.59191;0;;;;;0;A;;;;;;;;;;Électrique;Radiateur;;a;n;20.0;a;2025-10;32013;0203;320130203;H;H;3201301;32401;76;32
netty-squarehabitatpg-appt-3570;pr;a;l;0;36;;2;467;;;0;1;0;1;D;207;43.64636;0.58505;0;;;1.0;False;0;A;;;;;;;False;;;Électrique;;Individuel;a;n;6.0;a;2025-10;32013;0102;320130102;H;H;3201301;32401;76;32
