idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
hektor-besserenaudie-1107;pr;m;l;0;100;;5;660;;;0;0;0;1;0;;45.36634;1.71658;0;2.0;;;;0;;;2.0;;;;;;;;Fioul;;Individuel;a;n;;m;2023-04;19255;0000;192550000;Z;Z;1925500;19000;75;19
ag190430-381383113;pr;m;l;0;84;;4;695;;;0;0;1;0;C;169;45.27569;1.56921;0;;;;True;0;A;;1.0;;;;;;;;;;Individuel;a;n;;m;2023-04;19178;0000;191780000;Z;Z;1917800;19000;75;19
ag190250-383062865;pr;a;l;0;77;;3;550;;;0;0;0;0;E;287;45.24566;1.78136;0;;;;;0;B;;;;;;;;;;;;;a;n;;a;2023-04;19101;0000;191010000;Z;Z;1910100;19401;75;19
ag190250-383062844;pr;a;l;0;30;;3;420;;;0;0;0;0;NS;;45.38487;2.26898;0;;;;;0;;;;;;;;;;;;;;a;n;;a;2023-04;19148;0000;191480000;Z;Z;1914800;19000;75;19
ag190430-381819091;pr;a;l;2;77;;4;620;;;0;0;1;0;D;170;45.22766;1.52276;0;2.0;;;True;0;B;;1.0;;;;;;;;Électrique;;Individuel;a;n;;a;2023-04;19072;0000;190720000;Z;Z;1907200;19000;75;19
ag190430-380492860;pr;a;l;2;50;;2;500;;;0;0;1;0;D;222;45.22655;1.5296;0;;;;True;0;B;;1.0;;;;;;;;Électrique;;Individuel;a;n;22.0;a;2023-04;19072;0000;190720000;Z;Z;1907200;19000;75;19
ag190058-381772006;pr;a;l;1;27;;1;265;;;0;0;1;1;VI;;45.1404;2.09616;0;1.0;;;;0;;;;;;;;;;;Électrique;;;a;n;;a;2023-04;19237;0000;192370000;Z;Z;1923700;19000;75;19
hektor-garenneimmo-4298;pr;a;l;2;95;;5;525;;;0;0;2;0;D;225;45.13828;2.09854;0;;;;;0;D;1948.0;2.0;;;;;;;;Fioul;;Collectif;a;n;;a;2023-04;19237;0000;192370000;Z;Z;1923700;19000;75;19
ics-mon_monteil_loc-647;pr;a;l;3;48;;2;495;;;0;1;1;0;E;308;45.54381;2.30211;0;;;1.0;;0;B;;;0.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2023-04;19275;0102;192750102;H;H;1927501;19301;75;19
ics-mon_monteil_loc-648;pr;a;l;1;73;;2;545;;;0;0;1;0;C;165;45.547;2.30906;0;;;0.0;;0;;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2023-04;19275;0101;192750101;H;H;1927501;19301;75;19
ag190316-382727024;pr;a;l;0;30;;2;450;;;0;0;0;0;VI;;45.54638;2.31123;0;;;;;0;;;;;;;;;;;;;;a;n;;a;2023-04;19275;0101;192750101;H;H;1927501;19301;75;19
ics-mon_monteil_loc-B219;pr;a;l;1;79;;3;540;;;0;0;0;0;D;221;45.40451;2.50119;0;;;0.0;;0;;;;1.0;;;;False;;;Fioul;Radiateur;Individuel;a;n;;a;2023-04;19028;0000;190280000;Z;Z;1902800;19104;75;19
hektor-REPARAT2022-372;pr;m;l;0;81;442.0;4;532;;;0;0;0;1;0;;45.08125;1.55958;0;;;;True;0;;1800.0;1.0;;;;;;;;Électrique;;Individuel;a;n;13.0;m;2023-04;19093;0000;190930000;Z;Z;1909300;19000;75;19
rodacom-1719863;pr;m;l;0;85;;4;717;;;0;0;0;1;C;107;45.24576;1.40948;0;;;;False;0;D;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;8.0;m;2023-04;19153;0000;191530000;Z;Z;1915300;19105;75;19
hektor-REPARAT2022-704;pr;m;l;0;80;;4;696;;;0;0;1;0;E;310;45.26306;1.40968;0;2.0;;;;0;E;1970.0;1.0;;;;;;;;Gaz;;;a;n;8.0;m;2023-04;19153;0000;191530000;Z;Z;1915300;19105;75;19
iad-france-1307432;pr;a;l;0;137;;4;1500;;;0;0;0;0;B;94;45.26285;1.40979;0;3.0;;1.0;False;0;A;;;;;True;;False;;;;;;m;n;;a;2023-04;19153;0000;191530000;Z;Z;1915300;19105;75;19
hektor-REPARAT2022-240;pr;a;l;3;45;;2;512;;;0;0;0;1;D;213;45.2631;1.4097;0;3.0;;;;0;B;1990.0;1.0;;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2023-04;19153;0000;191530000;Z;Z;1915300;19105;75;19
hektor-REPARAT2022-849;pr;a;l;2;50;;3;548;;;0;0;0;1;C;163;45.26272;1.41034;0;;;;;0;A;1980.0;1.0;;;;;True;;;Électrique;Radiateur;Individuel;a;n;8.0;a;2023-04;19153;0000;191530000;Z;Z;1915300;19105;75;19
citya-immobilier-9752-GES46140003-277;pr;a;l;2;60;;3;630;;;0;0;0;1;D;230;45.15769;1.53489;0;2.0;;0.0;;0;B;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2023-04;19031;0101;190310101;H;H;1903101;00554;75;19
century-21-202_272_15170;pr;a;l;3;46;;2;495;;;0;1;0;1;E;304;45.1585;1.53324;0;3.0;;1.0;;0;C;;2.0;0.0;;False;;False;;;Électrique;;Individuel;a;n;8.0;a;2023-04;19031;0101;190310101;H;H;1903101;00554;75;19
citya-immobilier-9752-GES47110042-277;pr;a;l;1;38;;2;455;;;0;0;1;0;E;286;45.15778;1.5327;0;2.0;;0.0;;0;B;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2023-04;19031;0101;190310101;H;H;1903101;00554;75;19
rodacom-5251293;pr;a;l;2;37;;2;540;;;0;1;1;0;C;144;45.1585;1.53324;0;3.0;;;False;0;C;;1.0;;;;;True;;;Gaz;Radiateur;Collectif;a;n;;a;2023-04;19031;0101;190310101;H;H;1903101;00554;75;19
century-21-202_272_15156;pr;a;l;1;45;;2;453;;;0;0;0;1;0;;45.15823;1.53049;0;3.0;;0.0;;0;;;1.0;0.0;;False;;False;;;Gaz;;Individuel;a;n;;a;2023-04;19031;0101;190310101;H;H;1903101;00554;75;19
orpi-1-101034E2LSUH;pr;a;l;1;61;;3;590;;;0;0;1;0;D;210;45.1532;1.53932;0;2.0;;1.0;True;0;B;1900.0;1.0;;;False;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2023-04;19031;0203;190310203;H;H;1903101;00554;75;19
ag190058-380379358;pr;a;l;1;15;;1;300;;;0;0;0;0;D;;45.15493;1.54004;0;;;;;0;E;;;;;;;False;;;Électrique;;;a;n;;a;2023-04;19031;0203;190310203;H;H;1903101;00554;75;19
orpi-1-101033E2NU2N;pr;a;l;2;54;;3;680;;;0;0;1;0;C;143;45.15715;1.54314;0;3.0;;;False;0;D;;1.0;;;False;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2023-04;19031;0203;190310203;H;H;1903101;00554;75;19
hektor-REPARAT2022-3796;pr;a;l;2;45;;2;428;;;0;0;0;1;F;359;45.15539;1.54046;0;2.0;;;False;0;G;1960.0;;;;;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2023-04;19031;0203;190310203;H;H;1903101;00554;75;19
citya-immobilier-9752-GES09480003-277;pr;a;l;2;73;;4;590;;;0;0;1;0;D;244;45.16033;1.55335;0;2.0;;0.0;;0;E;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2023-04;19031;0201;190310201;H;H;1903101;00554;75;19
ag190058-380379406;pr;a;l;2;42;;2;480;;;0;0;1;0;D;;45.15934;1.53662;0;;;;;0;B;;;;;;;False;;;Électrique;;;a;n;15.0;a;2023-04;19031;0102;190310102;H;H;1903101;00554;75;19
orpi-1-101034E2M64U;pr;a;l;1;42;;2;420;;;0;0;1;0;B;105;45.15356;1.52931;0;2.0;;;False;0;A;;1.0;;;;;False;;;;Pompe à chaleur;Individuel;a;n;;a;2023-04;19031;0401;190310401;H;H;1903101;00554;75;19
citya-immobilier-899463483-GES01390036-859;pr;a;l;1;43;;2;445;;;0;1;0;1;D;158;45.31204;1.77131;0;2.0;;1.0;;0;B;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2023-04;19146;0000;191460000;Z;Z;1914600;19000;75;19
ag190250-383062400;pr;a;l;0;52;;2;375;;;0;0;1;0;E;321;45.53365;1.79001;0;;;;;0;B;;;;;;;;;;;;;a;n;;a;2023-04;19269;0000;192690000;Z;Z;1926900;19000;75;19
century-21-202_272_15136;pr;a;l;2;43;;2;510;;;0;1;1;0;D;221;45.16771;1.54902;0;4.0;;2.0;;0;B;1980.0;;0.0;;False;;False;;;Électrique;Convecteur;Individuel;a;n;8.0;a;2023-04;19031;0701;190310701;H;H;1903101;00554;75;19
hektor-REPARAT2022-523;pr;a;l;0;26;24.0;1;323;;;0;0;0;0;VI;;45.1654;1.53042;0;;;;;0;VI;;;;;;;;;;Électrique;;Individuel;a;n;;a;2023-04;19031;0701;190310701;H;H;1903101;00554;75;19
ag190058-381939292;pr;a;l;2;14;;1;500;;;0;0;1;0;VI;;45.16624;1.5325;0;;;;;0;;;;;;;;False;;;Électrique;;;a;n;8.0;a;2023-04;19031;0701;190310701;H;H;1903101;00554;75;19
