idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
apimo-85624551;pr;a;l;0;28;;1;590;;;0;0;0;0;E;304;47.27103;4.99011;0;2.0;;;;0;B;;;;;True;;;;;Électrique;Radiateur;Individuel;a;n;;a;2025-02;21390;0102;213900102;H;H;2139001;21701;27;21
immo-facile-57761677;pr;a;l;0;55;55.0;2;710;;;0;0;0;0;C;110;47.49335;4.34284;0;3.0;;;;0;C;;;;;;;;;;;;;a;n;;a;2025-02;21603;0101;216030101;H;H;2160301;21109;27;21
immo-facile-57761712;pr;a;l;1;68;;3;730;;;0;0;0;0;C;190;47.49335;4.34284;0;3.0;;;;0;C;;;;;;;;;;;;;a;n;;a;2025-02;21603;0101;216030101;H;H;2160301;21109;27;21
century-21-202_2490_47481;pr;m;l;0;55;;3;943;;;0;0;0;1;D;184;47.33156;5.08951;0;;;0.0;;0;A;;0.0;0.0;;;;;;;Gaz;;Individuel;a;n;14.0;m;2025-02;21540;0102;215400102;H;H;2154001;21701;27;21
ag210489-456621608;pr;m;l;0;102;;5;1276;;;0;0;0;1;A;48;47.32829;5.08092;0;2.0;;;False;0;C;;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;14.0;m;2025-02;21540;0199;215400199;A;H;2154001;21701;27;21
laforet-immo-facile-19671905;pr;a;l;0;41;;2;541;;;0;0;1;0;B;84;47.33544;5.09068;0;;;1.0;;0;C;2020.0;1.0;1.0;;;;True;;;Gaz;;Collectif;a;n;8.0;a;2025-02;21540;0198;215400198;A;H;2154001;21701;27;21
oralia-0025-LAPP51901609;pr;a;l;1;64;;3;825;;;0;1;0;1;D;222;47.34298;5.00223;0;2.0;;1.0;;Ouest;B;2011.0;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;7.0;a;2025-02;21223;0000;212230000;Z;Z;2122300;21701;27;21
ag710245-457030391;pr;m;l;0;120;1041.0;5;920;;;0;0;0;1;C;105;47.01923;5.15593;0;;;6.0;;0;C;;1.0;;;;;;;;;;;a;n;7.0;m;2025-02;21131;0000;211310000;Z;Z;2113100;21000;27;21
apimo-85618610;pr;m;l;0;62;319.0;2;560;;;0;0;0;0;C;146;47.4244;4.11116;0;2.0;;;;Nord;A;;;;;;;;;;Électrique;Climatisation révérsible;Individuel;m;n;;m;2025-02;21531;0000;215310000;Z;Z;2153100;21000;27;21
laforet-immo-facile-22313248;pr;m;l;0;186;873.0;7;1550;;;0;0;1;1;C;109;47.32896;5.26789;0;2.0;;;;0;C;;2.0;1.0;;False;;;;;Fioul;Radiateur;Individuel;a;n;;m;2025-02;21076;0000;210760000;Z;Z;2107600;21000;27;21
safti-1-1411711;pr;a;l;0;51;;3;390;;;0;0;0;1;F;394;47.84224;4.36647;0;2.0;;;False;0;C;1900.0;1.0;;;False;;False;;;Électrique;;Individuel;m;n;;a;2025-02;21336;0000;213360000;Z;Z;2133600;21000;27;21
consortium-167370546;pr;a;l;1;69;;2;610;;;0;0;0;1;D;;47.52174;5.11041;0;;;;;Ouest;B;;1.0;;;;;;;;;;;a;n;;a;2025-02;21317;0000;213170000;Z;Z;2131700;21201;27;21
oralia-0025-SIC44270001-929;pr;m;l;0;78;;4;767;;;0;0;0;1;E;270;47.30626;5.18039;0;;;0.0;False;0;B;1980.0;;0.0;;;;;;;Électrique;Radiateur;Individuel;a;n;8.0;m;2025-02;21105;0000;211050000;Z;Z;2110500;21000;27;21
oralia-0025-LAPP51901611;pr;a;l;3;20;;1;380;;;0;1;0;1;F;344;47.30253;5.12267;0;5.0;;0.0;;0;C;1994.0;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2025-02;21171;0103;211710103;H;H;2117101;21701;27;21
citya-immobilier-5004-GES10300027-739;pr;a;l;3;47;;2;694;;;0;1;0;1;C;87;47.30202;5.13106;0;5.0;;1.0;;0;C;;;0.0;;;;True;;;;Radiateur;Collectif;a;n;14.0;a;2025-02;21171;0103;211710103;H;H;2117101;21701;27;21
mgc-ancien-L01_0F01_125144;pr;a;l;3;72;;3;647;;;0;0;0;0;C;108;47.29861;5.13296;0;;;;False;0;C;1988.0;;;;False;;False;;;Gaz;;Individuel;a;n;7.0;a;2025-02;21171;0103;211710103;H;H;2117101;21701;27;21
citya-immobilier-5004-GES10300038-77;pr;a;l;2;63;;3;856;;;0;1;0;1;C;80;47.30202;5.13106;0;4.0;;1.0;;0;C;;;0.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;;a;2025-02;21171;0103;211710103;H;H;2117101;21701;27;21
laforet-immo-facile-22544257;pr;a;l;3;61;;3;890;;;0;0;0;0;C;113;47.29025;5.12172;0;5.0;;;;0;C;2013.0;;;;;;True;;;Électrique;;Collectif;a;n;7.0;a;2025-02;21171;0102;211710102;H;H;2117101;21701;27;21
ag210489-457404287;pr;a;l;3;71;;3;840;;;0;0;0;1;C;60;47.30034;5.11979;0;4.0;;2.0;False;0;C;;1.0;;;;;True;;;Gaz;Radiateur;Individuel;a;n;7.0;a;2025-02;21171;0102;211710102;H;H;2117101;21701;27;21
immo-facile-57923660;pr;a;l;2;40;;2;630;;;0;0;0;0;NS;;47.29044;5.12386;0;;;;;0;VI;;;;;;;;;;;;;a;n;;a;2025-02;21171;0102;211710102;H;H;2117101;21701;27;21
