idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
apimo-5842736;pr;m;v;0;169;1600.0;6;210000;;;0;0;0;0;0;;49.22563;0.75412;0;;;;;0;;;;;;;;;;;Fioul;;Individuel, Central;a;n;;m;2021-12;27095;0000;270950000;Z;Z;2709500;27000;28;27;;;;;;;1242.6
immo-facile-adresse-12898794;pr;m;v;0;166;2311.0;8;265300;;;0;0;1;1;E;275;49.268;1.5732;Non;;;;;0;C;;2.0;;;;;;;;Électrique;;;a;n;;m;2021-12;27567;0000;275670000;Z;Z;2756700;27000;28;27;;;;;;;1598.19
immo-facile-adresse-10969280;pr;m;v;0;99;1159.0;4;192360;;;0;0;1;0;E;320;49.26738;1.56642;Oui;;;;;0;G;1900.0;1.0;;;;;;;;Fioul;;Individuel;a;n;;m;2021-12;27567;0000;275670000;Z;Z;2756700;27000;28;27;;;;;;;1943.03
immo-facile-adresse-12878190;pr;m;v;0;166;2311.0;8;265300;;;0;0;1;1;E;275;49.27287;1.58972;Non;;;;;0;C;;2.0;;;;;;;;Électrique;;;a;n;;m;2021-12;27567;0000;275670000;Z;Z;2756700;27000;28;27;;;;;;;1598.19
orpi-1-029921E25QIH;pr;m;v;0;170;5831.0;7;299000;;;0;1;0;2;D;229;49.35389;1.47067;Non;;;4.0;;0;E;;;1.0;;;;;;;;;Individuel;a;n;;m;2021-12;27370;0000;273700000;Z;Z;2737000;27000;28;27;6.56;1.0;0.045;6.56;1.0;0.045;1758.82
ag750949-325391937;pr;m;v;0;165;2750.0;6;272000;;;0;0;0;2;E;282;49.16191;0.77723;Non;1.0;;11.0;True;0;C;;2.0;;;;;;;;;;;network;n;;m;2021-12;27311;0000;273110000;Z;Z;2731100;27000;28;27;;;;;;;1648.48
orpi-1-029052E25HRT;pr;m;v;0;85;2000.0;3;169000;;;0;0;0;1;E;282;49.17353;0.75439;Oui;;;4.0;;0;C;;;1.0;;;;;;;;;Individuel;a;n;;m;2021-12;27311;0000;273110000;Z;Z;2731100;27000;28;27;8.51;1.0;0.051;8.51;1.0;0.051;1988.24
century-21-202_3591_329;pr;m;v;0;159;1000.0;6;245000;;;0;0;0;1;E;310;49.24782;0.58917;Non;;;1.0;;0;B;;1.0;1.0;;;;;;;Électrique, Bois;Radiateur;Individuel;a;n;;m;2021-12;27542;0000;275420000;Z;Z;2754200;27000;28;27;;;;;;;1540.88
iad-france-1058997;pr;m;v;0;157;1000.0;7;275000;;;0;0;0;0;D;208;49.11523;1.06508;Oui;1.0;;;False;0;B;1997.0;;;;False;;;;;Électrique;Radiateur;;m;n;;m;2021-12;27055;0000;270550000;Z;Z;2705500;27000;28;27;;;;;;;1751.59
ag060811-319983126;pr;m;v;0;160;2600.0;7;299500;;;0;0;2;1;VI;;49.34563;0.59924;Oui;;;0.0;;0;;;;;;;;;;;Bois;;;m;n;;m;2021-12;27174;0000;271740000;Z;Z;2717400;27303;28;27;;;;;;;1871.88
