idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
ag451384-287481302;pr;m;v;0;149;130.0;6;555000;;;0;0;2;1;C;116;47.91413;1.89788;Non;1.0;;;;0;A;;;;;;;;;;Électrique;;Individuel;a;n;;m;2021-02;45234;1103;452341103;H;H;4523401;45701;24;45;;;;9.1;22.0;0.029;3724.83
immo-facile-43695841;pr;a;v;0;38;59.0;2;124800;;;0;0;1;0;VI;;47.92741;1.89989;Non;4.0;;1.0;;Sud;VI;2019.0;1.0;1.0;;True;;;;;Gaz;Radiateur;Individuel;a;n;;a;2021-02;45147;0401;451470401;H;A;4514701;45701;24;45;12.5;44.0;0.046;12.61;85.0;0.046;3284.21
iad-france-899543;pr;m;v;0;150;830.0;7;386000;;;0;0;0;0;VI;;47.93996;1.90506;Oui;1.0;;;False;0;VI;2000.0;;;;False;;;;;Électrique;Radiateur;;m;n;;m;2021-02;45147;0401;451470401;H;A;4514701;45701;24;45;;;;;;;2573.33
iad-france-898038;pr;m;v;0;98;271.0;4;229900;;;0;0;0;0;E;268;47.9372;1.90557;Oui;;;;False;0;F;1955.0;;;;False;;;;;Fioul;Radiateur;;m;n;;m;2021-02;45147;0401;451470401;H;A;4514701;45701;24;45;9.76;7.0;0.05;9.76;21.0;0.05;2345.92
immo-facile-43661343;pr;m;v;0;180;425.0;9;407680;;;0;0;0;0;VI;;47.93266;1.9028;Non;;;;;0;VI;1930.0;;;;;;;;;;;;a;n;;m;2021-02;45147;0401;451470401;H;A;4514701;45701;24;45;;;;;;;2264.89
immo-facile-2274030;pr;m;v;0;160;1028.0;6;349210;;;0;0;0;0;D;224;47.93916;1.90646;Non;;;;;Sud-Est;E;1950.0;;;;;;;;;Fioul;;Individuel;a;n;;m;2021-02;45147;0401;451470401;H;A;4514701;45701;24;45;8.07;1.0;0.044;8.07;1.0;0.044;2182.56
orpi-1-116029E1PFO0;pr;m;v;0;78;369.0;4;193300;;;0;0;0;2;F;348.0;47.9244;1.92124;Oui;;;2.0;;0;D;;;;;;;;;;;;Individuel;a;n;;m;2021-02;45147;0303;451470303;H;A;4514701;45701;24;45;;;;9.76;21.0;0.047;2478.21
immo-facile-43720931;pr;a;v;0;69;;3;257000;;;0;0;1;0;VI;;47.91401;1.94798;Non;4.0;;1.0;;Ouest;VI;;1.0;1.0;;;;;;;;;;a;n;;a;2021-02;45284;0204;452840204;A;H;4528401;45701;24;45;10.28;3.0;0.033;10.82;229.0;0.035;3724.64
orpi-1-116011E1TYKS;pr;a;v;0;71;30.0;3;176500;;;0;0;0;1;E;233;47.90654;1.94743;Oui;1.0;;2.0;;0;C;;;;;;;;;1020.0;;;Individuel;a;n;;a;2021-02;45284;0202;452840202;H;H;4528401;45701;24;45;10.53;8.0;0.051;10.82;229.0;0.052;2485.92
immo-facile-adresse-12421060;pr;m;v;0;109;325.0;4;199045;;;0;0;2;0;E;315;47.942;1.91959;Oui;1.0;;;;0;F;1971.0;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2021-02;45147;0102;451470102;H;A;4514701;45701;24;45;11.74;2.0;0.077;9.76;21.0;0.064;1826.1
immo-facile-43720880;pr;a;v;0;41;;2;156500;;;0;1;1;0;VI;;47.94186;1.92379;Non;4.0;;;;0;VI;;1.0;;;;;;;;;;;a;n;;a;2021-02;45147;0102;451470102;H;A;4514701;45701;24;45;11.22;1.0;0.035;12.61;85.0;0.04;3817.07
