idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
pericles-36315527;pr;m;l;0;130;;5;1095;;;0;0;1;1;0;;16.23916;-61.46715;0;;;;;0;;;2.0;0.0;;;;;;;;;;a;n;;m;2021-12;97113;0105;971130105;H;H;9711301;9A701;1;971
hektor-2_ASOMBIM-11193;pr;a;l;0;32;;2;450;;;0;0;0;0;0;;16.20724;-61.49318;0;;;;;0;;;;;;;;;;;;;;a;n;;a;2021-12;97113;0103;971130103;H;H;9711301;9A701;1;971
hektor-2_ASOMBIM-11191;pr;a;l;1;29;;1;620;;;0;0;1;0;0;;16.20724;-61.49318;0;;;1.0;;0;;;1.0;;;;;;;;;;;a;n;;a;2021-12;97113;0103;971130103;H;H;9711301;9A701;1;971
hektor-2_ASOMBIM-11194;pr;a;l;0;25;;1;620;;;0;0;1;0;0;;16.20724;-61.49318;0;;;;;0;;;1.0;;;;;;;;;;;a;n;;a;2021-12;97113;0103;971130103;H;H;9711301;9A701;1;971
hektor-2_ASOMBIM-11186;pr;a;l;0;48;;2;840;;;0;0;0;0;0;;16.20724;-61.49318;0;;;;;0;;;;;;;;;;;;;;a;n;;a;2021-12;97113;0103;971130103;H;H;9711301;9A701;1;971
hektor-4_ASOMBIM-1069;pr;a;l;1;84;;3;719;;;0;0;1;0;NS;;16.27034;-61.6303;0;1.0;;2.0;False;0;NS;2004.0;1.0;1.0;;;;;;;;;;a;n;;a;2021-12;97115;0103;971150103;H;H;9711501;9A701;1;971
hektor-2_ASOMBIM-11201;pr;a;l;1;62;;3;1050;;;0;0;0;1;0;;16.19139;-61.59035;0;2.0;;1.0;;0;;2019.0;1.0;1.0;;;;;;;;;;a;n;;a;2021-12;97118;0105;971180105;H;H;9711801;9A701;1;971
orpi-1-129906E25RKG;pr;a;l;1;19;;1;750;;;0;0;0;1;E;245.0;16.24894;-61.29373;0;1.0;;1.0;;0;G;;;1.0;;;;;;;;;;a;n;;a;2021-12;97125;0102;971250102;H;H;9712501;9A701;1;971
hektor-immobilierenguadeloupe-2146;pr;a;l;1;55;;3;800;;;0;1;1;0;0;;16.25137;-61.27295;0;1.0;;;;Sud-Ouest;;;1.0;;;;;False;;;;;;a;n;;a;2021-12;97125;0101;971250101;H;H;9712501;9A701;1;971
hektor-3_ASOMBIM-11195;pr;a;l;1;40;;2;650;;;0;0;1;0;A;30.0;16.2532;-61.27507;0;1.0;;1.0;False;0;;2000.0;1.0;1.0;;;;False;;;;;;a;n;;a;2021-12;97125;0101;971250101;H;H;9712501;9A701;1;971
hektor-3_ASOMBIM-11199;pr;a;l;0;40;;2;600;;;0;0;1;0;A;30.0;16.2532;-61.27507;0;1.0;;1.0;False;0;;;1.0;;;;;False;;;;;;a;n;;a;2021-12;97125;0101;971250101;H;H;9712501;9A701;1;971
orpi-1-129009E25A5X;pr;a;l;1;36;;2;690;;;0;0;0;0;A;11.0;16.33341;-61.46667;0;1.0;;1.0;;0;A;;;1.0;;;;;;;;;;a;n;;a;2021-11;97116;0107;971160107;H;H;9711601;9A701;1;971
orpi-1-129004E24Y82;pr;m;l;0;80;200.0;3;950;;;0;0;0;1;0;;16.21508;-61.65285;0;;;2.0;;0;G;;;1.0;;;;;;;;;;a;n;;m;2021-11;97115;0105;971150105;H;H;9711501;9A701;1;971
hektor-patri-immo-1722;pr;m;l;0;150;;6;1320;;;0;0;2;0;0;;16.27141;-61.63419;0;2.0;;;;0;;2019.0;2.0;;;;;;;;;;;a;n;;m;2021-11;97115;0101;971150101;H;H;9711501;9A701;1;971
hektor-clickimmo-1141;pr;m;l;0;200;;7;2490;;;0;0;1;4;C;147;16.27034;-61.6303;0;3.0;;;;0;G;1990.0;4.0;;;;;;;;;;;a;n;14.0;m;2021-11;97115;0103;971150103;H;H;9711501;9A701;1;971
hektor-ILMO2020-109;pr;a;l;0;100;;4;975;;;0;0;1;1;NS;;16.21838;-61.5117;0;;;2.0;;0;NS;;1.0;1.0;;;;;;;;;;a;n;6.0;a;2021-11;97113;0106;971130106;H;H;9711301;9A701;1;971
ag970608-323236374;pr;a;l;0;80;;3;850;;;0;0;0;1;NS;;16.22733;-61.49085;0;;;2.0;;0;;;1.0;;;False;;;;;;;;a;n;;a;2021-11;97113;0106;971130106;H;H;9711301;9A701;1;971
pericles-36190531;pr;a;l;0;61;;2;866;;;0;0;1;1;0;;16.21509;-61.52102;0;0.0;;;;0;;;2.0;1.0;;False;;False;;;;;;a;n;21.0;a;2021-11;97113;0101;971130101;H;H;9711301;9A701;1;971
orpi-1-129004E24RUI;pr;a;l;0;71;;3;906;;;0;0;0;1;0;;16.21725;-61.51891;0;3.0;;2.0;;0;G;;;;;;;True;;;;;;a;n;29.0;a;2021-11;97113;0101;971130101;H;H;9711301;9A701;1;971
hektor-immobilierenguadeloupe-3167;pr;a;l;2;95;;4;1650;;;0;0;1;1;0;;16.21732;-61.51926;0;;;1.0;False;0;;;2.0;1.0;;;;False;;;;;;a;n;;a;2021-11;97113;0101;971130101;H;H;9711301;9A701;1;971
hektor-immobilierenguadeloupe-3141;pr;a;l;0;67;;3;1700;;;0;0;1;1;0;;16.21551;-61.52099;0;;;3.0;True;0;;;2.0;;;;;False;;;;;;a;n;27.0;a;2021-11;97113;0101;971130101;H;H;9711301;9A701;1;971
orpi-1-129009E2530J;pr;m;l;0;106;;5;1600;;;0;0;0;3;G;;16.21569;-61.49905;0;;;;;0;G;;;1.0;;;;;;;;;;a;n;8.0;m;2021-11;97113;0102;971130102;H;H;9711301;9A701;1;971
hektor-immopro97-92610;pr;m;l;0;150;400.0;5;2350;;;0;0;0;0;0;;16.21701;-61.48472;0;2.0;;;;0;;;;;;;;;;;;;;a;n;8.0;m;2021-11;97113;0102;971130102;H;H;9711301;9A701;1;971
hektor-agil-gp-671;pr;a;l;1;80;;4;800;;;0;0;2;0;0;;16.23013;-61.45802;0;1.0;;;False;0;;1970.0;3.0;1.0;;;;;;;;;;a;n;;a;2021-11;97113;0104;971130104;H;H;9711301;9A701;1;971
hektor-agil-gp-670;pr;m;l;0;137;500.0;4;2000;;;0;0;1;1;VI;;16.19933;-61.46965;0;1.0;;2.0;;0;VI;1980.0;2.0;1.0;;;;;;;;;;a;n;7.0;m;2021-11;97113;0104;971130104;H;H;9711301;9A701;1;971
pericles-10927932;pr;a;l;1;70;;3;931;;;0;0;1;0;0;;16.20614;-61.48073;0;0.0;;;;0;;;1.0;1.0;;True;;False;;;;;;a;n;;a;2021-11;97113;0102;971130102;H;H;9711301;9A701;1;971
orpi-1-129009E250MA;pr;a;l;0;53;;3;950;;;0;0;0;1;G;500.0;16.20595;-61.48601;0;0.0;;;;0;G;;;1.0;;;;;;;;;Collectif;a;n;8.0;a;2021-11;97113;0103;971130103;H;H;9711301;9A701;1;971
hektor-clickimmo-256;pr;a;l;1;150;;5;950;;;0;1;1;1;VI;;16.20724;-61.49318;0;1.0;;;;0;VI;;2.0;1.0;;;7.0;;;;;;;a;n;;a;2021-11;97113;0103;971130103;H;H;9711301;9A701;1;971
hektor-clickimmo-1095;pr;a;l;0;80;;4;1980;;;0;0;2;0;VI;;16.20724;-61.49318;0;;;;;0;VI;;2.0;1.0;;;;;;;;;;a;n;8.0;a;2021-11;97113;0103;971130103;H;H;9711301;9A701;1;971
ag970718-322046703;pr;a;l;0;62;;3;980;;;0;0;1;2;F;;16.24061;-61.57277;0;;;1.0;;0;;;;;;;;False;;;;;;a;n;21.0;a;2021-11;97103;0105;971030105;A;H;9710301;9A701;1;971
orpi-1-129004E24WK8;pr;a;l;0;43;;2;850;;;0;0;0;1;0;;16.23755;-61.5809;0;3.0;;1.0;;0;G;;;;;;;;;;;;;a;n;;a;2021-11;97103;0105;971030105;A;H;9710301;9A701;1;971
keller-williams-1-34_1_30-93349;pr;a;l;2;48;;2;950;;;0;0;0;0;A;4;16.24301;-61.57992;0;2.0;;1.0;;0;A;;;;;;;;;;;;;a;n;;a;2021-11;97103;0105;971030105;A;H;9710301;9A701;1;971
hektor-clickimmo-1216;pr;a;l;0;99;;3;990;;;0;0;1;0;VI;;16.26795;-61.58708;0;;;;;0;VI;;2.0;1.0;;;;;;;;;;a;n;8.0;a;2021-11;97103;0106;971030106;H;H;9710301;9A701;1;971
ag970718-322946910;pr;a;l;0;36;;1;650;;;0;0;0;0;G;;16.24838;-61.62;0;;;1.0;;0;;;;;;;;False;;;;;;a;n;;a;2021-11;97103;0102;971030102;H;H;9710301;9A701;1;971
ag970718-323166198;pr;a;l;0;48;;2;850;;;0;0;0;1;G;;16.24838;-61.62;0;;;1.0;;0;;;;;;;;False;;;;;;a;n;;a;2021-11;97103;0102;971030102;H;H;9710301;9A701;1;971
laforet-immo-facile-20942197;pr;a;l;0;67;;2;790;;;0;0;0;0;VI;;16.30766;-61.71743;0;;;;;0;VI;;;;;;;;;;;;;a;n;;a;2021-11;97129;0104;971290104;H;H;9712901;9A301;1;971
ag753633-321778026;pr;a;l;0;81;;4;790;;;0;0;0;1;NS;;16.30879;-61.71835;0;;;;False;0;;;;;;;;False;;;;;;a;n;13.0;a;2021-11;97129;0104;971290104;H;H;9712901;9A301;1;971
hektor-4_ASOMBIM-11180;pr;a;l;0;74;;3;700;;;0;0;1;0;0;;16.33274;-61.69815;0;3.0;;2.0;False;0;;;1.0;;;;;False;;;;;;a;n;;a;2021-11;97129;0105;971290105;H;H;9712901;9A301;1;971
ag442040-322462917;pr;a;l;1;80;;3;800;;;0;0;1;0;NS;;16.32673;-61.69596;0;1.0;;1.0;;sud-est;;;;;;;;;;;Électrique;;Individuel;a;n;;a;2021-11;97129;0105;971290105;H;H;9712901;9A301;1;971
hektor-4_ASOMBIM-1034;pr;m;l;0;105;;6;900;;;0;0;1;0;0;;16.33274;-61.69815;0;;;2.0;;0;;;1.0;1.0;;;;;;;;;;a;n;;m;2021-11;97129;0105;971290105;H;H;9712901;9A301;1;971
hektor-4_ASOMBIM-11181;pr;a;l;2;69;;3;740;;;0;0;1;0;0;;16.33274;-61.69815;0;2.0;;2.0;False;0;;1997.0;1.0;1.0;;;;False;;;;;;a;n;;a;2021-11;97129;0105;971290105;H;H;9712901;9A301;1;971
hektor-patri-immo-438;pr;a;l;0;36;;2;569;;;0;0;1;0;0;;16.33429;-61.34699;0;;;;;0;;;1.0;;;;;;;;;;;a;n;29.0;a;2021-11;97117;0106;971170106;H;H;9711701;9A701;1;971
hektor-6_immovital-3435;pr;m;l;0;133;;4;1200;;;0;0;2;0;G;14.0;16.33128;-61.34659;0;;;;;0;;;3.0;;;;;;;;;;;a;n;;m;2021-11;97117;0106;971170106;H;H;9711701;9A701;1;971
hektor-6_immovital-3442;pr;a;l;0;33;;2;550;;;0;0;1;0;NS;;16.33203;-61.3465;0;;;;;0;NS;;1.0;;;;;;;;;;;a;n;;a;2021-11;97117;0106;971170106;H;H;9711701;9A701;1;971
ag753633-321890247;pr;m;l;0;71;;4;2130;;;0;0;0;1;VI;;16.32525;-61.317;0;;;;False;0;;;;;;;;;;;;;;a;n;13.0;m;2021-11;97117;0108;971170108;H;H;9711701;9A701;1;971
hektor-patri-immo-1040;pr;a;l;0;40;;2;650;;;0;0;1;0;0;;16.26676;-61.51663;0;;;;;0;;2010.0;1.0;;;;;;;;;;;a;n;7.0;a;2021-11;97101;0101;971010101;H;H;9710101;9A701;1;971
pericles-15178300;pr;a;l;0;65;;3;708;;;0;0;0;0;0;;16.27064;-61.50577;0;0.0;;;;0;;;0.0;0.0;;False;;False;;;;;;a;n;;a;2021-11;97101;0101;971010101;H;H;9710101;9A701;1;971
hektor-2_BAIEMAHAULT-2591;pr;a;l;0;33;;1;650;;;0;0;1;0;0;;16.27064;-61.50577;0;;;;;0;;;1.0;;;;;;;;;;;a;n;;a;2021-11;97101;0101;971010101;H;H;9710101;9A701;1;971
hektor-immobilierenguadeloupe-2183;pr;a;l;2;68;;4;675;;;0;2;0;1;0;;16.2674;-61.517;0;;;1.0;False;0;;;1.0;;;;;False;;;;;;a;n;6.0;a;2021-11;97101;0101;971010101;H;H;9710101;9A701;1;971
hektor-immobilierenguadeloupe-2830;pr;m;l;0;100;;4;1150;;;0;0;2;1;0;;16.27757;-61.50876;0;;;;;0;;;4.0;;;;;;;;;;;a;n;6.0;m;2021-11;97101;0101;971010101;H;H;9710101;9A701;1;971
hektor-ILMO2020-114;pr;a;l;0;110;;5;1110;;;0;0;2;0;0;;16.26893;-61.50331;0;;;;;0;;;;;;;;;;;;;;a;n;;a;2021-11;97101;0103;971010103;H;H;9710101;9A701;1;971
orpi-1-129004E14JAV;pr;a;l;3;53;;3;660;;;0;0;0;1;0;;16.2575;-61.52676;0;3.0;;1.0;;0;G;;;;;;;;;;;;;a;n;;a;2021-11;97101;0109;971010109;H;H;9710101;9A701;1;971
ag970608-322644666;pr;a;l;0;42;;2;650;;;0;0;1;0;NS;;16.25443;-61.52289;0;;;0.0;;0;;;1.0;;;False;;;;;;;;a;n;;a;2021-11;97101;0109;971010109;H;H;9710101;9A701;1;971
orpi-1-129009E24H9R;pr;a;l;0;20;;1;680;;;0;0;0;1;0;;16.23162;-61.52908;0;0.0;;;;0;G;;;;;;;;;;;;;a;n;;a;2021-11;97101;0114;971010114;H;H;9710101;9A701;1;971
hektor-patri-immo-1313;pr;a;l;0;56;;3;850;;;0;2;1;0;0;;16.23704;-61.53432;0;;;1.0;;0;;;1.0;;;;;;;;;;;a;n;15.0;a;2021-11;97120;0104;971200104;H;H;9712001;9A701;1;971
orpi-1-129004E24RUX;pr;a;l;1;52;;4;750;;;0;0;0;1;A;;16.23951;-61.53037;0;3.0;;;;0;G;;;;;;;;;;;;;a;n;29.0;a;2021-11;97120;0108;971200108;H;H;9712001;9A701;1;971
orpi-1-129004E24WXK;pr;a;l;3;47;;3;760;;;0;0;0;1;0;;16.2465;-61.5346;0;4.0;;1.0;;0;G;;;;;;;;;;;;;a;n;29.0;a;2021-11;97120;0103;971200103;H;H;9712001;9A701;1;971
orpi-1-129009E258YM;pr;a;l;2;60;;2;620;;;0;0;0;1;G;500.0;16.24369;-61.53501;0;4.0;;;;0;G;;;1.0;;;;;;;;;;a;n;;a;2021-11;97120;0103;971200103;H;H;9712001;9A701;1;971
hektor-2_BAIEMAHAULT-2589;pr;a;l;0;34;;1;364;;;0;0;1;0;0;;16.24077;-61.53321;0;;;;;0;;;1.0;;;;;;;;;;;a;n;15.0;a;2021-11;97120;0105;971200105;H;H;9712001;9A701;1;971
hektor-immobilierenguadeloupe-2594;pr;m;l;0;120;;4;1800;;;0;0;3;0;0;;16.24619;-61.30502;0;;;;;0;;2011.0;2.0;;;;;;;;;;;a;n;14.0;m;2021-11;97125;0103;971250103;H;H;9712501;9A701;1;971
orpi-1-129906E258P6;pr;m;l;0;87;430.0;4;1500;;;0;0;0;1;G;451.0;16.2787;-61.2628;0;;;2.0;;0;G;;;1.0;;;;;;;;;;a;n;;m;2021-11;97125;0104;971250104;H;H;9712501;9A701;1;971
orpi-1-129004E24Y7S;pr;a;l;1;71;;4;1400;;;0;0;0;2;0;;16.23275;-61.58864;0;1.0;;1.0;;0;G;;;1.0;;;;;;;;;;a;n;8.0;a;2021-11;97118;0106;971180106;H;H;9711801;9A701;1;971
hektor-1_immovital-3436;pr;a;l;1;54;;3;750;;;0;1;1;0;A;32;16.18041;-61.61305;0;1.0;;2.0;False;0;;2015.0;1.0;1.0;;;;False;;;;;;a;n;;a;2021-11;97118;0103;971180103;H;H;9711801;9A701;1;971
hektor-promo-invest-sarl-1050;pr;m;l;0;145;;5;2100;;;0;0;0;0;0;;16.18812;-61.59334;0;;;;;0;;;;;;;;;;;;;;a;n;21.0;m;2021-11;97118;0101;971180101;H;H;9711801;9A701;1;971
hektor-patri-immo-1721;pr;a;l;0;63;;3;787;;;0;0;1;0;0;;16.18813;-61.59289;0;;;;;0;;;;;;;;;;;;;;a;n;7.0;a;2021-11;97118;0101;971180101;H;H;9711801;9A701;1;971
hektor-patri-immo-1726;pr;m;l;0;140;800.0;5;2540;;;0;0;2;0;0;;16.18813;-61.59289;0;;;;;0;;;2.0;;;;;;;;;;;a;n;;m;2021-11;97118;0101;971180101;H;H;9711801;9A701;1;971
ag970718-322478571;pr;m;l;0;95;550.0;4;1600;;;0;0;0;2;NS;;16.20445;-61.60756;0;;;2.0;;0;;;2.0;;;;;;;;;;;a;n;;m;2021-11;97118;0106;971180106;H;H;9711801;9A701;1;971
orpi-1-129004E25D0A;pr;m;l;0;94;550.0;4;1690;;;0;0;0;2;0;;16.20661;-61.60755;0;;;2.0;;0;G;;;1.0;;;;;;;;;;a;n;14.0;m;2021-11;97118;0106;971180106;H;H;9711801;9A701;1;971
hektor-1_immovital-3431;pr;a;l;0;28;;1;550;;;0;0;1;0;F;350.0;16.18293;-61.58722;0;;;;False;0;;2009.0;1.0;1.0;;;;;;;;;;a;n;;a;2021-11;97118;0105;971180105;H;H;9711801;9A701;1;971
hektor-2_BAIEMAHAULT-2423;pr;a;l;0;50;;2;750;;;0;0;0;1;0;;16.25229;-61.27377;0;1.0;;;;0;;;;1.0;;;;;;;;;;a;n;8.0;a;2021-11;97125;0101;971250101;H;H;9712501;9A701;1;971
hektor-immobilierenguadeloupe-3144;pr;a;l;0;80;;3;790;;;0;0;1;0;0;;16.25289;-61.27375;0;;;1.0;;0;;2005.0;1.0;1.0;;;;;;;;;;a;n;;a;2021-11;97125;0101;971250101;H;H;9712501;9A701;1;971
orpi-1-129906E24PNF;pr;a;l;1;52;;2;750;;;0;0;0;1;G;451;16.25231;-61.27301;0;1.0;;;;0;G;;;;;;;;;;;;;a;n;21.0;a;2021-11;97125;0101;971250101;H;H;9712501;9A701;1;971
hektor-1_ASOMBIM-11172;pr;m;l;0;50;;3;860;;;0;0;1;0;NS;;16.02606;-61.70118;0;;;1.0;;0;NS;2002.0;1.0;1.0;;;;;;;;;;a;n;;m;2021-11;97124;0103;971240103;H;H;9712401;9A501;1;971
orpi-1-129009E1Y12H;pr;a;l;0;40;;2;600;;;0;0;0;1;G;500.0;16.22559;-61.38576;0;1.0;;1.0;;0;G;;;;;;;;;;;;;a;n;6.0;a;2021-11;97128;0101;971280101;H;H;9712801;9A701;1;971
laforet-immo-facile-20907232;pr;m;l;0;105;813.0;5;1200;;;0;0;0;0;VI;;16.23102;-61.38879;0;;;;;0;VI;2000.0;;;;;;;;;;;;a;n;13.0;m;2021-11;97128;0106;971280106;H;H;9712801;9A701;1;971
apimo-6316782;pr;m;l;0;163;1250.0;5;2600;;;0;0;0;0;0;;16.23222;-61.40242;0;;;;;0;;;;;;;;;;;;;;a;n;6.0;m;2021-11;97128;0106;971280106;H;H;9712801;9A701;1;971
hektor-clickimmo-1390;pr;a;l;0;87;;3;750;;;0;1;0;1;0;;16.22559;-61.38576;0;;;2.0;;0;;2000.0;;1.0;;;10.0;;;;;;;a;n;8.0;a;2021-11;97128;0101;971280101;H;H;9712801;9A701;1;971
hektor-clickimmo-1389;pr;m;l;0;43;;3;1000;;;0;0;1;0;NS;;16.22559;-61.38576;0;1.0;;3.0;;0;NS;2017.0;1.0;1.0;;;;;;;;;;a;n;;m;2021-11;97128;0101;971280101;H;H;9712801;9A701;1;971
hektor-6_immovital-3446;pr;m;l;0;94;1300.0;5;1450;;;0;0;2;0;0;;16.22375;-61.38669;0;;;4.0;;Nord-Est;;;3.0;;;;;;;;;;;a;n;;m;2021-11;97128;0101;971280101;H;H;9712801;9A701;1;971
ag970718-322909380;pr;a;l;0;100;;3;800;;;0;0;0;1;NS;;16.27096;-61.4092;0;;;2.0;;0;;;;;;;;False;;;;;;a;n;;a;2021-11;97128;0104;971280104;H;H;9712801;9A701;1;971
laforet-immo-facile-20606944;pr;m;l;0;108;;4;1400;;;0;0;0;0;B;13;16.11908;-61.57313;0;;;;;0;B;;;;;;;;;;;;;a;n;;m;2021-11;97114;0102;971140102;D;D;9711401;9A401;1;971
hektor-5_immovital-3426;pr;m;l;0;74;;3;600;;;0;0;1;0;G;16.04;15.96908;-61.64355;0;;;;;0;;1996.0;1.0;1.0;;;;;;;;;;a;n;;m;2021-11;97132;0102;971320102;D;D;9713201;9A501;1;971
hektor-5_immovital-3429;pr;m;l;0;110;;4;800;;;0;0;0;1;NS;;15.99044;-61.72635;0;1.0;;;;0;NS;1930.0;1.0;;;;;;;;;;;a;n;;m;2021-11;97105;0102;971050102;H;H;9710501;9A501;1;971
hektor-clickimmo-707;pr;m;l;0;95;300.0;4;1200;;;0;0;0;2;0;;16.04233;-61.56973;0;;;1.0;;0;;2013.0;2.0;2.0;;;;;;;;;;a;n;;m;2021-11;97107;0106;971070106;H;H;9710701;9A401;1;971
hektor-clickimmo-1193;pr;m;l;0;50;;2;700;;;0;0;1;0;VI;;16.04233;-61.56973;0;1.0;;2.0;;0;VI;;1.0;1.0;;;;;;;;;;a;n;;m;2021-11;97107;0106;971070106;H;H;9710701;9A401;1;971
keller-williams-1-34_1_30-35465;pr;m;l;0;61;87.0;3;700;;;0;0;1;0;A;26.0;16.04931;-61.5644;0;;;;;0;D;;1.0;;;;;;;;;;;a;n;27.0;m;2021-11;97107;0106;971070106;H;H;9710701;9A401;1;971
