idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
immo-facile-43780959;pr;a;l;0;60;;3;620;;;0;0;0;0;VI;;49.50919;1.07937;0;2.0;;;;0;VI;;;;;;;;;;;;;a;n;;a;2021-02;76367;0000;763670000;Z;Z;7636700;76106;28;76
immo-facile-43836527;pr;a;l;0;22;;1;320;;;0;0;0;0;VI;;49.50921;1.08061;0;2.0;;;;0;VI;;;;;;;;;;;;;a;n;;a;2021-02;76367;0000;763670000;Z;Z;7636700;76106;28;76
nexity-441631;pr;m;l;0;121;26.25;5;1009;;;0;0;0;0;B;70.0;49.42286;1.09815;0;;;;False;0;C;;;;False;False;;;;;;;;a;n;;m;2021-02;76540;1001;765401001;H;H;7654001;00755;28;76
nexity-441547;pr;a;l;1;128;;5;964;;;0;1;0;0;B;73;49.42286;1.09815;0;;;;False;0;D;;;;False;False;1.0;False;;;;;;a;n;;a;2021-02;76540;1001;765401001;H;H;7654001;00755;28;76
immo-facile-19050303;pr;a;l;0;30;;2;412;;;0;0;0;1;F;342;49.4437;1.09489;0;3.0;;;False;0;C;1900.0;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2021-02;76540;0102;765400102;H;H;7654001;00755;28;76
immo-facile-43836594;pr;a;l;0;25;;1;465;;;0;0;0;0;F;360.0;49.44163;1.09096;0;3.0;;;;0;C;;;;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2021-02;76540;0102;765400102;H;H;7654001;00755;28;76
immo-facile-19228092;pr;a;l;0;120;;5;1645;;;0;0;0;2;D;228;49.44311;1.09241;0;4.0;;2.0;True;0;C;;2.0;1.0;;;;;;;Électrique;;Individuel;a;n;;a;2021-02;76540;0102;765400102;H;H;7654001;00755;28;76
square-habitat-0CB09014-8814-4F02-ACF6-E5B1BCAD834B;pr;a;l;1;39;;2;511;;;0;1;1;0;B;55;49.42076;1.08149;0;4.0;;1.0;True;Nord Sud Est Ouest;C;;1.0;;;False;3.0;True;;;Gaz;Radiateur;Individuel;a;n;;a;2021-02;76540;1002;765401002;H;H;7654001;00755;28;76
immo-facile-43722118;pr;a;l;0;49;;2;600;;;0;0;0;1;E;330;49.44255;1.12179;0;6.0;;;;0;F;;;;;;;True;;;Gaz;Radiateur;Collectif;a;n;;a;2021-02;76540;0601;765400601;H;H;7654001;00755;28;76
immo-facile-43699565;pr;a;l;0;42;;2;553;;;0;0;1;0;E;255;49.44228;1.1131;0;4.0;;;False;0;B;;1.0;;;;;;;;Électrique;;Individuel;a;n;;a;2021-02;76540;0601;765400601;H;H;7654001;00755;28;76
