idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
immo-facile-59397762;pr;a;l;0;45;;2;390;;;0;0;0;0;F;416;48.97136;-0.24332;0;;;;;0;C;;;;;;;False;;;;;;a;n;;a;2025-12;14516;0000;145160000;Z;Z;1451600;14000;28;14
iad-france-1955437;pr;m;l;0;83;;3;850;;;0;0;0;0;E;280;49.32251;-0.37207;0;3.0;;;False;0;B;;;;;False;;;;;Électrique;Radiateur;;m;n;;m;2025-12;14354;0000;143540000;Z;Z;1435400;14302;28;14
century-21-202_282_11057;pr;m;l;0;67;196.0;3;900;;;0;0;1;0;C;136;48.94736;-0.28156;0;;;0.0;;0;A;;2.0;0.0;;;;;;;Électrique, Bois;Radiateur, Poêle à Bois;Individuel;a;n;;m;2025-12;14720;0000;147200000;Z;Z;1472000;14000;28;14
ag313392-477745208;pr;a;l;6;40;;2;750;;;0;0;1;0;C;76;49.15288;-0.36279;0;2.0;;;;Nord;C;;;;;;;True;;;Électrique;;Individuel;ca;o;;a;2025-12;14271;0102;142710102;H;H;1427101;14601;28;14
immo-facile-59631268;pr;m;l;0;56;100.0;4;598;;;0;0;0;1;D;211;48.94283;-0.50186;0;;;2.0;False;0;D;;1.0;;;False;;;;;Gaz;Radiateur;;a;n;;m;2025-12;14656;0000;146560000;Z;Z;1465600;14000;28;14
century-21-202_2379_14054;pr;a;l;4;28;;2;480;;;0;0;1;0;F;414;49.29737;-0.0796;0;5.0;;1.0;;0;C;1975.0;1.0;0.0;;True;;False;;;Électrique;;Individuel;a;n;;a;2025-12;14338;0000;143380000;Z;Z;1433800;14402;28;14
century-21-202_311_14153;pr;a;l;2;35;;3;700;;;0;0;1;0;D;216;49.2975;-0.07931;0;4.0;;1.0;;0;B;1985.0;1.0;0.0;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-12;14338;0000;143380000;Z;Z;1433800;14402;28;14
century-21-202_2379_14008;pr;a;l;0;78;;6;1400;;;0;0;0;1;D;245;49.29716;-0.08024;0;4.0;;0.0;;0;B;;;1.0;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-12;14338;0000;143380000;Z;Z;1433800;14402;28;14
immo-facile-59620215;pr;m;l;0;80;;3;685;;;0;0;1;0;E;315;49.24329;-0.87397;0;;;;True;0;B;;2.0;;;;;;;;Électrique;;Individuel;a;n;;m;2025-12;14370;0000;143700000;Z;Z;1437000;14114;28;14
immo-facile-59651644;pr;a;l;1;67;;2;762;;;0;0;0;1;E;269;49.17777;-0.22233;0;3.0;;;;0;B;;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2025-12;14712;0000;147120000;Z;Z;1471200;14209;28;14
citya-immobilier-5003-GES51200001-38;pr;m;l;0;74;;3;1800;;;0;0;1;0;C;141;49.32559;0.12733;0;;;2.0;False;Sud;A;;;1.0;;;;;;;Électrique;Convecteur;Individuel;a;n;;m;2025-12;14086;0000;140860000;Z;Z;1408600;14402;28;14
immo-facile-59436447;pr;m;l;0;72;1505.0;3;653;;;0;0;1;0;D;240;48.87876;-0.10988;0;1.0;;;;0;B;;1.0;;;;;;;;;;Individuel;a;n;;m;2025-12;14498;0000;144980000;Z;Z;1449800;14000;28;14
immo-facile-59627582;pr;a;l;2;73;;3;767;;;0;0;0;1;C;166;49.16148;-0.33589;0;;;1.0;True;0;A;;1.0;;;;;True;;;Électrique;;Individuel;a;n;8.0;a;2025-12;14181;0102;141810102;H;H;1418101;14601;28;14
immo-facile-59647283;pr;m;l;0;104;284.0;4;1100;;;0;0;1;0;D;232;49.17603;-0.30362;0;2.0;;;True;0;D;1978.0;;;;False;;;;;Gaz;Radiateur;;a;n;;m;2025-12;14437;0102;144370102;H;H;1443701;14601;28;14
citya-immobilier-17894-GES20140070-41;pr;a;l;0;44;;2;645;;;0;0;0;0;NS;;49.16996;-0.32208;0;;;0.0;;0;NS;;;0.0;;;;False;;;;;;a;n;;a;2025-12;14437;0103;144370103;H;H;1443701;14601;28;14
immo-facile-59631318;pr;a;l;0;42;;2;663;;;0;0;1;0;D;161;49.17363;-0.3304;0;;;;;0;D;;1.0;;;;;True;;;;;Collectif;a;n;;a;2025-12;14437;0103;144370103;H;H;1443701;14601;28;14
ladresse-1-adresse-10519975;pr;a;l;1;65;;3;751;;;0;1;1;0;B;74;49.16945;-0.31967;0;4.0;;2.0;;Sud-Ouest;C;2018.0;1.0;;;True;;True;;;Gaz;;Individuel;a;n;;a;2025-12;14437;0103;144370103;H;H;1443701;14601;28;14
immo-facile-59680045;pr;a;l;2;57;;3;820;;;0;0;1;0;E;231;49.16014;-0.35044;0;;;1.0;True;0;E;;1.0;;;;;True;;;Gaz;;Collectif;a;n;;a;2025-12;14341;0106;143410106;H;H;1434101;14601;28;14
citya-immobilier-17894-GES01030021-41;pr;a;l;1;63;;3;707;;;0;1;0;1;C;103;49.20445;-0.2896;0;;;1.0;;0;C;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;8.0;a;2025-12;14167;0102;141670102;H;A;1416701;14601;28;14
ag141737-500838914;pr;a;l;2;59;;3;775;;;0;0;0;1;NS;;49.205;-0.29611;0;5.0;;2.0;False;sud-ouest;NS;;1.0;;;;;True;;;;;;a;n;;a;2025-12;14167;0103;141670103;H;A;1416701;14601;28;14
lamy-38-FL0849931;pr;a;l;3;82;;4;945;;;0;0;1;0;C;83;49.20006;-0.29752;0;4.0;;2.0;False;Ouest;C;;;;;False;;False;;;;;;a;n;;a;2025-12;14167;0104;141670104;H;A;1416701;14601;28;14
hektor-AABIMMOBILIER-4911;pr;m;l;0;105;774.0;5;800;;;0;0;1;1;E;258;49.05744;-0.11718;0;2.0;;;;0;E;1960.0;1.0;;;;;;;;Fioul;;Individuel;a;n;;m;2025-12;14431;0000;144310000;Z;Z;1443100;14211;28;14
hektor-ADDE2020-2745;pr;a;l;3;28;;1;345;;;0;0;0;1;E;286;49.27663;-0.70589;0;;;1.0;True;0;E;;;;;;;True;;;Gaz;Radiateur;Individuel;a;n;;a;2025-12;14047;0101;140470101;H;H;1404701;14303;28;14
immo-facile-59626455;pr;m;l;0;109;;4;1235;;;0;0;2;0;A;43;49.27277;-0.72018;0;;;;;0;A;2024.0;2.0;;;;;;;;;;Individuel;a;n;8.0;m;2025-12;14047;0303;140470303;H;H;1404701;14303;28;14
hektor-ADDE2020-3589;pr;a;l;1;28;;1;450;;;0;0;0;1;C;198;49.27609;-0.69783;0;;;;False;0;A;2025.0;;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;14047;0203;140470203;H;H;1404701;14303;28;14
immo-facile-59635729;pr;a;l;0;37;;2;497;;;0;0;0;1;D;250;49.27899;-0.70838;0;;;;;0;D;;1.0;;;;;;;;Gaz;;Individuel;a;n;8.0;a;2025-12;14047;0101;140470101;H;H;1404701;14303;28;14
immo-facile-59356275;pr;a;l;0;61;;2;730;;;0;0;1;0;D;230;49.27636;-0.70452;0;;;;;0;B;;2.0;;;;;;;;Électrique;;Individuel;a;n;;a;2025-12;14047;0101;140470101;H;H;1404701;14303;28;14
immo-facile-59635455;pr;a;l;1;43;;2;695;;;0;0;1;0;C;73;49.27885;-0.25156;0;3.0;;1.0;True;0;C;2025.0;;;;;;True;;;Gaz;;Individuel;a;n;8.0;a;2025-12;14488;0104;144880104;H;H;1448801;14206;28;14
immo-facile-59632163;pr;m;l;0;103;;4;1250;;;0;0;1;0;D;211;49.28606;-0.2558;0;;;;;0;D;1966.0;1.0;;;;;;;;Gaz;;Individuel;a;n;;m;2025-12;14488;0104;144880104;H;H;1448801;14206;28;14
immo-facile-42803268;pr;m;l;0;194;500.0;5;850;;;0;0;1;0;B;108;48.79645;-0.79233;0;;;;;0;A;;2.0;;;;;;;;;;Individuel;a;n;;m;2025-12;14762;0402;147620402;H;H;1476201;14301;28;14
immo-facile-31372365;pr;a;l;1;33;;2;410;;;0;0;1;0;D;220;48.852;-0.54973;0;4.0;;;;0;A;;1.0;;;True;;False;;;Électrique;;Individuel;a;n;;a;2025-12;14174;0101;141740101;H;H;1417401;00262;28;14
immo-facile-59664939;pr;a;l;1;50;;2;430;;;0;0;0;1;D;210;48.84592;-0.55286;0;3.0;;;;0;B;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;14174;0102;141740102;H;H;1417401;00262;28;14
century-21-202_311_14148;pr;a;l;3;20;;1;650;;;0;0;1;0;E;321;49.33617;0.03084;0;;;1.0;;0;B;;1.0;0.0;;False;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;14079;0000;140790000;Z;Z;1407900;14402;28;14
century-21-202_311_14163;pr;a;l;1;75;;3;1590;;;0;0;1;0;D;218;49.33883;0.02904;0;5.0;;1.0;;0;D;;;1.0;;True;;True;;;Gaz;;Collectif;a;n;;a;2025-12;14079;0000;140790000;Z;Z;1407900;14402;28;14
citya-immobilier-5003-GES00492085-38;pr;a;l;1;26;;2;600;;;0;1;1;0;E;278;49.33733;0.03637;0;;;0.0;;0;B;;;0.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;14079;0000;140790000;Z;Z;1407900;14402;28;14
citya-immobilier-5003-GES00483060-38;pr;a;l;2;35;;2;760;;;0;1;1;0;D;215;49.33661;0.03836;0;;;0.0;;0;A;;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;;a;2025-12;14079;0000;140790000;Z;Z;1407900;14402;28;14
immo-facile-59667271;pr;a;l;3;43;;3;670;;;0;0;0;0;F;361;49.28381;-0.12347;0;5.0;;;;0;C;1980.0;;;;;;;;;;;;a;n;;a;2025-12;14117;0000;141170000;Z;Z;1411700;14402;28;14
immo-facile-38381852;pr;a;l;1;69;;3;799;;;0;1;0;1;NS;;49.41414;0.22832;0;4.0;;1.0;;0;VI;;1.0;;;;;;;;Électrique;;;a;n;;a;2025-12;14333;0102;143330102;H;H;1433301;00363;28;14
netty-jouen-appt-4401;pr;a;l;0;60;;3;820;;;0;0;1;0;C;67;49.42552;0.24847;0;4.0;;1.0;True;Sud-Ouest;C;2023.0;;1.0;;;;True;;;Gaz;;;a;n;;a;2025-12;14333;0106;143330106;A;H;1433301;00363;28;14
citya-immobilier-5003-GES06380106-38;pr;a;l;0;44;;2;660;;;0;0;1;0;C;101;49.40024;0.24928;0;4.0;;2.0;;Sud;C;;;1.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;8.0;a;2025-12;14333;0103;143330103;H;H;1433301;00363;28;14
netty-jouen-appt-4403;pr;a;l;1;63;;3;820;;;0;1;1;0;C;66;49.40986;0.23347;0;4.0;;1.0;False;Est;C;2023.0;;;;;6.0;True;;;Gaz;;;a;n;;a;2025-12;14333;0103;143330103;H;H;1433301;00363;28;14
ag752345-502949816;pr;a;l;2;10;;4;395;;;0;0;0;0;C;206;49.19971;-0.332;0;;;0.0;True;Est;A;;;;;True;;True;;;Gaz;;Collectif;m;n;;a;2025-12;14327;0202;143270202;H;D;1432701;14601;28;14
immo-facile-59667295;pr;a;l;6;11;;1;403;;;0;0;1;0;C;158;49.19839;-0.328;0;;;;;0;A;;1.0;;;;;True;;;;;;a;n;;a;2025-12;14327;0202;143270202;H;D;1432701;14601;28;14
immo-facile-59663946;pr;a;l;1;24;;1;437;;;0;0;1;0;C;197;49.21653;-0.35359;0;;;;;0;A;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;14327;0502;143270502;A;D;1432701;14601;28;14
century-21-202_282_11658;pr;a;l;2;33;;2;540;;;0;0;1;0;C;135;48.89355;-0.1885;0;3.0;;0.0;;0;A;;;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;14258;0101;142580101;H;H;1425801;14205;28;14
iad-france-1951310;pr;a;l;0;62;;3;673;;;0;0;0;0;C;117;49.32964;-0.45413;0;;;;False;0;C;2015.0;;;;True;;False;;;Gaz;;Individuel;m;n;;a;2025-12;14191;0000;141910000;Z;Z;1419100;14118;28;14
ag210198-451006841;pr;a;l;2;32;;1;740;;;0;1;1;0;A;57;49.17158;-0.4265;0;;;1.0;;Sud;A;;1.0;;;True;;True;;;Électrique;;Individuel;network;n;;a;2025-12;14101;0000;141010000;Z;Z;1410100;14601;28;14
citya-immobilier-5003-GES00400125-38;pr;a;l;0;34;;2;850;;;0;0;1;0;D;188;49.32402;0.00415;0;;;1.0;;0;A;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;14754;0000;147540000;Z;Z;1475400;14402;28;14
lamy-38-FL0850493;pr;a;l;2;23;;2;658;;;0;1;0;1;D;220;49.32788;0.00895;0;6.0;;;False;Est;A;;1.0;;;False;;True;;;;;;a;n;;a;2025-12;14754;0000;147540000;Z;Z;1475400;14402;28;14
immo-facile-59588788;pr;a;l;4;33;;2;880;;;0;0;0;1;D;234;49.35285;0.09493;0;5.0;;1.0;;0;B;;1.0;;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;14699;0000;146990000;Z;Z;1469900;14402;28;14
immo-facile-59633840;pr;a;l;2;74;;4;1197;;;0;0;0;0;D;193;49.17875;-0.35678;0;;;;;0;D;;;;;;;;;;;;;a;n;;a;2025-12;14118;0202;141180202;H;H;1411801;14601;28;14
immo-facile-59406316;pr;a;l;2;82;;4;911;;;0;1;0;1;C;217;49.18638;-0.39627;0;5.0;;;;0;D;;1.0;;;;;;;;;;Collectif;a;n;;a;2025-12;14118;0804;141180804;H;H;1411801;14601;28;14
immo-facile-59631392;pr;a;l;0;25;;1;485;;;0;0;0;0;D;213;49.1881;-0.36805;0;;;;;0;A;;;;;;;;;;;;;a;n;;a;2025-12;14118;1202;141181202;H;H;1411801;14601;28;14
immo-facile-59643188;pr;a;l;1;78;;3;1200;;;0;0;0;1;E;194;49.18755;-0.36915;0;;;1.0;True;0;E;;1.0;;;;;False;;;;;Collectif;a;n;;a;2025-12;14118;1202;141181202;H;H;1411801;14601;28;14
immo-facile-59652589;pr;a;l;3;125;;5;1039;;;0;0;0;1;E;248;49.18387;-0.35766;0;;;1.0;True;0;E;;1.0;;;;;False;;;Gaz;;Individuel;a;n;8.0;a;2025-12;14118;0201;141180201;H;H;1411801;14601;28;14
citya-immobilier-17894-GES00350047-41;pr;a;l;0;63;;3;890;;;0;0;0;0;E;235;49.17172;-0.34661;0;;;0.0;;0;E;;;0.0;;;;False;;;;;;a;n;;a;2025-12;14118;1704;141181704;H;H;1411801;14601;28;14
immo-facile-59573110;pr;a;l;1;70;;3;920;;;0;1;0;1;D;194;49.17615;-0.38028;0;4.0;;;True;0;D;1960.0;1.0;;;;;;;;;;Collectif;a;n;;a;2025-12;14118;0501;141180501;H;H;1411801;14601;28;14
immo-facile-52500065;pr;a;l;1;70;;3;840;;;0;1;0;1;E;261;49.17731;-0.37809;0;4.0;;1.0;True;0;E;1970.0;1.0;;;;;;;;Gaz;Radiateur;Collectif;a;n;;a;2025-12;14118;0501;141180501;H;H;1411801;14601;28;14
immo-facile-59635813;pr;a;l;0;86;;5;1690;;;0;0;0;0;C;122;49.17831;-0.35685;0;;;;;0;C;;;;;;;;;;;;;a;n;;a;2025-12;14118;0202;141180202;H;H;1411801;14601;28;14
century-21-202_3450_3133;pr;a;l;1;85;;3;950;;;0;0;1;0;E;222;49.20335;-0.37858;0;4.0;;1.0;;0;E;1980.0;;1.0;;False;;True;;;Gaz;Radiateur;Collectif;a;n;;a;2025-12;14118;2004;141182004;H;H;1411801;14601;28;14
laforet-immo-facile-52420870;pr;a;l;3;9;;5;495;;;0;0;2;0;E;263;49.19861;-0.34915;0;;;;;0;E;;1.0;;;;;False;;;Gaz;Radiateur;Collectif;a;n;;a;2025-12;14118;1401;141181401;H;H;1411801;14601;28;14
immo-facile-58938089;pr;a;l;1;34;;1;650;;;0;0;1;0;D;210;49.19412;-0.34936;0;;;1.0;;0;D;;1.0;;;;;True;;;Gaz;;Collectif;a;n;;a;2025-12;14118;1402;141181402;H;H;1411801;14601;28;14
immo-facile-36855987;pr;a;l;0;19;;1;383;;;0;0;0;1;F;377;49.18408;-0.36632;0;4.0;;;False;0;C;1948.0;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2025-12;14118;0102;141180102;H;H;1411801;14601;28;14
ag313862-501498464;pr;a;l;3;38;;2;647;;;0;1;1;0;C;85;49.17904;-0.3881;0;;;;False;0;C;;;;;True;;True;;;;;Individuel;a;n;;a;2025-12;14118;0601;141180601;H;H;1411801;14601;28;14
netty-company34355kcc-appt-2349;pr;a;l;2;41;;2;651;;;0;0;1;0;D;217;49.18264;-0.37596;0;;;;False;0;D;;1.0;;;;;False;;;Gaz;;Individuel;a;n;;a;2025-12;14118;1102;141181102;H;H;1411801;14601;28;14
immo-facile-56024595;pr;a;l;4;44;;2;597;;;0;1;0;1;D;147;49.20278;-0.3862;0;5.0;;;False;0;C;;1.0;;;;;;;;;;Collectif;a;n;8.0;a;2025-12;14118;2005;141182005;A;H;1411801;14601;28;14
citya-immobilier-5003-GES06561069-38;pr;a;l;1;26;;2;650;;;0;1;0;1;E;344;49.3654;0.07731;0;;;0.0;;0;B;;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;;a;2025-12;14715;0102;147150102;H;H;1471501;14402;28;14
ag920875-502141958;pr;a;l;1;63;;3;1080;;;0;1;1;1;NS;;49.38522;0.10939;0;4.0;;2.0;;traversant;NS;;1.0;;;;;;;;Électrique;;Individuel;a;n;;a;2025-12;14715;0103;147150103;H;H;1471501;14402;28;14
immo-facile-59677165;pr;a;l;2;41;;2;607;;;0;0;1;0;D;228;49.18303;-0.38306;0;;;;False;0;D;;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2025-12;14118;0601;141180601;H;H;1411801;14601;28;14
immo-facile-59649007;pr;a;l;2;87;;4;1324;;;0;0;1;0;NS;;49.18499;-0.3734;0;4.0;;1.0;True;0;VI;2025.0;1.0;;;;;False;;;Gaz;Radiateur;;a;n;;a;2025-12;14118;1101;141181101;H;H;1411801;14601;28;14
immo-facile-59652234;pr;a;l;3;86;;4;1283;;;0;0;1;0;NS;;49.18499;-0.3734;0;4.0;;1.0;True;0;VI;2025.0;1.0;;;;;False;;;Gaz;Radiateur;;a;n;;a;2025-12;14118;1101;141181101;H;H;1411801;14601;28;14
immo-facile-59678633;pr;a;l;1;71;;3;975;;;0;0;0;1;F;296;49.18607;-0.35936;0;;;1.0;True;0;F;;1.0;;;;;False;;;Gaz;Radiateur;;a;n;;a;2025-12;14118;1502;141181502;H;H;1411801;14601;28;14
immo-facile-59584106;pr;a;l;3;30;;2;618;;;0;0;1;0;C;187;49.18128;-0.3993;0;;;;;0;A;;1.0;;;;;True;;;Électrique;;Individuel;a;n;;a;2025-12;14118;0702;141180702;H;H;1411801;14601;28;14
immo-facile-59121156;pr;a;l;0;22;;1;486;;;0;0;1;0;E;260;49.18704;-0.35802;0;4.0;;;;0;E;1950.0;1.0;;;;;;;;Gaz;;;a;n;;a;2025-12;14118;1502;141181502;H;H;1411801;14601;28;14
immo-facile-36856174;pr;a;l;0;38;;2;600;;;0;0;1;0;E;300;49.18672;-0.35758;0;4.0;;;;0;B;;1.0;;;;;;;;Électrique;;Individuel;a;n;;a;2025-12;14118;1502;141181502;H;H;1411801;14601;28;14
immo-facile-48866566;pr;a;l;0;50;;2;750;;;0;0;1;0;D;181;49.17194;-0.39524;0;3.0;;;;0;A;;1.0;1.0;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-12;14118;0401;141180401;H;H;1411801;14601;28;14
immo-facile-26351241;pr;a;l;2;19;;1;326;;;0;0;1;0;E;314;49.17309;-0.39216;0;4.0;;1.0;;0;B;1992.0;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2025-12;14118;0401;141180401;H;H;1411801;14601;28;14
immo-facile-36856303;pr;a;l;3;41;;1;582;;;0;0;1;0;E;276;49.18518;-0.37051;0;;;;;0;B;;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2025-12;14118;1101;141181101;H;H;1411801;14601;28;14
immo-facile-59621835;pr;a;l;3;29;;1;616;;;0;0;0;1;E;290;49.18972;-0.37631;0;4.0;;1.0;True;0;E;;1.0;1.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;;a;2025-12;14118;1101;141181101;H;H;1411801;14601;28;14
immo-facile-59648906;pr;a;l;2;74;;3;1115;;;0;0;1;0;NS;;49.18499;-0.3734;0;4.0;;1.0;True;0;VI;2025.0;1.0;;;;;False;;;Gaz;Radiateur;;a;n;;a;2025-12;14118;1101;141181101;H;H;1411801;14601;28;14
immo-facile-59652437;pr;a;l;3;76;;3;1136;;;0;0;0;1;NS;;49.18469;-0.37243;0;4.0;;1.0;True;0;VI;;1.0;;;;;;;;;;Collectif;a;n;;a;2025-12;14118;1101;141181101;H;H;1411801;14601;28;14
immo-facile-59651867;pr;a;l;3;74;;3;1109;;;0;0;1;0;NS;;49.18499;-0.3734;0;4.0;;1.0;True;0;VI;2025.0;1.0;;;;;False;;;Gaz;Radiateur;;a;n;;a;2025-12;14118;1101;141181101;H;H;1411801;14601;28;14
immo-facile-59649160;pr;a;l;4;60;;3;922;;;0;0;0;1;NS;;49.18469;-0.37243;0;5.0;;1.0;True;0;VI;;1.0;;;;;False;;;;;Collectif;a;n;;a;2025-12;14118;1101;141181101;H;H;1411801;14601;28;14
immo-facile-59649037;pr;a;l;0;100;;4;1471;;;0;0;1;1;NS;;49.1851;-0.37264;0;5.0;;1.0;True;0;VI;;1.0;1.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;;a;2025-12;14118;1101;141181101;H;H;1411801;14601;28;14
immo-facile-34434104;pr;a;l;3;38;;2;700;;;0;0;0;0;E;257;49.18979;-0.37537;0;4.0;;1.0;False;0;B;;;;;;;False;;;;;Collectif;a;n;;a;2025-12;14118;1101;141181101;H;H;1411801;14601;28;14
ag141317-503118926;pr;a;l;1;51;;2;646;;;0;0;1;0;D;241;49.18224;-0.39341;0;;;;False;0;B;;;;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-12;14118;0802;141180802;H;H;1411801;14601;28;14
ladresse-1-adresse-9813249;pr;a;l;3;53;;3;546;;;0;0;1;0;D;249;49.17466;-0.33456;0;4.0;;;True;0;D;;1.0;;;;;False;;;Fioul;Radiateur;Collectif;a;n;;a;2025-12;14118;1701;141181701;H;H;1411801;14601;28;14
immo-facile-59527800;pr;a;l;2;33;;2;649;;;0;0;1;0;E;302;49.17548;-0.34754;0;4.0;;;;0;B;1960.0;1.0;;;;;;;;Électrique;;Individuel;a;n;;a;2025-12;14118;1701;141181701;H;H;1411801;14601;28;14
immo-facile-59634210;pr;a;l;0;22;;1;445;;;0;0;1;0;F;550;49.18369;-0.35437;0;4.0;;;;0;C;;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2025-12;14118;1601;141181601;D;H;1411801;14601;28;14
immo-facile-34503470;pr;a;l;1;26;;1;469;;;0;0;0;0;F;392;49.1843;-0.35638;0;;;;False;0;D;;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2025-12;14118;1601;141181601;D;H;1411801;14601;28;14
lamy-38-FL0847850;pr;a;l;2;43;;2;583;;;0;0;1;0;C;88;49.20006;-0.29752;0;3.0;;1.0;False;0;C;;;;;False;;False;;;;;;a;n;13.0;a;2025-11;14167;0104;141670104;H;A;1416701;14601;28;14
citya-immobilier-17894-GES20110023-41;pr;a;l;2;41;;2;630;;;0;0;0;0;C;83;49.20223;-0.30541;0;;;0.0;;0;C;;;0.0;;;;False;;;;;;a;n;13.0;a;2025-11;14167;0104;141670104;H;A;1416701;14601;28;14
citya-immobilier-17894-GES20110007-41;pr;a;l;0;45;;2;665;;;0;0;0;0;C;76;49.20072;-0.29844;0;;;0.0;;0;C;;;0.0;;;;False;;;;;;a;n;8.0;a;2025-11;14167;0104;141670104;H;A;1416701;14601;28;14
