idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
immo-facile-50871308;pr;a;l;0;42;;1;434;;;0;1;0;0;E;;45.6192;6.08026;0;;;;True;0;VI;;;;;;;;;;;;Collectif;a;n;;a;2025-02;73004;0000;730040000;Z;Z;7300400;73000;84;73
immo-facile-57937121;pr;a;l;3;35;;1;393;;;0;0;0;0;NS;;45.61337;6.32008;0;;;;;0;VI;;;;;;;;;;;;;a;n;;a;2025-02;73241;0000;732410000;Z;Z;7324100;73401;84;73
immo-facile-57937179;pr;a;l;1;36;;2;487;;;0;0;0;0;NS;;45.71833;6.57238;0;;;;;0;VI;;;;;;;;;;;;;a;n;;a;2025-02;73034;0000;730340000;Z;Z;7303400;73106;84;73
immo-facile-57872372;pr;a;l;1;51;;2;680;;;0;0;0;0;D;101;45.53617;5.67327;0;;;;True;0;B;;;;;;;;;;;;;a;n;;a;2025-02;73204;0000;732040000;Z;Z;7320400;00360;84;73
century-21-202_2884_14825;pr;a;l;1;87;;4;1522;;;0;1;0;1;D;200;45.71907;5.88786;0;3.0;;2.0;;0;C;2020.0;;0.0;;False;;True;;;Gaz;;Individuel;a;n;;a;2025-02;73059;0000;730590000;Z;Z;7305900;73601;84;73
ag732653-457327703;pr;a;l;2;63;;3;600;;;0;0;0;0;E;274;45.57016;6.74092;0;;;;False;0;C;;;;;False;;False;;;;;;a;n;7.0;a;2025-02;73142;0000;731420000;Z;Z;7314200;73000;84;73
ag732653-457588769;pr;a;l;2;64;;3;801;;;0;1;0;1;F;404;45.55709;6.65274;0;;;1.0;True;sud-ouest;D;;;;;;;;;;Électrique;Radiateur;Individuel;a;n;7.0;a;2025-02;73006;0000;730060000;Z;Z;7300600;73201;84;73
rodacom-5509926;pr;a;l;0;14;;1;431;;;0;1;1;0;D;315;45.55696;5.907;0;2.0;;;False;0;B;;1.0;;;;;False;;;;Radiateur;Collectif;a;n;;a;2025-02;73137;0000;731370000;Z;Z;7313700;73601;84;73
nexity-FL0819299;pr;a;l;0;50;;2;775;;;0;0;0;0;D;225;45.55763;5.91419;0;;;;False;0;D;;;;;False;;False;;;;;;a;n;;a;2025-02;73137;0000;731370000;Z;Z;7313700;73601;84;73
hektor-novalaiseimm21-962;pr;a;l;1;80;;3;1020;;;0;0;1;0;D;213;45.55786;5.78896;0;;;;False;0;B;1948.0;1.0;;;;;;;;Électrique;;Individuel;a;n;14.0;a;2025-02;73219;0000;732190000;Z;Z;7321900;00360;84;73
