idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
gedeon-30613596;pr;m;v;0;87;350.0;4;194557;;;0;0;0;1;0;;46.82113;-0.6683;0;;;;;0;;;;;;;;;;;;;;cm;o;14.0;m;2025-02;79062;0000;790620000;Z;Z;7906200;79204;75;79;7.5;1.0;0.04;7.5;1.0;0.04;2236.29
gedeon-30613595;pr;m;v;0;108;350.0;5;251900;;;0;0;0;2;0;;46.82113;-0.6683;0;;;;;0;;;;;;;;;;;;;;cm;o;14.0;m;2025-02;79062;0000;790620000;Z;Z;7906200;79204;75;79;;;;;;;2332.41
laforet-immo-facile-22526467;pr;m;v;0;145;811.0;6;495000;;;0;0;3;0;A;29;46.82277;-0.64242;Non;1.0;;;;0;A;2025.0;1.0;;;;;;;;;;Individuel;a;n;;m;2025-02;79062;0000;790620000;Z;Z;7906200;79204;75;79;;;;;;;3413.79
dr-house-immo-1-268879;pr;m;v;0;88;1030.0;4;159000;;;0;1;1;0;C;130;46.41624;-0.46251;Oui;3.0;;3.0;False;0;A;1975.0;2.0;;;;;;;;;;;a;n;;m;2025-02;79284;0000;792840000;Z;Z;7928400;79000;75;79;9.21;1.0;0.061;9.21;1.0;0.061;1806.82
iad-france-1751609;pr;m;v;0;139;;5;184500;;;0;0;0;0;E;269;46.65816;-0.1714;Non;;;;False;0;B;;;;;False;;;;;;;;m;n;;m;2025-02;79208;0000;792080000;Z;Z;7920800;79000;75;79;;;;;;;1327.34
laforet-immo-facile-22551824;pr;m;v;0;85;483.0;3;77990;;;0;0;2;0;E;267;46.67124;-0.14837;Oui;1.0;;;;0;B;;1.0;;;;;;;;;;Individuel;a;n;;m;2025-02;79208;0000;792080000;Z;Z;7920800;79000;75;79;6.41;1.0;0.084;6.41;1.0;0.084;917.53
gedeon-30709681;pr;m;v;0;50;;2;136780;;;0;0;0;0;0;;46.37974;-0.41612;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2025-02;79109;0000;791090000;Z;Z;7910900;79109;75;79;;;;;;;2735.6
gedeon-30700456;pr;m;v;0;73;285.0;3;150000;;;0;0;0;1;0;;46.37974;-0.41612;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2025-02;79109;0000;791090000;Z;Z;7910900;79109;75;79;9.32;2.0;0.054;9.32;2.0;0.054;2054.79
immo-facile-57930405;pr;m;v;0;82;;3;165000;;;0;0;1;0;D;182;46.38809;-0.42855;Non;;;;;0;A;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-02;79109;0000;791090000;Z;Z;7910900;79109;75;79;9.32;2.0;0.056;9.32;2.0;0.056;2012.2
hektor-pictaveimmo8600-1886;pr;m;v;0;98;3900.0;5;174400;;;0;0;2;1;D;220;46.47349;-0.11928;Non;3.0;;3.0;;0;B;;2.0;1.0;;;;;;;;;Individuel;a;n;;m;2025-02;79121;0000;791210000;Z;Z;7912100;79000;75;79;;;;;;;1779.59
