idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
hektor-1_blosssthilr-3801;pr;m;l;0;96;;4;901;;;0;0;0;0;C;132;46.54979;0.34294;0;1.0;;;;0;A;;;;;;;;;;;;;a;n;;m;2025-11;86214;0103;862140103;H;H;8621401;86601;75;86
era-2-48756419;pr;m;l;0;80;;4;840;;;0;0;0;1;D;169;46.55369;0.32005;0;;;;False;0;E;1975.0;1.0;;;;;;;;Fioul;Radiateur;;a;n;;m;2025-11;86214;0102;862140102;H;H;8621401;86601;75;86
ics-sqh_CHATELLERAULT_loc-GES17732092-202;pr;m;l;0;67;;3;470;;;0;0;0;0;D;210;46.84907;0.76683;0;;;0.0;False;0;B;1880.0;;0.0;;;;;;;Électrique;Convecteur;Individuel;a;n;;m;2025-11;86129;0000;861290000;Z;Z;8612900;86000;75;86
gedeon-32229149;pr;a;l;1;37;;2;370;;;0;0;0;1;E;330;46.42496;0.8682;0;3.0;;;;0;B;1900.0;;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;86165;0101;861650101;H;H;8616501;86202;75;86
hektor-pictaveimmo8600-454;pr;a;l;0;70;;3;530;;;0;0;0;0;C;176;46.41952;0.04;0;;;;;0;A;1949.0;;;;;;;;;;;;a;n;;a;2025-11;86213;0000;862130000;Z;Z;8621300;86000;75;86
ics-sqh_SQUARE_HABITAT_POITIERS_loc-GES78770001-202;pr;m;l;0;85;150.0;4;870;;;0;0;0;1;E;293;46.68955;0.37417;0;2.0;;1.0;False;Sud-Ouest;B;1900.0;;1.0;;;;;;;Électrique;Convecteur;Individuel;a;n;;m;2025-11;86115;0102;861150102;H;H;8611501;86601;75;86
hektor-ernest-3223;pr;m;l;0;98;800.0;4;940;;;0;0;0;1;D;205;46.67891;0.37751;0;1.0;;;;Sud;B;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;20.0;m;2025-11;86115;0101;861150101;H;H;8611501;86601;75;86
era-2-59146677;pr;a;l;1;129;;4;650;;;0;0;2;0;D;181;46.14818;0.29483;0;2.0;;;;0;A;1948.0;2.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;86078;0000;860780000;Z;Z;8607800;86113;75;86
immo-facile-59470364;pr;a;l;2;83;;3;650;;;0;0;1;0;E;267;46.57168;0.64436;0;4.0;;1.0;;0;D;;1.0;;;;;;;;Gaz;Radiateur;Collectif;a;n;;a;2025-11;86070;0102;860700102;H;H;8607001;86203;75;86
citya-immobilier-1184-GES50000408-75;pr;a;l;0;46;;2;645;;;0;0;0;1;C;140;46.60698;0.36612;0;3.0;;1.0;;0;C;;;1.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;6.0;a;2025-11;86041;0103;860410103;H;H;8604101;86601;75;86
citya-immobilier-32708047900014-GES30560001-769;pr;m;l;0;75;;3;780;;;0;0;0;0;D;157;46.60054;0.35684;0;;;0.0;False;0;D;;;0.0;;;;;;;Gaz;Radiateur;Individuel;a;n;6.0;m;2025-11;86041;0101;860410101;H;H;8604101;86601;75;86
laforet-immo-facile-52375957;pr;m;l;0;120;2596.0;5;930;;;0;0;0;0;C;150;46.58454;0.27121;0;;;;;0;C;2001.0;;;;;;;;;;;;a;n;;m;2025-11;86297;0000;862970000;Z;Z;8629700;86601;75;86
ics-sqh_CHATELLERAULT_loc-GES84210004-202;pr;a;l;0;58;;3;430;;;0;0;0;0;D;217;46.81316;0.32717;0;;;0.0;;0;B;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2025-11;86128;0000;861280000;Z;Z;8612800;86102;75;86
