idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
adapt-immo-260014392;pr;a;l;0;47;;2;490;;;0;0;1;0;C;158;44.38389;4.98894;0;;;;True;0;A;;;1.0;;;;False;;;;Pompe à chaleur;;a;n;;a;2025-11;84138;0101;841380101;H;H;8413801;84204;93;84
hektor-terrasimmo-3806;pr;m;l;0;39;;3;515;;;0;0;1;0;D;236;44.38428;4.99242;0;4.0;;;;0;B;;1.0;;;;;;;;;;Individuel;a;n;;m;2025-11;84138;0101;841380101;H;H;8413801;84204;93;84
netty-gestissimmo-house-1580;pr;m;l;0;81;;4;615;;;0;0;0;0;E;304;44.38563;4.99054;0;;;;;0;B;;;;;;;;;;;;;a;n;;m;2025-11;84138;0101;841380101;H;H;8413801;84204;93;84
netty-gestissimmo-appt-4967;pr;a;l;0;72;;3;715;;;0;0;0;0;D;235;44.38343;4.99256;0;;;;;0;B;;;;;;;;;;;;;a;n;13.0;a;2025-11;84138;0101;841380101;H;H;8413801;84204;93;84
immo-facile-59500754;pr;a;l;2;55;;3;426;;;0;0;1;0;NS;173;44.38616;4.99435;0;;;;True;0;A;;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2025-11;84138;0101;841380101;H;H;8413801;84204;93;84
ag841524-498851468;pr;a;l;3;48;;3;428;;;0;0;0;1;F;365;44.3838;4.98874;0;4.0;;;False;0;C;;;;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-11;84138;0101;841380101;H;H;8413801;84204;93;84
adapt-immo-260014538;pr;a;l;1;49;;1;500;;;0;0;0;1;F;375;44.38394;4.98963;0;4.0;;;False;0;C;;1.0;;;;;False;;;Électrique;;;a;n;;a;2025-11;84138;0101;841380101;H;H;8413801;84204;93;84
ag260220-497622605;pr;m;l;0;71;100.0;3;690;;;0;0;1;0;D;174;44.38564;4.99405;0;;;2.0;True;sud-est;D;;1.0;;;;;;;;;Radiateur;Individuel;a;n;6.0;m;2025-11;84138;0101;841380101;H;H;8413801;84204;93;84
netty-gestissimmo-appt-4969;pr;a;l;0;78;;3;822;;;0;0;0;0;D;201;44.3832;4.99485;0;;;;;0;B;;;;;;;;;;;;;a;n;;a;2025-11;84138;0104;841380104;H;H;8413801;84204;93;84
ag841470-497632400;pr;a;l;2;53;;2;850;;;0;0;1;0;D;199;43.69168;5.52452;0;;;1.0;False;0;B;;1.0;;;;;;;;;;;a;n;;a;2025-11;84089;0104;840890104;H;H;8408901;84303;93;84
era-2-59527509;pr;a;l;0;23;;2;610;;;0;0;1;0;C;141;43.69635;5.50264;0;3.0;;;;Sud-Est;A;;1.0;;;;;;;;;Pompe à chaleur;Individuel;a;n;;a;2025-11;84089;0101;840890101;H;H;8408901;84303;93;84
ifsp6a-4381355;pr;a;l;2;49;;1;653;;;0;0;1;0;D;244;43.69628;5.50263;0;3.0;;;;Nord;B;;1.0;;;;;False;;;Électrique;;Individuel;a;n;7.0;a;2025-11;84089;0101;840890101;H;H;8408901;84303;93;84
ag756341-497496833;pr;a;l;2;180;;5;3500;;;0;0;2;1;C;172;43.70604;5.45936;0;;;;False;0;C;;2.0;;;;;False;;;Gaz;;;a;n;;a;2025-11;84089;0203;840890203;H;H;8408901;84303;93;84
century-21-202_3294_3671;pr;a;l;1;44;;2;720;;;0;0;1;0;D;214;43.79831;5.06711;0;2.0;;0.0;;0;B;;1.0;1.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;84038;0000;840380000;Z;Z;8403800;00754;93;84
ag841525-498481580;pr;a;l;1;63;;3;610;;;0;0;1;0;D;237;43.8778;5.3883;0;2.0;;;False;0;B;;;;;False;;False;;;;;;a;n;7.0;a;2025-11;84003;0201;840030201;H;H;8400301;84302;93;84
ag841525-498481610;pr;a;l;3;48;;3;550;;;0;0;0;1;E;261;43.87657;5.39764;0;4.0;;;False;0;B;;;;;False;;False;;;;;;a;n;;a;2025-11;84003;0101;840030101;H;H;8400301;84302;93;84
ag313862-497615474;pr;a;l;2;43;;2;597;;;0;0;0;1;D;190;43.95057;4.90058;0;;;;False;0;A;;;;;True;;False;;;Électrique;;Individuel;a;n;;a;2025-11;84081;0102;840810102;H;H;8408101;00754;93;84
ag313862-497615003;pr;a;l;0;84;;4;946;;;0;0;0;1;C;176;43.94907;4.90101;0;;;;False;0;A;;;;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-11;84081;0102;840810102;H;H;8408101;00754;93;84
ag313862-497615156;pr;a;l;1;41;;2;666;;;0;0;0;1;C;119;43.95057;4.90058;0;;;;False;0;A;;;;;True;;False;;;Électrique;;Individuel;a;n;;a;2025-11;84081;0102;840810102;H;H;8408101;00754;93;84
ag841525-498481562;pr;a;l;0;36;;1;552;;;0;0;0;1;C;124;43.87628;5.3932;0;;;;False;0;A;;;;;False;;False;;;;;;a;n;;a;2025-11;84003;0202;840030202;H;H;8400301;84302;93;84
citya-immobilier-1235-GES51100020-71;pr;a;l;0;86;47.0;4;896;;;0;0;1;1;A;45;43.94205;4.89547;0;3.0;;2.0;;Sud;A;;;1.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;84081;0103;840810103;H;H;8408101;00754;93;84
citya-immobilier-1235-GES91970067-71;pr;a;l;3;100;;4;1050;;;0;0;2;0;NS;;43.94023;4.90107;0;4.0;;0.0;;0;NS;;;1.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;84081;0103;840810103;H;H;8408101;00754;93;84
immo-facile-34087855;pr;a;l;2;52;;2;662;;;0;0;0;0;C;148;43.9959;5.0397;0;3.0;;;;0;A;;;;;;;;;;;;;a;n;;a;2025-11;84088;0101;840880101;H;H;8408801;00754;93;84
hektor-1_niddeprovence84210-1124;pr;m;l;0;127;627.0;5;1520;;;0;0;0;1;C;148;43.99805;5.06258;0;2.0;;1.0;;Sud-Ouest;A;1993.0;1.0;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-11;84088;0104;840880104;H;H;8408801;00754;93;84
hektor-664_EXPERTIMO22-249017;pr;a;l;2;29;;2;507;;;0;0;1;0;C;196;43.99846;5.05925;0;3.0;;;False;0;A;1948.0;1.0;;;;;False;;;Électrique;Radiateur;Individuel;m;n;;a;2025-11;84088;0104;840880104;H;H;8408801;00754;93;84
guy-hoquet-immo-facile-7439431;pr;a;l;2;40;;2;590;;;0;0;1;0;E;302;43.9978;5.0575;0;3.0;;;;0;B;;1.0;;;;;;;;;Pompe à chaleur;Individuel;a;n;;a;2025-11;84088;0104;840880104;H;H;8408801;00754;93;84
immo-facile-33520201;pr;a;l;1;110;;4;1015;;;0;0;2;0;C;142;43.99935;5.05634;0;3.0;;2.0;;Sud;A;;1.0;;;;;;;;;Sol;Individuel;a;n;;a;2025-11;84088;0104;840880104;H;H;8408801;00754;93;84
ag694538-497504858;pr;a;l;2;47;;2;549;;;0;1;1;0;B;49;44.03744;5.00683;0;;;1.0;;0;B;;1.0;;;;;True;;;Gaz;;Individuel;a;n;6.0;a;2025-11;84080;0103;840800103;H;H;8408001;00754;93;84
ag694538-495958433;pr;a;l;0;46;;2;539;;;0;0;1;0;B;48;44.03744;5.00683;0;;;1.0;;0;B;;1.0;;;;;True;;;Gaz;;Individuel;a;n;8.0;a;2025-11;84080;0103;840800103;H;H;8408001;00754;93;84
citya-immobilier-5013-GES70000001-84;pr;a;l;1;44;80.0;2;700;;;0;1;1;0;D;238;44.12243;5.17205;0;;;0.0;;0;B;;;0.0;;;;False;;;Électrique;Radiateur;Collectif;a;n;;a;2025-11;84017;0000;840170000;Z;Z;8401700;84103;93;84
ag694538-500985152;pr;a;l;1;44;;2;650;;;0;0;1;0;B;;44.02678;4.96921;0;;;1.0;;0;B;;1.0;;;;;True;;;Électrique;;Individuel;a;n;;a;2025-11;84080;0102;840800102;H;H;8408001;00754;93;84
ag694538-500985086;pr;a;l;2;34;;1;495;;;0;0;1;0;B;;44.02678;4.96921;0;;;1.0;;0;B;;1.0;;;;;True;;;Électrique;;Individuel;a;n;;a;2025-11;84080;0102;840800102;H;H;8408001;00754;93;84
ag694538-499145714;pr;a;l;2;46;;2;694;;;0;1;1;0;A;36;44.01615;4.97287;0;;;1.0;;0;A;;1.0;;;;;True;;;;;Individuel;a;n;;a;2025-11;84080;0102;840800102;H;H;8408001;00754;93;84
ag694538-498358574;pr;a;l;4;29;;1;465;;;0;1;1;0;B;;44.02678;4.96921;0;;;1.0;;0;B;;1.0;;;;;True;;;Électrique;;Individuel;a;n;;a;2025-11;84080;0102;840800102;H;H;8408001;00754;93;84
ag694538-498410534;pr;a;l;4;34;;1;585;;;0;0;1;0;B;;44.02678;4.96921;0;;;1.0;;0;B;;1.0;;;;;True;;;Électrique;;Individuel;a;n;7.0;a;2025-11;84080;0102;840800102;H;H;8408001;00754;93;84
ag694538-498376790;pr;a;l;3;44;;2;650;;;0;1;1;0;B;;44.02678;4.96921;0;;;1.0;;0;B;;1.0;;;;;True;;;Électrique;;Individuel;a;n;7.0;a;2025-11;84080;0102;840800102;H;H;8408001;00754;93;84
apimo-86383864;pr;a;l;1;89;;4;950;;;0;0;0;0;D;231;44.00078;5.0553;0;3.0;;;;Sud;B;;;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;13.0;a;2025-11;84088;0102;840880102;H;H;8408801;00754;93;84
citya-immobilier-5022-GES51070226-85;pr;m;l;0;89;;3;814;;;0;0;1;0;F;366;44.11627;4.93527;0;2.0;;1.0;False;Sud;C;;;1.0;;;;;;;Électrique;Convecteur;Individuel;a;n;6.0;m;2025-11;84122;0102;841220102;H;H;8412201;00754;93;84
apimo-86469383;pr;m;l;0;120;;3;1067;;;0;0;0;0;C;177;44.10633;5.02523;0;;;;;0;A;;;;;;;;;;Électrique;Climatisation révérsible;Individuel;a;n;;m;2025-11;84004;0000;840040000;Z;Z;8400400;00754;93;84
citya-immobilier-5013-GES30400349-84;pr;m;l;0;131;;4;564;;;0;0;0;1;E;279;44.10166;5.03239;0;;;0.0;False;0;B;;;0.0;;;;;;;;;;a;n;;m;2025-11;84004;0000;840040000;Z;Z;8400400;00754;93;84
lamy-38-FL0849831;pr;m;l;0;133;;5;1150;;;0;0;0;0;D;155;44.10508;4.94734;0;1.0;;;False;0;D;;;;;False;;;;;;;;a;n;;m;2025-11;84122;0102;841220102;H;H;8412201;00754;93;84
ifsp6a-5077913;pr;a;l;0;49;;1;760;;;0;0;1;0;E;264;43.76969;5.45882;0;;;;True;Sud;B;;1.0;;;;;False;;;;Pompe à chaleur;Individuel;a;n;;a;2025-11;84042;0000;840420000;Z;Z;8404200;84000;93;84
era-2-59534534;pr;m;l;0;58;;3;800;;;0;0;1;0;E;315;43.7721;5.43972;0;2.0;;;True;Nord;B;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-11;84042;0000;840420000;Z;Z;8404200;84000;93;84
ag841525-498481598;pr;a;l;1;75;;3;797;;;0;0;0;1;D;196;43.84543;5.04653;0;;;1.0;False;Nord-Est;B;;;;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-11;84035;0301;840350301;H;H;8403501;00754;93;84
ag313862-495957770;pr;a;l;3;45;;2;650;;;0;0;1;1;B;54;43.83579;5.04797;0;;;;False;0;B;;;;;True;;False;;;;;Individuel;a;n;8.0;a;2025-11;84035;0302;840350302;H;H;8403501;00754;93;84
century-21-202_3294_3676;pr;m;l;0;82;166.0;4;1260;;;0;0;1;0;B;78;43.85189;5.02975;0;;;1.0;;0;A;;2.0;0.0;;;;;;;Électrique;Climatisation révérsible;Individuel;a;n;;m;2025-11;84035;0203;840350203;H;H;8403501;00754;93;84
century-21-202_3294_3640;pr;a;l;1;42;;2;645;;;0;1;0;0;A;64;43.85037;5.02902;0;3.0;;0.0;;0;A;2021.0;1.0;0.0;;True;;False;;;Électrique;Climatisation révérsible;Individuel;a;n;6.0;a;2025-11;84035;0203;840350203;H;H;8403501;00754;93;84
ag841525-498673223;pr;a;l;1;39;;2;545;;;0;0;0;1;E;311;43.8526;5.03227;0;2.0;;;False;0;B;;;;;False;;False;;;;;;a;n;13.0;a;2025-11;84035;0203;840350203;H;H;8403501;00754;93;84
laforet-immo-facile-17374254;pr;m;l;0;87;400.0;4;1200;;;0;0;1;0;F;378;43.92507;5.12862;0;1.0;;3.0;False;0;C;1947.0;1.0;1.0;;False;;;;;;Pompe à chaleur;Individuel;a;n;;m;2025-11;84139;0000;841390000;Z;Z;8413900;00754;93;84
ag841525-498481607;pr;a;l;1;65;;3;900;;;0;0;1;0;B;101;43.82969;5.03675;0;2.0;;;False;0;A;;;;;False;;False;;;Électrique;;;a;n;;a;2025-11;84035;0101;840350101;H;H;8403501;00754;93;84
ag694538-498358523;pr;a;l;3;40;;2;626;;;0;1;1;0;C;64;43.83041;5.03897;0;;;2.0;;0;C;;1.0;;;;;True;;;Gaz;;Individuel;a;n;;a;2025-11;84035;0101;840350101;H;H;8403501;00754;93;84
iad-france-1955058;pr;a;l;0;32;2.0;1;455;;;0;0;0;0;D;194;43.83315;5.03958;0;5.0;;;False;0;A;1960.0;;;;False;;False;;;Électrique;Radiateur;Individuel;m;n;;a;2025-11;84035;0104;840350104;H;H;8403501;00754;93;84
immo-facile-59450044;pr;a;l;1;45;;3;650;;;0;0;1;0;C;135;43.83694;5.03827;0;3.0;;;True;0;A;;1.0;;;;;;;;Électrique;;Individuel;a;n;;a;2025-11;84035;0103;840350103;H;H;8403501;00754;93;84
century-21-202_3294_3669;pr;a;l;1;40;;2;600;;;0;1;1;0;D;242;43.83661;5.03616;0;;;0.0;;0;B;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;84035;0103;840350103;H;H;8403501;00754;93;84
century-21-202_3294_3673;pr;a;l;1;38;;2;630;;;0;0;1;0;E;322;43.83618;5.03876;0;2.0;;0.0;;0;B;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;84035;0103;840350103;H;H;8403501;00754;93;84
ag135681-498141164;pr;a;l;1;28;;2;455;;;0;0;0;1;D;261;43.83587;5.03839;0;;;0.0;;0;B;;;;;;;;;;Électrique;;;a;n;;a;2025-11;84035;0103;840350103;H;H;8403501;00754;93;84
ag841525-498481589;pr;a;l;2;46;;2;589;;;0;0;1;0;D;184;43.83505;5.03802;0;3.0;;;False;0;C;;;;;False;;False;;;;;;a;n;;a;2025-11;84035;0103;840350103;H;H;8403501;00754;93;84
ag135681-498141167;pr;a;l;1;41;;2;470;;;0;0;0;1;C;173;43.83587;5.03839;0;;;0.0;;0;A;;;;;;;;;;Électrique;;;a;n;;a;2025-11;84035;0103;840350103;H;H;8403501;00754;93;84
ag135681-498141155;pr;a;l;1;35;;2;470;;;0;0;0;1;D;242;43.83587;5.03839;0;;;0.0;;0;B;;;;;;;;;;Électrique;;;a;n;;a;2025-11;84035;0103;840350103;H;H;8403501;00754;93;84
ag135681-498166370;pr;a;l;1;48;;2;510;;;0;0;0;1;C;155;43.83587;5.03839;0;;;0.0;;0;A;;;;;;;;;;Électrique;;;a;n;;a;2025-11;84035;0103;840350103;H;H;8403501;00754;93;84
ag841525-498481577;pr;a;l;2;66;;3;800;;;0;0;0;0;A;44;43.83753;5.04247;0;3.0;;;False;0;A;;;;;False;;True;;;;;;a;n;;a;2025-11;84035;0102;840350102;H;H;8403501;00754;93;84
ag840521-497337368;pr;a;l;2;27;;1;574;;;0;1;1;0;D;185;43.83984;5.03991;0;5.0;;1.0;;sud-est;A;;1.0;;;;;True;;;;;;a;n;;a;2025-11;84035;0102;840350102;H;H;8403501;00754;93;84
immo-facile-59522324;pr;m;l;0;78;50.0;3;726;;;0;0;0;1;D;191;44.29219;4.71373;0;;;2.0;;0;D;;1.0;;;;;;;;Gaz;;Individuel;a;n;;m;2025-11;84019;0202;840190202;H;H;8401901;84301;93;84
ag841524-498851408;pr;a;l;0;80;;4;664;;;0;1;0;1;D;199;44.2773;4.74547;0;5.0;;;False;0;D;;;;;False;;False;;;;;Individuel;a;n;;a;2025-11;84019;0203;840190203;H;H;8401901;84301;93;84
ag841524-498851414;pr;a;l;0;93;;5;722;;;0;1;0;1;C;121;44.2773;4.74547;0;;;;False;0;C;;;;;False;;False;;;;;Individuel;a;n;;a;2025-11;84019;0203;840190203;H;H;8401901;84301;93;84
hektor-182_CIFSIEGE2023-97832;pr;a;l;0;64;;3;850;;;0;0;1;0;C;155;43.92797;4.9446;0;;;1.0;;0;A;2006.0;1.0;;;;;;;;;;Individuel;m;n;;a;2025-11;84036;0000;840360000;Z;Z;8403600;00754;93;84
era-2-30138262;pr;m;l;0;107;40.0;4;1033;;;0;0;1;1;D;199;43.92801;4.94528;0;3.0;;;False;0;D;2006.0;2.0;1.0;;False;;;;;;Pompe à chaleur;Individuel;a;n;;m;2025-11;84036;0000;840360000;Z;Z;8403600;00754;93;84
immo-facile-55708206;pr;a;l;1;65;;3;830;;;0;0;0;1;D;248;43.9201;4.94896;0;2.0;;1.0;;0;B;;1.0;1.0;;;;;;;;Pompe à chaleur;Individuel;a;n;14.0;a;2025-11;84036;0000;840360000;Z;Z;8403600;00754;93;84
laforet-immo-facile-52402573;pr;a;l;2;56;;2;535;;;0;0;0;0;F;335;43.94512;4.8109;0;3.0;;;;0;B;;;;;;;;;;;;;a;n;;a;2025-11;84007;0112;840070112;H;H;8400701;00754;93;84
laforet-immo-facile-52402561;pr;a;l;2;33;;1;405;;;0;0;0;0;F;390;43.94512;4.8109;0;3.0;;;;0;C;;;;;;;;;;;;;a;n;;a;2025-11;84007;0112;840070112;H;H;8400701;00754;93;84
laforet-immo-facile-52386263;pr;a;l;1;70;21.0;3;880;;;0;0;0;1;E;307;43.94567;4.81083;0;2.0;;;;0;B;;1.0;1.0;;;;False;;;;;;a;n;;a;2025-11;84007;0112;840070112;H;H;8400701;00754;93;84
