idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
ag340369-489886238;pr;a;l;0;101;;4;1077;;;0;0;1;0;NS;;-12.80112;45.21077;0;4.0;;1.0;;sud-est;NS;;1.0;;;;;;;;Électrique;Climatisation révérsible;;m;n;;a;2025-09;97611;0402;976110402;H;H;9761101;9F501;6;976
ag971032-406687724;pr;a;l;0;100;;4;1200;;;0;0;0;2;NS;;-12.73525;45.20161;0;;;1.0;;0;;;2.0;;;;;;;;;;;a;n;31.0;a;2023-12;97610;0400;976100400;H;H;9761001;9F302;6;976
ag971032-404924321;pr;m;l;0;111;150.0;4;1400;;;0;0;1;1;NS;;-12.73239;45.18671;0;;;1.0;;0;;;2.0;;;;;;;;;;;a;n;11.0;m;2023-12;97610;0300;976100300;H;H;9761001;9F302;6;976
ag971032-405376070;pr;a;l;0;29;;2;900;;;0;0;1;1;NS;;-12.78154;45.21982;0;5.0;;1.0;True;0;;;1.0;;;;;;;;;;;a;n;45.0;a;2023-11;97611;0802;976110802;H;H;9761101;9F501;6;976
ag971032-403895410;pr;a;l;0;42;;1;678;;;0;0;1;1;VI;;-12.80021;45.2116;0;;;1.0;;0;;;;;;;;;;;;;;a;n;58.0;a;2023-11;97611;0402;976110402;H;H;9761101;9F501;6;976
ag971032-404144701;pr;a;l;0;46;;1;700;;;0;1;1;1;VI;;-12.81998;45.19308;0;;;1.0;;0;;;;;;;;;;;;;;a;n;52.0;a;2023-11;97611;0700;976110700;H;H;9761101;9F501;6;976
ag971032-403897090;pr;a;l;0;88;;3;1400;;;0;0;0;1;VI;;-12.7348;45.20566;0;;;1.0;;0;;;;;;;;;;;;;;a;n;58.0;a;2023-11;97610;0101;976100101;H;H;9761001;9F302;6;976
ag971032-403899844;pr;a;l;0;40;;1;730;;;0;0;1;0;VI;;-12.74531;45.21842;0;;;1.0;;0;;;1.0;;;;;;;;;;;a;n;52.0;a;2023-11;97610;0501;976100501;H;H;9761001;9F302;6;976
ag971032-403815721;pr;a;l;0;60;;2;1300;;;0;0;1;1;VI;;-12.7443;45.2194;0;;;;;0;;;;;;;;;;;;;;a;n;38.0;a;2023-11;97610;0501;976100501;H;H;9761001;9F302;6;976
ag971032-404822068;pr;a;l;0;67;;3;1300;;;0;0;1;0;NS;;-12.73525;45.20161;0;;;1.0;;0;;;1.0;;;;;;;;;;;a;n;25.0;a;2023-11;97610;0400;976100400;H;H;9761001;9F302;6;976
orpi-1-129011E2XIJN;pr;a;l;1;70;;3;1100;;;0;0;1;0;NS;;-12.8019;45.20824;0;2.0;;;False;0;VI;2007.0;;1.0;;;;False;;;;;;a;n;15.0;a;2023-10;97611;0403;976110403;H;H;9761101;9F501;6;976
orpi-1-129011E2T7DP;pr;a;l;0;59;;3;1000;;;0;0;1;0;NS;;-12.73254;45.20564;0;3.0;;1.0;False;0;VI;;1.0;1.0;;;;False;;;;;;a;n;15.0;a;2023-08;97610;0101;976100101;H;H;9761001;9F302;6;976
orpi-1-129011E2OS1F;pr;a;l;0;42;;2;690;;;0;0;0;1;NS;;-12.79761;45.21324;0;1.0;;1.0;False;0;VI;;;1.0;;;;False;;;;;;a;n;24.0;a;2023-05;97611;0401;976110401;H;H;9761101;9F501;6;976
orpi-1-129011E2LFF3;pr;a;l;1;92;;5;1750;;;0;1;2;0;NS;;-12.74697;45.22233;0;1.0;;1.0;False;0;VI;;2.0;1.0;;;;False;;;;;;a;n;8.0;a;2023-03;97610;0503;976100503;H;H;9761001;9F302;6;976
orpi-1-129011E2FX1G;pr;a;l;0;72;;3;990;;;0;0;1;0;NS;;-12.74854;45.22358;0;;;1.0;False;0;VI;2022.0;1.0;;;;;False;;;;;;a;n;10.0;a;2023-01;97610;0503;976100503;H;H;9761001;9F302;6;976
orpi-1-129011E2IIQC;pr;a;l;1;60;;3;1400;;;0;0;0;1;VI;;-12.74739;45.22248;0;2.0;;;False;0;VI;;;;;;;False;;;;;;a;n;17.0;a;2023-01;97610;0503;976100503;H;H;9761001;9F302;6;976
orpi-1-129011E2H0HX;pr;a;l;0;40;;2;730;;;0;0;1;0;NS;;-12.74551;45.21652;0;;;1.0;True;0;NS;;1.0;1.0;;;;False;;;;;;a;n;59.0;a;2022-12;97610;0504;976100504;H;H;9761001;9F302;6;976
orpi-1-129011E2DHFY;pr;a;l;0;80;;3;850;;;0;0;0;1;0;;-12.78059;45.22799;0;1.0;;2.0;;0;;;;1.0;;;;False;;;;;;a;n;22.0;a;2022-08;97611;0103;976110103;H;H;9761101;9F501;6;976
orpi-1-129011E2BNP2;pr;a;l;0;51;;3;910;;;0;0;0;1;0;;-12.73575;45.20675;0;0.0;;1.0;;0;;;;1.0;;;;False;;;;;;a;n;18.0;a;2022-06;97610;0102;976100102;H;H;9761001;9F302;6;976
orpi-1-129011E297UF;pr;a;l;1;60;;3;950;;;0;0;0;1;0;;-12.78059;45.22799;0;1.0;;;;0;G;;;1.0;;;;False;;;;;;a;n;99.0;a;2022-03;97611;0103;976110103;H;H;9761101;9F501;6;976
orpi-1-129011E294F7;pr;a;l;0;42;;2;650;;;0;0;0;0;0;;-12.78059;45.22799;0;1.0;;1.0;;0;G;;;1.0;;;;False;;;;;;a;n;22.0;a;2022-03;97611;0103;976110103;H;H;9761101;9F501;6;976
orpi-1-129011E24R9I;pr;a;l;1;97;;4;850;;;0;0;0;2;0;;-12.73575;45.20675;0;1.0;;2.0;;0;G;;;;;;;;;;;;;a;n;35.0;a;2021-11;97610;0102;976100102;H;H;9761001;9F302;6;976
orpi-1-129011E24HB5;pr;a;l;2;105;;5;1150;;;0;0;0;1;0;;-12.73575;45.20675;0;2.0;;1.0;;0;G;;;;;;;;;;;;;a;n;91.0;a;2021-10;97610;0102;976100102;H;H;9761001;9F302;6;976
