idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
hektor-benetaurillac-485;pr;m;l;0;71;;4;700;;;0;0;1;0;D;196;45.11863;2.42956;0;3.0;;;;0;D;;1.0;1.0;;;;;;;Fioul;;Individuel;a;n;14.0;m;2025-11;15202;0000;152020000;Z;Z;1520200;15000;84;15
hektor-benetaurillac-288;pr;m;l;0;39;;3;450;;;0;0;0;0;F;474;45.01457;2.67967;0;3.0;;1.0;;Sud-Ouest;C;1900.0;;1.0;;;;;;;;;Individuel;a;n;13.0;m;2025-11;15236;0000;152360000;Z;Z;1523600;15000;84;15
century-21-202_2709_8801;pr;m;l;0;79;749.0;3;760;;;0;0;0;1;D;202;44.98629;2.42185;0;;;1.0;;0;B;;1.0;0.0;;;;;;;;Pompe à chaleur;Individuel;a;n;6.0;m;2025-11;15083;0000;150830000;Z;Z;1508300;15000;84;15
hektor-benetaurillac-20;pr;a;l;9;43;;2;455;;;0;1;0;1;D;232;44.92016;2.43916;0;10.0;;;True;0;D;;1.0;;;;;True;;;;;Collectif;a;n;;a;2025-11;15014;0104;150140104;H;H;1501401;15401;84;15
hektor-benetaurillac-496;pr;a;l;2;49;;2;375;;;0;0;0;0;E;252;44.91946;2.44041;0;3.0;;;False;0;D;1948.0;;;;;;False;;;Gaz;;Individuel;a;n;;a;2025-11;15014;0104;150140104;H;H;1501401;15401;84;15
hektor-benetaurillac-501;pr;a;l;3;66;;3;425;;;0;0;0;1;E;320;44.91946;2.44041;0;4.0;;;False;0;B;1948.0;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;15014;0104;150140104;H;H;1501401;15401;84;15
hektor-benetaurillac-483;pr;a;l;0;72;;3;660;;;0;0;1;0;F;338;44.92065;2.43696;0;;;;True;0;F;1950.0;;;;;;;;;Gaz;;Individuel;a;n;27.0;a;2025-11;15014;0104;150140104;H;H;1501401;15401;84;15
hektor-benetaurillac-19;pr;a;l;3;37;;2;375;;;0;0;1;0;D;195;44.92971;2.44405;0;4.0;;;False;0;A;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;15014;0102;150140102;H;H;1501401;15401;84;15
hektor-benetaurillac-491;pr;a;l;2;44;;2;390;;;0;0;0;0;D;208;44.92838;2.44585;0;4.0;;;False;0;D;;;;;;;False;;;Gaz;;Individuel;a;n;;a;2025-11;15014;0102;150140102;H;H;1501401;15401;84;15
hektor-benetaurillac-493;pr;a;l;3;68;;2;475;;;0;0;0;0;D;206;44.92966;2.44523;0;5.0;;;False;0;B;1948.0;;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;15014;0102;150140102;H;H;1501401;15401;84;15
immo-facile-59348434;pr;a;l;1;36;;1;515;;;0;0;0;1;D;214;44.93145;2.44149;0;4.0;;;;0;A;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;15014;0107;150140107;H;H;1501401;15401;84;15
