idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
century-21-202_3637_1232;pr;m;v;0;91;1018.0;4;185000;;;0;0;1;0;E;285;46.16867;3.42639;Non;;;0.0;;0;B;;2.0;0.0;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-02;03094;0000;030940000;Z;Z;0309400;03502;84;03;8.5;3.0;0.05;8.5;3.0;0.05;2032.97
adapt-immo-030045872;pr;m;vp;0;150;1585.0;5;470000;;;0;0;1;1;D;211;46.14949;3.42738;Non;;;;False;Ouest;B;1978.0;;1.0;;;;;;;Électrique;;;a;n;;m;2025-02;03094;0000;030940000;Z;Z;0309400;03502;84;03;8.04;2.0;0.031;8.04;2.0;0.031;3133.33
guy-hoquet-immo-facile-7210375;pr;m;v;0;117;33167.0;4;232000;;;0;0;0;1;E;274;46.35104;3.7267;Non;;;;True;Sud-Est;E;1899.0;1.0;1.0;;False;;;;;Fioul;Radiateur;Individuel;a;n;7.0;m;2025-02;03181;0000;031810000;Z;Z;0318100;03000;84;03;;;;;;;1982.91
ag340369-458246819;pr;m;v;0;143;1005.0;7;34000;;;0;0;1;0;E;273;46.35328;3.68691;Non;;;2.0;;Sud;B;;1.0;;;;;;;;Électrique;;;m;n;;m;2025-02;03181;0000;031810000;Z;Z;0318100;03000;84;03;;;;;;;237.76
safti-1-1416049;pr;m;v;0;130;721.0;5;108000;;;0;0;0;1;F;331;46.28184;3.17507;Oui;;;2.0;False;0;D;1900.0;2.0;;;False;;;;;;;;m;n;;m;2025-02;03115;0000;031150000;Z;Z;0311500;03000;84;03;;;;;;;830.77
laforet-immo-facile-22474539;pr;m;v;0;150;3870.0;4;273000;;;0;1;1;0;D;227;46.26998;3.18779;Non;2.0;;5.0;True;0;B;1900.0;2.0;1.0;;False;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-02;03115;0000;031150000;Z;Z;0311500;03000;84;03;;;;;;;1820.0
apimo-85617629;pr;m;v;0;142;3000.0;8;149800;;;0;0;0;0;F;232;46.61752;2.81896;Oui;3.0;;;;Nord;F;;;;;;;;;;Fioul;;Individuel, Central;a;n;;m;2025-02;03048;0000;030480000;Z;Z;0304800;03000;84;03;;;;;;;1054.93
century-21-202_2805_2298;pr;m;v;0;41;2790.0;2;46000;;;0;0;1;0;NS;;46.61911;2.87574;Oui;;;0.0;;0;;;1.0;0.0;;;;;;;Électrique, Bois;Poêle à Bois;Individuel;a;n;;m;2025-02;03048;0000;030480000;Z;Z;0304800;03000;84;03;;;;;;;1121.95
ag060811-458486291;pr;m;v;0;66;1003.0;3;78000;;;0;0;1;0;NS;;46.42366;3.06828;Oui;;;2.0;;0;NS;;1.0;;;;;;;;;;;m;n;;m;2025-02;03292;0000;032920000;Z;Z;0329200;03000;84;03;7.14;1.0;0.072;7.14;1.0;0.072;1181.82
iad-france-1742185;pr;a;v;4;71;;3;49500;;;0;0;0;0;E;266;46.25499;3.62309;Non;5.0;;;False;0;E;1969.0;;;;False;;False;24.0;632.0;Gaz;;Individuel;m;n;;a;2025-02;03138;0000;031380000;Z;Z;0313800;03104;84;03;7.12;11.0;0.123;7.12;11.0;0.123;697.18
