idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
fnaim-46396758;pr;a;v;2;67;;3;201150;;;0;0;0;1;0;;45.35178;5.50942;Non;;;25.0;;0;;2021.0;;0.0;;;;True;49.0;0.0;Gaz;Radiateur;;a;n;;a;2021-02;38337;0102;383370102;H;H;3833701;38701;84;38;9.4;26.0;0.038;9.59;27.0;0.038;3002.24
ag340369-278131511;pr;a;v;2;83;;4;149000;;;0;0;0;1;VI;;45.34938;5.51374;Oui;2.0;;1.0;;Sud;;;1.0;;;;;;18.0;200.04;Électrique;;;network;n;;a;2021-02;38337;0102;383370102;H;H;3833701;38701;84;38;8.61;8.0;0.058;8.62;9.0;0.058;1795.18
fnaim-46396772;pr;a;v;1;63;;3;189600;;;0;0;0;1;0;;45.35178;5.50942;Non;;;25.0;;0;;2021.0;;0.0;;;;True;49.0;0.0;Gaz;Radiateur;;a;n;;a;2021-02;38337;0102;383370102;H;H;3833701;38701;84;38;9.4;26.0;0.037;9.59;27.0;0.038;3009.52
ag382082-286772180;pr;m;v;0;64;170.0;3;146000;;;0;0;0;1;D;204.0;45.36439;4.81256;Non;;;1.0;;0;B;;1.0;;;;;;;;;Radiateur;Individuel;a;n;;m;2021-02;38344;0103;383440103;H;H;3834401;00556;84;38;11.36;1.0;0.06;11.36;1.0;0.06;2281.25
ag382082-286772108;pr;a;v;0;79;;3;129000;;;0;0;0;1;D;221;45.36439;4.81256;Non;;;1.0;;0;E;;1.0;;;;;;;;Gaz;;Individuel;a;n;;a;2021-02;38344;0103;383440103;H;H;3834401;00556;84;38;8.62;3.0;0.063;8.62;17.0;0.063;1632.91
ag382082-286772177;pr;m;v;0;115;;4;85000;;;0;0;0;1;G;461;45.36439;4.81256;Non;;;1.0;;0;G;;1.0;;;;;;;;Fioul;;Individuel;a;n;;m;2021-02;38344;0103;383440103;H;H;3834401;00556;84;38;8.8;1.0;0.143;8.8;1.0;0.143;739.13
hektor-1_RELAXIMMO-3268;pr;a;v;0;26;;2;50000;;;0;1;0;1;0;;44.89958;5.56951;Oui;;;1.0;False;0;;2007.0;1.0;;;;2.0;True;;;;;;a;n;;a;2021-02;38186;0000;381860000;Z;Z;3818600;38000;84;38;;;;;;;1923.08
ag382082-286772141;pr;a;v;0;46;;2;102000;;;0;0;0;1;D;228.0;45.36439;4.81256;Non;;;;;0;B;;1.0;;;;;;;;Électrique;Climatisation révérsible;Individuel;a;n;;a;2021-02;38344;0103;383440103;H;H;3834401;00556;84;38;;;;9.64;19.0;0.052;2217.39
orpi-1-111020E1T0YA;pr;a;v;1;53;;2;246000;;;0;0;0;1;E;306;45.06721;5.54764;Oui;4.0;;2.0;;0;C;;;;;;;True;241.0;1657.0;;;;a;n;;a;2021-02;38548;0000;385480000;Z;Z;3854800;38119;84;38;14.5;12.0;0.037;14.5;12.0;0.037;4641.51
rodacom-4611369;pr;a;v;2;16;;1;65000;;;0;0;1;0;0;;45.0703;5.55308;Oui;3.0;;1.0;True;Est;;1989.0;1.0;;;;;False;42.0;;;;;a;n;;a;2021-02;38548;0000;385480000;Z;Z;3854800;38119;84;38;15.79;7.0;0.047;15.79;7.0;0.047;4062.5
ag381566-287007164;pr;a;v;0;86;;4;350000;;;0;0;1;1;D;225.0;45.07676;5.54572;Non;;;1.0;True;Sud;C;;2.0;;;;;;4.0;;Électrique;;;a;n;;a;2021-02;38548;0000;385480000;Z;Z;3854800;38119;84;38;;;;;;;4069.77
