idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
hektor-friedrich55-5370;pr;a;l;0;120;;5;550;;;0;0;1;0;D;199;49.0181;5.418;0;2.0;;;;0;A;;1.0;;;;;;;;;Radiateur;Individuel;a;n;;a;2025-11;55566;0000;555660000;Z;Z;5556600;55000;44;55
hektor-friedrich55-5665;pr;a;l;0;17;;1;250;;;0;0;1;0;E;379;48.89271;5.54082;0;;;;;0;B;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2025-11;55463;0000;554630000;Z;Z;5546300;55202;44;55
century-21-202_3414_1125;pr;m;l;0;81;;4;600;;;0;0;0;1;E;292;49.13336;5.30941;0;;;1.0;;0;B;;1.0;0.0;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-11;55545;0101;555450101;H;H;5554501;55401;44;55
hektor-friedrich55-3531;pr;a;l;2;49;;2;390;;;0;0;0;1;D;228;48.89346;5.53917;0;;;;;0;D;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;;a;2025-10;55463;0000;554630000;Z;Z;5546300;55202;44;55
century-21-202_3415_951;pr;m;l;0;118;;5;850;;;0;0;1;0;E;295;49.2851;5.23802;0;;;0.0;;0;B;1940.0;1.0;0.0;;;;;;;Électrique;Radiateur;Individuel;a;n;6.0;m;2025-10;55206;0000;552060000;Z;Z;5520600;55000;44;55
century-21-202_3416_878;pr;a;l;3;36;;2;310;;;0;0;0;1;E;308;49.21363;5.63617;0;4.0;;0.0;;0;B;;0.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;5.0;a;2025-10;55181;0000;551810000;Z;Z;5518100;55107;44;55
hektor-friedrich55-4944;pr;a;l;1;102;;4;490;;;0;0;0;1;C;129;48.83031;4.98312;0;3.0;;;;0;D;;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;;a;2025-10;55427;0000;554270000;Z;Z;5542700;55104;44;55
hektor-friedrich55-6733;pr;a;l;1;72;;4;545;;;0;1;0;1;C;131;48.7673;5.58044;0;3.0;;;True;0;D;1989.0;1.0;;;;;False;;;Gaz;;Individuel;a;n;;a;2025-10;55122;0000;551220000;Z;Z;5512200;55203;44;55
hektor-friedrich55-5740;pr;a;l;1;110;;5;590;;;0;0;0;0;C;152;48.76441;5.58986;0;3.0;;;;0;C;;;;;;;;;;;;;a;n;;a;2025-10;55122;0000;551220000;Z;Z;5512200;55203;44;55
hektor-friedrich55-5524;pr;a;l;1;75;;4;620;;;0;0;0;0;E;248;48.7644;5.58828;0;3.0;;;;0;E;;;;;;;;;;;;;a;n;;a;2025-10;55122;0000;551220000;Z;Z;5512200;55203;44;55
hektor-friedrich55-6795;pr;m;l;0;105;29.0;4;685;;;0;0;0;1;D;194;48.93134;5.6925;0;2.0;;;;0;B;1948.0;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-10;55245;0000;552450000;Z;Z;5524500;55000;44;55
century-21-202_3414_1126;pr;a;l;1;89;;4;590;;;0;0;1;0;D;174;49.1613;5.38679;0;4.0;;0.0;;0;D;;;0.0;;False;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2025-10;55545;0104;555450104;H;H;5554501;55401;44;55
century-21-202_3415_955;pr;a;l;0;12;;1;195;;;0;0;1;0;E;305;49.15727;5.38813;0;3.0;;0.0;;0;B;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-10;55545;0104;555450104;H;H;5554501;55401;44;55
century-21-202_3415_793;pr;a;l;2;28;;1;340;;;0;0;0;0;E;264;49.15761;5.38797;0;;;0.0;;0;B;;0.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-10;55545;0104;555450104;H;H;5554501;55401;44;55
century-21-202_3415_938;pr;m;l;0;125;;5;870;;;0;0;1;1;E;260;49.16218;5.39804;0;;;0.0;;0;E;;2.0;0.0;;;;;;;Gaz;Radiateur;Individuel;a;n;6.0;m;2025-10;55545;0104;555450104;H;H;5554501;55401;44;55
century-21-202_3414_1047;pr;a;l;2;76;;3;510;;;0;0;0;1;C;133;49.15703;5.38784;0;3.0;;0.0;;0;C;;1.0;0.0;;False;;False;;;Gaz;Radiateur;Individuel;a;n;5.0;a;2025-10;55545;0104;555450104;H;H;5554501;55401;44;55
century-21-202_3414_1116;pr;a;l;0;45;;2;490;;;0;0;0;0;E;283;49.16319;5.39657;0;;;0.0;;0;B;;0.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;5.0;a;2025-10;55545;0104;555450104;H;H;5554501;55401;44;55
century-21-202_3415_945;pr;a;l;2;74;;3;480;;;0;0;1;0;D;204;49.16142;5.38223;0;;;0.0;;0;D;;1.0;0.0;;False;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2025-10;55545;0103;555450103;H;H;5554501;55401;44;55
century-21-202_3415_963;pr;a;l;1;38;;2;525;;;0;1;1;0;D;190;49.16673;5.38471;0;3.0;;1.0;;0;A;;0.0;0.0;;False;;True;;;Électrique;Radiateur;Individuel;a;n;7.0;a;2025-10;55545;0102;555450102;H;H;5554501;55401;44;55
century-21-202_3415_953;pr;a;l;4;24;;1;440;;;0;0;1;0;E;329;49.15919;5.38432;0;5.0;;0.0;;0;B;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;6.0;a;2025-10;55545;0103;555450103;H;H;5554501;55401;44;55
century-21-202_3414_1062;pr;a;l;2;23;;2;325;;;0;0;1;0;D;242;49.15825;5.38051;0;3.0;;0.0;;0;B;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-10;55545;0103;555450103;H;H;5554501;55401;44;55
century-21-202_3414_1086;pr;a;l;2;45;;2;515;;;0;0;1;0;D;231;49.16022;5.38537;0;4.0;;0.0;;0;B;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-10;55545;0103;555450103;H;H;5554501;55401;44;55
century-21-202_3414_1101;pr;a;l;2;41;;3;530;;;0;0;0;1;E;265;49.15487;5.39097;0;3.0;;1.0;;0;B;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;5.0;a;2025-10;55545;0105;555450105;H;H;5554501;55401;44;55
century-21-202_3414_1111;pr;a;l;2;21;;1;345;;;0;0;1;0;E;267;49.16521;5.3908;0;4.0;;0.0;;0;B;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-10;55545;0108;555450108;H;H;5554501;55401;44;55
