idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
ag250906-495791366;pr;a;l;2;72;;4;1200;;;0;0;0;0;C;139;47.06038;6.66287;0;;;;;0;C;;;;;;;;;;;;;a;n;;a;2025-11;25321;0000;253210000;Z;Z;2532100;25111;27;25
lamy-38-FL0842848;pr;m;l;0;90;;6;890;;;0;0;0;1;F;275;47.47372;6.84226;0;;;;False;0;F;;;;;False;;;;;;;;a;n;;m;2025-11;25031;0107;250310107;H;H;2503101;25601;27;25
century-21-202_780_30126;pr;a;l;4;73;;4;620;;;0;0;0;1;E;256;47.47744;6.84438;0;5.0;;1.0;;0;E;1970.0;;0.0;;False;;False;;;Gaz;;Collectif;a;n;;a;2025-11;25031;0105;250310105;H;H;2503101;25601;27;25
century-21-202_271_27007;pr;a;l;2;20;;1;315;;;0;0;1;0;F;410;46.9559;6.11964;0;3.0;;0.0;;0;C;;1.0;0.0;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-11;25334;0000;253340000;Z;Z;2533400;25000;27;25
citya-immobilier-44228149900032-GES50330002-1022;pr;a;l;0;28;;1;390;;;0;0;1;0;D;249;47.46068;6.85862;0;3.0;;0.0;;0;B;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2025-11;25539;0103;255390103;H;H;2553901;25601;27;25
century-21-202_780_30111;pr;a;l;0;75;;3;650;;;0;0;0;1;NS;;47.46333;6.85834;0;;;0.0;;0;;;1.0;0.0;;False;;False;;;;;;a;n;;a;2025-11;25539;0102;255390102;H;H;2553901;25601;27;25
immo-facile-59437307;pr;a;l;0;99;;4;895;;;0;1;0;1;D;169;47.18074;5.80901;0;4.0;;;True;0;D;;1.0;;;;;False;;;;;;a;n;;a;2025-11;25527;0000;255270000;Z;Z;2552700;25113;27;25
immo-facile-59441236;pr;a;l;1;77;;3;1355;;;0;0;0;0;B;104;46.90286;6.34626;0;4.0;;;;0;A;2016.0;;;;;;True;;;;;;a;n;;a;2025-11;25462;0102;254620102;H;H;2546201;25401;27;25
immo-facile-59437089;pr;a;l;2;131;;3;950;;;0;0;0;0;E;320;46.90398;6.35412;0;3.0;;;;0;E;1949.0;;;;;;;;;;;;a;n;;a;2025-11;25462;0101;254620101;H;H;2546201;25401;27;25
century-21-202_780_30132;pr;m;l;0;83;;4;780;;;0;0;0;1;A;66;47.489;6.66437;0;1.0;;0.0;;0;A;2021.0;1.0;1.0;;;;;;;Électrique;Pompe à chaleur;;a;n;;m;2025-11;25394;0000;253940000;Z;Z;2539400;25000;27;25
lamy-38-FL0839461;pr;a;l;0;105;;5;790;;;0;0;0;0;C;148;47.45938;6.82132;0;2.0;;;False;0;C;;;;;False;;False;;;;;;a;n;;a;2025-11;25580;0104;255800104;H;H;2558001;25601;27;25
netty-company55388uyo-house-270;pr;m;l;0;91;800.0;4;1200;;;0;0;2;1;B;94;47.31057;5.98965;0;2.0;;3.0;;Nord-Ouest;A;2024.0;2.0;2.0;;;;;;;;Sol;Individuel;a;n;;m;2025-11;25265;0000;252650000;Z;Z;2526500;25000;27;25
