idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
netty-squarehabitatpg-appt-6962;pr;a;l;2;69;;3;605;;;0;0;1;0;D;235;43.09409;-0.0465;0;4.0;;1.0;True;Sud;B;;;1.0;;;;False;;;Électrique;;Individuel;a;n;;a;2025-10;65286;0102;652860102;H;H;6528601;65302;76;65
citya-immobilier-5023-GES03030044-97;pr;a;l;3;51;;2;536;;;0;1;0;1;C;176;43.09531;-0.04126;0;;;1.0;;0;A;;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;;a;2025-10;65286;0103;652860103;H;H;6528601;65302;76;65
dr-house-immo-1-17749;pr;m;l;0;80;500.0;4;1050;;;0;0;1;0;C;160;43.2492;0.09011;0;1.0;;2.0;False;0;A;;;1.0;;;;;;;;;;a;n;12.0;m;2025-10;65047;0101;650470101;H;H;6504701;65501;76;65
century-21-202_3447_3521;pr;m;l;0;100;;4;1200;;;0;0;1;0;B;91;43.28101;0.1232;0;1.0;;2.0;;0;A;;;0.0;;;;;;;Bois, Électrique;Climatisation révérsible, Poêle à Bois;Individuel;a;n;12.0;m;2025-10;65340;0000;653400000;Z;Z;6534000;65501;76;65
laforet-immo-facile-52326034;pr;m;l;0;118;550.0;4;1275;;;0;0;3;0;C;120;43.27712;0.11159;0;1.0;;;;0;A;2013.0;2.0;1.0;;False;;;;;;Pompe à chaleur;Individuel;a;n;20.0;m;2025-10;65340;0000;653400000;Z;Z;6534000;65501;76;65
century-21-202_3011_18048;pr;m;l;0;87;;3;649;;;0;0;1;0;D;154;43.12619;0.3847;0;;;0.0;;0;D;1949.0;2.0;0.0;;;;;;;Gaz;;Individuel;a;n;20.0;m;2025-10;65258;0101;652580101;H;H;6525801;65202;76;65
ifsp6a-4338450;pr;a;l;0;48;;2;430;;;0;0;0;0;F;416;43.12337;0.38699;0;2.0;;;;Sud;C;;;;;;;False;;;Électrique;;Individuel;a;n;8.0;a;2025-10;65258;0101;652580101;H;H;6525801;65202;76;65
apimo-86388198;pr;a;l;2;120;;5;930;;;0;1;0;0;C;131;43.23407;0.07437;0;;;;;Sud;C;;;;;;3.0;;;;Gaz;;Individuel, Central;a;n;;a;2025-10;65440;0203;654400203;H;H;6544001;65501;76;65
apimo-86352715;pr;a;l;1;58;;2;650;;;0;0;0;0;C;139;43.23469;0.07419;0;;;;;0;A;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;;a;2025-10;65440;0203;654400203;H;H;6544001;65501;76;65
apimo-86357348;pr;a;l;1;84;;3;800;;;0;0;0;0;D;222;43.23063;0.07451;0;;;;;0;D;;;;;;;True;;;Gaz;Radiateur;Individuel;a;n;;a;2025-10;65440;0203;654400203;H;H;6544001;65501;76;65
hektor-cabinet-le-syndic-tarbes-519;pr;a;l;1;84;;3;800;;;0;0;2;0;D;222;43.23014;0.07359;0;;;;True;0;D;;;;;;;True;;;Gaz;;Individuel;a;n;;a;2025-10;65440;0203;654400203;H;H;6544001;65501;76;65
laforet-immo-facile-52340396;pr;a;l;1;66;;4;600;;;0;2;1;0;D;245;43.23613;0.07486;0;6.0;;;True;Sud-Ouest;D;1960.0;1.0;;;False;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2025-10;65440;0203;654400203;H;H;6544001;65501;76;65
apimo-86377694;pr;a;l;3;52;;2;470;;;0;0;0;0;C;119;43.23191;0.0824;0;;;;;0;C;;;;;;;True;;;Gaz;;Individuel, Central;a;n;14.0;a;2025-10;65440;0205;654400205;H;H;6544001;65501;76;65
laforet-immo-facile-52342306;pr;a;l;1;43;;2;500;;;0;0;1;0;E;239;43.23062;0.08221;0;3.0;;;;0;B;1948.0;1.0;;;False;;False;;;Électrique;;Individuel;a;n;7.0;a;2025-10;65440;0205;654400205;H;H;6544001;65501;76;65
apimo-86352574;pr;a;l;0;59;;3;635;;;0;0;0;0;D;218;43.23004;0.08039;0;;;;;Sud;D;;;;;;;;;;Gaz;Radiateur;Individuel;a;n;;a;2025-10;65440;0205;654400205;H;H;6544001;65501;76;65
laforet-immo-facile-52220353;pr;a;l;2;71;;4;850;;;0;2;1;0;D;249;43.23142;0.08622;0;8.0;;1.0;True;Est-Ouest;B;;1.0;;;False;;True;;;Électrique;;Individuel;a;n;5.0;a;2025-10;65440;0205;654400205;H;H;6544001;65501;76;65
netty-squarehabitatpg-appt-8889;pr;a;l;0;54;;2;555;;;0;1;1;0;E;289;43.22952;0.07698;0;;;;;0;E;;;;;;;;;;Gaz;;Individuel;a;n;8.0;a;2025-10;65440;0205;654400205;H;H;6544001;65501;76;65
hektor-TARBES22-14424;pr;a;l;1;61;;3;600;;;0;0;1;0;D;209;43.22878;0.08589;0;;;;False;0;B;1975.0;2.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;20.0;a;2025-10;65440;1201;654401201;H;H;6544001;65501;76;65
apimo-86342507;pr;a;l;2;105;;5;700;;;0;0;0;0;D;195;43.24617;0.07617;0;;;;;Sud;B;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;20.0;a;2025-10;65440;0901;654400901;H;H;6544001;65501;76;65
laforet-immo-facile-52304458;pr;a;l;2;53;;3;600;;;0;0;0;1;D;156;43.2523;0.07478;0;3.0;;1.0;False;Sud-Ouest;C;2006.0;1.0;1.0;;True;;False;;;Électrique;Radiateur;Individuel;a;n;13.0;a;2025-10;65440;0901;654400901;H;H;6544001;65501;76;65
hektor-TARBES22-16302;pr;a;l;0;53;;3;600;;;0;0;0;1;C;158;43.25229;0.07601;0;;;1.0;False;0;A;2001.0;1.0;1.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;8.0;a;2025-10;65440;0901;654400901;H;H;6544001;65501;76;65
ifsp6a-976541;pr;a;l;2;64;;3;500;;;0;1;1;0;F;339;43.2305;0.08746;0;3.0;;;;Est-Ouest;F;;1.0;;;;;False;;;Gaz;;Individuel;a;n;20.0;a;2025-10;65440;1201;654401201;H;H;6544001;65501;76;65
apimo-86339893;pr;a;l;0;37;;2;430;;;0;0;0;0;D;218;43.24781;0.07328;0;;;;;0;A;;;;;;;;;;Électrique;Radiateur;Individuel;a;n;8.0;a;2025-10;65440;0901;654400901;H;H;6544001;65501;76;65
century-21-202_3351_1996;pr;a;l;3;31;;2;520;;;0;0;1;0;F;435;43.00567;-0.10093;0;5.0;;0.0;;0;C;;;0.0;;False;;True;;;Électrique;Convecteur;Individuel;a;n;12.0;a;2025-10;65025;0000;650250000;Z;Z;6502500;65204;76;65
century-21-202_3351_2005;pr;a;l;1;64;;3;588;;;0;0;0;1;E;323;43.00176;-0.10104;0;3.0;;1.0;;0;B;;1.0;1.0;;False;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2025-10;65025;0000;650250000;Z;Z;6502500;65204;76;65
netty-company35607fbw-appt-55592;pr;a;l;7;66;;4;930;;;0;0;1;0;C;127;43.23819;0.08548;0;;;;True;Nord-Sud;C;;;;;;;True;;;Gaz;;;a;n;5.0;a;2025-10;65440;1101;654401101;H;H;6544001;65501;76;65
netty-squarehabitatpg-appt-8969;pr;a;l;3;54;;3;500;;;0;0;1;0;F;370;43.23897;0.08;0;5.0;;;;0;C;;;;;;;;;;Électrique;;Individuel;a;n;12.0;a;2025-10;65440;1101;654401101;H;H;6544001;65501;76;65
apimo-86344919;pr;a;l;0;79;;3;770;;;0;0;0;0;E;287;43.22431;0.08362;0;;;;;0;E;;;;;;;;;;Gaz;Radiateur;;a;n;;a;2025-10;65440;0301;654400301;H;H;6544001;65501;76;65
netty-isgpau-appt-2535;pr;a;l;2;71;;3;700;;;0;1;0;1;D;171;43.23286;0.0781;0;4.0;;1.0;True;0;D;;;;;;;;;;;;;a;n;;a;2025-10;65440;0204;654400204;H;H;6544001;65501;76;65
laforet-immo-facile-52332387;pr;a;l;3;38;;2;525;;;0;0;1;0;D;164;43.23229;0.08499;0;;;1.0;True;0;A;2001.0;1.0;;;;;True;;;Électrique;;Individuel;a;n;5.0;a;2025-10;65440;0204;654400204;H;H;6544001;65501;76;65
netty-squarehabitatpg-appt-8693;pr;a;l;2;76;;3;700;;;0;1;1;0;D;158;43.23286;0.0781;0;5.0;;;True;0;D;;;;;;;True;;;;Pompe à chaleur;Individuel;a;n;12.0;a;2025-10;65440;0204;654400204;H;H;6544001;65501;76;65
netty-isgpau-appt-2528;pr;a;l;3;77;;3;700;;;0;0;0;1;D;194;43.23286;0.0781;0;;;;True;0;D;;;;;;;False;;;Gaz;;Individuel;a;n;;a;2025-10;65440;0204;654400204;H;H;6544001;65501;76;65
netty-squarehabitatpg-appt-5656;pr;a;l;0;42;;1;560;;;0;0;0;1;D;230;43.23286;0.0781;0;;;1.0;;0;D;;;;;;;;;;;;;a;n;;a;2025-10;65440;0204;654400204;H;H;6544001;65501;76;65
netty-squarehabitatpg-appt-8981;pr;a;l;3;60;;3;500;;;0;0;0;1;D;239;43.23296;0.07958;0;4.0;;;;0;B;;;;;;;;;;Électrique;;Individuel;a;n;;a;2025-10;65440;0204;654400204;H;H;6544001;65501;76;65
netty-squarehabitatpg-appt-8811;pr;a;l;1;87;;4;620;;;0;0;1;0;D;180;43.23286;0.0781;0;7.0;;;;0;D;;;;;;;;;;Gaz;;Individuel;a;n;13.0;a;2025-10;65440;0204;654400204;H;H;6544001;65501;76;65
century-21-202_3447_3553;pr;a;l;0;24;;2;480;;;0;0;1;0;E;274;43.22645;0.0619;0;;;0.0;;0;B;;1.0;0.0;;False;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2025-10;65440;0402;654400402;H;H;6544001;65501;76;65
ag340369-491454725;pr;a;l;4;71;;4;380;;;0;1;1;0;D;192;43.22273;0.08091;0;8.0;;2.0;;Sud;D;;1.0;;;;;True;;;Gaz;;;m;n;8.0;a;2025-10;65440;0302;654400302;H;H;6544001;65501;76;65
netty-squarehabitatpg-appt-8956;pr;a;l;0;97;;5;875;;;0;0;1;1;C;69;43.22144;0.08429;0;;;;;0;C;;2.0;;;;;;;;Gaz;;Individuel;a;n;8.0;a;2025-10;65440;0302;654400302;H;H;6544001;65501;76;65
ag340369-495064058;pr;a;l;0;30;;2;466;;;0;0;1;0;NS;;43.23085;0.06272;0;;;1.0;;0;NS;;1.0;;;;;;;;Électrique;;;m;n;;a;2025-10;65440;0403;654400403;H;H;6544001;65501;76;65
ifsp6a-1669634;pr;a;l;2;18;;1;395;;;0;0;1;0;E;238;43.22917;0.06988;0;3.0;;1.0;;Ouest;B;2005.0;1.0;;;True;;False;;;Électrique;;Individuel;a;n;;a;2025-10;65440;0403;654400403;H;H;6544001;65501;76;65
lamy-38-FL0846999;pr;m;l;0;99;;6;990;;;0;0;0;0;C;171;43.23935;0.05997;0;;;;False;0;A;;;;;False;;;;;;;;a;n;;m;2025-10;65440;0102;654400102;H;H;6544001;65501;76;65
century-21-202_3447_3556;pr;m;l;0;169;;6;1300;;;0;0;1;1;D;210;43.22892;0.1007;0;;;1.0;;0;D;;2.0;0.0;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2025-10;65417;0000;654170000;Z;Z;6541700;65501;76;65
apimo-86344080;pr;m;l;0;115;;5;1250;;;0;0;0;0;C;162;43.19739;0.11555;0;1.0;;;;0;A;;;;;;;;;;Électrique;Radiateur;;a;n;20.0;m;2025-10;65062;0000;650620000;Z;Z;6506200;65501;76;65
netty-squarehabitatpg-appt-8973;pr;a;l;1;107;;4;880;;;0;0;1;0;D;178;43.06385;0.14843;0;3.0;;;False;Sud;D;1900.0;;1.0;;;;False;;;Gaz;;Individuel;a;n;13.0;a;2025-10;65059;0101;650590101;H;H;6505901;65301;76;65
netty-company51115pel-appt-2955;pr;a;l;1;56;;3;710;;;0;0;1;0;C;133;43.06615;0.14864;0;3.0;;;False;0;A;;;;;;;False;;;Électrique;;Individuel;a;n;;a;2025-10;65059;0102;650590102;H;H;6505901;65301;76;65
adapt-immo-650097491;pr;m;l;0;120;300.0;5;1020;;;0;0;1;1;D;162;43.2392;0.0035;0;;;;False;0;E;;2.0;;;;;;;;Gaz;;;a;n;;m;2025-10;65226;0000;652260000;Z;Z;6522600;65000;76;65
hektor-agencepalaispau64000-17215;pr;m;l;0;169;1260.0;6;1200;;;0;0;1;1;D;220;43.20267;0.07804;0;2.0;;;;0;D;1965.0;2.0;;;;;;;;Gaz;;Individuel;a;n;13.0;m;2025-10;65251;0000;652510000;Z;Z;6525100;65501;76;65
netty-company50621xlo-appt-2194;pr;a;l;0;88;;4;725;;;0;1;1;2;C;151;43.56164;-0.07098;0;;;1.0;False;0;A;;3.0;;;;;False;;;Électrique;;Individuel;a;n;5.0;a;2025-10;65296;0000;652960000;Z;Z;6529600;65000;76;65
netty-company50621xlo-appt-2190;pr;a;l;0;59;;2;500;;;0;0;1;0;D;219;43.54953;-0.06229;0;2.0;;;False;0;B;;;1.0;;;;False;;;Électrique;;Individuel;a;n;;a;2025-10;65296;0000;652960000;Z;Z;6529600;65000;76;65
century-21-202_2518_16913;pr;m;l;0;75;;1;800;;;0;0;1;0;C;133;42.96628;0.61795;0;;;0.0;;0;A;;1.0;0.0;;;;;;;Électrique, Bois;Cheminée, Climatisation révérsible;Individuel;a;n;6.0;m;2025-10;65427;0000;654270000;Z;Z;6542700;65000;76;65
century-21-202_3011_17988;pr;m;l;0;127;1943.0;5;1135;;;0;0;0;1;C;156;43.19042;0.21801;0;;;2.0;;0;A;2006.0;;0.0;;;;;;;Électrique;;;a;n;;m;2025-10;65101;0000;651010000;Z;Z;6510100;65000;76;65
century-21-202_3447_3520;pr;m;l;0;104;;4;1100;;;0;0;0;1;D;205;43.2312;0.0951;0;1.0;;0.0;;0;B;2008.0;;0.0;;;;;;;Électrique;Radiateur;Individuel;a;n;22.0;m;2025-09;65417;0000;654170000;Z;Z;6541700;65501;76;65
apimo-86265844;pr;a;l;0;72;;4;800;;;0;0;0;0;D;221;43.22503;0.10187;0;;;;;0;D;;;;;;;;;;Gaz;;Individuel, Central;a;n;15.0;a;2025-09;65417;0000;654170000;Z;Z;6541700;65501;76;65
century-21-202_3011_18011;pr;a;l;1;30;;2;423;;;0;0;1;0;E;290;43.12407;0.3884;0;2.0;;0.0;;0;B;;1.0;0.0;;False;;False;;;Électrique;;Individuel;a;n;34.0;a;2025-09;65258;0101;652580101;H;H;6525801;65202;76;65
century-21-202_3011_18019;pr;a;l;2;108;;4;613;;;0;0;0;1;D;159;43.12307;0.38621;0;;;2.0;;0;D;1960.0;;0.0;;True;;False;;;Gaz;;Individuel;a;n;34.0;a;2025-09;65258;0101;652580101;H;H;6525801;65202;76;65
century-21-202_3011_18012;pr;a;l;0;56;;3;556;;;0;0;0;1;D;208;43.11631;0.38684;0;3.0;;0.0;;0;B;2008.0;1.0;1.0;;True;;False;;;Électrique;;Individuel;a;n;41.0;a;2025-09;65258;0102;652580102;H;H;6525801;65202;76;65
seiitra-elyade_bi-14583;pr;a;l;1;54;;3;495;;;0;1;1;1;D;172;43.11523;0.39023;0;;;2.0;;0;B;1901.0;;;;;6.0;False;;;Électrique;Radiateur;Individuel;a;n;20.0;a;2025-09;65258;0102;652580102;H;H;6525801;65202;76;65
adapt-immo-65007133544;pr;a;l;0;54;;3;580;;;0;1;1;0;C;128;43.11635;0.39097;0;;;;False;0;C;;1.0;;;;;False;;;;;Individuel;a;n;27.0;a;2025-09;65258;0102;652580102;H;H;6525801;65202;76;65
century-21-202_3011_17972;pr;a;l;0;38;;2;425;;;0;0;0;1;D;192;43.11475;0.39106;0;2.0;;0.0;;0;A;;1.0;0.0;;False;;False;;;;;;a;n;;a;2025-09;65258;0102;652580102;H;H;6525801;65202;76;65
hektor-immoeuropeenne-lourdes-16291;pr;a;l;2;74;;4;620;;;0;2;1;0;D;216;43.0883;-0.04562;0;5.0;;;True;Nord-Sud;D;1964.0;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;20.0;a;2025-09;65286;0101;652860101;H;H;6528601;65302;76;65
hektor-immoeuropeenne-lourdes-16253;pr;a;l;1;27;;1;400;;;0;0;1;0;D;235;43.09717;-0.04827;0;4.0;;;False;Est;B;;;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-09;65286;0102;652860102;H;H;6528601;65302;76;65
netty-squarehabitatpg-appt-8905;pr;a;l;0;31;;1;410;;;0;0;0;0;E;306;43.09409;-0.0465;0;;;;;0;B;;;1.0;;;;True;;;;;;a;n;27.0;a;2025-09;65286;0102;652860102;H;H;6528601;65302;76;65
hektor-immoeuropeenne-lourdes-16049;pr;a;l;3;44;;2;450;;;0;0;1;0;E;263;43.09649;-0.04848;0;;;;False;Ouest;E;;1.0;;;;;True;;;;;;a;n;13.0;a;2025-09;65286;0102;652860102;H;H;6528601;65302;76;65
netty-squarehabitatpg-appt-8429;pr;a;l;0;41;;2;550;;;0;1;0;1;C;117;43.09409;-0.0465;0;;;1.0;;0;A;;1.0;;;;;;;;;;;a;n;34.0;a;2025-09;65286;0102;652860102;H;H;6528601;65302;76;65
netty-squarehabitatpg-appt-6032;pr;a;l;0;88;;3;550;;;0;0;1;0;E;282;43.09409;-0.0465;0;;;;;0;E;;;1.0;;;;;;;Gaz;;Individuel;a;n;20.0;a;2025-09;65286;0102;652860102;H;H;6528601;65302;76;65
century-21-202_3258_23592;pr;a;l;3;73;;3;750;;;0;0;0;1;C;136;43.23056;0.08054;0;4.0;;0.0;;0;C;;;0.0;;False;;False;;;Gaz;Radiateur;Individuel;a;n;41.0;a;2025-09;65440;0205;654400205;H;H;6544001;65501;76;65
laforet-immo-facile-52283664;pr;a;l;0;44;;2;620;;;0;0;1;0;D;227;43.2318;0.07601;0;3.0;;;False;Ouest;B;;1.0;;;True;;False;;;;Pompe à chaleur;Individuel;a;n;;a;2025-09;65440;0205;654400205;H;H;6544001;65501;76;65
adapt-immo-650097459;pr;a;l;2;85;;3;930;;;0;0;1;0;C;122;43.23284;0.04864;0;4.0;;;False;0;A;;1.0;;;;;True;;;Électrique;;;a;n;41.0;a;2025-09;65440;0601;654400601;A;H;6544001;65501;76;65
apimo-86206409;pr;a;l;0;28;;1;410;;;0;0;0;0;C;161;43.23929;0.07417;0;3.0;;;;0;A;;;;;True;;;;;Électrique;Convecteur;Individuel;a;n;7.0;a;2025-09;65440;0203;654400203;H;H;6544001;65501;76;65
stephane-plaza-4-5034627;pr;a;l;0;42;;2;590;;;0;0;1;0;C;161;43.23266;0.07271;0;5.0;;;;Ouest;A;;1.0;;;;;False;;;Électrique;;Individuel;a;n;20.0;a;2025-09;65440;0203;654400203;H;H;6544001;65501;76;65
apimo-85987984;pr;a;l;1;25;;2;480;;;0;0;0;0;D;247;43.23316;0.07478;0;4.0;;;;0;B;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;34.0;a;2025-09;65440;0203;654400203;H;H;6544001;65501;76;65
laforet-immo-facile-52301146;pr;m;l;0;91;100.0;4;1200;;;0;1;1;1;NS;;43.2207;0.07881;0;4.0;;2.0;False;Est-Ouest;VI;1995.0;3.0;1.0;;False;;;;;Gaz;Radiateur;Individuel;a;n;34.0;m;2025-09;65440;0302;654400302;H;H;6544001;65501;76;65
hektor-cabinet-le-syndic-tarbes-493;pr;a;l;0;61;;3;700;;;0;0;1;0;D;187;43.22154;0.07755;0;;;;False;0;D;1985.0;1.0;;;;;;;;Gaz;;Individuel;a;n;13.0;a;2025-09;65440;0302;654400302;H;H;6544001;65501;76;65
apimo-86253497;pr;a;l;0;42;;3;825;;;0;0;0;0;D;238;43.23307;0.08694;0;3.0;;;;Sud;B;;;;;True;;;;;Électrique;Convecteur;Individuel;a;n;;a;2025-09;65440;1101;654401101;H;H;6544001;65501;76;65
citya-immobilier-5023-GES03310032-97;pr;a;l;1;46;;2;554;;;0;0;0;0;D;205;43.23964;0.05424;0;;;0.0;;0;B;;;0.0;;;;True;;;;;;a;n;;a;2025-09;65440;0701;654400701;H;H;6544001;65501;76;65
hektor-TARBES22-14178;pr;a;l;2;60;;3;600;;;0;0;0;1;C;174;43.23669;0.05312;0;;;;True;0;D;1948.0;1.0;;;;;True;;;Gaz;;Individuel;a;n;34.0;a;2025-09;65440;0701;654400701;H;H;6544001;65501;76;65
hektor-TARBES22-16250;pr;a;l;1;120;;5;395;;;0;0;2;0;C;138;43.23467;0.07952;0;2.0;;;False;0;A;1948.0;2.0;1.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-09;65440;0204;654400204;H;H;6544001;65501;76;65
netty-squarehabitatpg-appt-2828;pr;a;l;2;36;;2;460;;;0;0;0;1;D;200;43.23286;0.0781;0;3.0;;;;0;A;;;;;;;;;;Électrique;;Individuel;a;n;7.0;a;2025-09;65440;0204;654400204;H;H;6544001;65501;76;65
netty-squarehabitatpg-appt-8762;pr;a;l;4;38;;2;480;;;0;1;0;1;D;228;43.23286;0.0781;0;7.0;;1.0;False;0;B;2006.0;;;;;;True;;;;;;a;n;;a;2025-09;65440;0204;654400204;H;H;6544001;65501;76;65
netty-company35607fbw-appt-55458;pr;a;l;5;76;;3;780;;;0;0;1;1;F;319;43.22581;0.05592;0;6.0;;;;0;F;1966.0;;;;;;True;;;;;;a;n;13.0;a;2025-09;65440;0402;654400402;H;H;6544001;65501;76;65
apimo-86220063;pr;m;l;0;90;541.0;5;950;;;0;0;0;0;C;174;43.23286;0.0781;0;1.0;;;;Sud;C;;;;;;;;;;Gaz, Bois;Poêle à Bois;Individuel;a;n;22.0;m;2025-09;65440;0204;654400204;H;H;6544001;65501;76;65
