idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
apimo-85607797;pr;m;v;0;355;;12;598000;;;0;0;0;0;C;164;44.92854;2.44331;0;;;;;Nord Sud Est Ouest;A;;;;;;;;;;Bois;Poêle à Bois;Individuel;a;n;;m;2025-02;15014;0101;150140101;H;H;1501401;15401;84;15;;;;;;;1684.51
entities-1046594-3281491;pr;m;v;0;143;2402.0;6;550300;;;0;0;0;0;A;;44.92776;2.44364;0;1.0;;;;0;;;;;;;;;;;;;;cm;o;;m;2025-02;15014;0101;150140101;H;H;1501401;15401;84;15;;;;6.67;5.0;0.021;3848.25
nestenn-1-99939109225;pr;a;v;0;130;;5;298000;;;0;0;0;2;C;174;44.92532;2.44482;Oui;4.0;;2.0;True;0;C;1996.0;2.0;1.0;;;;True;83.0;1432.0;Gaz;Radiateur;Individuel;a;n;14.0;a;2025-02;15014;0101;150140101;H;H;1501401;15401;84;15;6.52;6.0;0.034;7.36;14.0;0.039;2292.31
hektor-pmimmo-289;pr;a;v;10;68;;4;69900;;;0;0;1;0;D;200;44.92627;2.43593;Non;13.0;;1.0;True;0;D;;1.0;;;;;True;;;;;;a;n;14.0;a;2025-02;15014;0101;150140101;H;H;1501401;15401;84;15;7.27;27.0;0.085;7.45;100.0;0.087;1027.94
hektor-113_ericmey-105992;pr;a;v;1;78;;3;177400;;;0;2;1;0;D;157;44.91743;2.42841;Non;4.0;;;True;0;A;1900.0;1.0;;;;;;;;;Radiateur;Individuel;a;n;14.0;a;2025-02;15014;0106;150140106;H;H;1501401;15401;84;15;8.57;17.0;0.045;8.15;221.0;0.043;2274.36
immo-facile-57877658;pr;m;v;0;90;425.0;5;264000;;;0;0;0;1;D;246;44.90608;2.44882;Oui;1.0;;;;0;B;1997.0;1.0;1.0;;False;;;;;Électrique;;Individuel;a;n;;m;2025-02;15014;0110;150140110;A;H;1501401;15401;84;15;7.32;2.0;0.03;7.32;10.0;0.03;2933.33
hektor-pmimmo-286;pr;m;v;0;160;622.0;7;325000;;;0;0;0;2;0;;44.91275;2.44825;Non;3.0;;;;Sud-Ouest;;1980.0;2.0;;;;;;;;;;Individuel;a;n;;m;2025-02;15014;0110;150140110;A;H;1501401;15401;84;15;;;;7.84;1.0;0.046;2031.25
hektor-pmimmo-180;pr;a;v;3;111;;5;256800;;;0;0;0;0;D;196;44.91275;2.44825;Non;4.0;;2.0;True;Sud-Ouest;B;1950.0;;;;;;;;;;;;a;n;7.0;a;2025-02;15014;0110;150140110;A;H;1501401;15401;84;15;;;;7.36;14.0;0.038;2313.51
hektor-113_ericmey-106091;pr;a;v;1;70;;3;118800;;;0;0;1;0;D;229;44.91736;2.45796;Non;6.0;;;True;0;C;1970.0;1.0;;;;;True;;;;;;a;n;;a;2025-02;15014;0109;150140109;D;H;1501401;15401;84;15;7.4;16.0;0.052;8.15;221.0;0.058;1697.14
apimo-85601455;pr;a;v;0;33;;2;49500;;;0;0;0;0;0;;44.93052;2.42588;0;4.0;;;;0;;;;;;;;;;;Gaz;Radiateur;Individuel;m;n;;a;2025-02;15014;0109;150140109;D;H;1501401;15401;84;15;9.76;12.0;0.078;10.0;291.0;0.08;1500.0
hektor-benetaurillac-256;pr;a;v;3;77;;3;124200;;;0;1;0;1;D;209;44.91306;2.45042;Non;5.0;;1.0;False;Est;B;1981.0;1.0;;;;4.0;False;;;Électrique;Radiateur;Individuel;a;n;7.0;a;2025-02;15014;0109;150140109;D;H;1501401;15401;84;15;7.4;16.0;0.055;8.15;221.0;0.061;1612.99
safti-1-1422111;pr;a;v;7;49;;3;65000;;;0;0;0;1;C;140;44.9204;2.43715;Oui;13.0;;1.0;True;0;C;1960.0;1.0;;;True;;True;240.0;1800.0;Gaz;Radiateur;Collectif;m;n;;a;2025-02;15014;0104;150140104;H;H;1501401;15401;84;15;9.1;30.0;0.082;8.15;221.0;0.074;1326.53
immo-facile-57936230;pr;a;v;4;53;;3;86500;;;0;0;1;0;D;198;44.92439;2.44651;Non;9.0;;1.0;True;0;C;1963.0;1.0;;;False;;True;113.0;1718.64;;Radiateur;Collectif;a;n;;a;2025-02;15014;0103;150140103;H;H;1501401;15401;84;15;7.89;13.0;0.058;8.15;221.0;0.06;1632.08
immo-facile-57076297;pr;a;v;3;72;;4;99000;;;0;0;0;1;D;213;44.90743;2.42909;Non;5.0;;;True;0;D;1960.0;1.0;;;False;;False;44.0;960.0;Gaz;Radiateur;Individuel;a;n;7.0;a;2025-02;15014;0112;150140112;H;H;1501401;15401;84;15;8.62;2.0;0.075;7.45;100.0;0.065;1375.0
hektor-accord-4557;pr;m;v;0;70;200.0;4;91800;;;0;0;0;1;G;475;44.90504;2.43848;Oui;2.0;;;;0;G;1965.0;1.0;;;;;;;;;;;a;n;;m;2025-02;15014;0112;150140112;H;H;1501401;15401;84;15;;;;7.95;10.0;0.073;1311.43
safti-1-1410642;pr;m;v;0;174;10820.0;7;350000;;;0;0;0;1;F;382;45.32045;2.52254;Non;;;;False;0;C;1977.0;2.0;;;False;;;;;;;Individuel;m;n;;m;2025-02;15250;0000;152500000;Z;Z;1525000;15000;84;15;;;;;;;2011.49
safti-1-1426328;pr;m;v;0;100;775.0;4;179500;;;0;0;0;1;F;380;45.34573;2.53068;Non;;;;False;0;C;1980.0;1.0;;;False;;;;;;;;m;n;;m;2025-02;15250;0000;152500000;Z;Z;1525000;15000;84;15;5.68;1.0;0.038;5.68;1.0;0.038;1795.0
adapt-immo-12015363847;pr;m;v;0;127;607.0;6;115000;;;0;1;1;0;G;504;45.0124;2.47656;Non;3.0;;2.0;False;Sud-Est;G;1972.0;1.0;1.0;;;;;;;Fioul;;;a;n;8.0;m;2025-02;15118;0000;151180000;Z;Z;1511800;15000;84;15;;;;;;;905.51
hektor-benetaurillac-245;pr;m;v;0;125;1267.0;5;264100;;;0;0;1;0;E;307;44.90133;2.51282;Non;2.0;;2.0;;Sud-Ouest;B;2002.0;2.0;2.0;;;;;;;;;Individuel;a;n;8.0;m;2025-02;15255;0000;152550000;Z;Z;1525500;15000;84;15;8.42;1.0;0.048;8.42;1.0;0.048;2112.8
safti-1-1411526;pr;m;v;0;88;1160.0;4;88000;;;0;0;0;1;NS;;45.39458;2.55098;Non;;;;False;0;NS;1940.0;2.0;;;False;;;;;;;;m;n;;m;2025-02;15038;0000;150380000;Z;Z;1503800;15000;84;15;;;;;;;1000.0
transaxia-1-22888;pr;m;v;0;150;2100.0;4;233200;;;0;0;0;0;0;;45.11321;2.86801;0;;;;;0;;;;;;;;;;;;;;m;n;;m;2025-02;15138;0000;151380000;Z;Z;1513800;15101;84;15;;;;;;;1554.67
nestenn-1-99939123600;pr;m;v;0;147;1015.0;6;266000;;;0;1;2;0;E;281;44.7805;2.34756;Oui;3.0;;2.0;True;0;E;1884.0;3.0;1.0;;;;;;;Fioul;Radiateur;Individuel;a;n;;m;2025-02;15117;0000;151170000;Z;Z;1511700;15000;84;15;;;;;;;1809.52
hektor-pmimmo-290;pr;m;v;0;93;446.0;5;177375;;;0;0;1;0;E;323;44.98523;2.44291;Non;4.0;;1.0;;0;F;;1.0;;;;;;;;Gaz;;Individuel;a;n;;m;2025-02;15083;0000;150830000;Z;Z;1508300;15000;84;15;6.65;1.0;0.042;6.65;1.0;0.042;1907.26
safti-1-1420748;pr;m;v;0;288;1170.0;2;55000;;;0;0;0;0;NS;;45.30055;2.58044;Non;;;;False;0;NS;1872.0;;;;False;;;;;;;;m;n;;m;2025-02;15124;0000;151240000;Z;Z;1512400;15000;84;15;;;;;;;190.97
hektor-immo19-725;pr;m;v;0;92;353.0;3;108000;;;0;0;1;0;0;;45.22475;2.2374;Oui;4.0;;;;0;;1845.0;1.0;1.0;;;;;;;;;Individuel;a;n;;m;2025-02;15036;0000;150360000;Z;Z;1503600;15000;84;15;;;;;;;1173.91
