idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
ag133675-372486898;pr;a;v;2;75;;4;40000;;;0;0;1;0;VI;;46.90109;5.01239;Non;2.0;;;False;0;;;1.0;;;;;False;5.0;360.0;;;;a;n;;a;2023-01;71566;0000;715660000;Z;Z;7156600;71104;27;71;5.61;11.0;0.126;5.61;11.0;0.126;533.33
ag710245-372906163;pr;m;v;0;157;110.0;7;139000;;;0;0;1;1;NS;;46.89598;5.02057;Oui;2.0;;1.0;False;Nord-Ouest;;;2.0;;;;;;;;;;;a;n;;m;2023-01;71566;0000;715660000;Z;Z;7156600;71104;27;71;;;;;;;885.35
ag710844-372985873;pr;m;v;0;156;4200.0;4;264000;;;0;0;0;1;G;551;46.76155;4.73363;Non;;;;True;Est-Ouest;E;;1.0;;;;;;;;Bois;;Individuel;a;n;;m;2023-01;71404;0000;714040000;Z;Z;7140400;71000;27;71;;;;;;;1692.31
ag340369-372884713;pr;m;v;0;177;1230.0;9;233200;;;0;0;2;0;F;414;46.7807;4.92483;Oui;;;3.0;;0;C;;2.0;;;;;;;;Électrique;;;m;n;;m;2023-01;71333;0000;713330000;Z;Z;7133300;71501;27;71;;;;;;;1317.51
ag340369-369969733;pr;m;v;0;222;836.0;7;395000;;;0;0;1;1;C;67;46.78378;4.91768;Non;;;0.0;;0;C;;2.0;;;;;;;;Gaz;;;m;n;;m;2023-01;71333;0000;713330000;Z;Z;7133300;71501;27;71;;;;;;;1779.28
ag340369-361595098;pr;m;v;0;82;313.0;4;87200;;;0;0;0;1;F;321;46.78397;4.92079;Non;;;1.0;;0;F;;1.0;;;;;;;;Fioul;;;m;n;;m;2023-01;71333;0000;713330000;Z;Z;7133300;71501;27;71;;;;;;;1063.41
ag710848-372784045;pr;m;v;0;180;1880.0;6;203000;;;0;0;1;1;C;136;46.62717;4.07618;Non;;;1.0;;0;E;;3.0;;;;;;;;;;Individuel;a;n;;m;2023-01;71565;0000;715650000;Z;Z;7156500;71000;27;71;;;;;;;1127.78
ag210898-373050343;pr;m;v;0;160;931.0;6;149000;;;0;0;1;0;F;391;46.90319;4.75503;Oui;;;;;sud-ouest;C;;1.0;;;;;;;;Électrique;;Individuel;a;n;;m;2023-01;71073;0101;710730101;H;H;7107301;00259;27;71;;;;;;;931.25
hektor-1_immo-gay-3363;pr;m;v;0;140;730.0;6;260000;;;0;0;2;0;F;360;46.90283;4.74543;Non;;;;True;Sud-Ouest;F;1900.0;2.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2023-01;71073;0102;710730102;H;H;7107301;00259;27;71;;;;;;;1857.14
safti-1-788183;pr;m;v;0;63;;4;55000;;;0;0;0;0;NS;;46.91069;4.75061;Oui;;;;False;0;NS;1900.0;2.0;;;False;;;;;;;;m;n;;m;2023-01;71073;0101;710730101;H;H;7107301;00259;27;71;;;;8.54;5.0;0.117;873.02
