idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
square-habitat-immo-facile-43255709;pr;m;l;0;77;260.0;3;680;;;0;0;0;1;D;212;47.26446;-0.64158;0;;;;;0;B;;2.0;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-12;49092;0304;490920304;H;H;4909201;49404;52;49
square-habitat-immo-facile-41396448;pr;m;l;0;94;150.0;4;990;;;0;0;0;1;A;50;47.44721;-0.47087;0;;;;False;Est;A;2018.0;2.0;1.0;;;;;;;Électrique;Sol;Individuel;a;n;;m;2025-12;49353;0104;493530104;H;H;4935301;49701;52;49
ladresse-1-adresse-9261438;pr;a;l;3;43;;2;596;;;0;1;1;0;D;194;47.44625;-0.46716;0;4.0;;1.0;True;0;B;2007.0;1.0;;;False;;True;;;Électrique;;Individuel;a;n;;a;2025-12;49353;0104;493530104;H;H;4935301;49701;52;49
iad-france-1965130;pr;m;l;0;100;300.0;4;565;;;0;0;0;0;D;228;47.44418;-0.49638;0;3.0;;;False;0;D;1910.0;;;;False;;;;;Gaz;;;m;n;;m;2025-12;49353;0102;493530102;H;H;4935301;49701;52;49
ag752345-503196512;pr;a;l;1;40;;2;680;;;0;0;1;0;A;37;47.44229;-0.5024;0;;;1.0;;Sud;B;;;;;True;;True;;;Gaz;;Collectif;m;n;;a;2025-12;49353;0102;493530102;H;H;4935301;49701;52;49
immo-facile-59626902;pr;a;l;0;38;;2;700;;;0;0;0;0;D;156;47.44191;-0.48362;0;;;;;0;D;;;;;;;;;;;;;a;n;;a;2025-12;49353;0110;493530110;H;H;4935301;49701;52;49
ladresse-1-adresse-9258778;pr;a;l;0;51;;3;420;;;0;0;0;1;E;288;47.63793;-0.85873;0;3.0;;;;0;B;1948.0;1.0;;;;;False;;;Électrique;;Individuel;a;n;8.0;a;2025-12;49331;0201;493310201;H;H;4933101;49310;52;49
square-habitat-immo-facile-42175281;pr;a;l;2;63;;3;685;;;0;0;1;0;D;197;47.68108;-0.86896;0;3.0;;1.0;True;0;B;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;49331;0104;493310104;H;H;4933101;49310;52;49
immo-facile-59605204;pr;a;l;0;39;;2;420;;;0;0;1;0;E;275;47.68011;-0.86899;0;3.0;;1.0;;0;B;;1.0;;;False;;;;;Électrique;;Individuel;a;n;;a;2025-12;49331;0104;493310104;H;H;4933101;49310;52;49
ladresse-1-adresse-14227532;pr;a;l;2;52;;2;550;;;0;1;0;1;D;198;47.69002;-0.88163;0;5.0;;;;0;C;1948.0;1.0;;;;;False;;;Gaz;Radiateur;Collectif;a;n;;a;2025-12;49331;0105;493310105;H;H;4933101;49310;52;49
