idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
legget-PRO1XWQS7Q3V;pr;m;v;0;96;1906.0;5;183600;;;0;0;0;2;VI;;46.01094;0.63699;Non;;;;;0;VI;;;;;;;;;;;;;a;n;;m;2023-04;16016;0000;160160000;Z;Z;1601600;16000;75;16;;;;;;;1912.5
legget-PRO877M2S1SH;pr;m;v;0;182;463.0;6;90000;;;0;0;0;1;D;199;46.01094;0.63699;Non;;;;;0;E;;;;;;;;;;;;;a;n;;m;2023-04;16016;0000;160160000;Z;Z;1601600;16000;75;16;;;;;;;494.51
legget-PRO3M9HN0V19;pr;m;v;0;244;956.0;11;214000;;;0;0;0;2;E;257;46.01094;0.63699;Non;;;;;0;F;;;;;;;;;;;;;a;n;13.0;m;2023-04;16016;0000;160160000;Z;Z;1601600;16000;75;16;;;;;;;877.05
legget-PRO3NG6Z1J1B;pr;m;v;0;305;5904.0;8;278200;;;0;0;0;2;D;174;46.01094;0.63699;Non;;;;;0;D;;;;;;;;;;;;;a;n;13.0;m;2023-04;16016;0000;160160000;Z;Z;1601600;16000;75;16;;;;;;;912.13
hektor-sovimoimmo-4481;pr;m;v;0;109;2996.0;5;156600;;;0;0;0;1;F;344;46.00372;0.65423;Oui;1.0;;;;Nord-Ouest;G;1958.0;2.0;;;;;;;;Fioul;;;a;n;;m;2023-04;16016;0000;160160000;Z;Z;1601600;16000;75;16;;;;;;;1436.7
ag340369-383097488;pr;m;v;0;110;885.0;5;119900;;;0;0;1;0;G;336;45.89256;0.46359;Non;;;0.0;;0;G;;1.0;;;;;;;;Bois, Fioul;Cheminée;;m;n;;m;2023-04;16308;0000;163080000;Z;Z;1630800;16000;75;16;;;;;;;1090.0
legget-PROY6BHRA3ZD;pr;m;v;0;293;3074.0;8;328600;;;0;0;0;2;E;260;45.90037;0.46929;Non;;;;;0;B;;;;;;;;;;;;;a;n;13.0;m;2023-04;16308;0000;163080000;Z;Z;1630800;16000;75;16;;;;;;;1121.5
iad-france-1316388;pr;m;v;0;56;50.0;3;13000;;;0;0;0;0;NS;;45.89602;0.46222;Oui;2.0;;;False;0;NS;1900.0;;;;False;;;;;;;;m;n;;m;2023-04;16308;0000;163080000;Z;Z;1630800;16000;75;16;;;;;;;232.14
ag160141-380815957;pr;m;v;0;168;1881.0;6;186000;;;0;0;1;0;NS;308;45.89441;0.46509;Non;;;1.0;;0;;;3.0;;;;;;;;Bois;;;a;n;22.0;m;2023-04;16308;0000;163080000;Z;Z;1630800;16000;75;16;;;;;;;1107.14
legget-PRO38M6FCAPZ;pr;m;v;0;103;727.0;5;183000;;;0;0;0;1;F;341;45.6437;0.21544;Non;;;;;0;E;;;;;;;;;;;;;a;n;;m;2023-04;16374;0101;163740101;A;A;1637401;16601;75;16;7.94;2.0;0.054;7.46;10.0;0.05;1776.7
adapt-immo-1600616436;pr;m;v;0;105;206.0;6;164850;;;0;0;1;0;C;96;45.63586;0.18752;Non;2.0;;;False;0;D;1920.0;;;;;;;;;Gaz;;;a;n;20.0;m;2023-04;16374;0101;163740101;A;A;1637401;16601;75;16;;;;7.54;7.0;0.058;1570.0
hektor-abitheachar-89265;pr;m;v;0;100;1200.0;4;273000;;;0;0;1;1;C;132;45.71457;0.20505;Non;;;;;0;A;2013.0;1.0;1.0;;;;;;;;;Individuel;a;n;;m;2023-04;16078;0000;160780000;Z;Z;1607800;16000;75;16;8.74;5.0;0.038;8.74;5.0;0.038;2730.0
legget-PRO1Y1BZ4V1Q;pr;m;v;0;227;650.0;9;349800;;;0;0;0;2;C;116;45.70946;0.18986;Non;;;;;0;A;;;;;;;;;;;;;a;n;;m;2023-04;16078;0000;160780000;Z;Z;1607800;16000;75;16;;;;;;;1540.97
hektor-pierrescharente-2774;pr;m;v;0;300;2298.0;7;542000;;;0;0;1;3;C;132;45.70924;0.18269;Non;2.0;;1.0;;Sud-Ouest;C;1900.0;4.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;13.0;m;2023-04;16078;0000;160780000;Z;Z;1607800;16000;75;16;;;;;;;1806.67
safti-1-873639;pr;m;v;0;125;347.0;4;169000;;;0;0;0;1;D;216;45.70369;0.23277;Oui;;;;False;0;D;1870.0;1.0;;;False;;;;;Gaz;;Individuel;m;n;;m;2023-04;16078;0000;160780000;Z;Z;1607800;16000;75;16;8.74;5.0;0.078;8.74;5.0;0.078;1352.0
ag440414-383548091;pr;m;v;0;109;525.0;5;171800;;;0;0;0;0;C;155;45.71457;0.20505;Non;1.0;;;;Est-Ouest;C;;;;;False;;;;;;;;m;n;;m;2023-04;16078;0000;160780000;Z;Z;1607800;16000;75;16;6.44;4.0;0.049;6.44;4.0;0.049;1576.15
legget-PRO1ZBCF202K;pr;m;v;0;218;2615.0;7;310300;;;0;0;0;2;NS;;45.89384;0.19863;Oui;;;;;0;NS;;;;;;;;;;;;;a;n;13.0;m;2023-04;16140;0000;161400000;Z;Z;1614000;16000;75;16;;;;;;;1423.39
ag160617-383420489;pr;m;v;0;103;8823.0;6;136250;;;0;0;1;2;NS;532;45.23494;0.10045;Non;;;;;0;;;;;;;;;;;;;;a;n;;m;2023-04;16130;0000;161300000;Z;Z;1613000;16000;75;16;;;;;;;1322.82
hektor-ag160294-1651;pr;m;v;0;187;1500.0;5;420000;;;0;0;2;0;C;167;45.67417;0.11236;Oui;;;;;Nord-Sud;A;2003.0;2.0;2.0;;;;;;;Électrique;Sol;Individuel;a;n;15.0;m;2023-04;16358;0103;163580103;H;H;1635801;16601;75;16;7.52;1.0;0.04;7.73;9.0;0.041;2245.99
legget-PRO34XBD9E3N;pr;m;v;0;175;2622.0;6;299500;;;0;0;0;2;B;86;45.40484;-0.12652;Oui;;;;;0;A;;;;;;;;;;;;;a;n;;m;2023-04;16105;0000;161050000;Z;Z;1610500;16000;75;16;;;;;;;1711.43
legget-PRO1GY16DXRA;pr;m;v;0;185;3900.0;6;350000;;;0;0;0;3;VI;;45.40627;-0.11975;Non;;;;;0;VI;;;;;;;;;;;;;a;n;;m;2023-04;16105;0000;161050000;Z;Z;1610500;16000;75;16;;;;;;;1891.89
legget-PRO29GHWW82H;pr;m;v;0;211;2815.0;6;339200;;;0;0;0;2;B;88;45.3058;0.2513;Non;;;;;0;D;;;;;;;;;;;;;a;n;15.0;m;2023-04;16350;0000;163500000;Z;Z;1635000;16000;75;16;;;;;;;1607.58
legget-PRO2G1FGKX3T;pr;m;v;0;180;3702.0;9;288900;;;0;0;0;1;VI;;45.30521;0.23493;Non;;;;;0;VI;;;;;;;;;;;;;a;n;;m;2023-04;16350;0000;163500000;Z;Z;1635000;16000;75;16;;;;;;;1605.0
legget-PRO2RPX2GS24;pr;m;v;0;98;45771.0;5;323300;;;0;0;0;1;G;558;45.30796;0.24561;Oui;;;;;0;C;;;;;;;;;;;;;a;n;;m;2023-04;16350;0000;163500000;Z;Z;1635000;16000;75;16;;;;;;;3298.98
safti-1-871464;pr;m;v;0;50;1900.0;3;66000;;;0;0;0;1;F;418;45.30981;0.26314;Non;;;2.0;False;0;C;;1.0;;;False;;;;;Électrique;;Individuel;m;n;15.0;m;2023-04;16350;0000;163500000;Z;Z;1635000;16000;75;16;7.79;1.0;0.071;7.79;1.0;0.071;1320.0
legget-PRONFW6NJ3QJ;pr;m;v;0;211;4668.0;7;349990;;;0;0;0;2;D;223;45.52368;-0.2395;Non;;;;;0;E;;;;;;;;;;;;;a;n;;m;2023-04;16176;0000;161760000;Z;Z;1617600;16000;75;16;;;;;;;1658.72
legget-PROAYZEP3TWP;pr;m;v;0;195;3700.0;7;381600;;;0;0;0;2;D;213;46.02064;0.22983;Non;;;;;0;B;;;;;;;;;;;;;a;n;;m;2023-04;16104;0000;161040000;Z;Z;1610400;16106;75;16;;;;;;;1956.92
legget-PRO2QE04YJ30;pr;m;v;0;146;45140.0;7;214000;;;0;0;0;2;D;188;46.02064;0.22983;Non;;;;;0;E;;;;;;;;;;;;;a;n;;m;2023-04;16104;0000;161040000;Z;Z;1610400;16106;75;16;;;;;;;1465.75
legget-PROBA6G4YS5J;pr;m;v;0;220;30000.0;8;413400;;;0;0;0;2;D;249;45.47719;0.32105;Non;;;;;0;B;;;;;;;;;;;;;a;n;;m;2023-04;16047;0000;160470000;Z;Z;1604700;16000;75;16;;;;;;;1879.09
legget-PRO81FY16P1J;pr;m;v;0;235;944.0;7;265000;;;0;0;0;2;C;129;45.47719;0.32105;Non;;;;;0;C;;;;;;;;;;;;;a;n;;m;2023-04;16047;0000;160470000;Z;Z;1604700;16000;75;16;;;;;;;1127.66
hektor-SAINTANDRE2022-824;pr;m;v;0;281;2812.0;11;649950;;;0;0;2;1;C;130;45.68337;0.1376;Non;1.0;;;;0;C;1990.0;3.0;;;;;;;;Gaz;;;a;n;20.0;m;2023-04;16358;0102;163580102;H;H;1635801;16601;75;16;;;;;;;2312.99
safti-1-866201;pr;m;v;0;90;565.0;5;264900;;;0;0;0;1;A;41;45.68507;0.12244;Oui;;;2.0;False;0;A;2022.0;2.0;;;False;;;;;;;Individuel;m;n;;m;2023-04;16358;0102;163580102;H;H;1635801;16601;75;16;8.26;2.0;0.034;7.73;9.0;0.032;2943.33
legget-PRO2PSRECZ2N;pr;m;v;0;190;770.0;5;339000;;;0;0;0;2;NS;;45.71625;-0.04108;Oui;;;;;0;NS;;;;;;;;;;;;;a;n;;m;2023-04;16123;0000;161230000;Z;Z;1612300;16000;75;16;;;;;;;1784.21
ag160416-381059425;pr;m;v;0;190;770.0;5;339000;;;0;0;0;2;NS;;45.72282;-0.04234;Oui;;;;;0;;;;;;;;;;;;;;a;n;;m;2023-04;16123;0000;161230000;Z;Z;1612300;16000;75;16;;;;;;;1784.21
legget-PRO1Y7WB0T36;pr;m;v;0;148;226.0;6;60000;;;0;0;0;1;NS;;46.07641;0.77552;Non;;;;;0;NS;;;;;;;;;;;;;a;n;;m;2023-04;16065;0000;160650000;Z;Z;1606500;16000;75;16;;;;;;;405.41
legget-PROTE51SDJTY;pr;m;v;0;150;4793.0;6;214000;;;0;0;0;2;B;78;46.07066;0.77928;Oui;;;;;0;A;;;;;;;;;;;;;a;n;;m;2023-04;16065;0000;160650000;Z;Z;1606500;16000;75;16;;;;;;;1426.67
ag440414-381566281;pr;m;v;0;106;;4;48990;;;0;0;1;0;NS;;46.06095;0.77715;Non;;;;;0;;;;;;False;;;;;;;;m;n;;m;2023-04;16065;0000;160650000;Z;Z;1606500;16000;75;16;;;;;;;462.17
orpi-1-119019E2KNQK;pr;m;v;0;140;126.0;4;25500;;;0;0;0;1;NS;;46.06108;0.77395;Oui;1.0;;;False;0;VI;1900.0;;1.0;;;;;;;;;;a;n;;m;2023-04;16065;0000;160650000;Z;Z;1606500;16000;75;16;;;;;;;182.14
