idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
safti-1-1420888;pr;m;v;0;172;7140.0;5;169000;;;0;0;0;0;D;182;47.38212;3.02045;Non;;;;False;0;A;1890.0;2.0;;;False;;;;;;;;m;n;;m;2025-02;58213;0000;582130000;Z;Z;5821300;58000;27;58;;;;;;;982.56
hektor-5_conceptimmo-1356;pr;m;v;0;124;519.0;6;147000;;;0;0;1;0;F;399;47.39204;3.02605;Oui;2.0;;;;0;C;;2.0;;;;;;;;;;;m;n;;m;2025-02;58213;0000;582130000;Z;Z;5821300;58000;27;58;;;;;;;1185.48
ag440414-457671002;pr;m;v;0;86;154.0;4;68000;;;0;0;0;1;E;267;47.36698;3.58705;Oui;2.0;;;;0;B;;;;;False;;;;;;;;m;n;;m;2025-02;58286;0000;582860000;Z;Z;5828600;58000;27;58;;;;;;;790.7
ag340369-458101475;pr;m;v;0;128;2234.0;4;270000;;;0;0;1;0;F;366;47.36925;3.59724;Non;;;0.0;;0;C;;2.0;;;;;;;;;;;m;n;;m;2025-02;58286;0000;582860000;Z;Z;5828600;58000;27;58;;;;;;;2109.38
hektor-immospid93470-1192;pr;m;v;0;124;4411.0;4;109000;;;0;0;1;0;G;523;47.20077;3.06143;Non;;;4.0;;0;G;1880.0;1.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;;m;2025-02;58302;0000;583020000;Z;Z;5830200;58000;27;58;;;;;;;879.03
ag580329-457194242;pr;m;v;0;240;1000.0;7;69500;;;0;0;0;1;E;324;47.28852;3.21819;Non;;;3.0;;0;E;;1.0;;;;;;;;;;;a;n;;m;2025-02;58064;0000;580640000;Z;Z;5806400;58000;27;58;;;;;;;289.58
iad-france-1748910;pr;m;v;0;122;964.0;5;118300;;;0;0;0;0;E;268;47.2736;3.22462;Non;3.0;;;False;0;B;1900.0;;;;False;;;;;Électrique;;;m;n;;m;2025-02;58064;0000;580640000;Z;Z;5806400;58000;27;58;;;;;;;969.67
hektor-22_conceptimmo-1349;pr;m;v;0;75;1125.0;5;99000;;;0;0;2;0;F;419;47.40319;2.93534;Oui;2.0;;;True;0;G;1964.0;2.0;1.0;;;;;;;Fioul;;;m;n;;m;2025-02;58086;0102;580860102;H;H;5808601;58301;27;58;7.83;3.0;0.071;7.39;5.0;0.067;1320.0
safti-1-1421365;pr;m;v;0;180;1732.0;7;189900;;;0;0;0;2;D;237;47.42151;2.9423;Non;;;;True;0;B;1985.0;2.0;;;False;;;;;Électrique;;Individuel;m;n;;m;2025-02;58086;0105;580860105;H;H;5808601;58301;27;58;;;;5.14;2.0;0.059;1055.0
ag580329-456080513;pr;m;v;0;180;1770.0;7;189900;;;0;0;0;2;D;237;47.41156;2.92739;Non;;;3.0;;0;B;;2.0;;;;;;;;;;;a;n;14.0;m;2025-02;58086;0101;580860101;H;H;5808601;58301;27;58;5.93;1.0;0.067;5.14;2.0;0.059;1055.0
