idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
hektor-cuerimmo-10067;pr;a;v;2;35;;2;94000;;;0;0;1;0;NS;;44.93102;4.90215;Oui;3.0;;;False;Nord-Sud;NS;;1.0;;;;;False;13.0;200.0;Électrique;Radiateur;Individuel;a;n;8.0;a;2022-07;26362;0303;263620303;H;A;2636201;00651;84;26;11.06;56.0;0.049;11.4;546.0;0.051;2685.71
rodacom-5067398;pr;m;v;0;155;37000.0;7;315000;;;0;0;0;1;VI;;45.15653;5.0827;Oui;;;;False;Sud-Ouest;VI;1900.0;;;;;;;;;;;Individuel;a;n;;m;2022-07;26068;0000;260680000;Z;Z;2606800;26000;84;26;;;;;;;2032.26
immo-facile-49884756;pr;m;v;0;101;412.0;5;345000;;;0;0;0;1;B;99;44.91968;4.88174;Oui;;;2.0;False;0;A;2009.0;1.0;1.0;;False;;;;;Gaz;Radiateur;Individuel;a;n;;m;2022-07;26362;0502;263620502;H;A;2636201;00651;84;26;;;;8.6;21.0;0.03;3415.84
hektor-demaisonpierre-13874;pr;a;v;3;73;;3;270000;;;0;0;1;0;A;29.3;44.93169;4.90772;Non;10.0;;;;Est;A;2017.0;1.0;1.0;;;;True;74.0;1139.83;;Sol;Collectif;a;n;;a;2022-07;26362;0302;263620302;H;A;2636201;00651;84;26;10.51;39.0;0.034;9.93;586.0;0.032;3698.63
hektor-5_korine-16843;pr;a;v;5;120;;4;490000;;;0;0;1;1;NS;;44.93351;4.90505;Non;5.0;;;False;Sud-Ouest;NS;2021.0;1.0;1.0;;;;True;8.0;;;Sol;Individuel;a;n;;a;2022-07;26362;0302;263620302;H;A;2636201;00651;84;26;9.48;12.0;0.028;8.93;240.0;0.026;4083.33
hektor-demaisonpierre-13802;pr;a;v;6;99;;3;650000;;;0;1;1;1;A;47;44.925;4.88649;Oui;6.0;;;False;Est-Ouest;B;2013.0;1.0;1.0;;;8.0;True;46.0;2443.04;;Sol;Collectif;a;n;;a;2022-07;26362;0502;263620502;H;A;2636201;00651;84;26;10.53;64.0;0.019;9.93;586.0;0.018;6565.66
guy-hoquet-immo-facile-2007608;pr;a;v;0;59;;2;145161;;;0;0;0;1;E;268;44.92303;4.88455;Oui;7.0;;1.0;True;0;F;1968.0;1.0;;;;;True;98.0;2040.0;Gaz;;Collectif;a;n;;a;2022-07;26362;0502;263620502;H;A;2636201;00651;84;26;12.0;50.0;0.059;11.4;546.0;0.056;2460.36
apimo-7177462;pr;a;v;6;125;;3;499000;;;0;0;0;0;D;171;44.92439;4.88603;Oui;6.0;;1.0;;Est-Ouest;D;;;;;;;True;;2520.0;Gaz;Convecteur;Individuel;a;n;;a;2022-07;26362;0502;263620502;H;A;2636201;00651;84;26;10.53;64.0;0.032;9.93;586.0;0.03;3992.0
rodacom-4840061;pr;a;v;4;82;;4;159750;;;0;1;1;0;NS;;44.91588;4.87935;Non;4.0;;;True;Est-Ouest;NS;1965.0;1.0;;;;7.0;False;10.0;1244.0;Gaz;Radiateur;Individuel;a;n;;a;2022-07;26362;0502;263620502;H;A;2636201;00651;84;26;10.0;28.0;0.062;8.93;240.0;0.055;1948.17
hektor-5_korine-16956;pr;m;v;0;120;;5;460000;;;0;0;1;1;C;149;44.93105;4.9062;Non;2.0;;;False;Est-Ouest;A;2009.0;1.0;2.0;;;;;;;;;Individuel;a;n;;m;2022-07;26362;0302;263620302;H;A;2636201;00651;84;26;;;;8.6;21.0;0.027;3833.33
immo-facile-49704820;pr;a;vp;7;179;;6;835000;;;0;0;1;1;C;134;44.92962;4.89151;Non;7.0;;;True;0;A;1992.0;;1.0;;;;True;;2410.0;;;Individuel;a;n;;a;2022-07;26362;0104;263620104;H;A;2636201;00651;84;26;9.6;3.0;0.025;7.77;10.0;0.02;4664.8
orpi-1-112033E26QTL;pr;a;v;3;68;;3;159000;;;0;1;0;1;D;231;44.92561;4.90847;Oui;4.0;;;;0;D;;;0.0;;;;False;25.0;2289.0;;;Collectif, Individuel;a;n;;a;2022-07;26362;0304;263620304;H;A;2636201;00651;84;26;10.14;57.0;0.052;9.93;586.0;0.051;2338.24
immo-facile-50259306;pr;a;v;2;129;;5;430000;;;0;1;0;1;VI;;44.92995;4.88963;Non;2.0;;;True;0;VI;1900.0;2.0;;;True;;False;6.0;700.0;;;Individuel;a;n;;a;2022-07;26362;0104;263620104;H;A;2636201;00651;84;26;8.41;8.0;0.03;8.44;42.0;0.03;3333.33
hektor-410_iparticuliersadmin-14481;pr;a;v;0;100;;6;322400;;;0;0;2;0;D;175;44.9273;4.89346;Oui;;;;;0;D;2000.0;1.0;1.0;;;;True;15.0;1400.0;Gaz;;Individuel;m;n;;a;2022-07;26362;0104;263620104;H;A;2636201;00651;84;26;9.6;3.0;0.036;7.77;10.0;0.029;3224.0
hektor-PROVENCE-9116;pr;a;v;0;100;;4;245000;;;0;0;1;0;A;45;44.92909;4.88982;Non;5.0;;;False;0;B;2021.0;2.0;1.0;;;;False;;;;;Individuel;a;n;;a;2022-07;26362;0104;263620104;H;A;2636201;00651;84;26;8.82;32.0;0.043;8.93;240.0;0.044;2450.0
hektor-452_iparticuliersadmin-16613;pr;a;v;3;90;;5;143700;;;0;2;0;1;D;183;44.92696;4.89877;Oui;7.0;;;True;0;E;;1.0;;;;3.0;True;35.0;1796.0;Gaz;;Individuel;m;n;;a;2022-07;26362;0303;263620303;H;A;2636201;00651;84;26;7.57;4.0;0.057;8.44;42.0;0.063;1596.67
immo-facile-99937959781;pr;a;v;0;119;;3;115000;;;0;1;1;0;VI;;44.92958;4.90094;Non;1.0;;;True;Nord-Sud;VI;1900.0;1.0;;;;;False;8.0;500.0;Électrique;Radiateur;Individuel;a;n;;a;2022-07;26362;0303;263620303;H;A;2636201;00651;84;26;9.65;45.0;0.12;9.93;586.0;0.123;966.39
laforet-immo-facile-21182893;pr;a;v;2;61;;3;156000;;;0;0;1;0;E;309;44.92435;4.89459;Non;2.0;;;True;0;E;1920.0;1.0;;;False;;False;16.0;1704.94;;Radiateur;Individuel;a;n;;a;2022-07;26362;0401;263620401;H;A;2636201;00651;84;26;9.62;19.0;0.045;9.93;586.0;0.047;2557.38
ag921790-348256785;pr;a;v;1;80;;3;250000;;;0;0;1;0;D;226;44.91975;4.89847;Oui;1.0;;2.0;False;Sud;D;;1.0;;;;;False;4.0;240.0;Gaz;Radiateur;;a;n;;a;2022-07;26362;0401;263620401;H;A;2636201;00651;84;26;9.62;19.0;0.037;9.93;586.0;0.038;3125.0
laforet-immo-facile-21148040;pr;a;v;2;63;;3;124000;;;0;1;1;0;D;183;44.92267;4.90486;Oui;4.0;;;True;0;D;1960.0;1.0;;;False;;False;153.0;1080.0;Gaz;Radiateur;Individuel;a;n;;a;2022-07;26362;0403;263620403;H;A;2636201;00651;84;26;10.29;25.0;0.063;9.93;586.0;0.061;1968.25
safti-1-732786;pr;a;v;0;63;;3;149000;;;0;0;0;0;NS;;44.92184;4.9031;Oui;;;;False;0;NS;1960.0;;;;False;;False;193.0;1079.0;;;;m;n;;a;2022-07;26362;0403;263620403;H;A;2636201;00651;84;26;10.29;25.0;0.052;9.93;586.0;0.05;2365.08
immo-facile-48546624;pr;m;v;0;120;;5;275000;;;0;0;2;1;B;104;44.93429;4.91008;Non;;;;False;0;A;2016.0;2.0;2.0;;False;;;;;;;Individuel;a;n;;m;2022-07;26362;0301;263620301;H;A;2636201;00651;84;26;10.4;1.0;0.054;8.6;21.0;0.045;2291.67
immo-facile-50260773;pr;a;v;0;120;;5;275000;;;0;0;2;1;B;104;44.93429;4.91008;Non;;;;False;0;A;2016.0;2.0;2.0;;False;;False;;;;;Individuel;a;n;;a;2022-07;26362;0301;263620301;H;A;2636201;00651;84;26;;;;8.44;42.0;0.044;2291.67
laforet-immo-facile-21183312;pr;m;v;0;118;555.0;4;358000;;;0;1;1;1;D;192;44.92013;4.90326;Non;1.0;;1.0;;0;C;1975.0;2.0;;;False;;;;;Gaz;Radiateur;Individuel;a;n;;m;2022-07;26362;0403;263620403;H;A;2636201;00651;84;26;;;;9.96;14.0;0.039;3033.9
immo-facile-99933072371;pr;m;v;0;146;297.0;6;546000;;;0;1;2;0;VI;;44.92433;4.90112;Non;2.0;;;True;Nord-Sud;VI;1920.0;2.0;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2022-07;26362;0403;263620403;H;A;2636201;00651;84;26;7.9;2.0;0.025;7.9;8.0;0.025;3739.73
hektor-demaisonpierre-13846;pr;a;v;2;29;;1;73000;;;0;0;0;1;D;195;44.9287;4.8963;Oui;4.0;;1.0;True;Sud;A;;1.0;;;;;True;93.0;534.98;Électrique;Radiateur;Individuel;a;n;;a;2022-07;26362;0303;263620303;H;A;2636201;00651;84;26;13.79;27.0;0.066;14.81;337.0;0.071;2517.24
hektor-cuerimmo-10035;pr;a;v;4;87;;4;199000;;;0;0;1;0;D;215;44.92923;4.89759;Non;7.0;;;True;Nord-Sud;D;;1.0;;;;;True;;1640.0;Gaz;Radiateur;Individuel;a;n;;a;2022-07;26362;0303;263620303;H;A;2636201;00651;84;26;8.52;13.0;0.045;8.93;240.0;0.047;2287.36
laforet-immo-facile-21135575;pr;a;v;1;90;;4;213000;;;0;1;0;1;D;202;44.9296;4.89922;Non;2.0;;;True;0;D;1965.0;1.0;;;False;;False;7.0;576.0;Gaz;Radiateur;Individuel;a;n;;a;2022-07;26362;0303;263620303;H;A;2636201;00651;84;26;8.52;13.0;0.043;8.93;240.0;0.045;2366.67
safti-1-728058;pr;a;vp;0;130;;5;359000;;;0;0;0;0;D;194;44.92281;4.91741;Oui;;;;False;0;B;1985.0;;;;False;;False;56.0;;;;;m;n;;a;2022-07;26362;0601;263620601;H;A;2636201;00651;84;26;8.24;1.0;0.036;8.44;42.0;0.037;2761.54
safti-1-734310;pr;m;v;0;175;250.0;7;375000;;;0;0;0;2;D;164;44.92276;4.91876;Oui;;;2.0;False;0;E;1964.0;2.0;;;False;;;12.0;235.0;Gaz;;Individuel;m;n;;m;2022-07;26362;0601;263620601;H;A;2636201;00651;84;26;;;;10.57;2.0;0.059;2142.86
rodacom-5085669;pr;m;v;0;166;1992.0;6;595000;;;0;0;0;0;0;;44.91993;4.91961;Oui;;;;True;Sud;;1984.0;;;;;;;;;Gaz;;Individuel;a;n;;m;2022-07;26362;0601;263620601;H;A;2636201;00651;84;26;;;;7.9;8.0;0.026;3584.34
hektor-cabinet-jlimmo-1122;pr;a;v;1;94;;5;211000;;;0;1;1;0;C;138;44.91115;4.90811;Non;4.0;;2.0;True;Nord-Est;D;1970.0;1.0;;;;;True;;;Gaz;Radiateur;Collectif;a;n;;a;2022-07;26362;0601;263620601;H;A;2636201;00651;84;26;8.24;1.0;0.044;8.44;42.0;0.045;2244.68
ag743273-349199676;pr;a;v;0;45;;3;147500;;;0;0;1;0;A;;44.93512;4.90555;Oui;2.0;;;;0;A;;1.0;;;;;;;;;;;a;n;;a;2022-07;26362;0202;263620202;H;A;2636201;00651;84;26;9.89;14.0;0.036;9.93;586.0;0.036;3277.78
apimo-7173493;pr;a;v;2;21;;1;40000;;;0;1;0;0;E;284;44.94442;4.92178;Oui;4.0;;;;0;C;;;;;True;;True;118.0;132.0;Électrique;Radiateur;Collectif;a;n;;a;2022-07;26362;0702;263620702;H;A;2636201;00651;84;26;15.2;6.0;0.096;14.81;337.0;0.093;1904.76
ag260045-349196520;pr;m;v;0;96;300.0;6;355000;;;0;0;1;1;E;243;44.91401;4.88955;Non;3.0;;1.0;;0;E;;3.0;;;;;;;;;;Individuel;a;n;;m;2022-07;26362;0602;263620602;H;A;2636201;00651;84;26;9.36;1.0;0.03;7.9;8.0;0.026;3697.92
ag921790-348955590;pr;m;v;0;96;354.0;4;355000;;;0;1;1;1;E;243;44.91564;4.89081;Oui;2.0;;;False;Ouest;E;;2.0;;;;;;;;;;;a;n;8.0;m;2022-07;26362;0602;263620602;H;A;2636201;00651;84;26;;;;9.96;14.0;0.032;3697.92
laforet-immo-facile-21173325;pr;a;v;8;80;;4;106000;;;0;2;0;1;D;;44.93742;4.92241;Oui;9.0;;;True;0;D;1972.0;1.0;;;False;;True;216.0;2626.1;Gaz;Radiateur;Collectif;a;n;;a;2022-07;26362;0701;263620701;H;A;2636201;00651;84;26;7.9;2.0;0.072;8.93;240.0;0.081;1325.0
immo-facile-99937930090;pr;a;v;0;220;;7;470000;;;0;0;2;0;D;161;44.93544;4.89461;Non;3.0;;;True;Est-Ouest;D;1900.0;2.0;1.0;;;;False;3.0;350.0;Gaz;Radiateur;Individuel;a;n;;a;2022-07;26362;0101;263620101;A;A;2636201;00651;84;26;;;;6.62;4.0;0.037;2136.36
