idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
hektor-FRAVALO-1590;pr;m;v;0;170;1600.0;7;618000;;;0;0;1;1;E;257.0;47.67376;-2.81804;Non;;;;;0;C;1970.0;2.0;;;;;;;;;;;a;n;;m;2021-12;56164;0000;561640000;Z;Z;5616400;56206;53;56;;;;;;;3635.29
ag560738-326007687;pr;a;v;2;46;;2;150500;;;0;1;0;0;C;177.0;47.65545;-2.86907;Oui;;;;False;0;A;;;;;;;False;120.0;473.88;Électrique;;;a;n;;a;2021-12;56164;0000;561640000;Z;Z;5616400;56206;53;56;10.0;29.0;0.037;10.0;29.0;0.037;3271.74
hektor-FRAVALO-1592;pr;a;v;2;48;;2;206000;;;0;1;1;0;0;;47.65085;-2.85335;Non;2.0;;1.0;;Sud-Ouest;;2005.0;1.0;1.0;;;;False;112.0;920.0;;;;a;n;;a;2021-12;56164;0000;561640000;Z;Z;5616400;56206;53;56;10.0;29.0;0.028;10.0;29.0;0.028;4291.67
ag561608-324828363;pr;m;v;0;190;6370.0;1;44800;;;0;0;0;0;NS;;47.87588;-3.01994;Non;;;;False;0;;;;;;;;;;;;;;a;n;;m;2021-12;56010;0000;560100000;Z;Z;5601000;56204;53;56;;;;;;;235.79
ag750949-324767736;pr;m;v;0;165;1914.0;8;337000;;;0;0;1;1;NS;;47.87355;-3.01976;Oui;1.0;;2.0;True;0;;;2.0;;;;;;;;Fioul;;;network;n;8.0;m;2021-12;56010;0000;560100000;Z;Z;5601000;56204;53;56;;;;;;;2042.42
ag561608-324828840;pr;m;v;0;150;3000.0;7;438900;;;0;0;2;0;C;115.0;47.87588;-3.01994;Non;;;;False;Sud;D;;2.0;;;;;;;;;;;a;n;;m;2021-12;56010;0000;560100000;Z;Z;5601000;56204;53;56;;;;;;;2926.0
adapt-immo-5600915006;pr;m;v;0;170;1600.0;7;618000;;;0;0;2;1;E;257;47.66216;-2.82378;Non;1.0;;2.0;True;0;C;1983.0;3.0;;;;;;;;;;;a;n;8.0;m;2021-12;56164;0000;561640000;Z;Z;5616400;56206;53;56;;;;;;;3635.29
ag561608-324608697;pr;m;v;0;115;675.0;5;198500;;;0;0;0;1;E;280.0;47.87588;-3.01994;Non;;;;False;0;F;;1.0;;;;;;;;;;;a;n;;m;2021-12;56010;0000;560100000;Z;Z;5601000;56204;53;56;6.18;2.0;0.043;6.18;2.0;0.043;1726.09
ag561608-324828885;pr;m;v;0;450;886.0;20;899900;;;0;0;0;9;NS;;47.87588;-3.01994;Non;;;;True;0;;;;;;;;;;;;;;a;n;;m;2021-12;56010;0000;560100000;Z;Z;5601000;56204;53;56;;;;;;;1999.78
ag561608-324828636;pr;m;v;0;88;1041.0;4;232875;;;0;0;1;0;VI;;47.87588;-3.01994;Non;;;;False;Sud;;;1.0;;;;;;;;;;;a;n;;m;2021-12;56010;0000;560100000;Z;Z;5601000;56204;53;56;7.53;1.0;0.034;7.53;1.0;0.034;2646.31
adapt-immo-5600416310;pr;m;v;0;161;3279.0;7;378000;;;0;0;1;1;D;142;47.84744;-3.36065;Oui;1.0;;;True;0;D;1976.0;2.0;;;;;;;;Fioul;;;a;n;;m;2021-12;56040;0000;560400000;Z;Z;5604000;56000;53;56;;;;;;;2347.83
ag060811-324748869;pr;m;v;0;125;761.0;7;249120;;;0;0;2;0;NS;;47.85895;-3.38177;Oui;;;2.0;;0;;;3.0;;;;;;;;;Pompe à chaleur;;m;n;;m;2021-12;56040;0000;560400000;Z;Z;5604000;56000;53;56;;;;;;;1992.96
guy-hoquet-immo-facile-5642883;pr;m;v;0;156;832.0;6;252000;;;0;0;1;1;D;217;47.72035;-2.4074;Non;1.0;;;True;0;E;;3.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2021-12;56171;0000;561710000;Z;Z;5617100;56000;53;56;;;;;;;1615.38
orpi-1-090914E253F3;pr;m;v;0;280;10207.0;15;569525;;;0;0;0;3;0;;47.69812;-2.36294;Non;;;7.0;;0;G;;;1.0;;;;;;;;;Individuel;a;n;;m;2021-12;56171;0000;561710000;Z;Z;5617100;56000;53;56;;;;;;;2034.02
orpi-1-090914E256MB;pr;m;v;0;60;;2;164300;;;0;0;0;0;0;;47.69618;-2.3632;Oui;;;;;0;G;;;0.0;;;;;;;;;;a;n;;m;2021-12;56171;0000;561710000;Z;Z;5617100;56000;53;56;;;;;;;2738.33
immo-facile-99937731895;pr;m;v;0;157;160.0;10;259700;;;0;0;2;0;C;170.0;47.92198;-2.82118;Oui;3.0;;;;0;A;;3.0;1.0;;False;;;;;Électrique;Radiateur;Individuel;a;n;;m;2021-12;56140;0000;561400000;Z;Z;5614000;56214;53;56;;;;;;;1654.14
ag750949-325666443;pr;m;v;0;160;1509.0;8;273900;;;0;0;1;1;D;160;48.06242;-2.70053;Non;1.0;;2.0;False;0;B;;2.0;;;;;;;;;;;network;n;;m;2021-12;56024;0000;560240000;Z;Z;5602400;56000;53;56;;;;;;;1711.88
century-21-202_3505_283;pr;a;v;0;39;;2;137800;;;0;0;1;0;D;216.0;47.65279;-2.73601;Oui;4.0;;2.0;;0;B;2008.0;1.0;1.0;;True;;True;53.0;142.51;Électrique;Radiateur;Individuel;a;n;;a;2021-12;56243;0102;562430102;H;H;5624301;56501;53;56;11.62;13.0;0.039;11.33;23.0;0.038;3533.33
era-453453;pr;a;v;0;56;;3;248135;;;0;0;0;0;C;;47.62132;-2.73216;Non;;;2.0;;0;A;;;;;;;;;;;;;a;n;;a;2021-12;56243;0101;562430101;H;H;5624301;56501;53;56;11.0;3.0;0.03;10.26;19.0;0.028;4430.98
hektor-pontivy-156992;pr;m;v;0;148;4464.0;6;155252;;;0;0;0;1;D;198;48.0779;-3.09077;Non;3.0;;4.0;True;0;C;;1.0;1.0;;;;;;;;;;a;n;;m;2021-12;56125;0000;561250000;Z;Z;5612500;56000;53;56;;;;;;;1049.0
