idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
ics-chr_CHAROLLOIS_loc-GES04950001-579;pr;a;l;0;32;;2;420;;;0;0;1;0;E;313;46.30864;4.92822;0;1.0;;0.0;;0;C;;;0.0;;;;False;;;;;Individuel;a;n;;a;2023-04;01026;0000;010260000;Z;Z;0102600;01000;84;01
laforet-immo-facile-21534282;pr;a;l;0;42;;2;420;;;0;0;0;0;E;326;46.31975;5.28421;0;2.0;;;;0;B;;;;;;;;;;Électrique;;Individuel;a;n;;a;2023-04;01038;0000;010380000;Z;Z;0103800;01000;84;01
immo-facile-99933703582;pr;a;l;0;68;;3;670;;;0;0;0;1;E;290;46.00551;5.36029;0;2.0;;;False;Est;E;1900.0;1.0;;;;;False;;;Fioul;Radiateur;;a;n;22.0;a;2023-04;01007;0000;010070000;Z;Z;0100700;01000;84;01
ag010039-381786760;pr;m;l;0;127;600.0;4;650;;;0;0;0;1;E;163;46.4297;5.09638;0;;;1.0;False;Nord-Ouest;E;;1.0;;;;;;;;;;;a;n;13.0;m;2023-04;01230;0000;012300000;Z;Z;0123000;01000;84;01
ag695197-382328821;pr;a;l;0;124;;5;893;;;0;0;1;2;VI;;45.94524;4.73148;0;2.0;;;;0;A;;;;;False;;False;;;Gaz;;Individuel;a;n;;a;2023-04;01339;0000;013390000;Z;Z;0133900;00758;84;01
hektor-17_ericmey-94570;pr;a;l;2;66;;3;610;;;0;0;1;0;D;197;46.00374;5.29012;0;2.0;;;False;0;B;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;8.0;a;2023-04;01314;0000;013140000;Z;Z;0131400;01000;84;01
ag010039-381550714;pr;m;l;0;115;;4;695;;;0;0;1;1;VI;;46.21246;5.11233;0;2.0;;1.0;False;Nord-Ouest;;;2.0;;;;;;;;;;;a;n;15.0;m;2023-04;01259;0000;012590000;Z;Z;0125900;01000;84;01
ag010039-382040488;pr;a;l;1;60;;3;465;;;0;0;0;1;VI;;46.40052;5.11096;0;;;;False;Nord-Ouest;;;1.0;;;;;;;;;;;a;n;15.0;a;2023-04;01367;0000;013670000;Z;Z;0136700;01000;84;01
century-21-202_1058_29500;pr;a;l;0;93;;4;901;;;0;0;1;1;C;138;46.01856;4.76282;0;0.0;;2.0;;0;D;;2.0;0.0;;False;;False;;;Gaz;;Individuel;a;n;;a;2023-04;01157;0000;011570000;Z;Z;0115700;00758;84;01
orpi-1-028929E2N4CX;pr;a;l;1;40;;2;550;;;0;0;1;0;D;172;45.94065;4.77589;0;2.0;;;False;0;A;;1.0;;;False;;False;;;Électrique;;Individuel;a;n;;a;2023-04;01427;0102;014270102;H;H;0142701;00758;84;01
