idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
century-21-202_147_11116;pr;m;v;0;185;921.0;5;189000;;;0;0;1;1;E;224;47.89405;5.93077;Oui;;;2.0;;0;E;1900.0;2.0;0.0;;;;;;;Fioul;;Central;a;n;;m;2025-11;70554;0000;705540000;Z;Z;7055400;70000;27;70;;;;;;;1021.62
safti-1-1553689;pr;m;v;0;233;946.0;6;111000;;;0;0;0;1;E;259;47.97081;6.03387;Oui;;;;False;0;D;1948.0;1.0;;;False;;;;;;;Individuel;m;n;;m;2025-11;70404;0000;704040000;Z;Z;7040400;70000;27;70;;;;;;;476.39
ag440414-496242473;pr;m;v;0;70;348.0;5;22000;;;0;1;0;1;NS;;47.99004;6.05658;Oui;;;;;0;NS;;1.0;;;False;;;;;;;;m;n;;m;2025-11;70404;0000;704040000;Z;Z;7040400;70000;27;70;3.38;1.0;0.129;3.38;1.0;0.129;314.29
hektor-girardi-belfort-3112;pr;m;v;0;103;709.0;5;307000;;;0;0;1;0;B;90;47.62843;6.7806;Oui;2.0;;2.0;;0;A;2024.0;1.0;;;;;;;;;Sol;Individuel;a;n;;m;2025-11;70117;0000;701170000;Z;Z;7011700;00555;27;70;9.8;3.0;0.039;9.8;3.0;0.039;2980.58
ag060811-495848837;pr;a;v;1;119;;3;90000;;;0;0;1;0;D;158;47.44635;5.59122;Oui;3.0;;1.0;;Nord;D;;1.0;;;;;;6.0;;Gaz;;;m;n;;a;2025-11;70279;0103;702790103;H;H;7027901;70301;27;70;;;;5.6;11.0;0.089;756.3
safti-1-1512857;pr;a;v;0;80;;3;99000;;;0;0;0;1;D;214;47.4601;5.59139;Non;;;;False;0;B;1960.0;1.0;;;False;;False;9.0;892.0;;;Individuel;m;n;;a;2025-11;70026;0000;700260000;Z;Z;7002600;70301;27;70;5.97;1.0;0.058;5.97;1.0;0.058;1237.5
ag440414-496346765;pr;m;v;0;121;1706.0;5;199000;;;0;0;0;1;E;279;47.59385;6.72507;Oui;;;;True;0;E;;1.0;;;False;;;;;Fioul;;Individuel;m;n;;m;2025-11;70184;0000;701840000;Z;Z;7018400;70000;27;70;;;;;;;1644.63
ag440414-496621055;pr;a;v;0;91;;4;99900;;;0;0;0;0;D;205;47.58665;6.73128;Non;;;;;0;B;;;;;False;;False;;;;;;m;n;;a;2025-11;70184;0000;701840000;Z;Z;7018400;70000;27;70;;;;;;;1097.8
safti-1-1555179;pr;m;v;0;127;983.0;5;266000;;;0;0;0;2;A;49;47.68014;6.49221;Non;1.0;;3.0;False;0;A;2024.0;2.0;;;False;;;;;;;Individuel;m;n;;m;2025-11;70310;0103;703100103;H;H;7031001;70302;27;70;;;;;;;2094.49
ag440414-496377572;pr;m;v;0;138;1328.0;5;187800;;;0;0;0;1;E;225;47.51671;6.54309;Oui;;;;True;0;E;;1.0;;;False;;;;;;;Individuel;m;n;;m;2025-11;70180;0000;701800000;Z;Z;7018000;70000;27;70;;;;;;;1360.87
century-21-202_147_10760;pr;m;v;0;148;530.0;5;69500;;;0;0;0;1;F;358;47.6859;6.04106;Non;;;1.0;;0;E;;2.0;0.0;;;;;;;Gaz, Bois;;;a;n;;m;2025-11;70421;0000;704210000;Z;Z;7042100;70102;27;70;8.5;1.0;0.217;8.5;1.0;0.217;469.59
iad-france-1937412;pr;m;v;0;142;7439.0;5;148000;;;0;0;0;0;D;140;47.68883;5.79422;Oui;3.0;;;False;0;D;1800.0;;;;False;;;;;Fioul;Radiateur;;m;n;;m;2025-11;70373;0000;703730000;Z;Z;7037300;70000;27;70;;;;;;;1042.25
safti-1-1554704;pr;m;v;0;168;1997.0;6;209000;;;0;0;0;2;D;225;47.39653;5.48486;Oui;;;;False;0;C;1975.0;2.0;;;False;;;;;;;Individuel;m;n;;m;2025-11;70220;0000;702200000;Z;Z;7022000;70000;27;70;;;;;;;1244.05
ag900267-495935192;pr;m;v;0;70;124.0;4;39500;;;0;0;0;0;G;492;47.7572;6.73963;Oui;;;;True;0;G;;;;;;;;;;Fioul;;;a;n;;m;2025-11;70414;0000;704140000;Z;Z;7041400;70101;27;70;;;;;;;564.29
safti-1-1537044;pr;m;v;0;112;491.0;9;39500;;;0;0;0;1;G;633;47.93145;6.0367;Non;;;;False;0;C;1948.0;2.0;;;False;;;;;;;Individuel;m;n;;m;2025-11;70202;0000;702020000;Z;Z;7020200;70000;27;70;;;;;;;352.68
ag335310-496123976;pr;m;v;0;74;425.0;4;99000;;;0;0;0;1;G;374;47.57514;6.76253;Non;;;;True;0;G;;;;;;;;;;Fioul;;;a;n;;m;2025-11;70285;0101;702850101;H;H;7028501;70303;27;70;;;;10.45;4.0;0.094;1337.84
apimo-86407919;pr;a;v;2;160;;2;50000;;;0;0;0;0;NS;;47.57562;6.75716;Oui;4.0;;;;0;NS;;;;;;;;;;;;;a;n;;a;2025-11;70285;0101;702850101;H;H;7028501;70303;27;70;7.49;30.0;0.288;7.22;100.0;0.277;312.5
iad-france-1938547;pr;m;v;0;131;1698.0;4;119000;;;0;0;0;0;G;331;47.66584;5.98533;Non;3.0;;;False;0;G;;;;;False;;;;;Fioul;;;m;n;;m;2025-11;70482;0000;704820000;Z;Z;7048200;70000;27;70;7.14;1.0;0.094;7.14;1.0;0.094;908.4
iad-france-1939490;pr;m;v;0;326;;11;253200;;;0;0;0;0;D;224;47.66458;5.96528;Oui;4.0;;;False;0;B;1948.0;;;;False;;;;;;;;m;n;;m;2025-11;70482;0000;704820000;Z;Z;7048200;70000;27;70;;;;;;;776.69
century-21-202_147_10167;pr;m;v;0;93;584.0;3;117000;;;0;0;1;0;F;387;47.61844;6.15353;Oui;;;0.0;;0;C;1900.0;1.0;0.0;;;;;;;Électrique, Bois;;;a;n;;m;2025-11;70550;0105;705500105;H;H;7055001;70401;27;70;;;;;;;1258.06
lamy-38-GB00215994;pr;a;v;4;93;;4;189000;;;0;1;0;1;D;210;47.6167;6.15962;Oui;;;1.0;True;Est;B;;;;;False;;True;188.0;1791.8;;;Collectif;a;n;;a;2025-11;70550;0107;705500107;H;H;7055001;70401;27;70;7.52;6.0;0.044;7.65;99.0;0.045;2032.26
