idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
entities-1039487-2704163;pr;m;v;0;110;2100.0;5;374298;;;0;0;0;0;A;;48.19776;3.28718;0;;;;;0;;;;;;;;;;;;;;cm;o;10.0;m;2023-01;89387;0101;893870101;H;H;8938701;89401;27;89;9.38;3.0;0.033;9.1;20.0;0.032;3402.71
century-21-202_667_22843;pr;m;v;0;90;456.0;4;185000;;;0;0;1;0;D;205;48.28396;3.20182;Oui;;;0.0;;0;D;;2.0;0.0;;;;;;;Gaz, Bois;Cheminée;;a;n;;m;2023-01;89309;0000;893090000;Z;Z;8930900;89105;27;89;8.16;5.0;0.048;8.16;5.0;0.048;2055.56
ag340369-371958994;pr;m;v;0;143;997.0;4;175000;;;0;0;1;1;E;311;48.28697;3.198;Oui;;;1.0;True;0;E;;1.0;;;;;;;;Gaz, Bois;Poêle à Bois;;m;n;;m;2023-01;89309;0000;893090000;Z;Z;8930900;89105;27;89;8.16;5.0;0.08;8.16;5.0;0.08;1223.78
entities-1039494-2725500;pr;m;v;0;76;1190.0;4;166110;;;0;0;0;0;A;;48.2875;3.2035;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-01;89309;0000;893090000;Z;Z;8930900;89105;27;89;8.16;5.0;0.045;8.16;5.0;0.045;2185.66
hektor-AHVBRAY-32027;pr;m;v;0;92;850.0;5;165850;;;0;0;0;1;D;217;48.28529;3.20458;Non;2.0;;2.0;True;0;E;;1.0;1.0;;;;;;;Gaz;Radiateur;;a;n;;m;2023-01;89309;0000;893090000;Z;Z;8930900;89105;27;89;;;;;;;1802.72
iad-france-1274646;pr;m;v;0;80;15614.0;3;129000;;;0;0;0;0;D;148;48.2884;3.20356;Oui;;;;False;0;D;;;;;False;;;;;Gaz;Radiateur;;m;n;;m;2023-01;89309;0000;893090000;Z;Z;8930900;89105;27;89;9.77;6.0;0.073;9.77;6.0;0.073;1612.5
hektor-limmosuryonne-2;pr;m;v;0;70;;3;55000;;;0;0;1;0;NS;;47.66797;3.74577;Non;3.0;;;;0;NS;1970.0;1.0;;;;;;;;;;;a;n;;m;2023-01;89441;0000;894410000;Z;Z;8944100;89000;27;89;8.09;1.0;0.124;8.09;1.0;0.124;785.71
mgc-TM709800-TM709800;pr;m;v;0;103;;5;199417;;;0;0;0;0;0;;47.77582;4.16245;0;;;;;0;;;;;;;;;;;;;;ca;o;;m;2023-01;89005;0000;890050000;Z;Z;8900500;89000;27;89;;;;;;;1936.09
mgc-TM709799-TM709799;pr;m;v;0;90;;4;170613;;;0;0;0;0;0;;47.77582;4.16245;0;;;;;0;;;;;;;;;;;;;;ca;o;;m;2023-01;89005;0000;890050000;Z;Z;8900500;89000;27;89;;;;;;;1895.7
iad-france-1283638;pr;m;v;0;68;90.0;4;57000;;;0;0;0;0;F;310;47.78167;4.16863;Non;2.0;;;False;0;F;;;;;False;;;;;Fioul;Radiateur;;m;n;;m;2023-01;89005;0000;890050000;Z;Z;8900500;89000;27;89;;;;;;;838.24
hektor-MONTOIS22-8551;pr;m;v;0;44;620.0;2;100000;;;0;0;1;0;NS;;48.32904;3.09895;Non;;;;;Nord-Ouest;NS;1950.0;1.0;;;;;;;;;Radiateur;;a;n;;m;2023-01;89093;0000;890930000;Z;Z;8909300;89000;27;89;;;;;;;2272.73
century-21-202_667_22443;pr;m;v;0;104;376.0;5;175000;;;0;0;0;1;C;112;48.20495;3.29189;Non;;;0.0;;0;D;;1.0;0.0;;;;;;;;;;a;n;;m;2023-01;89387;0104;893870104;H;H;8938701;89401;27;89;;;;9.1;20.0;0.065;1682.69
entities-1039487-2704169;pr;m;v;0;155;2100.0;8;429801;;;0;0;0;0;A;;48.19776;3.28718;0;;;;;0;;;;;;;;;;;;;;cm;o;10.0;m;2023-01;89387;0101;893870101;H;H;8938701;89401;27;89;;;;;;;2772.91
entities-1039487-2704168;pr;m;v;0;160;2100.0;7;475660;;;0;0;0;0;A;;48.19776;3.28718;0;;;;;0;;;;;;;;;;;;;;cm;o;10.0;m;2023-01;89387;0101;893870101;H;H;8938701;89401;27;89;;;;;;;2972.88
iad-france-1278361;pr;m;v;0;396;3000.0;9;499000;;;0;0;0;0;D;159;48.32786;3.08886;Non;1.0;;;False;0;D;;;;;False;;;;;;;;m;n;;m;2023-01;89449;0000;894490000;Z;Z;8944900;89000;27;89;;;;;;;1260.1
century-21-202_2221_16653;pr;m;v;0;76;360.0;4;199000;;;0;0;0;1;D;237;48.32763;3.09355;Non;;;1.0;;0;B;;2.0;1.0;;;;;;;Gaz, Électrique;;;a;n;;m;2023-01;89449;0000;894490000;Z;Z;8944900;89000;27;89;9.09;1.0;0.042;9.09;1.0;0.042;2618.42
entities-1039487-2713489;pr;m;v;0;93;880.0;6;221735;;;0;0;0;0;A;;48.32478;3.08292;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-01;89449;0000;894490000;Z;Z;8944900;89000;27;89;;;;;;;2384.25
ag773003-372932005;pr;m;v;0;58;742.0;4;110000;;;0;0;1;1;E;313;48.31977;3.07755;Non;;;3.0;;0;G;;1.0;;;;;;;;;;;a;n;;m;2023-01;89449;0000;894490000;Z;Z;8944900;89000;27;89;9.09;1.0;0.058;9.09;1.0;0.058;1896.55
iad-france-1278844;pr;m;v;0;78;1227.0;2;59000;;;0;0;0;0;G;446;47.74718;2.95699;Oui;;;;False;0;G;1949.0;;;;False;;;;;Fioul;Radiateur;;m;n;;m;2023-01;89072;0000;890720000;Z;Z;8907200;89000;27;89;;;;;;;756.41
hektor-climmosens-48648;pr;m;v;0;90;;4;171200;;;0;0;2;0;D;204;48.19712;3.28595;Non;2.0;;;;0;C;;1.0;;;;;;;;;;;a;n;;m;2023-01;89387;0101;893870101;H;H;8938701;89401;27;89;9.08;4.0;0.057;8.89;33.0;0.056;1902.22
entities-1039487-2704166;pr;m;v;0;106;2100.0;6;388768;;;0;0;0;0;A;;48.19776;3.28718;0;;;;;0;;;;;;;;;;;;;;cm;o;10.0;m;2023-01;89387;0101;893870101;H;H;8938701;89401;27;89;;;;7.65;3.0;0.025;3667.62
mgc-TM714959-TM714959;pr;m;v;0;75;862.0;4;226605;;;0;0;0;0;0;;47.79736;3.56595;0;;;;;0;;;;;;;;;;;;;;ca;o;;m;2023-01;89024;0102;890240102;H;H;8902401;89402;27;89;8.24;5.0;0.033;9.06;34.0;0.036;3021.4
laforet-immo-facile-21462379;pr;m;v;0;73;2260.0;3;125000;;;0;0;2;0;E;273;47.93773;3.73756;Non;2.0;;;;Sud-Est;B;1975.0;1.0;;;False;;;;;;;Individuel;a;n;;m;2023-01;89227;0000;892270000;Z;Z;8922700;89000;27;89;;;;;;;1712.33
mgc-TM710475-TM710475;pr;m;v;0;106;;5;191735;;;0;0;0;0;0;;47.90014;3.75858;0;;;;;0;;;;;;;;;;;;;;ca;o;;m;2023-01;89227;0000;892270000;Z;Z;8922700;89000;27;89;;;;;;;1808.82
mgc-TM710480-TM710480;pr;m;v;0;76;;4;171007;;;0;0;0;0;0;;47.90014;3.75858;0;;;;;0;;;;;;;;;;;;;;ca;o;;m;2023-01;89227;0000;892270000;Z;Z;8922700;89000;27;89;;;;;;;2250.09
