idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
apimo-6379614;pr;a;v;1;52;;2;51000;;;0;0;0;0;D;230.0;47.46618;7.3814;0;;;;;0;C;;;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2021-12;68194;0000;681940000;Z;Z;6819400;68000;44;68;;;;;;;980.77
apimo-6379960;pr;a;v;999;38;;2;46000;;;0;0;0;0;D;230;47.46618;7.3814;0;;;;;0;C;;;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2021-12;68194;0000;681940000;Z;Z;6819400;68000;44;68;;;;;;;1210.53
apimo-6380388;pr;m;v;0;280;;5;201000;;;0;0;0;0;D;230.0;47.46618;7.3814;0;;;;;0;C;;;;;;;;;;Fioul;;Individuel, Central;a;n;;m;2021-12;68194;0000;681940000;Z;Z;6819400;68000;44;68;;;;;;;717.86
ag681106-325444839;pr;a;v;0;55;;2;136000;;;0;0;0;1;NS;;48.08835;7.4503;Oui;;;2.0;False;0;;;1.0;;;;;False;;;;;;a;n;;a;2021-12;68095;0000;680950000;Z;Z;6809500;68000;44;68;;;;;;;2472.73
mgc-322548572-MS-211109-112626;pr;m;v;0;90;;5;199400;;;0;0;0;0;A;;47.88652;7.53615;0;;;;;0;B;;;;;;;;;;;;;cm;o;;m;2021-12;68041;0000;680410000;Z;Z;6804100;68000;44;68;9.09;1.0;0.049;9.09;1.0;0.049;2215.56
ag751938-325486875;pr;a;v;1;40;;2;120000;;;0;1;0;2;D;191;48.10807;7.28475;Non;2.0;;;;Sud;D;;;;;;;True;20.0;1956.0;Gaz;;Collectif;a;n;;a;2021-12;68161;0000;681610000;Z;Z;6816100;68000;44;68;15.0;1.0;0.06;15.0;1.0;0.06;3000.0
ag751938-325486860;pr;a;v;1;40;;2;120000;;;0;1;0;2;D;191;48.1251;7.26771;Non;2.0;;;;Sud;D;;;;;;;True;20.0;1956.0;Gaz;;Collectif;a;n;;a;2021-12;68005;0000;680050000;Z;Z;6800500;68203;44;68;14.57;2.0;0.058;14.57;2.0;0.058;3000.0
ag743447-324991662;pr;a;v;0;61;;3;178000;;;0;0;0;1;NS;;47.65118;7.26825;Non;1.0;;;;sud-ouest;;;;;;;;;;;;;;network;n;;a;2021-12;68332;0000;683320000;Z;Z;6833200;68117;44;68;;;;;;;2918.03
pericles-36364071;pr;m;v;0;70;300.0;3;275700;;;0;0;1;0;B;51.0;47.65661;7.27093;Non;;;;;0;B;;1.0;1.0;;;;;0.0;0.0;;;;a;n;;m;2021-12;68332;0000;683320000;Z;Z;6833200;68117;44;68;;;;;;;3938.57
hektor-MAYAIMMO2020-2135;pr;m;v;0;90;207.0;4;274000;;;0;0;1;1;C;96.0;47.8269;7.50353;Non;2.0;;1.0;;0;C;2007.0;2.0;;;;;;;;;;;a;n;;m;2021-12;68020;0000;680200000;Z;Z;6802000;68000;44;68;;;;;;;3044.44
safti-1-661056;pr;m;v;0;75;795.0;4;288000;;;0;0;0;1;D;228.0;47.8227;7.51899;Oui;1.0;;1.0;False;Sud;C;1975.0;1.0;;;False;;;;;;;Individuel;m;n;;m;2021-12;68020;0000;680200000;Z;Z;6802000;68000;44;68;;;;;;;3840.0
ag681088-325391556;pr;m;v;0;167;4300.0;5;595000;;;0;0;1;1;NS;;47.73169;7.14632;Non;1.0;;;;0;;;2.0;;;;;;;;;;;a;n;;m;2021-12;68060;0000;680600000;Z;Z;6806000;68110;44;68;;;;;;;3562.87
orpi-1-054041E258MV;pr;m;v;0;166;876.0;8;187000;;;0;1;0;1;0;;47.84169;7.07641;Oui;;;5.0;;0;G;;;1.0;;;;;;;;;Individuel;a;n;;m;2021-12;68372;0000;683720000;Z;Z;6837200;68402;44;68;;;;;;;1126.51
hektor-cdrieux-840;pr;m;v;0;170;3790.0;6;499000;;;0;0;0;1;0;;47.74937;7.05577;Oui;3.0;;4.0;;Sud;;1988.0;1.0;1.0;;;;;;;;;;a;n;;m;2021-12;68304;0000;683040000;Z;Z;6830400;68000;44;68;;;;;;;2935.29
hektor-PAQUIN2020-94;pr;m;v;0;90;600.0;5;273000;;;0;0;1;0;E;198;47.61032;7.39628;Non;;;;;Sud;E;1990.0;2.0;;;;;;;;;;;a;n;;m;2021-12;68132;0000;681320000;Z;Z;6813200;68000;44;68;9.65;1.0;0.038;9.65;1.0;0.038;3033.33
guy-hoquet-immo-facile-5646815;pr;m;v;0;85;366.0;4;239000;;;0;0;0;0;VI;;47.68926;7.39047;Oui;;;;;0;VI;;;;;;;;;;;;;a;n;;m;2021-12;68174;0000;681740000;Z;Z;6817400;68119;44;68;11.54;2.0;0.049;11.54;2.0;0.049;2811.76
guy-hoquet-immo-facile-5672824;pr;m;v;0;140;725.0;5;358000;;;0;0;0;0;VI;;47.86867;7.45488;Oui;1.0;;2.0;True;Sud-Est;VI;1930.0;;2.0;;False;;;;;Fioul;Radiateur;Individuel;a;n;;m;2021-12;68225;0000;682250000;Z;Z;6822500;68000;44;68;;;;;;;2557.14
ag681210-325446942;pr;m;v;0;260;570.0;12;291200;;;0;0;0;1;NS;;47.86901;7.45182;Non;;;;;0;;;;;;;;;;;;;;a;n;;m;2021-12;68225;0000;682250000;Z;Z;6822500;68000;44;68;;;;;;;1120.0
gedeon-23921509;pr;m;v;0;140;;6;530000;;;0;0;1;1;D;70.0;47.73655;7.27067;0;;;2.0;True;0;D;2011.0;2.0;;;;;;;;;;Individuel;a;n;;m;2021-12;68218;0000;682180000;Z;Z;6821800;68701;44;68;9.21;1.0;0.029;9.21;1.0;0.029;3785.71
hektor-1_lerosenberg-1769;pr;m;v;0;136;419.0;6;249000;;;0;0;0;1;E;302;47.55835;7.46533;Non;2.0;;3.0;;Sud-Ouest;D;1948.0;1.0;;;;;;;;;;;a;n;;m;2021-12;68013;0000;680130000;Z;Z;6801300;68000;44;68;;;;;;;1830.88
ag681237-325318920;pr;m;v;0;140;1500.0;6;253000;;;0;0;0;1;F;;47.99521;7.16123;Non;;;1.0;;0;F;;1.0;;;;;;;;;;;a;n;;m;2021-12;68358;0000;683580000;Z;Z;6835800;68000;44;68;;;;;;;1807.14
mgc-325693932-AP-BRUEBACH-2021712;pr;m;v;0;132;;6;546500;;;0;0;0;0;0;;47.70036;7.35865;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2021-12;68055;0000;680550000;Z;Z;6805500;68000;44;68;;;;;;;4140.15
ag681237-325633800;pr;m;v;0;380;1057.0;6;506400;;;0;0;0;1;D;;47.88792;7.27978;Non;;;3.0;;0;C;;1.0;;;;;;;;;;;a;n;;m;2021-12;68260;0000;682600000;Z;Z;6826000;68000;44;68;10.31;1.0;0.093;10.31;1.0;0.093;1332.63
ag681088-324619548;pr;m;v;0;90;112.0;6;242000;;;0;0;0;1;NS;;47.88792;7.27978;Oui;1.0;;3.0;;0;;;2.0;;;;;;;;Gaz;;Individuel;a;n;;m;2021-12;68260;0000;682600000;Z;Z;6826000;68000;44;68;10.31;1.0;0.046;10.31;1.0;0.046;2688.89
iad-france-1047837;pr;m;v;0;288;400.0;5;385000;;;0;0;0;0;E;311;47.61572;7.20863;Oui;2.0;;;False;0;D;1940.0;;;;False;;;;;Fioul;Radiateur;;m;n;;m;2021-12;68062;0000;680620000;Z;Z;6806200;68206;44;68;10.34;1.0;0.093;10.34;1.0;0.093;1336.81
pericles-36363661;pr;m;v;0;70;300.0;3;249700;;;0;0;1;0;B;51.0;47.53746;7.17553;Non;;;;;0;B;;1.0;1.0;;;;;0.0;0.0;;;;a;n;;m;2021-12;68305;0000;683050000;Z;Z;6830500;68000;44;68;;;;;;;3567.14
ag671791-325232235;pr;m;v;0;85;600.0;5;227900;;;0;0;1;1;C;130;47.54002;7.17446;Non;1.0;;;;0;C;;2.0;;;;;;;;;;Individuel;a;n;;m;2021-12;68305;0000;683050000;Z;Z;6830500;68000;44;68;6.99;3.0;0.031;6.99;3.0;0.031;2681.18
mgc-325265210-MS-211203-172600;pr;m;v;0;90;;5;207000;;;0;0;0;0;A;;47.53637;7.17609;0;;;;;0;B;;;;;;;;;;;;;cm;o;;m;2021-12;68305;0000;683050000;Z;Z;6830500;68000;44;68;6.99;3.0;0.036;6.99;3.0;0.036;2300.0
mgc-321284003-MS-211028-095359;pr;m;v;0;105;;4;270000;;;0;0;0;0;0;;48.01021;7.2995;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2021-12;68123;0000;681230000;Z;Z;6812300;68000;44;68;11.97;1.0;0.056;11.97;1.0;0.056;2571.43
safti-1-660570;pr;m;vp;0;110;785.0;6;350000;;;0;0;0;1;D;249;47.74234;7.03607;Oui;;;2.0;False;0;B;2005.0;2.0;;;False;;;;;Électrique;;Individuel;m;n;;m;2021-12;68219;0000;682190000;Z;Z;6821900;68000;44;68;;;;;;;3181.82
orpi-1-054048E251F2;pr;m;v;0;109;491.0;4;430500;;;0;0;0;1;A;64;48.1298;7.37767;Oui;;;4.0;;0;A;;;2.0;;;;;;;;;Individuel;a;n;;m;2021-12;68146;0000;681460000;Z;Z;6814600;68501;44;68;8.18;1.0;0.025;8.18;1.0;0.025;3949.54
ag681237-324735690;pr;a;v;0;63;;3;201285;;;0;0;0;1;C;;48.12588;7.37902;Non;;;1.0;;0;D;;;;;;;False;;;;;;a;n;;a;2021-12;68146;0000;681460000;Z;Z;6814600;68501;44;68;10.0;1.0;0.038;10.0;1.0;0.038;3195.0
ag751938-325655010;pr;m;v;0;160;;9;240000;;;0;1;1;1;VI;;47.59748;7.22274;Oui;2.0;;1.0;;Est-Ouest;;;;;;;;;;;Gaz;;Individuel;a;n;;m;2021-12;68139;0000;681390000;Z;Z;6813900;68000;44;68;;;;;;;1500.0
mgc-325516371-AP-HIRTZBACH-2021612;pr;m;v;0;132;;6;424100;;;0;0;0;0;0;;47.5986;7.22354;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2021-12;68139;0000;681390000;Z;Z;6813900;68000;44;68;7.25;1.0;0.027;7.25;1.0;0.027;3212.88
ag681237-325139214;pr;m;v;0;110;2000.0;4;449350;;;0;0;0;1;F;;47.81948;7.24246;Non;;;2.0;;0;F;;;;;;;;;;;;;a;n;;m;2021-12;68321;0000;683210000;Z;Z;6832100;68701;44;68;;;;;;;4085.0
