Ville,Type_logement,Titre_annonce,ID_publication,ID_annonce,Code_postal,Code_INSEE,Surface,Prix,NB_pieces,nb_chambres,date_observation,heure-min,code_depart,annonce_exclusive,quartier,site_source,type_annonceur,categorie_annonceur,type_transaction,logement_neuf,prix_m_carre,statut_annonce
Saint-Antoine-du-Rocher,Maison/Villa,Maison neuve idéale pour primo-accédant.,MGUL-DDDDDDDDSC,entities-1037217-2044446,37360,37206,93,197700.0,5,3,2020-01-22,20:19:29.192350,37,,Saint-Antoine-du-Rocher,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Monts,Maison/Villa,MAISON NEUVE BBC/RT2012,MGUL-DDDDDDDDTR,entities-1037217-2044481,37260,37159,100,197880.0,5,3,2020-01-22,20:19:29.192350,37,,Monts,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
La Ville-aux-Dames,Maison/Villa,MAISON NEUVE BBC/RT2012,MGUL-DDDDDDDDRQ,entities-1037217-2044433,37700,37273,95,198700.0,5,4,2020-01-22,20:19:29.192350,37,,La Ville-aux-Dames,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Joué-lès-Tours,Maison/Villa,,MGUL-DDDDDDDDTN,entities-1037217-2044478,37300,37122,97,211680.0,6,4,2020-01-22,20:19:29.192350,37,,Joué-lès-Tours,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Saint-Pierre-des-Corps,Maison/Villa,Maison neuve idéale pour primo-accédant.,MGUL-DDDDDDDDRZ,entities-1037217-2044442,37700,37233,93,227700.0,5,3,2020-01-22,20:19:29.192350,37,,Saint-Pierre-des-Corps,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Louans,Maison/Villa,,CSA-DDDDDDDDKP,entities-1037217-2044250,37320,37134,93,143200.0,5,3,2020-01-22,20:19:29.192350,37,,Louans,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Autrèche,Maison/Villa,,CSA-DDDDDDDDJJ,entities-1037217-2044221,37110,37009,99,150000.0,4,3,2020-01-22,20:19:29.192350,37,,Autrèche,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Neuillé-Pont-Pierre,Maison/Villa,,CSA-DDDDDDDDJG,entities-1037217-2044219,37360,37167,97,170750.0,5,3,2020-01-22,20:19:29.192350,37,,Neuillé-Pont-Pierre,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Druye,Maison/Villa,,CSA-DDDDDDDDJF,entities-1037217-2044218,37190,37099,99,179900.0,4,3,2020-01-22,20:19:29.192350,37,,Druye,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Saint-Laurent-en-Gâtines,Maison/Villa,,CSA-DDDDDDDDGU,entities-1037217-2044158,37380,37224,93,126700.0,5,3,2020-01-22,20:19:29.192350,37,,Saint-Laurent-en-Gâtines,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Truyes,Maison/Villa,MAISON 3 CHAMBRES 99 m²,CSA-DDDDDDDDGA,entities-1037217-2044125,37320,37263,99,144500.0,4,3,2020-01-22,20:19:29.192350,37,,Truyes,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Le Louroux,Maison/Villa,,CSA-DDDDDDDDGT,entities-1037217-2044157,37240,37136,93,146700.0,5,3,2020-01-22,20:19:29.192350,37,,Le Louroux,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Chargé,Maison/Villa,MAISON 3 CHAMBRES 99 m²,CSA-DDDDDDDDGP,entities-1037217-2044151,37530,37060,99,172600.0,4,3,2020-01-22,20:19:29.192350,37,,Chargé,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Saint-Avertin,Maison/Villa,,MGUL-DDDDDDDDEB,entities-1037217-2038311,37550,37208,92,271000.0,5,4,2020-01-22,20:19:29.192350,37,,Saint-Avertin,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Saint-Jean-Saint-Germain,Maison/Villa,Maison neuve basse consommation - NF Habitat,MGUL-DDDDDDDDDK,entities-1037217-2037322,37600,37222,99,136620.0,5,3,2020-01-22,20:19:29.192350,37,,Saint-Jean-Saint-Germain,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Louans,Maison/Villa,Maison neuve basse consommation - NF Habitat,MGUL-DDDDDDDDDM,entities-1037217-2037333,37320,37134,99,154620.0,5,3,2020-01-22,20:19:29.192350,37,,Louans,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Bléré,Maison/Villa,Maison neuve idéale pour primo-accédant.,MGUL-DDDDDDDDDJ,entities-1037217-2037321,37150,37027,93,183200.0,5,3,2020-01-22,20:19:29.192350,37,,Bléré,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Cormery,Maison/Villa,Maison neuve idéale pour primo-accédant.,MGUL-DDDDDDDDDG,entities-1037217-2037319,37320,37083,93,187300.0,5,3,2020-01-22,20:19:29.192350,37,,Cormery,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Larçay,Maison/Villa,Maison neuve idéale pour primo-accédant.,MGUL-DDDDDDDDDH,entities-1037217-2037320,37270,37124,93,211300.0,5,3,2020-01-22,20:19:29.192350,37,,Larçay,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Tauxigny,Maison/Villa,MAISON NEUVE 4 CHAMBRES ET GARAGE,MGUL-CCCCCCCCHH,entities-1037217-2019692,37310,37254,97,144680.0,6,4,2020-01-22,20:19:29.192350,37,,Tauxigny,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Mosnes,Maison/Villa,MAISON NEUVE 4 CHAMBRES ET GARAGE,MGUL-CCCCCCCCHQ,entities-1037217-2019704,37530,37161,97,158680.0,6,4,2020-01-22,20:19:29.192350,37,,Mosnes,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Le Liège,Maison/Villa,Maison de bourg avec cour,4795,immo-facile-99933409847,37460,37127,98,49700.0,4,3,2020-01-22,20:19:29.192350,37,Non,Le Liège,bienici,Pro,Agence,Vente,Non,459.18367346938777,Active
Amboise,Maison/Villa,Maison à vendre Amboise,3220-SI,ag370642-227528743,37400,37003,100,128400.0,1,,2020-01-22,20:19:29.192350,37,Non,Amboise,bienici,Pro,Agence,Vente,Non,1200,Active
Ballan-Miré,Maison/Villa,Maison à vendre Ballan-Miré,3316-SI,ag370642-226869286,37510,37018,98,284850.0,5,3,2020-01-22,20:19:29.192350,37,Non,Ballan-Miré,bienici,Pro,Agence,Vente,Non,2755.1020408163267,Active
Neuillé-Pont-Pierre,Maison/Villa,MAISON d'habitation RECENTE,24347.DHI766,ag753274-223575271,37360,37167,100,159575.0,4,3,2020-01-22,20:19:29.192350,37,Non,Neuillé-Pont-Pierre,bienici,Pro,Agence,Vente,Non,1500.01,Active
Chinon,Maison/Villa,Maison 10 Mn Loudun et 15 Mn Chinon 3 pièce(s) 93 m2,208396MPL,ag440414-212925258,37500,37072,93,64990.0,3,2,2020-01-22,20:19:29.192350,37,Non,Chinon,bienici,Pro,Mandataire,Vente,Non,645.1612903225806,Active
Beaulieu-lès-Loches,Maison/Villa,Maison Beaulieu Les Loches 3 pièces,6172,guy-hoquet-immo-facile-2529452,37600,37020,100,98000.0,3,2,2020-01-22,20:19:29.192350,37,Non,Beaulieu-lès-Loches,bienici,Pro,Agence,Vente,Non,980,Active
Pouzay,Maison/Villa,Maison Pouzay 96m2,STM5658,immo-facile-29623324,37800,37188,96,88000.0,5,4,2020-01-22,20:19:29.192350,37,Non,Pouzay,bienici,Pro,Agence,Vente,Non,916.6666666666666,Active
Bléré,Maison/Villa,LONGERE,2690-SI,ag370642-191123854,37150,37027,93,169900.0,4,2,2020-01-22,20:19:29.192350,37,Non,Bléré,bienici,Pro,Agence,Vente,Non,1826.8817204301076,Active
Chambon,Maison/Villa,Maison,860032241,adapt-immo-860032241,37290,37048,94,91800.0,4,1,2020-01-22,20:19:29.192350,37,Non,Chambon,bienici,Pro,Agence,Vente,Non,976.5957446808511,Active
Tournon-Saint-Pierre,Maison/Villa,Maison,860032400,adapt-immo-860032400,37290,37259,98,88560,5,3,2020-01-22,20:19:29.192350,37,Non,Tournon-Saint-Pierre,bienici,Pro,Agence,Vente,Non,903.6734693877551,Active
Crotelles,Maison/Villa,,CSA-DDDDDDDDUC,entities-1037217-2051494,37380,37092,99,144500.0,4,3,2020-01-22,20:19:29.192350,37,,Crotelles,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Cigogné,Maison/Villa,,CSA-DDDDDDDDSW,entities-1037217-2051441,37310,37075,99,154500.0,4,3,2020-01-22,20:19:29.192350,37,,Cigogné,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Tavant,Maison/Villa,,CSA-DDDDDDDDRU,entities-1037217-2050260,37220,37255,97,145900.0,5,3,2020-01-22,20:19:29.192350,37,,Tavant,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
La Ville-aux-Dames,Maison/Villa,MAISON A ÉTAGE 3 CHAMBRES ET GARAGE,CSA-DDDDDDDDRM,entities-1037217-2050253,37700,37273,91,185180.0,4,3,2020-01-22,20:19:29.192350,37,,La Ville-aux-Dames,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Azay-le-Rideau,Maison/Villa,MAISON A ÉTAGE 3 CHAMBRES ET GARAGE,CSA-DDDDDDDDSK,entities-1037217-2050288,37190,37014,91,197180.0,4,3,2020-01-22,20:19:29.192350,37,,Azay-le-Rideau,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Larçay,Maison/Villa,,CSA-DDDDDDDDSB,entities-1037217-2050280,37270,37124,99,207500.0,4,3,2020-01-22,20:19:29.192350,37,,Larçay,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Véretz,Maison/Villa,MAISON 4 CHAMBRES ET GARAGE,CSA-DDDDDDDDRK,entities-1037217-2050252,37270,37267,99,214080.0,5,4,2020-01-22,20:19:29.192350,37,,Véretz,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Hommes,Maison/Villa,,CSA-DDDDDDDDQG,entities-1037217-2047538,37340,37117,99,142500.0,4,3,2020-01-22,20:19:29.192350,37,,Hommes,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Bléré,Maison/Villa,,CSA-DDDDDDDDQB,entities-1037217-2047529,37150,37027,100,163300.0,5,3,2020-01-22,20:19:29.192350,37,,Bléré,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Dierre,Maison/Villa,MAISON A ÉTAGE 3 CHAMBRES ET GARAGE,CSA-DDDDDDDDRF,entities-1037217-2047589,37150,37096,91,172180.0,4,3,2020-01-22,20:19:29.192350,37,,Dierre,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Chargé,Maison/Villa,,CSA-DDDDDDDDQU,entities-1037217-2047569,37530,37060,100,175400.0,5,3,2020-01-22,20:19:29.192350,37,,Chargé,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Luynes,Maison/Villa,MAISON DE PLAIN PIED,CSA-DDDDDDDDPS,entities-1037217-2047500,37230,37139,100,255300.0,5,3,2020-01-22,20:19:29.192350,37,,Luynes,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Chisseaux,Maison/Villa,,MGUL-DDDDDDDDUZ,entities-1037217-2046794,37150,37073,92,140100.0,4,3,2020-01-22,20:19:29.192350,37,,Chisseaux,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Loches,Maison/Villa,Immeuble plein centre de LOCHES,5135,immo-facile-99933768095,37600,37132,100,182100,4,1,2020-01-22,20:19:29.192350,37,Non,Loches,bienici,Pro,Agence,Vente,Non,1700,Active
Bossay-sur-Claise,Maison/Villa,Maison neuve idéale pour primo-accédant.,MGUL-DDDDDDDDNR,entities-1037217-2044363,37290,37028,93,118700.0,5,3,2020-01-22,20:19:29.192350,37,,Bossay-sur-Claise,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Sainte-Maure-de-Touraine,Maison/Villa,Maison neuve basse consommation - NF Habitat,MGUL-DDDDDDDDPB,entities-1037217-2044375,37800,37226,93,132700.0,5,3,2020-01-22,20:19:29.192350,37,,Sainte-Maure-de-Touraine,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Loches,Maison/Villa,Maison Lumineuse et économique,MGUL-DDDDDDDDTP,entities-1037217-2044479,37600,37132,99,137100.0,5,3,2020-01-22,20:19:29.192350,37,,Loches,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Civray-de-Touraine,Maison/Villa,MAISON NEUVE BBC/RT2012,MGUL-DDDDDDDDMF,entities-1037217-2044319,37150,37079,95,150621.0,5,4,2020-01-22,20:19:29.192350,37,,Civray-de-Touraine,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
La Croix-en-Touraine,Maison/Villa,,CSA-DDDDDDDDHZ,entities-1037217-2044212,37150,37091,99,153500.0,4,3,2020-01-22,20:19:29.192350,37,,La Croix-en-Touraine,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Lignières-de-Touraine,Maison/Villa,MAISON 4 CHAMBRES ET GARAGE,CSA-DDDDDDDDHM,entities-1037217-2044200,37130,37128,99,165080.0,5,4,2020-01-22,20:19:29.192350,37,,Lignières-de-Touraine,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Marray,Maison/Villa,MAISON 4 CHAMBRES ET GARAGE,CSA-DDDDDDDDHP,entities-1037217-2044202,37370,37149,99,170580.0,5,4,2020-01-22,20:19:29.192350,37,,Marray,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Artannes-sur-Indre,Maison/Villa,MAISON A ÉTAGE 3 CHAMBRES ET GARAGE,CSA-DDDDDDDDKW,entities-1037217-2044257,37260,37006,91,180580.0,4,3,2020-01-22,20:19:29.192350,37,,Artannes-sur-Indre,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Joué-lès-Tours,Maison/Villa,,CSA-DDDDDDDDMF,entities-1037217-2044266,37300,37122,99,204000.0,4,3,2020-01-22,20:19:29.192350,37,,Joué-lès-Tours,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Joué-lès-Tours,Maison/Villa,,CSA-DDDDDDDDMG,entities-1037217-2044267,37300,37122,99,204000.0,4,3,2020-01-22,20:19:29.192350,37,,Joué-lès-Tours,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Richelieu,Maison/Villa,,CSA-DDDDDDDDHA,entities-1037217-2044166,37120,37196,100,153100.0,5,3,2020-01-22,20:19:29.192350,37,,Richelieu,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Langeais,Maison/Villa,MAISON A ÉTAGE 3 CHAMBRES ET GARAGE,CSA-DDDDDDDDFY,entities-1037217-2044123,37130,37123,91,157880.0,4,3,2020-01-22,20:19:29.192350,37,,Langeais,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Joué-lès-Tours,Maison/Villa,MAISON A ÉTAGE 3 CHAMBRES ET GARAGE,CSA-DDDDDDDDHB,entities-1037217-2044168,37300,37122,91,209180.0,4,3,2020-01-22,20:19:29.192350,37,,Joué-lès-Tours,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Château-la-Vallière,Maison/Villa,,CSA-DDDDDDDDFV,entities-1037217-2043994,37330,37062,100,157300.0,5,3,2020-01-22,20:19:29.192350,37,,Château-la-Vallière,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Nouzilly,Maison/Villa,Maison neuve idéale pour primo-accédant.,MGUL-DDDDDDDDDX,entities-1037217-2038281,37380,37175,93,142700.0,5,3,2020-01-22,20:19:29.192350,37,,Nouzilly,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Noyant-de-Touraine,Maison/Villa,Maison neuve idéale pour primo-accédant.,MGUL-DDDDDDDDDW,entities-1037217-2038279,37800,37176,93,147880.0,5,3,2020-01-22,20:19:29.192350,37,,Noyant-de-Touraine,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Francueil,Maison/Villa,,MGUL-DDDDDDDDEC,entities-1037217-2038312,37150,37110,99,153722.0,4,4,2020-01-22,20:19:29.192350,37,,Francueil,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Cheillé,Maison/Villa,Maison neuve,1363560,ag370762-231173392,37190,37067,95,175000.0,4,3,2020-01-22,20:19:29.192350,37,Non,Cheillé,bienici,Pro,Agence,Vente,Non,1842.1052631578948,Active
Saint-Avertin,Maison/Villa,Maison à vendre Saint-Avertin,3326-SI,ag370642-230394631,37550,37208,100,263000.0,6,4,2020-01-22,20:19:29.192350,37,Non,Saint-Avertin,bienici,Pro,Agence,Vente,Non,2500,Active
Le Petit-Pressigny,Maison/Villa,,MGUL-CCCCCCCCGF,entities-1037217-2019643,37350,37184,99,128060.0,4,4,2020-01-22,20:19:29.192350,37,,Le Petit-Pressigny,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Vouvray,Maison/Villa,VOUVRAY - Maison,T2767,apimo-3464186,37210,37281,100,315000.0,6,4,2020-01-22,20:19:29.192350,37,,Vouvray,bienici,Pro,Agence,Vente,Non,3000,Active
Monts,Maison/Villa,Bureau/Atelier ou Maison à réhabiliter  Monts,MTS5948,immo-facile-8917667,37260,37159,91.16,191100.0,4,,2020-01-22,20:19:29.192350,37,Non,Monts,bienici,Pro,Agence,Vente,Non,1974.5502413339184,Active
Saint-Règle,Maison/Villa,Maison de bourg - 3 pièces - 97m2,1246a,hektor-metbimmoamboise-14365,37530,37236,97,118000.0,3,2,2020-01-22,20:19:29.192350,37,Non,Saint-Règle,bienici,Pro,Agence,Vente,Non,1134.020618556701,Active
Cheillé,Maison/Villa,Maison neuve,1362006,ag370762-231173371,37190,37067,95,167000.0,4,3,2020-01-22,20:19:29.192350,37,Non,Cheillé,bienici,Pro,Agence,Vente,Non,1757.8947368421052,Active
Cheillé,Maison/Villa,Maison neuve,1362715,ag370762-231173377,37190,37067,95,174000.0,4,3,2020-01-22,20:19:29.192350,37,Non,Cheillé,bienici,Pro,Agence,Vente,Non,1831.578947368421,Active
Château-la-Vallière,Maison/Villa,Grange à habiliter - Lublé,1562s,apimo-2050914,37330,37062,95,48000.0,1,,2020-01-22,20:19:29.192350,37,,Château-la-Vallière,bienici,Pro,Agence,Vente,Non,452.63157894736844,Active
,Maison/Villa,BEL ENSEMBLE ISOLE MONNAIE - 4 pièce(s) - 100 m2,877,immo-facile-31150957,37380,,100,197025.0,4,2,2020-01-22,20:19:29.192350,37,Non,,bienici,Pro,Agence,Vente,Non,1970.25,Active
Montlouis-sur-Loire,Maison/Villa,Maison à vendre Montlouis-sur-Loire,2465-SI,ag370642-179766691,37270,37156,96,85000.0,1,,2020-01-22,20:19:29.192350,37,Non,Montlouis-sur-Loire,bienici,Pro,Agence,Vente,Non,833.3333333333334,Active
Orbigny,Maison/Villa,SUD TOURAINE - CORPS DE FERME composé de plusieurs bâtiments, sur 1 ha de terrain,076041E13APF,orpi-1-076041E13APF,37460,37177,94,186030.0,4,3,2020-01-22,20:19:29.192350,37,Non,Orbigny,bienici,Pro,Agence,Vente,Non,1867.0212765957447,Active
Bossay-sur-Claise,Maison/Villa,Maison de campagne,860032005,adapt-immo-860032005,37290,37028,95,81000.0,4,3,2020-01-22,20:19:29.192350,37,Non,Bossay-sur-Claise,bienici,Pro,Agence,Vente,Non,852.6315789473684,Active
Autrèche,Maison/Villa,,CSA-DDDDDDDDJS,entities-1037217-2044228,37110,37009,99,150000.0,4,3,2020-01-22,20:19:29.192350,37,,Autrèche,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Joué-lès-Tours,Maison/Villa,,CSA-DDDDDDDDMG,entities-1037217-2044267,37300,37122,99,204000.0,4,3,2020-01-22,20:19:29.192350,37,,Joué-lès-Tours,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Richelieu,Maison/Villa,,CSA-DDDDDDDDHA,entities-1037217-2044166,37120,37196,100,153100.0,5,3,2020-01-22,20:19:29.192350,37,,Richelieu,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Langeais,Maison/Villa,MAISON A ÉTAGE 3 CHAMBRES ET GARAGE,CSA-DDDDDDDDFY,entities-1037217-2044123,37130,37123,91,157880.0,4,3,2020-01-22,20:19:29.192350,37,,Langeais,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Joué-lès-Tours,Maison/Villa,MAISON A ÉTAGE 3 CHAMBRES ET GARAGE,CSA-DDDDDDDDHB,entities-1037217-2044168,37300,37122,91,209180.0,4,3,2020-01-22,20:19:29.192350,37,,Joué-lès-Tours,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Château-la-Vallière,Maison/Villa,,CSA-DDDDDDDDFV,entities-1037217-2043994,37330,37062,100,157300.0,5,3,2020-01-22,20:19:29.192350,37,,Château-la-Vallière,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Nouzilly,Maison/Villa,Maison neuve idéale pour primo-accédant.,MGUL-DDDDDDDDDX,entities-1037217-2038281,37380,37175,93,142700.0,5,3,2020-01-22,20:19:29.192350,37,,Nouzilly,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Noyant-de-Touraine,Maison/Villa,Maison neuve idéale pour primo-accédant.,MGUL-DDDDDDDDDW,entities-1037217-2038279,37800,37176,93,147880.0,5,3,2020-01-22,20:19:29.192350,37,,Noyant-de-Touraine,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Francueil,Maison/Villa,,MGUL-DDDDDDDDEC,entities-1037217-2038312,37150,37110,99,153722.0,4,4,2020-01-22,20:19:29.192350,37,,Francueil,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Cheillé,Maison/Villa,Maison neuve,1363560,ag370762-231173392,37190,37067,95,175000.0,4,3,2020-01-22,20:19:29.192350,37,Non,Cheillé,bienici,Pro,Agence,Vente,Non,1842.1052631578948,Active
Saint-Avertin,Maison/Villa,Maison à vendre Saint-Avertin,3326-SI,ag370642-230394631,37550,37208,100,263000.0,6,4,2020-01-22,20:19:29.192350,37,Non,Saint-Avertin,bienici,Pro,Agence,Vente,Non,2500,Active
Le Petit-Pressigny,Maison/Villa,,MGUL-CCCCCCCCGF,entities-1037217-2019643,37350,37184,99,128060.0,4,4,2020-01-22,20:19:29.192350,37,,Le Petit-Pressigny,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Vouvray,Maison/Villa,VOUVRAY - Maison,T2767,apimo-3464186,37210,37281,100,315000.0,6,4,2020-01-22,20:19:29.192350,37,,Vouvray,bienici,Pro,Agence,Vente,Non,3000,Active
Monts,Maison/Villa,Bureau/Atelier ou Maison à réhabiliter  Monts,MTS5948,immo-facile-8917667,37260,37159,91.16,191100.0,4,,2020-01-22,20:19:29.192350,37,Non,Monts,bienici,Pro,Agence,Vente,Non,1974.5502413339184,Active
Saint-Règle,Maison/Villa,Maison de bourg - 3 pièces - 97m2,1246a,hektor-metbimmoamboise-14365,37530,37236,97,118000.0,3,2,2020-01-22,20:19:29.192350,37,Non,Saint-Règle,bienici,Pro,Agence,Vente,Non,1134.020618556701,Active
Cheillé,Maison/Villa,Maison neuve,1362006,ag370762-231173371,37190,37067,95,167000.0,4,3,2020-01-22,20:19:29.192350,37,Non,Cheillé,bienici,Pro,Agence,Vente,Non,1757.8947368421052,Active
Cheillé,Maison/Villa,Maison neuve,1362715,ag370762-231173377,37190,37067,95,174000.0,4,3,2020-01-22,20:19:29.192350,37,Non,Cheillé,bienici,Pro,Agence,Vente,Non,1831.578947368421,Active
Château-la-Vallière,Maison/Villa,Grange à habiliter - Lublé,1562s,apimo-2050914,37330,37062,95,48000.0,1,,2020-01-22,20:19:29.192350,37,,Château-la-Vallière,bienici,Pro,Agence,Vente,Non,452.63157894736844,Active
,Maison/Villa,BEL ENSEMBLE ISOLE MONNAIE - 4 pièce(s) - 100 m2,877,immo-facile-31150957,37380,,100,197025.0,4,2,2020-01-22,20:19:29.192350,37,Non,,bienici,Pro,Agence,Vente,Non,1970.25,Active
Montlouis-sur-Loire,Maison/Villa,Maison à vendre Montlouis-sur-Loire,2465-SI,ag370642-179766691,37270,37156,96,85000.0,1,,2020-01-22,20:19:29.192350,37,Non,Montlouis-sur-Loire,bienici,Pro,Agence,Vente,Non,833.3333333333334,Active
Orbigny,Maison/Villa,SUD TOURAINE - CORPS DE FERME composé de plusieurs bâtiments, sur 1 ha de terrain,076041E13APF,orpi-1-076041E13APF,37460,37177,94,186030.0,4,3,2020-01-22,20:19:29.192350,37,Non,Orbigny,bienici,Pro,Agence,Vente,Non,1867.0212765957447,Active
Bossay-sur-Claise,Maison/Villa,Maison de campagne,860032005,adapt-immo-860032005,37290,37028,95,81000.0,4,3,2020-01-22,20:19:29.192350,37,Non,Bossay-sur-Claise,bienici,Pro,Agence,Vente,Non,852.6315789473684,Active
Autrèche,Maison/Villa,,CSA-DDDDDDDDJS,entities-1037217-2044228,37110,37009,99,150000.0,4,3,2020-01-22,20:19:29.192350,37,,Autrèche,bienici,Pro,Constructeur maisons,Vente,Oui,,Active
Preuilly-sur-Claise,Maison/Villa,Vente à terme libre sur 10 ans - PREUILLY SUR CLAISE (37290),421937060,ag752451-229637389,37290,37189,189,49600,10,7,2020-01-22,20:19:29.192350,37,Non,Preuilly-sur-Claise,bienici,Pro,Agence,Viager,Non,,Active
Chambray-lès-Tours,Maison/Villa,,15553,century-21-202_3116_15553,37170,37050,205,441000,8,6,2020-01-22,20:19:29.192350,37,Oui,Chambray-lès-Tours,bienici,Pro,Agence,Vente,Non,2151.2195121951218,Active
Saint-Cyr-sur-Loire,Maison/Villa,EXCLUSIVITE - MAISON SAINT CYR SUR LOIRE,34,immo-facile-31980475,37540,37214,202,334900,9,4,2020-01-22,20:19:29.192350,37,Oui,Grosse Borne,bienici,Pro,Agence,Vente,Non,1657.920792079208,Active
Tours,Maison/Villa,RARE ! MAISON  200 m²  AVEC PISCINE , TOURS VUE LOIRE!,2629,immo-facile-99933405560,37000,37261,200,674980,11,5,2020-01-22,20:19:29.192350,37,Oui,Paul Bert,bienici,Pro,Agence,Vente,Non,3200.0,Active
Beaumont-en-Véron,Maison/Villa,,TMAI97133,ics-lba_CITYALBA_tra-TMAI97133,37420,37022,200,344620,9,6,2020-01-22,20:19:29.192350,37,Oui,Beaumont-en-Véron,bienici,Pro,Mandataire,Vente,Non,1723.1,Active
Truyes,Maison/Villa,EXCLUSIVITE - Très belle maison tourangelle, 184 m², Val de l'Indre,220,immo-facile-34896353,37320,37263,184,274900,6,3,2020-01-22,20:19:29.192350,37,Oui,Truyes,bienici,Pro,Agence,Vente,Non,1494.0217391304348,Active
Benais,Maison/Villa,,TMAI104730,citya-immobilier-1164-TMAI104730,37140,37024,220,424000,8,4,2020-01-22,20:19:29.192350,37,Oui,Benais,bienici,Pro,Agence,Vente,Non,1927.2727272727273,Active
Tours,Maison/Villa,,TMAI1512467506495,citya-immobilier-5000-TMAI1512467506495,37100,37261,185,699000,4,3,2020-01-22,20:19:29.192350,37,Non,Sainte-Radegonde - IUT,bienici,Pro,Agence,Vente,Non,3778.3783783783783,Active
Monnaie,Maison/Villa,EXCLUSIVITE - Maison MONNAIE,208,immo-facile-34963878,37380,37153,194,315400,8,5,2020-01-22,20:19:29.192350,37,Oui,Monnaie,bienici,Pro,Agence,Vente,Non,1625.7731958762886,Active
Sonzay,Maison/Villa,1 Vaste maison familiale et 1 maison indépendante Louée, terrain constructible!,1337267,ag370762-231173251,37360,37249,236,367106,9,5,2020-01-22,20:19:29.192350,37,Oui,Sonzay,bienici,Pro,Agence,Vente,Non,1555.5338983050847,Active
Montbazon,Maison/Villa,Montbazon (37250), Villa 221 m²  sur 2675 m² de terrain,222117OBA,ag440414-230743195,37250,37154,221,582344,8,3,2020-01-22,20:19:29.192350,37,Oui,Montbazon,bienici,Pro,Mandataire,Vente,Non,2533.9366515837105,Active
Monts,Maison/Villa,,16061,century-21-202_3116_16061,37260,37159,185,333900,8,5,2020-01-22,20:19:29.192350,37,Oui,Monts,bienici,Pro,Agence,Vente,Non,1804.8648648648648,Active
