IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
680010000;68;68202;68001;ZZZZZZ;6800100;Z;1141;216;162;197;299;217;51;291;673;177;912;5;10;82;178;143;163;224;106;894;247;297;1112;29
680020000;68;68201;68002;ZZZZZZ;6800200;Z;393;61;71;58;106;55;42;91;230;72;320;10;5;10;50;40;70;115;20;388;5;14;393;0
680040101;68;68206;68004;ZZZZZZ;6800401;H;3764;586;685;666;832;554;441;770;2233;760;3138;0;91;152;436;593;598;853;415;3545;219;381;3595;168
680040102;68;68206;68004;ZZZZZZ;6800401;H;1973;367;331;380;448;285;162;503;1127;344;1683;5;30;193;238;264;228;436;289;1852;122;207;1972;1
680050000;68;68203;68005;ZZZZZZ;6800500;Z;1779;239;254;265;468;334;219;320;1049;410;1533;74;24;172;242;193;158;552;117;1744;35;56;1706;73
680060000;68;68000;68006;ZZZZZZ;6800600;Z;1180;242;159;257;260;199;63;297;717;167;956;5;35;108;222;158;143;168;118;1160;20;29;1180;0
680070000;68;68121;68007;ZZZZZZ;6800700;Z;2162;348;312;335;621;383;164;479;1327;357;1834;20;69;180;314;259;200;560;234;2096;66;136;2162;0
680080000;68;68000;68008;ZZZZZZ;6800800;Z;579;113;65;134;115;115;38;140;328;111;471;0;10;45;112;72;66;110;56;562;17;26;579;0
680090000;68;68000;68009;ZZZZZZ;6800900;Z;846;168;127;182;200;133;36;231;498;117;665;10;30;50;125;100;115;170;65;815;31;43;846;0
680100000;68;68206;68010;ZZZZZZ;6801000;Z;1128;191;204;222;269;162;80;272;681;175;943;0;30;40;180;165;149;259;119;1099;29;53;1128;0
680110000;68;68000;68011;ZZZZZZ;6801100;Z;1321;262;213;266;340;180;61;353;809;158;1056;10;20;164;284;164;130;176;109;1295;26;44;1321;0
680120000;68;68000;68012;ZZZZZZ;6801200;Z;1788;347;269;354;487;228;103;452;1113;223;1450;5;50;165;315;250;195;275;195;1754;34;57;1788;0
680130000;68;68000;68013;ZZZZZZ;6801300;Z;973;166;120;188;253;165;80;215;581;177;803;0;44;89;162;118;118;187;84;876;97;113;973;0
680140000;68;68000;68014;ZZZZZZ;6801400;Z;360;54;43;75;98;63;27;69;228;63;285;5;0;0;50;75;15;105;35;349;11;14;341;19
680150000;68;68701;68015;ZZZZZZ;6801500;Z;2616;476;366;497;597;493;186;621;1520;474;2139;5;70;165;395;305;355;599;244;2542;74;164;2616;0
680160000;68;68109;68016;ZZZZZZ;6801600;Z;969;188;139;198;245;139;60;245;587;138;824;10;0;80;106;136;226;167;100;888;81;85;969;0
680170000;68;68000;68017;ZZZZZZ;6801700;Z;824;130;120;160;203;122;90;176;489;159;714;10;25;30;104;89;170;202;84;814;10;16;824;0
680180000;68;68000;68018;ZZZZZZ;6801800;Z;757;106;116;127;200;145;63;152;449;156;642;20;10;66;112;112;102;158;61;754;3;10;757;0
680190000;68;68000;68019;ZZZZZZ;6801900;Z;574;111;82;111;161;80;29;148;348;78;488;0;10;35;64;88;129;102;59;516;58;69;574;0
680200000;68;68000;68020;ZZZZZZ;6802000;Z;1608;205;203;236;396;344;224;295;873;440;1422;0;56;76;192;177;212;504;207;1507;101;160;1528;80
680210000;68;68205;68021;ZZZZZZ;6802100;Z;3837;632;603;838;917;580;267;813;2433;591;3133;5;120;297;444;573;530;773;390;3485;352;488;3764;73
680220000;68;68000;68022;ZZZZZZ;6802200;Z;1587;281;221;330;365;268;123;357;943;287;1285;5;56;128;214;199;184;356;143;1558;29;64;1587;0
680230000;68;68122;68023;ZZZZZZ;6802300;Z;941;153;113;154;196;192;133;190;491;260;785;45;55;40;90;120;115;270;50;911;30;40;887;54
680240000;68;68000;68024;ZZZZZZ;6802400;Z;190;12;26;27;45;17;62;18;101;70;187;0;5;10;10;26;5;81;50;172;18;25;92;98
680250000;68;68000;68025;ZZZZZZ;6802500;Z;216;42;27;34;61;38;15;52;126;38;178;0;5;5;27;41;50;41;9;204;12;17;216;0
680260000;68;68122;68026;ZZZZZZ;6802600;Z;1335;207;222;220;336;198;152;304;765;266;1118;45;55;101;177;151;132;265;191;1270;65;93;1332;3
680270000;68;68000;68027;ZZZZZZ;6802700;Z;324;58;44;46;95;58;23;77;196;50;267;10;0;10;50;25;65;91;15;292;32;38;324;0
680280000;68;68000;68028;ZZZZZZ;6802800;Z;2121;336;276;404;443;386;276;428;1173;520;1757;21;62;144;328;226;257;586;133;2072;49;79;2001;120
680290000;68;68000;68029;ZZZZZZ;6802900;Z;1078;183;134;197;245;219;100;233;594;251;903;20;59;39;197;99;89;281;118;1051;27;48;1078;0
680300000;68;68000;68030;ZZZZZZ;6803000;Z;433;80;77;76;98;54;47;106;243;83;364;5;5;49;69;48;54;95;38;417;16;25;433;0
680320000;68;68000;68032;ZZZZZZ;6803200;Z;1192;211;172;213;294;225;76;270;715;207;1002;10;50;55;254;115;140;254;125;1179;13;20;1192;0
680330000;68;68000;68033;ZZZZZZ;6803300;Z;450;50;84;70;133;84;28;78;300;72;408;0;5;10;64;64;127;107;31;425;25;32;450;0
680340000;68;68000;68034;ZZZZZZ;6803400;Z;311;49;33;55;82;67;26;62;176;74;268;10;0;35;40;55;45;60;25;280;31;35;311;0
680350000;68;68000;68035;ZZZZZZ;6803500;Z;317;63;29;51;98;46;29;73;184;60;266;0;10;40;25;30;55;70;35;236;81;87;317;0
680360000;68;68103;68036;ZZZZZZ;6803600;Z;2571;513;361;524;562;433;178;661;1480;430;2016;5;56;131;227;384;409;562;242;2339;232;300;2570;1
680370000;68;68000;68037;ZZZZZZ;6803700;Z;444;79;66;92;125;70;12;98;306;40;359;6;6;33;40;81;77;58;59;425;19;26;444;0
680380000;68;68108;68038;ZZZZZZ;6803800;Z;1039;197;111;233;247;175;76;240;623;177;822;9;23;98;177;107;107;237;65;1019;20;36;1039;0
680390000;68;68000;68039;ZZZZZZ;6803900;Z;544;99;72;98;128;102;47;121;316;108;443;5;15;10;65;70;115;130;35;525;19;30;544;0
680400000;68;68402;68040;ZZZZZZ;6804000;Z;1960;309;292;331;436;328;264;414;1076;471;1646;5;40;54;207;253;308;536;243;1871;89;142;1891;69
680410000;68;68000;68041;ZZZZZZ;6804100;Z;1957;356;291;406;500;283;122;462;1221;274;1630;5;59;96;278;283;347;306;256;1887;70;116;1957;0
680420000;68;68118;68042;ZZZZZZ;6804200;Z;4526;804;674;935;1021;788;304;1015;2730;781;3835;5;141;369;587;646;675;888;524;3902;624;733;4520;6
680430000;68;68701;68043;ZZZZZZ;6804300;Z;4027;721;628;772;835;670;401;938;2269;820;3302;15;93;249;557;547;474;943;425;3909;118;235;3971;56
680440000;68;68000;68044;ZZZZZZ;6804400;Z;752;117;100;119;211;130;76;166;434;153;613;15;15;25;84;74;138;199;63;738;14;19;710;42
680450000;68;68000;68045;ZZZZZZ;6804500;Z;560;80;77;94;143;107;58;113;330;117;462;0;24;33;78;58;62;144;61;549;11;24;560;0
680460000;68;68000;68046;ZZZZZZ;6804600;Z;420;71;47;88;113;67;34;92;260;68;336;0;10;50;70;55;35;86;30;412;8;18;420;0
680490000;68;68000;68049;ZZZZZZ;6804900;Z;459;66;52;64;139;55;83;87;256;116;400;10;15;24;64;44;91;112;39;430;29;36;401;58
680500000;68;68000;68050;ZZZZZZ;6805000;Z;412;75;42;67;90;82;57;92;218;102;347;5;25;45;35;41;45;122;30;411;1;4;390;22
680510000;68;68302;68051;ZZZZZZ;6805100;Z;828;122;119;128;198;200;61;160;497;171;719;25;15;45;101;146;106;226;55;823;5;15;828;0
680520000;68;68000;68052;ZZZZZZ;6805200;Z;181;31;27;42;51;21;9;44;118;19;160;10;5;16;36;21;36;26;10;178;3;4;181;0
680540000;68;68000;68054;ZZZZZZ;6805400;Z;405;80;54;66;104;78;23;103;238;64;320;0;0;70;35;50;55;75;35;376;29;35;405;0
680550000;68;68000;68055;ZZZZZZ;6805500;Z;1061;181;135;177;269;213;87;236;619;206;857;5;30;140;180;89;66;246;100;1036;25;52;1061;0
680560101;68;68701;68056;ZZZZZZ;6805601;H;3538;461;703;568;767;665;374;660;2085;793;3069;0;125;385;460;380;290;932;496;3327;211;340;3538;0
680560102;68;68701;68056;ZZZZZZ;6805601;H;2787;438;547;485;597;449;271;623;1615;548;2352;0;75;410;305;355;200;596;410;2607;180;273;2599;188
680560201;68;68701;68056;ZZZZZZ;6805602;H;1687;291;230;289;399;273;204;376;958;353;1397;0;75;170;229;229;140;359;195;1588;99;172;1687;0
680570000;68;68000;68057;ZZZZZZ;6805700;Z;277;53;52;54;57;39;22;81;155;41;234;10;0;20;51;31;20;46;56;270;7;8;277;0
680580000;68;68401;68058;ZZZZZZ;6805800;Z;3310;618;528;603;780;478;302;819;1909;582;2753;5;101;171;473;452;498;717;335;3051;259;313;3310;0
680590000;68;68110;68059;ZZZZZZ;6805900;Z;1878;351;324;427;381;278;117;463;1135;280;1559;24;39;117;371;210;215;347;235;1840;38;71;1874;4
680600000;68;68110;68060;ZZZZZZ;6806000;Z;1802;355;239;376;405;300;127;455;1038;309;1437;10;57;98;335;273;185;340;139;1764;38;64;1802;0
680610000;68;68403;68061;ZZZZZZ;6806100;Z;1040;179;136;199;262;180;84;231;618;191;815;5;30;80;155;125;80;240;100;887;153;171;1040;0
680620000;68;68206;68062;ZZZZZZ;6806200;Z;2044;359;336;372;494;296;187;485;1206;352;1692;5;80;175;325;315;245;347;201;1986;58;93;1974;70
680630101;68;68402;68063;ZZZZZZ;6806301;H;2078;395;395;422;369;322;175;477;1229;372;1683;0;33;148;265;303;296;439;200;1933;144;190;2078;0
680630102;68;68402;68063;ZZZZZZ;6806301;H;1970;234;279;335;398;434;289;320;1133;518;1733;3;45;145;213;282;221;598;225;1881;90;124;1848;123
680630103;68;68402;68063;ZZZZZZ;6806301;H;3106;650;541;752;526;423;215;809;1853;444;2456;0;69;125;359;486;461;532;424;2857;249;307;3057;49
680630104;68;68402;68063;ZZZZZZ;6806301;H;3165;576;445;666;721;487;270;743;1891;531;2579;3;45;116;374;386;377;635;643;2903;262;366;2639;526
680630105;68;68402;68063;ZZZZZZ;6806301;H;1246;351;204;208;159;242;81;423;581;242;895;0;10;7;42;131;220;285;202;922;324;357;1246;0
680640000;68;68000;68064;ZZZZZZ;6806400;Z;950;141;141;167;216;200;85;192;547;210;822;5;15;45;160;139;110;248;99;832;118;135;950;0
680650000;68;68000;68065;ZZZZZZ;6806500;Z;693;173;107;166;119;95;33;210;403;80;513;0;10;45;121;75;100;106;55;677;16;19;693;0
