dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-03T18:38:04.000Z|91064|M1607|CDI|D|PEPINIERES ALLAVOINE|Horaire de 10,25 Euros sur 12 mois|Temps plein||6|01|11183|91064|
2021-02-23T18:55:25.000Z|91064|J1307|CDI|D|Vitalis Medical||Temps plein||||18027|91064|
2021-02-20T19:09:06.000Z|91064|M1604|MIS|E|||Temps plein|||78|11227|91064|
2021-01-26T09:21:05.000Z|91064|N1103|SAI|E|PEPINIERES ALLAVOINE|Horaire de 10,25 Euros sur 12 mois|Temps plein||1|01|17993|91064|
2021-03-03T13:34:16.000Z|91064|K1304|CDI|D|ALL4HOME|Horaire de 10,25 Euros à 10,75 Euros sur 12 mois|Temps partiel||5|81|14771|91064|
2021-03-02T11:50:40.000Z|91064|J1304|CDI|E|MAIRIE DE BIEVRES||Temps plein||6|84|11448|91064|
2021-02-15T15:01:33.000Z|91064|A1203|CDI|E|GEV|Mensuel de 1562 Euros à 1626 Euros sur 12 mois|Temps plein||3|81|17515|91064|
2021-03-12T09:45:45.000Z|91064|F1106|MIS|E|GIF 4|Mensuel de 1900,00 Euros à 2350,00 Euros sur 12 mois|Temps plein||7|78||91064|
2021-03-11T09:38:10.000Z|91064|M1203|CDI|E|Groupe Fed||Temps plein|||69|11234|91064|
2021-03-06T06:56:45.000Z|91064|C1205|CDI|E|Michael Page||Temps plein||||13438|91064|
2021-03-04T09:28:51.000Z|91064|F1106|MIS|E|GIF 4|Mensuel de 1900 Euros à 2350 Euros sur 12 mois|Temps plein||7|78||91064|
2021-03-03T17:05:24.000Z|91064|I1306|MIS|E|EASY'S|Horaire de 15 Euros à 17 Euros sur 12 mois|Temps plein||7|78|16889|91064|
2021-03-03T11:43:09.000Z|91064|K1802|CDI|E|MAIRIE DE BIEVRES||Temps plein||9|84|11847|91064|
2021-02-23T09:45:58.000Z|91064|H2603|CDI|E|AS CO ELECTRONIQUE||Temps plein||4|71||91064|
2021-02-23T09:43:10.000Z|91064|H2605|CDI|E|AS CO ELECTRONIQUE||Temps plein||4|71||91064|
2021-02-20T15:05:02.000Z|91064|I1307|MIS|E|Expectra||Temps plein|||78||91064|
2021-02-15T15:02:54.000Z|91064|A1203|CDI|E|GEV|Mensuel de 1800 Euros à 2000 Euros sur 12 mois|Temps plein||4|81||91064|
2021-02-12T08:52:56.000Z|91064|C1203|MIS|E|Start People|Annuel de 35000,00 Euros ï¿½ 50000,00 Euros|Temps plein||9|78||91064|
2021-02-08T17:12:34.000Z|91064|J1506|CDD|E|NEPHROCARE ILE DE FRANCE|Mensuel de 2600,00 Euros à 3500,00 Euros sur 12 mois|Temps plein||7|70|38452|91064|
2021-01-26T09:39:11.000Z|91064|D1503|CDI|E|PEPINIERES ALLAVOINE|Horaire de 10,25 Euros à 12 Euros sur 12 mois|Temps plein||6|01|12290|91064|
2021-01-26T09:26:27.000Z|91064|A1414|CDI|D|PEPINIERES ALLAVOINE|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||2|01|17516|91064|
2020-12-02T12:11:49.000Z|91064|F1605|MIS|E|SOPRATEC|Mensuel de 2100,00 Euros à 2400,00 Euros sur 12 mois|Temps plein||4|78||91064|
2021-03-10T10:57:05.000Z|91064|D1504|FRA|D|ELYSEE CONCEPT||Temps plein||9|70|14259|91064|
2021-03-08T16:11:09.000Z|91064|F1603|CDI|E|E1 TALENCY||Temps plein||||11981|91064|
2021-02-19T12:03:07.000Z|91064|I1304|MIS|E|EXPECTRA|Annuel de 32000,00 Euros sur 12 mois|Temps plein||7|78||91064|
2021-02-18T14:59:51.000Z|91064|K2107|CDD|D|JEDEON|Horaire de 12,00 Euros à 18,00 Euros sur 12 mois|Temps partiel||6|85|38344|91064|
2021-02-08T13:51:01.000Z|91064|K1303|CDD|D|Particulier Employeur||Temps plein|||97||91064|
2021-03-05T13:27:07.000Z|91064|K1302|CDI|E|ADHAP Orsay|Horaire de 10,60 Euros|Temps plein|||88|11453|91064|
2021-03-03T17:00:36.000Z|91064|I1306|MIS|E|EASY'S|Horaire de 15 Euros à 17 Euros sur 12 mois|Temps plein||7|78|20151|91064|
2021-03-03T14:42:13.000Z|91064|F1603|MIS|E|GIF 5|Annuel de 19000,00 Euros à 25000,00 Euros sur 12 mois|Temps plein||3|78|17838|91064|
2021-01-18T13:51:44.000Z|91064|I1604|CDI|E|BOUHARAOUA ALI|Mensuel de 2200,00 Euros sur 12 mois|Temps plein||7|45|16446|91064|
