dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-11T14:18:01.000Z|02810|D1408|MIS|E|ADECCO FRANCE|Mensuel de 1700,00 Euros à 1701,00 Euros sur 13 mois|Temps plein||5|78|20299|02810|
2021-03-11T08:47:40.000Z|02810|C1206|MIS|E|ADECCO FRANCE|Horaire de 11,21 Euros à 11,22 Euros sur 13 mois|Temps plein||6|78|11771|02810|
2021-03-11T09:22:59.000Z|02810|M1704|MIS|E|Randstad||Temps plein|||78|18753|02810|
2021-03-10T12:02:04.000Z|02810|N4105|MIS|E||Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||5|78|11998|02810|
2021-03-10T11:50:19.000Z|02810|N1303|CDI|E|ADECCO FRANCE|Horaire de 13,00 Euros à 16,00 Euros sur 12 mois|Temps plein||7|78|11097|02810|
2021-03-04T16:27:01.000Z|02810|K1302|CDI|D|SERVICE INFIRMIER|Mensuel de 612 Euros à 689 Euros sur 12 mois|Temps partiel||6|88||02810|
2021-03-03T16:56:54.000Z|02810|I1203|CDD|D||Mensuel de 1555,75 Euros à 1555,75 Euros sur 12 mois|Temps plein||6|84||02810|
2021-02-25T12:10:41.000Z|02810|N4105|MIS|D|ADEQUAT INTERIM|Mensuel de 1555,00 Euros à 1650,00 Euros sur 12 mois|Temps plein||5|78|11998|02810|
2021-02-20T17:03:07.000Z|02810|D1507|MIS|E|||Temps plein|||78|14769|02810|
2021-02-20T15:00:18.000Z|02810|D1507|MIS|E|Randstad||Temps plein|||78|14769|02810|
2021-02-19T11:58:26.000Z|02810|M1203|CDI|E|Kolibri Consulting||Temps plein||||10871|02810|
2021-02-02T07:58:12.000Z|02810|M1704|MIS|D|Randstad||Temps plein|||78|18753|02810|
2021-01-26T11:11:04.000Z|02810|N1103|MIS|D|SUPPLAY|Horaire de 11,00 Euros à 12,00 Euros sur 12 mois|Temps plein||3|78|17993|02810|
2021-03-12T09:27:48.000Z|02810|N1303|MIS|E|ADECCO FRANCE|Horaire de 12,00 Euros à 14,00 Euros sur 12 mois|Temps plein||6|78|19097|02810|
2021-03-10T11:07:18.000Z|02810|N1101|MIS|E|ADECCO FRANCE|Horaire de 11,21 Euros à 11,23 Euros sur 12 mois|Temps plein||5|78|11686|02810|
2021-03-10T10:09:42.000Z|02810|I1203|CDI|E|14 MAISONS|Mensuel de 1654,28 Euros sur 12 mois|Temps plein||3|87|10489|02810|
2021-02-24T11:12:08.000Z|02810|K2503|CDI|E|EAS|Mensuel de 1779,00 Euros à 1816,00 Euros sur 12 mois|Temps plein||6|81|10602|02810|
2021-02-19T09:59:31.000Z|02810|J1307|CDI|D|||Temps plein||||18027|02810|
2021-02-18T08:40:47.000Z|02810|N1301|CDI|E|Randstad||Temps plein||||19112|02810|
2021-01-26T03:04:21.000Z|02810|K1304|CDI|D|||Temps plein||||10805|02810|
2020-12-09T18:07:19.000Z|02810|K2503|CDI|E|ASCI|Mensuel de 1560,00 Euros sur 12 mois|Temps plein||6|80|10599|02810|
2021-03-16T02:54:47.000Z|02810|J1501|MIS|D|Appel Médical par Randstad||Temps plein|||78|10891|02810|
2021-03-15T09:10:03.000Z|02810|K2503|CDI|E|EAS|Mensuel de 1779,00 Euros à 1779,00 Euros sur 12 mois|Temps plein||6|80|10601|02810|
2021-03-11T14:22:58.000Z|02810|H2912|CDI|D|ADECCO FRANCE|Horaire de 12,00 Euros à 15,00 Euros sur 12 mois|Temps plein||3|78|18470|02810|
2021-03-11T09:58:24.000Z|02810|M1605|MIS|D|AKKION  RECRUITMENT|Mensuel de 1700 Euros à 1800 Euros sur 13 mois|Temps plein||7|78|19774|02810|
2021-03-10T11:48:45.000Z|02810|C1206|MIS|D|AKKION  RECRUITMENT|Mensuel de 1700 Euros à 1750 Euros sur 13 mois|Temps plein||7|78|11866|02810|
2021-03-10T09:11:04.000Z|02810|C1205|CDI|E|||Temps plein||||13413|02810|
2021-03-09T16:55:00.000Z|02810|I1604|MIS|E|SUP INTERIM|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||2|78|18016|02810|
2021-03-08T12:11:23.000Z|02810|I1604|CDD|D|GARAGE VILLERS TOUT TERRAIN|Mensuel de 1555,00 Euros à 1950,00 Euros sur 12 mois|Temps plein||6|45|16446|02810|
2021-03-08T12:11:01.000Z|02810|N4103|CDI|D||Mensuel de 1332,50 Euros sur 13 mois|Temps partiel||6|49|12896|02810|
2021-03-05T17:11:48.000Z|02810|K1203|CDD|E|CC RETZ EN VALOIS|Mensuel de 1800 Euros à 2000 Euros sur 12 mois|Temps plein||7|84||02810|
2021-03-05T15:02:10.000Z|02810|I1101|CDD|E|MAIRIE|Mensuel de 1570,00 Euros sur 12 mois|Temps plein||6|84|12368|02810|
2021-03-04T16:29:19.000Z|02810|K1302|CDI|D|SERVICE INFIRMIER|Mensuel de 612,00 Euros à 689,00 Euros sur 12 mois|Temps partiel||6|88|11453|02810|
2021-03-04T12:59:15.000Z|02810|F1612|MIS|D|Start People|Horaire de 13,00 Euros|Temps plein|||78|19619|02810|
2021-03-02T09:10:17.000Z|02810|F1610|MIS|S|ADEQUAT INTERIM|Mensuel de 1555,00 Euros à 1650,00 Euros sur 12 mois|Temps plein||5|78|13822|02810|
2021-03-01T04:51:57.000Z|02810|H2903|CDI|E|Randstad||Temps plein||||15164|02810|
2021-02-28T02:58:09.000Z|02810|J1501|MIS|D|Appel Médical par Randstad||Temps plein|||78|10891|02810|
2021-02-26T14:59:14.000Z|02810|M1203|MIS|E|Synergie Soissons||Temps plein|||78|12803|02810|
2021-02-26T14:02:39.000Z|02810|G1203|CDD|E|MAIRIE|Mensuel de 1555,75 Euros sur 12 mois|Temps plein||6|84||02810|
2021-02-26T11:50:29.000Z|02810|F1701|MIS|E|HACOR SERVICES|Horaire de 12,76 Euros à 20,00 Euros sur 12 mois|Temps plein||3|78|11490|02810|
2021-02-25T15:13:55.000Z|02810|J1506|CDD|E|RESIDENCE LE GRAND BOSQUET|Mensuel de 2427,00 Euros sur 12 mois|Temps plein||6|87||02810|
2021-02-25T06:05:08.000Z|02810|C1504|LIB|D|||Temps plein||||16963|02810|
2021-02-23T14:43:20.000Z|02810|I1401|MIS|D|AKKION  RECRUITMENT|Mensuel de 1700 Euros à 1800 Euros sur 13 mois|Temps plein||7|78|19777|02810|
2021-02-20T18:59:22.000Z|02810|H2903|CDI|E|||Temps plein||||20372|02810|
2021-02-20T16:58:14.000Z|02810|E1301|MIS|E|Synergie Soissons|Annuel de 18500,00 Euros ï¿½ 25000,00 Euros|Temps plein|||78||02810|
2021-02-19T15:09:39.000Z|02810|H2903|MIS|E|MENWAY EMPLOI|Horaire de 10,25 Euros à 15,00 Euros sur 12 mois|Temps plein||3|78|17282|02810|
2021-02-18T16:29:00.000Z|02810|H2905|CDI|E|SUP INTERIM|Mensuel de 1600,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||4|78||02810|
2021-02-17T15:08:05.000Z|02810|F1503|MIS|E|ERGALIS FRANCE|Mensuel de 2500 Euros à 3000 Euros sur 12 mois|Temps partiel||4|78|11956|02810|
2021-02-17T08:53:45.000Z|02810|J1405|CDI|D|OPTIPRI|Mensuel de 1800,00 Euros à 2200,00 Euros sur 12 mois|Temps plein||9|47|17352|02810|
2021-02-17T08:51:11.000Z|02810|J1405|CDI|D|OPTIPRI|Mensuel de 1600,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||6|47|16897|02810|
2021-02-17T09:08:57.000Z|02810|G1502|MIS|E|Randstad||Temps plein|||78||02810|
2021-02-15T11:50:23.000Z|02810|F1610|MIS|D|ADEQUAT INTERIM|Mensuel de 1650,00 Euros à 2250,00 Euros sur 12 mois|Temps plein||5|78|13822|02810|
2021-02-12T09:12:24.000Z|02810|N4105|MIS|D|ADECCO FRANCE|Horaire de 11,30 Euros à 11,37 Euros sur 12 mois|Temps plein||3|78|12887|02810|
2021-02-10T10:25:58.000Z|02810|H1203|MIS|E|SUPPLAY|Horaire de 11,00 Euros à 12,50 Euros sur 12 mois|Temps plein||3|78|14053|02810|
2021-02-03T09:02:57.000Z|02810|H2903|MIS|E|Randstad||Temps plein|||78|20378|02810|
2021-03-10T11:23:16.000Z|02810|M1203|CDI|E|Kolibri Consulting||Temps plein||||12786|02810|
2021-03-05T08:55:45.000Z|02810|I1308|CDI|E|||Temps plein|||||02810|
2021-03-04T04:03:37.000Z|02810|C1504|LIB|D|||Temps plein||||13464|02810|
2021-02-26T14:53:56.000Z|02810|N1104|MIS|E|Synergie Soissons||Temps plein|||78|17884|02810|
2021-02-18T16:27:33.000Z|02810|H2902|MIS|E|SUP INTERIM|Horaire de 11,00 Euros à 12,00 Euros sur 12 mois|Temps plein||3|78|11971|02810|
2021-02-18T03:06:54.000Z|02810|C1504|LIB|D|||Temps plein||||13464|02810|
2021-02-15T09:32:47.000Z|02810|N4101|CDI|E|UNIROUTE|Horaire de 11,00 Euros à 11,17 Euros sur 12 mois|Temps plein||5|49|13327|02810|
2021-02-14T10:30:12.000Z|02810|I1604|MIS|E|Randstad||Temps plein|||78|16532|02810|
2021-02-02T07:47:00.000Z|02810|H2902|MIS|E|Randstad||Temps plein|||78|11971|02810|
2021-01-27T14:16:18.000Z|02810|F1603|CDI|D|C.DELCOURT|Annuel de 24000,00 Euros à 30000,00 Euros sur 12 mois|Temps plein||3|43|13971|02810|
2020-12-08T09:43:56.000Z|02810|J1501|CDI|D|SERVICE INFIRMIER|Mensuel de 1628 Euros à 1832 Euros sur 12 mois|Temps plein||6|88|10892|02810|
2020-12-08T09:42:08.000Z|02810|J1501|CDI|D|SERVICE INFIRMIER|Mensuel de 1159 Euros à 1302 Euros sur 12 mois|Temps partiel||6|88|10892|02810|
2020-12-08T09:38:42.000Z|02810|J1501|CDD|D|SERVICE INFIRMIER|Mensuel de 1159 Euros à 1302 Euros sur 12 mois|Temps partiel||6|88|10892|02810|
2021-02-26T02:58:29.000Z|02810|C1504|LIB|D|||Temps plein||||10362|02810|
2021-02-26T02:58:13.000Z|02810|C1504|LIB|D|||Temps plein||||11380|02810|
2021-02-20T08:45:33.000Z|02810|C1504|LIB|D|||Temps plein||||10362|02810|
2021-02-09T10:36:54.000Z|02810|F1604|CDD|D|SL CREATEK||Temps plein||2|16|17821|02810|
2021-02-02T07:55:14.000Z|02810|F1302|MIS|E|Randstad||Temps plein|||78||02810|
2020-11-20T16:11:39.000Z|02810|J1412|CDI|D|SERVICE INFIRMIER|Mensuel de 1974,46 Euros à 2297,26 Euros sur 12 mois|Temps plein||6|88|18235|02810|
