dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-11T11:36:46.000Z|29150|K2204|SAI|D|DOMAINE DE BEG PORZ||Temps plein||5|55|10686|29150|
2021-03-01T11:40:35.000Z|29150|D1106|CDI|D|CHEZ FERNAND|Mensuel de 1760,00 Euros sur 12 mois|Temps plein||5|70|20560|29150|
2021-02-26T11:12:10.000Z|29150|G1502|SAI|E|S.A.R.L. MANOIR DE KERTALG|Horaire de 10,25 Euros|Temps partiel||6|55||29150|
2021-02-25T15:38:15.000Z|29150|D1507|MIS|E|INTERACTION INTERIM|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||5|78|14769|29150|
2021-02-23T10:54:10.000Z|29150|G1501|SAI|E|STEREN-AR-MOR|Horaire de 11,28 Euros sur 12 mois|Temps partiel||5|55||29150|
2021-03-11T11:40:58.000Z|29150|G1803|SAI|E|DOMAINE DE BEG PORZ||Temps plein||6|55|19430|29150|
2021-03-02T16:22:48.000Z|29150|A1203|CDD|D|LD PAYSAGE|Mensuel de 1650 Euros à 2000 Euros sur 12 mois|Temps plein||2|81|17515|29150|
2021-03-02T11:40:29.000Z|29150|G1602|SAI|D|L'AUBERGE DE LA MER|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|56|12756|29150|
2021-02-28T11:26:47.000Z|29150|G1604|SAI|E|L'AUBERGE DE LA MER|Mensuel de 2100,00 Euros à 2200,00 Euros sur 12 mois|Temps plein||5|56|13844|29150|
2021-03-05T18:06:14.000Z|29150|J1507|FRA|D|ELYSEE CONCEPT||Temps plein||9|70|18242|29150|
2021-03-02T11:48:47.000Z|29150|G1602|SAI|D|L AUBERGE DE LA MER|Mensuel de 2300 Euros sur 12 mois|Temps plein||6|56|17577|29150|
2021-02-12T13:35:07.000Z|29150|I1604|CDI|D|AUTOCONTROLE DU LITTORAL|Mensuel de 1740 Euros à 1950 Euros sur 12 mois|Temps plein||6|71|13654|29150|
2021-02-25T08:46:39.000Z|29150|F1610|CDD|D|TY MEN GLAZ||Temps plein||2|43|13822|29150|
2021-02-25T08:43:31.000Z|29150|F1610|CDI|D|TY MEN GLAZ|Mensuel de 2208,00 Euros à 2986,00 Euros sur 12 mois|Temps plein||3|43|13822|29150|
2021-01-05T08:34:36.000Z|29150|F1610|CDI|D|EURL VINCENT GOASDOUE|Horaire de 10,25 Euros|Temps plein||6|43|13830|29150|
2021-02-24T04:02:19.000Z|29150|C1504|LIB|D|||Temps plein||||13464|29150|
