dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-15T11:30:33.000Z|91405|D1106|CDI|E|BOULANGERIE MARIE BLACHERE|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|10|20560|91405|
2021-03-02T10:44:05.000Z|91405|J1307|CDI|D|PHARMACIE VALERIE MECHIN||Temps plein||7|47|18027|91405|
2021-02-19T13:03:28.000Z|91405|G1603|CDD|D|SESAME|Horaire de 10,25 Euros|Temps partiel||5|78|14786|91405|
2021-03-15T11:17:32.000Z|91405|D1301|CDI|E|BOULANGERIE MARIE BLACHERE|Mensuel de 2226,84 Euros sur 12 mois|Temps plein||8|10|18781|91405|
2021-03-15T10:57:09.000Z|91405|D1301|CDI|E|BOULANGERIE MARIE BLACHERE|Mensuel de 1699,10 Euros sur 12 mois|Temps plein||6|10|10297|91405|
2021-02-19T12:55:09.000Z|91405|A1203|CDD|E|SESAME |Horaire de 10,25 Euros sur 12 mois|Temps partiel||1|78|16067|91405|
2021-01-30T02:53:47.000Z|91405|K1304|CDI|D|||Temps plein||||10805|91405|
2021-03-15T11:28:57.000Z|91405|D1502|CDI|E|BOULANGERIE MARIE BLACHERE|Mensuel de 1889,58 Euros sur 12 mois|Temps plein||8|10|12278|91405|
2021-03-15T11:21:58.000Z|91405|D1102|CDI|E|BOULANGERIE MARIE BLACHERE|Mensuel de 2159,48 Euros sur 12 mois|Temps plein||8|10|12006|91405|
2021-03-15T10:16:57.000Z|91405|H2102|CDI|E|I D SEARCH FRANCE|Mensuel de 1900 Euros à 1950 Euros sur 12 mois|Temps plein||5|78|12186|91405|
2021-03-11T12:43:40.000Z|91405|A1301|CDI|E|||Temps plein||||13459|91405|
2021-03-08T11:06:28.000Z|91405|I1304|CDI|D|K M I KAUFFMANN MAINTENANCE INDUST|Mensuel de 1700,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||5|33||91405|
2021-03-07T21:03:05.000Z|91405|K1304|CDI|E|||Temps plein||||10857|91405|
2021-03-02T15:13:34.000Z|91405|K1104|CDI|E|MAISON RETRAITE NOTRE DAME D'ESPERANCE|Mensuel de 1958,02 Euros à 1958,02 Euros sur 12 mois|Temps partiel||9|87|38675|91405|
2021-03-02T15:08:27.000Z|91405|J1506|CDI|E|MAISON RETRAITE NOTRE DAME D'ESPERANCE|Mensuel de 2121,00 Euros à 2200,00 Euros sur 12 mois|Temps plein||6|87|15552|91405|
2021-03-01T11:32:11.000Z|91405|N1103|CDD|D|AGRITEAM OUEST|Mensuel de 1600,00 Euros sur 12 mois|Temps plein||3|46|16285|91405|
2021-03-01T11:23:09.000Z|91405|I1603|CDI|E|AGRITEAM OUEST|Mensuel de 1900,00 Euros sur 12 mois|Temps plein||7|46||91405|
2021-03-01T11:17:59.000Z|91405|I1603|CDD|E||Mensuel de 1600,00 Euros sur 12 mois|Temps plein||2|46|16445|91405|
2021-02-25T14:32:43.000Z|91405|H2701|CDD|D|PARC GATINAIS FRANCAIS|Mensuel de 1800,00 Euros à 2200,00 Euros sur 12 mois|Temps plein||7|84|20134|91405|
2021-02-23T14:40:33.000Z|91405|A1302|CDD|D|BASF||Temps plein||7|46||91405|
2021-02-18T10:04:22.000Z|91405|M1302|FRA|D|ELYSEE CONCEPT||Temps plein||9|70||91405|
2021-01-17T06:42:40.000Z|91405|A1414|CDD|D|||Temps plein||||17504|91405|
2021-03-15T11:16:09.000Z|91405|D1102|CDD|E|BOULANGERIE MARIE BLACHERE|Mensuel de 1554,62 Euros sur 12 mois|Temps plein||2|10|11573|91405|
2021-03-15T11:09:03.000Z|91405|D1102|CDI|E|BOULANGERIE MARIE BLACHERE|Mensuel de 1554,62 Euros sur 12 mois|Temps plein||5|10|11573|91405|
2021-03-15T11:03:51.000Z|91405|D1102|CDI|D|BOULANGERIE MARIE BLACHERE|Mensuel de 1554,62 Euros sur 12 mois|Temps plein||2|10|11573|91405|
2021-03-02T15:03:40.000Z|91405|J1501|CDI|D|MAISON RETRAITE NOTRE DAME D'ESPERANCE|Mensuel de 1297,23 Euros à 1297,23 Euros sur 12 mois|Temps partiel||6|87|10891|91405|
2021-03-02T14:58:45.000Z|91405|J1501|CDI|E|MAISON RETRAITE NOTRE DAME D'ESPERANCE|Mensuel de 1700,00 Euros sur 12 mois|Temps plein||6|87|10891|91405|
