dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-15T15:11:48.000Z|74281|K1301|CDI|D|MAISON DE RETRAITE SOEURS CONCISE|Mensuel de 1590,00 Euros à 1700,00 Euros sur 12 mois|Temps plein||6|87||74281|
2021-03-15T07:11:37.000Z|74281|K2204|CDD|D|Conseil départemental de la Haute-Savoie||Temps plein||||10686|74281|
2021-03-12T15:31:31.000Z|74281|J1301|CDD|D|HOPITAL GEORGES PIANTA|Mensuel de 1555 Euros à 1655 Euros sur 12 mois|Temps partiel||5|86|10698|74281|
2021-03-12T15:20:29.000Z|74281|G1703|CDI|E|IBIS BUDGET||Temps plein||6|55|18325|74281|
2021-03-12T11:45:31.000Z|74281|K1301|CDD|D|MAISON DE RETRAITE SOEURS CONCISE|Mensuel de 1590,00 Euros à 1700,00 Euros sur 12 mois|Temps plein||6|87||74281|
2021-03-12T05:42:18.000Z|74281|M1601|MIS|D|Aquila Rh Annemasse||Temps plein|||78||74281|
2021-03-10T11:32:09.000Z|74281|G1605|CDI|D|BRASSERIE ST JEAN|Mensuel de 1600,00 Euros à 1750,00 Euros sur 12 mois|Temps plein||5|56|17846|74281|
2021-03-10T05:53:33.000Z|74281|K1303|CDI|D|||Temps plein||||11180|74281|
2021-03-09T14:41:59.000Z|74281|I1203|CDD|D|CIE|Horaire de 10,50 Euros à 10,50 Euros sur 12 mois|Temps partiel||5|88||74281|
2021-03-09T12:52:54.000Z|74281|D1212|CDD|E|DCM Jennyfer||Temps plein||||20629|74281|
2021-03-08T15:44:10.000Z|74281|C1502|CDI|D|FONCIA CHABLAIS||Temps plein||6|68|11293|74281|
2021-03-08T14:45:15.000Z|74281|D1401|CDI|E|CARREFOUR MARKET|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|47|14753|74281|
2021-03-08T14:13:07.000Z|74281|D1401|CDI|D|CARREFOUR MARKET|Horaire de 10,35 Euros sur 12 mois|Temps plein||5|47|14753|74281|
2021-03-08T13:52:46.000Z|74281|D1505|CDI|D|Carrefour Market Jules Ferry|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|47|15487|74281|
2021-03-08T09:08:00.000Z|74281|G1502|CDI|E|HOTEL F1|Horaire de 10,25 Euros|Temps plein||5|78||74281|
2021-03-07T18:14:44.000Z|74281|K1206|CDD|E|IFAC SAVOIES|Mensuel de 1769,60 Euros sur 12 mois|Temps plein||7|93|11065|74281|
2021-03-07T15:00:22.000Z|74281|N4105|MIS|D|Aquila Rh Annemasse||Temps plein|||78|11999|74281|
2021-03-07T14:56:43.000Z|74281|D1505|MIS|D|Aquila Rh Annemasse||Temps plein|||78|15487|74281|
2021-03-05T03:03:09.000Z|74281|D1401|CDD|D|||Temps plein||||14753|74281|
2021-03-02T20:02:09.000Z|74281|D1106|CDI|E|L'AUTHENTIQUE|Horaire de 10,25 Euros à 11,00 Euros sur 12 mois|Temps plein||5|10|20560|74281|
2021-02-28T21:12:34.000Z|74281|M1607|MIS|D|Menway Emploi||Temps plein|||78|11183|74281|
2021-02-23T15:46:13.000Z|74281|M1605|CDD|E||Horaire de 10,25 Euros sur 12 mois|Temps plein||6|85|11230|74281|
2021-02-22T11:46:59.000Z|74281|D1214|CDD|D|PIMKIE|Horaire de 10,25 Euros sur 12 mois|Temps partiel||6|47|20615|74281|
2021-02-22T11:18:07.000Z|74281|M1605|MIS|E|INTWEE EMPLOI||Temps partiel||2|78|11230|74281|
2021-02-19T09:24:06.000Z|74281|M1604|CDI|E|COFIDEST||Temps plein||6|69|11227|74281|
2021-02-14T04:51:59.000Z|74281|D1507|CDD|D|||Temps plein||5|47|14769|74281|
2021-02-02T10:46:52.000Z|74281|J1301|CDD|D|HOPITAL GEORGES PIANTA|Mensuel de 1555,00 Euros à 1655,00 Euros sur 12 mois|Temps partiel||5|86|10698|74281|
2021-01-28T08:48:58.000Z|74281|K1303|MIS|E|Appel Medical||Temps plein|||78|11180|74281|
