dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-04T14:28:34.000Z|06090|H3301|MIS|E|SAS FORCE INTERIM|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||2|78|12849|06090|
2021-03-03T10:07:21.000Z|06090|G1605|MIS|D|RAS 280|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|78|17846|06090|
2021-03-01T11:43:23.000Z|06090|K2204|MIS|E|SAS FORCE INTERIM||Temps plein||4|78|16981|06090|
2021-02-11T10:30:38.000Z|06090|N1105|CDD|D|||Temps plein||5|33|16361|06090|
2021-01-31T12:51:02.000Z|06090|N1105|MIS|D|Randstad||Temps plein|||78|16361|06090|
2020-12-15T04:36:07.000Z|06090|H2102|MIS|D|Randstad||Temps plein|||78|10448|06090|
2021-03-15T06:56:25.000Z|06090|N1301|CDI|E|||Temps plein||||19112|06090|
2021-03-05T10:32:30.000Z|06090|K1304|CDI|E|Lydia URFALINO|Horaire de 10,25 Euros à 10,30 Euros sur 12 mois|Temps partiel||6|88|10805|06090|
2021-03-01T15:35:31.000Z|06090|H3303|CDI|E|SAS FORCE INTERIM|Horaire de 10,25 Euros à 11,00 Euros sur 12 mois|Temps plein||2|78||06090|
2021-02-23T18:20:59.000Z|06090|H3303|MIS|E|RAS 280|Horaire de 10,25 Euros à 10,50 Euros sur 12 mois|Temps plein||5|78||06090|
2021-02-20T16:53:17.000Z|06090|I1203|MIS|D||Mensuel de 1470,00 Euros|Temps plein|||78|20217|06090|
2021-02-20T15:07:43.000Z|06090|N1301|CDI|E|Randstad||Temps plein||||19112|06090|
2021-01-04T11:24:36.000Z|06090|A1203|CDI|D|CMAR PACA DT 06||Temps plein||6|94|16067|06090|
2021-03-05T10:32:42.000Z|06090|K1302|CDI|E|VITALLIANCE|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps partiel||6|88|11453|06090|
2021-02-28T19:19:01.000Z|06090|K1202|CDI|D|||Temps plein||||14586|06090|
2021-02-28T03:06:53.000Z|06090|K1202|CDI|E|Agence Appel Médical Petite Enfance PACA||Temps plein||||14586|06090|
2021-02-26T08:47:31.000Z|06090|K1202|CDI|D|APPEL MEDICAL|Horaire de 14,00 Euros sur 12 mois|Temps plein||6|78|14586|06090|
2021-02-19T17:12:07.000Z|06090|N1301|CDI|E|RANDSTAD|Annuel de 30000,00 Euros sur 12 mois|Temps plein||8|78|14382|06090|
2021-02-19T09:53:00.000Z|06090|H2909|MIS|S|RANDSTAD|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|78||06090|
2021-02-12T05:17:28.000Z|06090|K1301|CDI|D|Kelly Sante|Annuel de 21600,00 Euros ï¿½ 21600,00 Euros|Temps plein||||10856|06090|
2021-02-11T10:19:50.000Z|06090|I1605|CDD|E|||Temps plein||6|33|16478|06090|
2021-02-12T05:17:35.000Z|06090|J1501|CDI|D|Kelly Sante|Annuel de 21600,00 Euros ï¿½ 21600,00 Euros|Temps plein||||10891|06090|
2021-01-22T03:41:16.000Z|06090|J1501|CDD|E|DomusVi||Temps plein|||70|10891|06090|
2021-01-19T02:59:24.000Z|06090|C1504|LIB|D|||Temps plein||||16963|06090|
2021-01-05T03:44:39.000Z|06090|J1501|CDI|E|DomusVi||Temps plein|||70|10891|06090|
2020-11-10T16:15:56.000Z|06090|J1501|CDI|E|DomusVi||Temps plein|||70|10891|06090|
2021-03-15T07:05:23.000Z|06090|J1507|CDI|D|||Temps plein||||15548|06090|
2021-03-08T10:53:30.000Z|06090|F1608|MIS|E|NETWORK INTERIM|Horaire de 10,25 Euros à 12,00 Euros sur 12 mois|Temps plein||5|78|11690|06090|
2021-02-26T08:49:03.000Z|06090|J1507|CDI|E|APPEL MEDICAL|Horaire de 15,00 Euros sur 12 mois|Temps plein||8|78|15548|06090|
2021-02-26T03:53:39.000Z|06090|C1504|LIB|D|||Temps plein||||13464|06090|
2021-02-25T06:49:57.000Z|06090|C1504|LIB|D|||Temps plein||||13464|06090|
2021-02-17T05:10:05.000Z|06090|J1102|CDI|D|||Temps plein||||15311|06090|
2021-01-05T03:56:25.000Z|06090|J1502|CDI|E|DomusVi||Temps plein|||70|15551|06090|
2020-12-22T10:02:51.000Z|06090|G1601|CDI|E|CA7E SCENE||Temps plein||6|56|12110|06090|
2020-11-24T06:56:42.000Z|06090|I1604|CDI|E|Randstad||Temps plein||||16528|06090|
