dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-11T12:24:16.000Z|91326|M1607|CDI|E||Mensuel de 1600,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||6|81|11183|91326|
2021-03-10T10:02:44.000Z|91326|K2303|CDI|D||Mensuel de 1800,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||6|81|10577|91326|
2021-03-09T16:33:25.000Z|91326|G1203|SAI|E|LEO LAGRANGE NORD -ILE-DE-FRANCE||Temps plein||5|93||91326|
2021-03-09T15:59:39.000Z|91326|G1203|CDI|D|LEO LAGRANGE NORD -ILE-DE-FRANCE||Temps partiel||5|93||91326|
2021-03-08T08:33:39.000Z|91326|K1801|CDD|E|TINGARI|Mensuel de 2300,00 Euros sur 12 mois|Temps plein||6|70|13436|91326|
2021-03-06T17:25:41.000Z|91326|M1609|CDD|D|EVOLUSANTE||Temps plein||6|70|19397|91326|
2021-03-02T15:03:16.000Z|91326|I1203|CDI|E|SOC SAINT VINCENT DE PAUL CONSEIL DEPA|Horaire de 10,25 Euros sur 12 mois|Temps plein||1|87||91326|
2021-03-02T14:20:25.000Z|91326|G1603|CDI|E|BOULANGERIE DE MARIE BLACHERE|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|47|14813|91326|
2021-02-26T18:03:35.000Z|91326|J1303|CDD|D|EVOLUSANTE|Mensuel de 1500,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||6|70|11265|91326|
2021-02-23T09:30:45.000Z|91326|N4102|CDI|D|KZ TRANSPORT||Temps partiel||6|49||91326|
2021-01-18T12:10:48.000Z|91326|K1801|CDD|E|TINGARI|Mensuel de 2300,00 Euros sur 12 mois|Temps plein||6|70|13436|91326|
2021-01-08T10:13:46.000Z|91326|G1603|CDI|E|BOULANGERIE DE MARIE BLACHERE|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|47|14813|91326|
2021-03-15T11:19:02.000Z|91326|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|91326|
2021-03-12T11:08:25.000Z|91326|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|91326|
2021-03-09T11:35:33.000Z|91326|D1301|CDI|E|BOULANGERIE DE MARIE BLACHERE||Temps plein||8|47|18781|91326|
2021-03-06T11:03:07.000Z|91326|C1102|CDI|E||Annuel de 26000,00 Euros ï¿½ 30000,00 Euros|Temps plein|||65|13354|91326|
2021-03-05T15:00:26.000Z|91326|I1203|CDI|E|PMS AA|Mensuel de 1700 Euros à 1900 Euros sur 12 mois|Temps plein||3|87||91326|
2021-02-22T08:11:28.000Z|91326|K1303|CDI|D|||Temps plein||||16999|91326|
