dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-11T09:59:49.000Z|2B037|D1507|SAI|E||Horaire de 10,50 Euros sur 12 mois|Temps plein||5|47|14778|2B037|
2021-03-09T11:14:49.000Z|2B037|N1105|CDD|E|Casapierres Naturelles||Temps plein||6|46|16361|2B037|
2021-03-03T10:23:55.000Z|2B037|M1608|CDD|E||Mensuel de 1600,00 Euros à 1900,00 Euros sur 12 mois|Temps plein||6|43|19370|2B037|
2021-03-03T09:46:28.000Z|2B037|M1608|CDI|E|||Temps plein||6|41|19370|2B037|
2021-03-01T10:42:25.000Z|2B037|K2304|SAI|D|AM GROUPE|Mensuel de 1732,25 Euros sur 12 mois|Temps plein||5|64|10638|2B037|
2021-02-22T08:42:01.000Z|2B037|N1103|SAI|D||Horaire de 10,25 Euros sur 12 mois|Temps plein||5|47|17993|2B037|
2021-03-16T10:33:43.000Z|2B037|J1304|CDD|D|SOL.ID'R SOLUTIONS IDEES REACTIVITE|Horaire de 10,37 Euros à 10,38 Euros sur 12 mois|Temps plein||6|82|11448|2B037|
2021-03-16T09:43:07.000Z|2B037|J1304|CDD|D|ECOLE|Mensuel de 1574 Euros à 1575 Euros sur 12 mois|Temps plein||6|93|11448|2B037|
2021-03-15T14:08:22.000Z|2B037|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|2B037|
2021-03-12T10:20:20.000Z|2B037|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|2B037|
2021-03-10T12:31:32.000Z|2B037|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|2B037|
2021-03-09T14:18:17.000Z|2B037|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|2B037|
2021-03-01T10:34:28.000Z|2B037|D1403|CCE|D|MOVE HEALTH||Temps plein||5|47|13489|2B037|
2021-02-23T16:41:10.000Z|2B037|D1404|CDI|E|SAS BERNARDINI BRITISH CARS|Mensuel de 1750,00 Euros à 4000,00 Euros sur 12 mois|Temps plein||8|45||2B037|
2021-03-16T09:45:33.000Z|2B037|K1202|CDD|D|ECOLE|Mensuel de 1645,00 Euros à 1646,00 Euros sur 12 mois|Temps plein||6|93|14586|2B037|
2021-03-16T09:44:17.000Z|2B037|K1303|CDD|D|ECOLE|Mensuel de 1555,00 Euros à 1556,00 Euros sur 12 mois|Temps plein||6|93|11180|2B037|
2021-03-16T09:08:13.000Z|2B037|H2101|CDD|D|SARL LES POULETS BASTIAIS|Mensuel de 1558 Euros sur 12 mois|Temps plein||6|10||2B037|
2021-03-12T11:41:45.000Z|2B037|F1604|CDD|E|SASSO 2J|Mensuel de 1800,00 Euros sur 12 mois|Temps plein||6|43|16074|2B037|
2021-03-11T19:05:48.000Z|2B037|M1803|CDI|D|||Temps plein||7|95|18949|2B037|
2021-03-11T15:31:30.000Z|2B037|K2107|CDD|D|TO BE AT SCHOOL||Temps partiel||6|85|38744|2B037|
2021-03-11T10:09:56.000Z|2B037|M1203|CDI|E|.||Temps plein||6|81|12786|2B037|
2021-03-11T09:34:12.000Z|2B037|N1103|CDI|E||Mensuel de 1555,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||6|47|18317|2B037|
2021-03-05T03:04:39.000Z|2B037|C1504|LIB|D|||Temps plein||||16963|2B037|
2021-03-04T19:05:04.000Z|2B037|K1403|CDI|E|KALLISERVICES|Mensuel de 1974,00 Euros à 2300,00 Euros sur 12 mois|Temps plein||7|88||2B037|
2021-03-03T09:21:49.000Z|2B037|D1401|CCE|E|||Temps plein||6|47|12700|2B037|
2021-03-01T16:33:47.000Z|2B037|J1303|CDI|E||Mensuel de 1650,00 Euros à 1950,00 Euros sur 12 mois|Temps plein||7|47||2B037|
2021-03-01T13:19:18.000Z|2B037|D1404|CDI|E|.|Mensuel de 1923,22 Euros sur 12 mois|Temps plein||6|45|13397|2B037|
2021-02-24T15:28:15.000Z|2B037|J1505|CDD|D|SOL.ID'R SOLUTIONS IDEES REACTIVITE|Mensuel de 1950 Euros à 1951 Euros sur 12 mois|Temps plein||6|82||2B037|
2021-02-23T11:15:30.000Z|2B037|F1703|CDI|E|PRESCO PRESTATION DE SERVICES CORSES||Temps plein||6|43|16261|2B037|
2021-02-23T10:39:25.000Z|2B037|M1601|CDI|D|vignoli||Temps plein||6|77||2B037|
2021-02-23T10:37:21.000Z|2B037|H2909|CDI|D|MR VIGNOLI||Temps plein||6|77||2B037|
2021-02-23T10:28:08.000Z|2B037|H2909|CDI|D|HENRI MUZIO|Mensuel de 1199,25 Euros sur 12 mois|Temps partiel||6|77||2B037|
2021-02-18T14:33:41.000Z|2B037|F1604|CDI|E||Mensuel de 2000,00 Euros sur 12 mois|Temps plein||5|43|17917|2B037|
2021-02-17T17:02:15.000Z|2B037|J1307|CDI|E|PHARMACIE ALFONSI BIGUGLIA|Horaire de 10,35 Euros à 14,16 Euros sur 12 mois|Temps plein||6|47|18027|2B037|
2021-02-08T08:57:21.000Z|2B037|M1805|CDI|D|SOC ETS ORSINI ART STYLE RB CONCEPT||Temps plein||7|46|14156|2B037|
2021-02-04T16:25:56.000Z|2B037|D1407|CDD|E||Mensuel de 1600 Euros à 2300 Euros sur 12 mois|Temps plein||7|43|20291|2B037|
2021-01-26T11:27:35.000Z|2B037|F1607|CDI|E|SARL SOC NOUVELLE CORSE VITRAGES||Temps plein||6|47|20715|2B037|
2021-03-11T09:37:31.000Z|2B037|H2206|CDI|E|||Temps plein||2|47|16611|2B037|
