dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-10T09:12:37.000Z|60157|D1214|CDI|E|GUIGUIN SARL||Temps plein||6|47|20556|60157|
2021-02-25T10:56:51.000Z|60157|D1401|CDI|E||Annuel de 26000,00 Euros ï¿½ 32000,00 Euros|Temps plein|||22||60157|
2021-02-25T10:55:03.000Z|60157|M1605|CDI|E||Annuel de 35000,00 Euros ï¿½ 45000,00 Euros|Temps plein|||32|11230|60157|
2021-03-12T02:56:24.000Z|60157|K1207|CDI|D|||Temps plein||||14597|60157|
2021-03-11T15:32:54.000Z|60157|M1704|CDI|D|MAMENSUALITE.FR|Mensuel de 1571,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||7|66|18753|60157|
2021-03-11T09:42:02.000Z|60157|K1207|CDI|D|Appel Médical par Randstad||Temps plein||||14597|60157|
2021-03-10T10:33:04.000Z|60157|K1304|CDI|E|SARL CYRIADOM|Horaire de 10,25 Euros|Temps partiel||6|88|10857|60157|
2021-03-08T10:41:34.000Z|60157|J1307|CDD|D|||Temps plein||||18027|60157|
2021-02-26T12:42:22.000Z|60157|K1304|CDI|E|SARL CYRIADOM|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|88|10857|60157|
2021-02-24T14:07:32.000Z|60157|J1307|CDD|D|Appel Medical||Temps plein|||47|18027|60157|
2021-02-23T17:09:44.000Z|60157|K2111|CDD|E|COALLIA||Temps partiel||6|87|38228|60157|
2021-03-15T17:02:27.000Z|60157|I1604|CDI|S|RANDTSTAD|Horaire de 14,2 Euros sur 12 mois|Temps plein||8|78|16522|60157|
2021-03-15T05:04:16.000Z|60157|M1805|CDI|E|||Temps plein||7||38976|60157|
2021-03-15T05:04:11.000Z|60157|M1805|CDI|E|||Temps plein||7||14153|60157|
2021-03-15T04:59:19.000Z|60157|M1805|CDI|E|||Temps plein||7||14153|60157|
2021-03-15T04:51:56.000Z|60157|G1804|CDI|D|||Temps plein||||12602|60157|
2021-03-12T16:50:27.000Z|60157|N4103|CDI|D|TAP|Horaire de 10,25 Euros|Temps partiel||5|49|11986|60157|
2021-03-12T08:55:01.000Z|60157|K2107|CDD|D|rectorat|Mensuel de 1719,77 Euros sur 12 mois|Temps partiel||9|84||60157|
2021-03-11T12:18:32.000Z|60157|I1307|CDI|E|OFFRES INNOVANTES DE SERVICES|Mensuel de 1800 Euros à 2100 Euros sur 12 mois|Temps plein||7|62||60157|
2021-03-10T11:36:37.000Z|60157|K1302|CDI|D|VITALLIANCE|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps partiel||5|88|11453|60157|
2021-03-09T14:42:00.000Z|60157|K2301|MIS|S|RANDSTAD|Mensuel de 1625,13 Euros sur 12 mois|Temps plein||2|78||60157|
2021-03-08T09:15:18.000Z|60157|K1302|CDI|E|TELMAN'FAMILLE|Horaire de 10,31 Euros sur 12 mois|Temps plein||6|96|11456|60157|
2021-03-06T02:51:53.000Z|60157|A1301|CDI|D|||Temps plein||||20179|60157|
2021-03-04T15:40:45.000Z|60157|F1607|CDD|D|OISE FERMETURES||Temps plein||5|43|17920|60157|
