dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-11T12:48:49.000Z|32160|D1507|CDI|E|SOBERDIS SN|Mensuel de 1632,31 Euros à 1632,31 Euros sur 13 mois|Temps plein||5|47|14769|32160|
2021-03-05T10:46:11.000Z|32160|D1106|CDD|E|BOULANGERIE FRANCK SANCHEZ||Temps plein||6|10|20560|32160|
2021-02-19T08:22:24.000Z|32160|N4103|CDI|D|VERBUS||Temps partiel||3|49|13157|32160|
2021-02-18T09:50:38.000Z|32160|K2204|CDI|D||Horaire de 10,56 Euros à 10,56 Euros sur 12 mois|Temps partiel||1|81||32160|
2021-02-17T13:51:03.000Z|32160|K1304|CDI|E|MADAME DE|Horaire de 11,27 Euros sur 12 mois|Temps partiel||6|81|14774|32160|
2021-02-15T15:22:40.000Z|32160|J1301|CDD|D|EHPAD SAINT JACQUES|Horaire de 10,25 Euros|Temps plein||6|87|10698|32160|
2020-12-09T09:54:45.000Z|32160|D1209|CDI|E|||Temps plein||6|46|20519|32160|
2021-03-15T22:40:28.000Z|32160|D1401|MIS|E|JOB & Vous |Horaire de 10,88 Euros à 11,00 Euros sur 12 mois|Temps plein||5|78|38960|32160|
2021-03-15T15:50:57.000Z|32160|K1304|CDD|D|ADPAM GERS|Horaire de 10,25 Euros à 10,73 Euros sur 12 mois|Temps partiel||5|88|10805|32160|
2021-03-09T12:13:05.000Z|32160|G1603|CDI|D|MC DONALD'S |Horaire de 10,25 Euros|Temps partiel||5|56||32160|
2021-02-22T11:41:12.000Z|32160|K1304|CDI|D|FEDERATION DEP DES ADMR DU GERS|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|94|10805|32160|
2021-02-07T03:11:10.000Z|32160|K1304|CDD|D|Particulier Employeur||Temps plein|||97|10857|32160|
2021-01-21T08:19:07.000Z|32160|K1207|CDD|E|||Temps plein||6|84|14597|32160|
2021-01-07T16:05:29.000Z|32160|M1203|CDI|D||Mensuel de 1700,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||6|46|11213|32160|
2020-11-10T13:35:13.000Z|32160|K1304|CDI|E|C.B.PH COTIDIE|Horaire de 11,03 Euros à 11,10 Euros|Temps partiel||5|88|10857|32160|
2021-03-16T12:01:44.000Z|32160|C1503|CDI|E|PARERA||Temps plein||7|71|16966|32160|
2021-03-16T10:24:07.000Z|32160|F1201|CDI|E|PARERA||Temps plein||7|71|13700|32160|
2021-03-16T09:32:21.000Z|32160|F1201|CDI|D|CANATP|Mensuel de 2000 Euros à 3500 Euros sur 12 mois|Temps plein||8|43||32160|
2021-03-15T11:22:36.000Z|32160|K1303|CDD|D|MAIRIE DE L'ISLE-JOURDAIN||Temps plein||6|84||32160|
2021-03-15T07:15:08.000Z|32160|M1503|CDD|E|Groupe Crit||Temps plein||7||18942|32160|
2021-03-12T14:37:37.000Z|32160|K2104|CDD|D||Horaire de 10,25 Euros|Temps partiel||5|84||32160|
2021-03-12T05:38:47.000Z|32160|I1309|CDI|D|||Temps plein|||||32160|
2021-03-10T09:11:39.000Z|32160|J1505|CDD|D|INSPECTION ACADEMIQUE||Temps partiel||6|84|15556|32160|
2021-03-09T15:24:26.000Z|32160|F1502|MIS|E|JOB & Vous|Horaire de 10,5 Euros à 11,5 Euros sur 12 mois|Temps plein||5|78|16841|32160|
2021-03-09T11:28:53.000Z|32160|K1303|CDD|E|SCE PETITE ENFANCE||Temps plein||6|88|38633|32160|
2021-03-08T10:12:07.000Z|32160|K1801|CDI|E|BGE SUD OUEST|Annuel de 25000 Euros à 30000 Euros sur 12 mois|Temps plein||9|85||32160|
2021-03-08T09:27:12.000Z|32160|C1502|CDD|D|INSTITUT SUPERIEUR TECHNIQUE PRIVE|Mensuel de 675,00 Euros à 1631,00 Euros sur 12 mois|Temps plein||5|85|11236|32160|
2021-03-05T11:59:52.000Z|32160|C1104|CDI|D|FLEXITIME OFFICE||Temps plein||6|66||32160|
2021-03-04T16:35:15.000Z|32160|F1302|MIS|E|JOB 32|Horaire de 11 Euros à 12 Euros sur 12 mois|Temps plein||2|78||32160|
2021-03-04T08:57:03.000Z|32160|M1302|FRA|D|ELYSEE CONCEPT||Temps plein||9|70||32160|
2021-03-03T16:10:28.000Z|32160|N4103|CDD|D|GEIQ TPS OCCITANIE|Mensuel de 750,00 Euros à 760,00 Euros sur 12 mois|Temps partiel||6|78|13235|32160|
2021-03-02T15:55:37.000Z|32160|D1407|CDI|D|CA RESSOURCES HUMAINES|Annuel de 22000 Euros à 25000 Euros sur 12 mois|Temps plein||6|74|20291|32160|
2021-02-26T16:32:00.000Z|32160|F1605|CDI|D|KOBALTT GRAND OUEST||Temps plein||6|78|16860|32160|
2021-02-26T03:01:50.000Z|32160|C1504|LIB|D|||Temps plein||||16963|32160|
2021-02-25T12:53:53.000Z|32160|G1604|CDI|E|||Temps plein||||17807|32160|
2021-02-24T08:21:16.000Z|32160|F1202|CDI|E|GROUPE SOVITRAT|Horaire de 13,00 Euros à 15,00 Euros sur 12 mois|Temps plein||4|78||32160|
2021-02-24T07:09:33.000Z|32160|C1504|CCE|D|Groupe C&C BAS Aquitaine||Temps plein||9|70||32160|
2021-02-22T15:46:26.000Z|32160|C1502|CDI|E|||Temps plein||6|70|19111|32160|
2021-02-19T10:38:39.000Z|32160|M1601|CDD|D|Communauté Communes Gascogne Toulousaine||Temps plein||6|88||32160|
